DLiP-ID,T003UK
ATS6Z,3208.0
ATS6d,585.0
ATS6i,34604.270527155655
ATS6m,11399.236367
ATS6p,272.659956292752
ATS6s,594.4444444444443
ATS6v,36613.72705105348
ATS7Z,3084.0
ATS7d,580.0
ATS7i,35507.818647335356
ATS7m,10690.24289
ATS7p,278.843871147658
ATS7s,607.8888888888888
ATS7v,36787.517580846375
ATS8Z,2756.0
ATS8d,533.0
ATS8i,36356.36976502935
ATS8m,9326.307181
ATS8p,266.27633683614795
ATS8s,603.0555555555555
ATS8v,33979.48197110203
C1SP1,0
C1SP2,3
C1SP3,1
C2SP1,0
C2SP2,12
C2SP3,10
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.4444444444444444
GGI10,0.18283440465258646
JGI10,0.007032092486637941
JGT10,0.3698562258133383
Kier1,27.04601899196494
Kier2,12.9919261822376
Kier3,6.297163261257687
MAXdO,14.023520898360365
MID_C,55.56757065038587
MID_N,8.43118434460389
MID_O,5.3752062651268755
MID_X,0.0
MID_h,13.806390609730768
MINdO,12.697620182377717
MPC10,197
MWC01,37.0
MWC02,5.176149732573829
MWC03,6.042632833682381
MWC04,6.928537818164665
MWC05,7.814803429489359
MWC06,8.711937268208748
MWC07,9.60797490096916
MWC08,10.511376364144162
MWC09,11.413337146968821
MWC10,12.320744178813118
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,3.377600000000001
SRW02,4.31748811353631
SRW03,0.0
SRW04,5.631211781821365
SRW05,2.3978952727983707
SRW06,7.1459844677143876
SRW07,4.844187086458591
SRW08,8.75004942158424
SRW09,7.034387929915503
SRW10,10.403504977585515
SaaCH,19.108550399783265
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.5445953232073366
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.4169567575014901
SdssS,0
SsCH3,3.678789244832715
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.956135789094151
SssPH,0
SssSe,0
SsssB,0
SsssN,3.4924700281347105
SsssP,0
VE1_A,4.646857485700798
VE1_D,5.737952334379112
VE2_A,0.13667227899119994
VE2_D,0.16876330395232683
VE3_A,2.7599666132324754
VE3_D,2.9708778421372197
VR1_A,475.3213101730917
VR1_D,233.81115537506855
VR2_A,13.980038534502697
VR2_D,6.876798687502016
VR3_A,7.3877664494423385
VR3_D,6.678289192845486
WPath,3326
Xc-3d,1.8122407588987766
Xc-4d,0.0
Xc-5d,0.6329712428437692
Xc-6d,0.0
Xp-0d,24.078775022443736
Xp-1d,16.545243855508332
Xp-2d,14.15094447504984
Xp-3d,12.608849639733812
Xp-4d,10.792790678692775
Xp-5d,8.081615052582267
Xp-6d,5.590205505006867
Xp-7d,4.205213088690522
ZMIC0,114.2155940574134
ZMIC1,69.31329146030703
ZMIC2,44.70853775721346
ZMIC3,30.189299770789578
ZMIC4,28.506360599847635
ZMIC5,28.506360599847635
nAcid,0
nAtom,68
nBase,1
nRing,4
piPC1,3.8501476017100584
piPC2,4.31748811353631
piPC3,4.791649752930709
piPC4,5.253581472706645
piPC5,5.667723424840498
piPC6,5.717438801103687
piPC7,6.066108090103747
piPC8,6.3901357957947384
piPC9,6.514527488538451
AATS0Z,20.5
AATS0d,3.088235294117647
AATS0i,163.411204292676
AATS0m,80.62302414705884
AATS0p,1.4292169230127352
AATS0s,4.176470588235294
AATS0v,207.5622453185785
AATS1Z,23.014084507042252
AATS1d,3.887323943661972
AATS1i,146.9701631173296
AATS1m,86.43488125352113
AATS1p,1.7805913030985918
AATS1s,2.839201877934272
AATS1v,255.32678919985585
AATS2Z,18.891472868217054
AATS2d,3.488372093023256
AATS2i,154.6453016674899
AATS2m,69.19089211627907
AATS2p,1.5043053895208374
AATS2s,2.6326442721791556
AATS2v,208.2825860298405
AATS3Z,16.080645161290324
AATS3d,3.043010752688172
AATS3i,162.02972209202423
AATS3m,58.03831903225806
AATS3p,1.289600999907575
AATS3s,2.67099761051374
AATS3v,175.91893050853204
AATS4Z,16.100502512562816
AATS4d,2.909547738693467
AATS4i,161.7796062996212
AATS4m,57.478196673366824
AATS4p,1.2535112568872562
AATS4s,3.0813791178112786
AATS4v,173.67649349602695
AATS5Z,15.570048309178745
AATS5d,2.763285024154589
AATS5i,162.16053235127902
AATS5m,54.870394149758454
AATS5p,1.2500999539503141
AATS5s,3.5081857219538373
AATS5v,171.31653676948875
AATS6Z,14.92093023255814
AATS6d,2.7209302325581395
AATS6i,160.95009547514258
AATS6m,53.01970403255814
AATS6p,1.2681858432221023
AATS6s,2.7648578811369506
AATS6v,170.29640488862083
AATS7Z,13.891891891891891
AATS7d,2.6126126126126126
AATS7i,159.94512904205115
AATS7m,48.15424725225225
AATS7p,1.256053473638099
AATS7s,2.738238238238238
AATS7v,165.70953865246116
AATS8Z,12.248888888888889
AATS8d,2.368888888888889
AATS8i,161.58386562235265
AATS8m,41.450254137777776
AATS8p,1.1834503859384353
AATS8s,2.680246913580247
AATS8v,151.01991987156458
AMID_C,1.6343403132466432
AMID_N,0.24797601013540854
AMID_O,0.15809430191549634
AMID_X,0.0
AMID_h,0.40607031205090494
ATS0dv,422.0
ATS0pe,412.5947
ATS0se,512.8833999999998
ATS1dv,426.0
ATS1pe,452.79200000000003
ATS1se,543.1031959999999
ATS2dv,613.0
ATS2pe,804.9298000000001
ATS2se,981.4044119999999
ATS3dv,722.0
ATS3pe,1142.3316
ATS3se,1414.664984
ATS4dv,726.0
ATS4pe,1243.1775000000002
ATS4se,1536.980912
ATS5dv,748.0
ATS5pe,1302.7668999999999
ATS5se,1612.478212
ATS6dv,688.0
ATS6pe,1306.1689000000001
ATS6se,1625.923196
ATS7dv,572.0
ATS7pe,1342.5390000000002
ATS7se,1674.3188079999998
ATS8dv,486.0
ATS8pe,1336.9202000000002
ATS8se,1680.56594
ATSC0Z,489.5294117647058
ATSC0c,0.9889993225224961
ATSC0d,38.47058823529413
ATSC0i,99.34695800098146
ATSC0m,2335.4066885294123
ATSC0p,15.418635736785937
ATSC0s,103.89542483660135
ATSC0v,3445.9004224002783
ATSC1Z,25.432525951557103
ATSC1c,-0.6015140437008614
ATSC1d,16.743944636678208
ATSC1i,-16.632629368838934
ATSC1m,120.61410359429091
ATSC1p,-0.4847155999376427
ATSC1s,-1.4970203767781582
ATSC1v,23.137957660007828
ATSC2Z,13.422145328719736
ATSC2c,-0.04734537246575345
ATSC2d,5.107266435986169
ATSC2i,-29.659299144447928
ATSC2m,49.07228555449854
ATSC2p,-2.9499226909239455
ATSC2s,5.616685890042288
ATSC2v,-482.2754160865991
ATSC3Z,129.34602076124577
ATSC3c,0.6152519302485178
ATSC3d,-1.9342560553633148
ATSC3i,34.32121175330367
ATSC3m,611.6894686401386
ATSC3p,2.7846717930188376
ATSC3s,4.565455594002304
ATSC3v,746.1297464457401
ATSC4Z,-31.799307958477474
ATSC4c,-0.6192352590450179
ATSC4d,-10.141868512110719
ATSC4i,-14.732411530804505
ATSC4m,-144.50733460813134
ATSC4p,-1.8892585201696215
ATSC4s,-22.548539023452506
ATSC4v,-117.06946401282788
ATSC5Z,-161.68512110726644
ATSC5c,0.006363190844309072
ATSC5d,4.6262975778546735
ATSC5i,19.752922600789834
ATSC5m,-752.6511779057091
ATSC5p,2.6189994055947965
ATSC5s,-5.8074778931180076
ATSC5v,-169.7950570687444
ATSC6Z,42.782006920415235
ATSC6c,0.4922502300940311
ATSC6d,-6.664359861591692
ATSC6i,27.670618228117583
ATSC6m,207.58667759083053
ATSC6p,2.2018443535757144
ATSC6s,-14.924259900038443
ATSC6v,455.47082988802634
ATSC7Z,-185.05190311418684
ATSC7c,-0.4303588897580722
ATSC7d,-13.065743944636678
ATSC7i,-13.195503845617639
ATSC7m,-872.2169076107267
ATSC7p,-2.8308085004688075
ATSC7s,-30.67820069204152
ATSC7v,-856.1963167921677
ATSC8Z,-177.7370242214533
ATSC8c,-0.017230325293775713
ATSC8d,-15.968858131487888
ATSC8i,-8.199661791154076
ATSC8m,-845.8361537223183
ATSC8p,-2.355404632137806
ATSC8s,1.457131872356784
ATSC8v,-939.8049001555029
AXp-0d,0.7081992653659922
AXp-1d,0.44716875285157653
AXp-2d,0.2774694995107812
AXp-3d,0.17758943154554666
AXp-4d,0.11481692211375293
AXp-5d,0.07089136011037075
AXp-6d,0.043001580807745125
AXp-7d,0.027665875583490276
GATS1Z,0.8616783614448045
GATS1c,1.6907516405530374
GATS1d,0.8094715079467629
GATS1i,1.4273940995317442
GATS1m,0.8686669414509836
GATS1p,1.1656109004112256
GATS1s,0.524279737306577
GATS1v,1.062055355238254
GATS2Z,0.9320690092013512
GATS2c,1.207492747171824
GATS2d,1.2083125903800107
GATS2i,1.3295614212844038
GATS2m,0.939067539250848
GATS2p,1.146861428619788
GATS2s,0.5426067037487855
GATS2v,1.090009058806637
GATS3Z,0.9025070870577535
GATS3c,1.1139075990882987
GATS3d,1.2968292723027848
GATS3i,0.9407822771407275
GATS3m,0.9022070583058441
GATS3p,0.9019891872563601
GATS3s,0.8879127720641155
GATS3v,0.887283502204003
GATS4Z,1.0629478200905997
GATS4c,1.7025498389038842
GATS4d,1.3521391360472081
GATS4i,1.0925155181676676
GATS4m,1.056171312917148
GATS4p,1.0018524187944804
GATS4s,1.5305979523308535
GATS4v,0.9584480436313627
GATS5Z,1.1732800086378345
GATS5c,1.374409819669543
GATS5d,1.0853388290564194
GATS5i,0.9487224138787254
GATS5m,1.1622499612179702
GATS5p,0.9025555709541453
GATS5s,1.8327827284353122
GATS5v,0.9538910909860973
GATS6Z,0.9688849393314445
GATS6c,0.9803321693630604
GATS6d,1.117857904843183
GATS6i,0.9294598570895146
GATS6m,0.9672171325644102
GATS6p,0.9462357209030482
GATS6s,1.1512843658196878
GATS6v,0.9403246386142727
GATS7Z,1.1066428721439538
GATS7c,1.140430963632137
GATS7d,1.1218351378901834
GATS7i,1.046418600023576
GATS7m,1.1043210581901186
GATS7p,1.0596334854945768
GATS7s,1.2457013663134695
GATS7v,1.0654168226530834
GATS8Z,1.0940166626612193
GATS8c,0.845634454918662
GATS8d,1.0410839279646615
GATS8i,0.9900919393577937
GATS8m,1.0936001612099955
GATS8p,1.0389603446245945
GATS8s,1.0688673950120222
GATS8v,1.0718862298209664
MATS1Z,0.04975781146866784
MATS1c,-0.5825059170697255
MATS1d,0.416849722186329
MATS1i,-0.16034554588225788
MATS1m,0.049463647418353886
MATS1p,-0.03010867284370895
MATS1s,-0.013800087895262828
MATS1v,0.006430916382010426
MATS2Z,0.01445314464881543
MATS2c,-0.02523485105980435
MATS2d,0.06998079795178164
MATS2i,-0.1573712930272041
MATS2m,0.011076255585211896
MATS2p,-0.1008518544808017
MATS2s,0.028497247613362798
MATS2v,-0.07377540520324855
MATS3Z,0.09659847069433794
MATS3c,0.2274327272898806
MATS3d,-0.018381506691657553
MATS3i,0.12630019110050383
MATS3m,0.09575565959809776
MATS3p,0.06602737562136232
MATS3s,0.01606510869035828
MATS3v,0.07916033069526607
MATS4Z,-0.022197022120938728
MATS4c,-0.21395159040699815
MATS4d,-0.09008344474666903
MATS4i,-0.050672823568468375
MATS4m,-0.021143808041185458
MATS4p,-0.041869837692327855
MATS4s,-0.07416138316140332
MATS4v,-0.01160905163829921
MATS5Z,-0.10850002380048462
MATS5c,0.0021135743117095783
MATS5d,0.03950420304628522
MATS5i,0.06531536463017608
MATS5m,-0.1058692394581304
MATS5p,0.05579920594211752
MATS5s,-0.01836241122854099
MATS5v,-0.016186795769686756
MATS6Z,0.027640940516311496
MATS6c,0.15742017342323109
MATS6d,-0.05478984425005329
MATS6i,0.08809164939899411
MATS6m,0.028113014151674116
MATS6p,0.04516594696248966
MATS6s,-0.045432520686789685
MATS6v,0.04180500673981927
MATS7Z,-0.115789906705552
MATS7c,-0.1332878990975037
MATS7d,-0.10403063614072786
MATS7i,-0.040684346296359364
MATS7m,-0.11439786508292592
MATS7p,-0.05623678452759418
MATS7s,-0.09044600715461304
MATS7v,-0.07610734470585605
MATS8Z,-0.10973003284466878
MATS8c,-0.005265309167871763
MATS8d,-0.12545022086306482
MATS8i,-0.024944095499821448
MATS8m,-0.10945865800137138
MATS8p,-0.046168521930825004
MATS8s,0.004238662416820437
MATS8v,-0.08242545940502996
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,4
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,44.25791219310455
SpAD_D,405.7184763100297
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.3531965177751335
SssNH2,0
SsssAs,0
SsssCH,-1.463502061941957
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1246
TMWC10,149.52749367301425
TSRW10,84.52470905141429
VE1_Dt,5.776034446200598
VE2_Dt,0.16988336606472348
VE3_Dt,2.977492796872247
VR1_Dt,227.60121907498657
VR2_Dt,6.694153502205488
VR3_Dt,6.6513704900769355
Xc-3dv,0.8683540006483386
Xc-4dv,0.0
Xc-5dv,0.18776617903775364
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.38327663808701984
Xch-7d,0.4911509388040335
Xp-0dv,19.944716518165556
Xp-1dv,12.286288517715882
Xp-2dv,9.078812627891189
Xp-3dv,7.009145929064624
Xp-4dv,5.236883218284042
Xp-5dv,3.4620421267436194
Xp-6dv,2.3035331277658524
Xp-7dv,1.5254277111656191
Xpc-4d,5.245150331632313
Xpc-5d,9.219713717606307
Xpc-6d,14.387236764787778
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,1
n8Ring,0
n9Ring,0
nARing,2
nBonds,71
nFRing,1
nHBAcc,4
nHBDon,2
nHRing,2
nSpiro,0
naRing,2
piPC10,6.693536625766374
AATS0dv,6.205882352941177
AATS0pe,6.067569117647059
AATS0se,7.542402941176468
AATS1dv,6.0
AATS1pe,6.377352112676057
AATS1se,7.649340788732393
AATS2dv,4.751937984496124
AATS2pe,6.239765891472869
AATS2se,7.607786139534882
AATS3dv,3.881720430107527
AATS3pe,6.141567741935484
AATS3se,7.605725720430107
AATS4dv,3.648241206030151
AATS4pe,6.247123115577891
AATS4se,7.723522170854271
AATS5dv,3.6135265700483092
AATS5pe,6.293559903381642
AATS5se,7.789749816425121
AATS6dv,3.2
AATS6pe,6.075204186046512
AATS6se,7.562433469767441
AATS7dv,2.5765765765765765
AATS7pe,6.047472972972974
AATS7se,7.541976612612611
AATS8dv,2.16
AATS8pe,5.9418675555555565
AATS8se,7.469181955555555
AATSC0Z,7.198961937716262
AATSC0c,0.014544107684154355
AATSC0d,0.5657439446366784
AATSC0i,1.4609846764850214
AATSC0m,34.34421600778548
AATSC0p,0.22674464318802848
AATSC0s,1.5278738946559023
AATSC0v,50.675006211768796
AATSC1Z,0.35820459086700146
AATSC1c,-0.008472028784519175
AATSC1d,0.2358302061503973
AATSC1i,-0.23426238547660472
AATSC1m,1.698790191468886
AATSC1p,-0.006826980280811868
AATSC1s,-0.02108479403912899
AATSC1v,0.32588672760574405
AATSC2Z,0.10404763820712974
AATSC2c,-0.0003670183912073911
AATSC2d,0.03959121268206332
AATSC2i,-0.2299170476313793
AATSC2m,0.3804053143759577
AATSC2p,-0.022867617759100352
AATSC2s,0.043540200698002234
AATSC2v,-3.7385691169503805
AATSC3Z,0.6954087137701386
AATSC3c,0.003307806076604934
AATSC3d,-0.010399226104103843
AATSC3i,0.18452264383496597
AATSC3m,3.288653057205046
AATSC3p,0.01497135372590773
AATSC3s,0.024545460182808086
AATSC3v,4.011450249708281
AATSC4Z,-0.1597955173792838
AATSC4c,-0.0031117349700754667
AATSC4d,-0.0509641633774408
AATSC4i,-0.07403221874776134
AATSC4m,-0.7261675105936248
AATSC4p,-0.009493761407887545
AATSC4s,-0.11330924132388194
AATSC4v,-0.5882887638835572
AATSC5Z,-0.7810875415809972
