DLiP-ID,C001Q0
DLiP-Mol-ID,32743
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H9ClN4O2S/c17-10-6-2-1-5-9(10)14-20-21-16(23-14)19-13(22)15-18-11-7-3-4-8-12(11)24-15/h1-8H,(H,19,21,22)"
Standard Inchi Key(RDKit),GBIIBNOFRIZKOG-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1nnc(-c2ccccc2Cl)o1)c1nc2ccccc2s1
SMILES(SDF),
MW(SDF),
MW(RDKit),356.794
MW Monoisotopic(RDKit),356.013474208
MolLogP(RDKit),4.252
XLogP(SDF),
XLogP(CDK),4.519
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),80.91
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.593046905933134
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,632879.1316677881
qed,0.5930469059331342
Chi0,16.518297090128677
Chi1,11.703509938206668
TPSA,80.91000000000001
Chi0n,12.063152284417699
Chi0v,13.63557781136388
Chi1n,6.958730692043439
Chi1v,8.153191745980394
Chi2n,4.833080354570099
Chi2v,6.270929363237071
Chi3n,3.23785586394837
Chi3v,4.6026099388057
Chi4n,2.137151962814649
Chi4v,3.2146069656627323
MolMR,92.31720000000001
MolWt,356.7940000000001
fr_SH,0
Kappa1,14.799087277328685
Kappa2,6.027388218647355
Kappa3,2.7473759848373236
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1010.1829751380074
MolLogP,4.252000000000001
NOCount,6
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,1.572105806681605
SMR_VSA1,9.211688121125169
SMR_VSA2,0.0
SMR_VSA3,15.181342137549283
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.316788604006331
SMR_VSA7,58.56119355828697
SMR_VSA8,0.0
