DLiP-ID,J100I3
GATS1dv,0.4096442274213523
GATS1pe,0.5970455357440272
GATS1se,0.5921626493185765
GATS2dv,0.7822534273702106
GATS2pe,0.7369479790774599
GATS2se,0.6581579892417383
GATS3dv,0.8923284721751666
GATS3pe,0.7957576308580667
GATS3se,0.6780226898646885
GATS4dv,0.84623784456574
GATS4pe,0.719862764800408
GATS4se,0.6715352901654348
GATS5dv,1.1476495483330391
GATS5pe,1.0842196051178317
GATS5se,1.1111900178109466
GATS6dv,1.4446790449116125
GATS6pe,1.3119849565357677
GATS6se,1.3082474425865904
GATS7dv,1.3674405056482588
GATS7pe,1.3751937217721006
GATS7se,1.3733144445400678
GATS8dv,1.511315230065306
GATS8pe,1.193891325455774
GATS8se,1.0668513717050352
MATS1dv,0.5299861374930609
MATS1pe,0.20992759987994766
MATS1se,0.19133922800988523
MATS2dv,0.24242975729340746
MATS2pe,0.21245856797772697
MATS2se,0.24553563963922817
MATS3dv,0.02064748088840105
MATS3pe,-0.005988183522481909
MATS3se,0.04918446201572014
MATS4dv,0.1492182227187355
MATS4pe,0.1749393576647469
MATS4se,0.1323291269694338
MATS5dv,0.07860138492788314
MATS5pe,0.06133013828709755
MATS5se,-0.016694550009063086
MATS6dv,-0.13987202639602603
MATS6pe,-0.14061835386088026
MATS6se,-0.1517206124003837
MATS7dv,-0.15391685809923658
MATS7pe,-0.2332664383033674
MATS7se,-0.25118825017074864
MATS8dv,-0.4430805584798051
MATS8pe,-0.265213442767811
MATS8se,-0.19258514874424304
MAXaaCH,2.135990728308827
MAXaaaC,0.5839505385487529
MAXaasC,1.2548842577585049
MAXaasN,1.8226617132443597
MAXsCH3,2.109276369799439
MDEC-11,0.6377244525316984
MDEC-12,4.5099163568281595
MDEC-13,4.100878214988247
MDEC-22,5.557325242613991
MDEC-23,12.344351243533273
MDEC-33,4.861808998319372
MDEN-22,4.023580535599607
MDEN-23,4.837970321995926
MDEN-33,0.6850067105944414
MINaaCH,1.983116687905649
MINaaaC,0.5839505385487529
MINaasC,0.700300569556973
MINaasN,1.769203567229361
MINsCH3,1.9546007075669773
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,141.72
TpiPC10,9.032611222667951
VAdjMat,6.044394119358453
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0423606797749979
Xch-6dv,0.1294150353218384
Xch-7dv,0.2074624259109948
Xpc-4dv,2.105279087248371
Xpc-5dv,2.5949844664026656
Xpc-6dv,3.2783107340947493
Zagreb1,158.0
Zagreb2,183.0
fragCpx,159.12
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,21
nBondsD,0
nBondsM,21
nBondsO,33
nBondsS,36
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,12
naHRing,3
AATS0are,6.175458181818179
AATS1are,6.493484210526316
AATS2are,6.323258163265305
AATS3are,6.0763913043478235
AATS4are,5.921848091603054
AATS5are,6.310914018691587
AATS6are,6.671949999999997
AATS7are,6.420491176470587
AATS8are,6.277741379310344
AATSC0dv,3.786691153963883
AATSC0pe,0.09589804958677683
AATSC0se,0.05374181685950409
AATSC1dv,2.00689381856846
AATSC1pe,0.020131647382920267
AATSC1se,0.010282917749746148
AATSC2dv,0.9180066174005571
AATSC2pe,0.020374362287063658
AATSC2se,0.013195531377972594
AATSC3dv,0.0781856332317466
AATSC3pe,-0.00057425512037369
AATSC3se,0.002643262349982067
AATSC4dv,0.5650433239792482
AATSC4pe,0.016776343196012785
AATSC4se,0.007111607706769376
AATSC5dv,0.2976391689957252
AATSC5pe,0.0058814406426199615
AATSC5se,-0.0008971954491389007
AATSC6dv,-0.5296521650408345
AATSC6pe,-0.013485025871361626
AATSC6se,-0.008153741365433226
AATSC7dv,-0.5828356050102933
AATSC7pe,-0.022369796467347148
AATSC7se,-0.013499312937935673
AATSC8dv,-1.6778092312888546
AATSC8pe,-0.02543345188562734
AATSC8se,-0.010349875793673463
ATSC0are,5.13729818181818
ATSC1are,1.3662618842975247
ATSC2are,1.964426876033062
ATSC3are,-0.22733256198347102
ATSC4are,1.8491352396694138
ATSC5are,0.6473508099173608
ATSC6are,-0.9535424132231252
ATSC7are,-1.877434809917344
ATSC8are,-2.296055305785118
BalabanJ,2.722495161383994e-06
Diameter,100000000
GATS1are,0.6514278184615722
GATS2are,0.8312449287717096
GATS3are,0.8578779402384067
GATS4are,0.7810824470567042
GATS5are,1.2024654099987784
GATS6are,1.4578516202869554
GATS7are,1.4785776197555136
GATS8are,1.306217937325922
HybRatio,0.3684210526315789
Lipinski,True
MATS1are,0.2566179388767391
MATS2are,0.21460394787768702
MATS3are,-0.02116370608182687
MATS4are,0.15112116572972112
MATS5are,0.06477148192221459
MATS6are,-0.11096348887471197
MATS7are,-0.1970573370742028
MATS8are,-0.2825471998954935
MAXssCH2,0.9370117436653418
MAXsssNH,1.3426995136927757
MINssCH2,0.7498850824936545
MINsssNH,1.3426995136927757
NsssssAs,0
RotRatio,0.24242424242424243
SMR_VSA1,17.306942892030456
SMR_VSA2,0.0
SMR_VSA3,39.78929167856704
SMR_VSA4,0.0
SMR_VSA5,41.48391735435127
SMR_VSA6,20.640100371266954
SMR_VSA7,47.1526663205505
SMR_VSA8,0.0
SMR_VSA9,0.0
SsssssAs,0
VMcGowan,342.050000000001
mZagreb2,6.499999999999999
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,9
nBondsKS,48
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.09340542148760328
AATSC1are,0.023969506742061837
AATSC2are,0.020045172204419003
AATSC3are,-0.0019768048868127916
AATSC4are,0.014115536180682548
AATSC5are,0.006050007569321129
AATSC6are,-0.010364591448077448
AATSC7are,-0.018406223626640628
AATSC8are,-0.02639144029638067
LabuteASA,194.98832776800452
PEOE_VSA1,17.306942892030456
PEOE_VSA2,0.0
PEOE_VSA3,9.665781456092393
PEOE_VSA4,9.499376414562832
PEOE_VSA5,10.197363616602075
PEOE_VSA6,41.59080471493455
PEOE_VSA7,47.66594810024071
PEOE_VSA8,11.44678160159525
PEOE_VSA9,27.18485677717953
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,20
nAromBond,21
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,5.025959978669241
PEOE_VSA11,0.0
PEOE_VSA12,10.312872963641414
PEOE_VSA13,5.777653723919194
SlogP_VSA1,17.306942892030456
SlogP_VSA2,60.429392049833986
SlogP_VSA3,12.297610012659364
SlogP_VSA4,13.847474399381248
SlogP_VSA5,16.82083097824245
SlogP_VSA6,45.670668284618706
SlogP_VSA7,0.0
SlogP_VSA8,5.777653723919194
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
EState_VSA1,0.0
EState_VSA2,12.407033161179976
EState_VSA3,10.934090205739901
EState_VSA4,34.71869087391035
EState_VSA5,27.788697663635585
EState_VSA6,16.277282843006738
EState_VSA7,17.67190720329742
EState_VSA8,75.87664028869769
EState_VSA9,0.0
GhoseFilter,False
SlogP_VSA10,0.0
SlogP_VSA11,0.0
TopoPSA(NO),91.11999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,3.5918652804737206
VSA_EState9,54.83220589905156
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,0.0
FilterItLogS,-6.391587294764675
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.7419354838709677
MDEDescriptor,"0.6377244525316984,4.5099163568281595,4.100878214988247,0.0,5.557325242613991,12.344351243533273,0.0,4.861808998319372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.023580535599607,4.837970321995926,0.6850067105944414"
APolDescriptor,67.32303200000001
BCUTDescriptor,"11.849999999999998,34.968854607859114,-0.3585543347204593,0.2323318494268961,2.3429950332744105,12.382066270807945"
BPolDescriptor,38.716967999999994
TPSADescriptor,141.71999999999997
XLogPDescriptor,3.633000000000001
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,477.1284616400002
ChiPathDescriptor,"21.08721119088102,14.474366886035769,13.459230359314583,10.518210969350086,8.765723545337366,7.059408829592865,5.161972490470479,3.6135319046994954,20.35176677721834,12.294445952512369,10.21237143662287,6.666115625412139,4.6529099553019,3.421027095036308,2.426878005063557,1.4610422643941294"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.4971938745990654,0.7742728320102867,0.0,0.0,0.0423606797749979,0.1294150353218384,0.20746242591099479"
AtomCountDescriptor,55
BondCountDescriptor,33
SmallRingDescriptor,"4,4,3,3,0,0,2,2,0,0,0"
ChiClusterDescriptor,"2.1965962802719727,0.0,0.21941609682128765,0.0,1.5594624058830184,0.0,0.08408517252140155,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,6,2,5,0,0,0"
ZagrebIndexDescriptor,158.0
LargestChainDescriptor,18
MannholdLogPDescriptor,2.2299999999999995
WeightedPathDescriptor,"62.50537636662277,2.016302463439444,35.93601723146039,0.0,28.642215986944546"
FractionalPSADescriptor,0.29702692543822634
WienerNumbersDescriptor,"3.0000002729E10,42.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.041012373403124,6.126253600836355,8.183870189190902,2.224852243117421,2.6604165229510444,3.1680575573009464"
FractionalCSP3Descriptor,0.3684210526315789
KierHallSmartsDescriptor,"0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,3
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,3
KappaShapeIndicesDescriptor,"25.619834710743802,11.9234404536862,6.991676575505351"
AromaticAtomsCountDescriptor,20
AromaticBondsCountDescriptor,21
FragmentComplexityDescriptor,2319.12
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.3684210526315789
AutocorrelationDescriptorMass,"54.208278696237116,43.27942715466361,64.25471013813691,63.51903997848564,59.26411080828129"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.4266389106155162,-0.32663239560687124,0.18297819197905577,-0.06441359365578796,-0.011717437402978117"
EccentricConnectivityIndexDescriptor,1575490494
AutocorrelationDescriptorPolarizability,"2401.2225122011046,2795.9117669440066,3863.4569436709285,3653.7269036119797,3415.2152216231875"
