DLiP-ID,T0054P
DLiP-Mol-ID,21920
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H22Cl2N2O5/c1-2-10-26-19-20(22(29)21(19)28)27-18(23(30)31)11-13-6-8-14(9-7-13)32-12-15-16(24)4-3-5-17(15)25/h3-9,18,28-29H,2,10-12H2,1H3,(H,30,31)/b26-19-,27-20-/t18-/m0/s1"
Standard Inchi Key(RDKit),QCBJKSPBZMFARB-WSMAPWEXSA-N
Canonical SMILES(RDKit),CCC/N=c1\c(O)c(O)\c1=N/[C@@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),477.344
MW Monoisotopic(RDKit),476.090577164
MolLogP(RDKit),3.7665
XLogP(SDF),
XLogP(CDK),4.68
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),111.71
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.434653084615198
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,10555880.853769831
qed,0.4346530846151978
Chi0,23.250347897697548
Chi1,15.31176950568786
TPSA,111.71000000000002
Chi0n,17.25572278270917
Chi0v,18.76758067474608
Chi1n,9.94386967091578
Chi1v,10.699798616934235
Chi2n,7.096244666239356
Chi2v,7.910644919720568
Chi3n,4.757998695556355
Chi3v,5.466218489312877
Chi4n,2.9965278059146265
Chi4v,3.5030814324984236
MolMR,120.79140000000001
MolWt,477.34400000000016
fr_SH,0
Kappa1,23.629308762664593
Kappa2,10.52304501089269
Kappa3,5.4127534433724245
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1178.1901625390838
MolLogP,3.766500000000004
NOCount,7
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.7324043035457632
SMR_VSA1,24.85098232239399
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,9.984809465271338
SMR_VSA5,32.41410323920352
SMR_VSA6,6.544756405912575
SMR_VSA7,74.35119998672053
SMR_VSA8,0.0
SMR_VSA9,17.248535499851716
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,2
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
