DLiP-ID,I0001K
JGI5,0.025470085470085464
JGI6,0.018616132167152574
JGI7,0.01400581065759637
JGI8,0.009845230827373682
JGI9,0.008203125
MIC0,14.982905077029109
MIC1,32.42196328121115
MIC2,40.10126125483238
MIC3,43.005985237519724
MIC4,44.1301751652257
MIC5,44.301749633310806
MPC2,45
MPC3,62
MPC4,78
MPC5,96
MPC6,103
MPC7,116
MPC8,122
MPC9,122
Mare,0.9989787234042555
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,1
RNCG,0.14802787237878762
RPCG,0.12102359136770773
SIC0,0.28783807980333453
SIC1,0.6244657608437427
SIC2,0.7519593977761835
SIC3,0.8592121030184686
SIC4,0.8927472947577153
SIC5,0.9233909248269397
SaaN,0
SaaO,0
SaaS,0
Sare,46.95200000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,2.038565533770667
TIC0,75.14464289070331
TIC1,163.0265760115412
TIC2,196.31078852668549
TIC3,224.31078852668554
TIC4,233.06567602884903
TIC5,241.06567602884908
Vabc,345.6625139540848
WPol,48
apol,55.54827399999999
bpol,25.221725999999997
nRot,3
ABCGG,17.592045678389997
ATS0Z,1198.0
ATS0d,172.0
ATS0i,7519.3076790639825
ATS0m,4744.788013000002
ATS0p,76.12844428728197
ATS0s,288.72222222222223
ATS0v,11499.308262021807
ATS1Z,1351.0
ATS1d,220.0
ATS1i,7269.566484640594
ATS1m,5195.8566320000045
ATS1p,95.99274557000007
ATS1s,176.22222222222223
ATS1v,14305.108624601997
ATS2Z,1997.0
ATS2d,339.0
ATS2i,12975.59467358199
ATS2m,7540.919356999997
ATS2p,144.81525868939596
ATS2s,282.11111111111114
ATS2v,21166.847030071138
ATS3Z,2280.0
ATS3d,384.0
ATS3i,17786.102838863382
ATS3m,8452.939132
ATS3p,168.2829006978859
ATS3s,420.1111111111109
ATS3v,23991.82719991875
ATS4Z,2186.0
ATS4d,357.0
ATS4i,18912.752027100436
ATS4m,7918.884155000002
ATS4p,157.7196362638861
ATS4s,464.2222222222223
ATS4v,22564.920949148953
ATS5Z,1986.0
ATS5d,310.0
ATS5i,17489.081475219184
ATS5m,7190.234939000001
ATS5p,139.14708076473502
ATS5s,446.13888888888886
ATS5v,20083.87649754708
ATS6Z,1765.0
ATS6d,283.0
ATS6i,15254.252956443137
ATS6m,6373.1902230000005
ATS6p,134.11037795164097
ATS6s,358.38888888888874
ATS6v,18817.245937440515
ATS7Z,1587.0
ATS7d,275.0
ATS7i,16523.656173475378
ATS7m,5650.763702000001
ATS7p,126.01806547897995
ATS7s,374.55555555555543
ATS7v,17050.425270130698
ATS8Z,1344.0
ATS8d,241.0
ATS8i,14610.134545543024
ATS8m,4826.467709999997
ATS8p,107.12684940237602
ATS8s,319.0555555555554
ATS8v,14425.031121577174
C1SP1,1
C1SP2,3
C1SP3,4
C2SP1,0
C2SP2,10
C2SP3,0
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.18181818181818182
GGI10,0.16457708397102336
JGI10,0.007480776544137424
JGT10,0.41677173129511386
Kier1,22.203125
Kier2,10.08
Kier3,4.924037460978147
MAXdO,12.78086495017862
MAXtN,9.076624681999911
MID_C,45.8919486110526
MID_N,8.230920087270583
MID_O,5.352479323644623
MID_X,0.0
MID_h,13.583399410915206
MINdO,12.528776934247574
MINtN,9.076624681999911
MPC10,130
MWC01,32.0
MWC02,5.043425116919247
MWC03,5.910796644040527
MWC04,6.790097235513905
MWC05,7.671826797878781
MWC06,8.557374981049069
MWC07,9.444067716830038
MWC08,10.332897025887751
MWC09,11.222372609093426
MWC10,12.11333764709822
NaaCH,9
NaaNH,1
NaaSe,0
NaaaC,2
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,2.20688
SRW02,4.174387269895637
SRW03,0.0
SRW04,5.501258210544727
SRW05,2.3978952727983707
SRW06,7.0326242610280065
SRW07,4.727387818712341
SRW08,8.646992628951082
SRW09,6.842683282238422
SRW10,10.30377260060275
SaaCH,15.4536800859953
SaaNH,2.964466485217401
SaaSe,0
SaaaC,1.2488133767222738
SaasC,1.2842330473702581
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.2926541423610323
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,3.165239750412459
SsssP,0
VE1_A,4.27559504958449
VE1_D,5.303481387440265
VE2_A,0.14743431205463758
VE2_D,0.18287866853242293
VE3_A,2.517634022579982
VE3_D,2.7330742074635195
VR1_A,468.70018611179586
VR1_D,183.92184691826404
VR2_A,16.162075383165373
VR2_D,6.342132652353932
VR3_A,7.2146740390018635
VR3_D,6.279221659362268
WPath,2467
Xc-3d,1.7203066080641332
Xc-4d,0.0
Xc-5d,0.6019506031372954
Xc-6d,0.0
Xp-0d,20.380104409694468
Xp-1d,14.07971869811898
Xp-2d,12.402765584146588
Xp-3d,11.356515362607777
Xp-4d,8.94665220273966
Xp-5d,6.997246910427899
Xp-6d,4.804709175749293
Xp-7d,3.524763694033145
ZMIC0,91.76371789110968
ZMIC1,56.71962012797752
ZMIC2,38.06566353019893
ZMIC3,31.2356849288765
ZMIC4,28.221150131342423
ZMIC5,27.162706657859776
nAcid,0
nAtom,47
nBase,0
nRing,4
piPC1,3.828641396489095
piPC2,4.391357962102766
piPC3,5.026344587801436
piPC4,5.554170092271951
piPC5,6.051942099286679
piPC6,6.376700374416304
piPC7,6.750982675331372
piPC8,6.992695828391799
piPC9,7.046813849048981
AATS0Z,25.48936170212766
AATS0d,3.6595744680851063
AATS0i,159.98526976731878
AATS0m,100.95293644680855
AATS0p,1.6197541337719568
AATS0s,6.143026004728132
AATS0v,244.66613323450653
AATS1Z,27.02
AATS1d,4.4
AATS1i,145.3913296928119
AATS1m,103.91713264000009
AATS1p,1.9198549114000014
AATS1s,3.5244444444444447
AATS1v,286.1021724920399
AATS2Z,23.49411764705882
AATS2d,3.988235294117647
AATS2i,152.65405498331754
AATS2m,88.71669831764703
AATS2p,1.7037089257575995
AATS2s,3.3189542483660133
AATS2v,249.0217297655428
AATS3Z,20.0
AATS3d,3.3684210526315788
AATS3i,156.01844595494194
AATS3m,74.14858887719298
AATS3p,1.4761657955954903
AATS3s,3.6851851851851833
AATS3v,210.45462456069077
AATS4Z,18.369747899159663
AATS4d,3.0
AATS4i,158.930689303365
AATS4m,66.54524500000001
AATS4p,1.3253750946545049
AATS4s,3.901027077497666
AATS4v,189.62118444662985
AATS5Z,18.38888888888889
AATS5d,2.8703703703703702
AATS5i,161.9359395853628
AATS5m,66.57624943518519
AATS5p,1.2883988959697688
AATS5s,4.130915637860082
AATS5v,185.96181942173223
AATS6Z,18.195876288659793
AATS6d,2.917525773195876
AATS6i,157.26033975714574
AATS6m,65.70299198969073
AATS6p,1.3825812159962987
AATS6s,3.6947308132875127
AATS6v,193.99222615918057
AATS7Z,15.558823529411764
AATS7d,2.696078431372549
AATS7i,161.9966291517194
AATS7m,55.39964413725491
AATS7p,1.235471230186078
AATS7s,3.6721132897603472
AATS7v,167.16103206010487
AATS8Z,15.101123595505618
AATS8d,2.707865168539326
AATS8i,164.15881511846095
AATS8m,54.22997426966289
AATS8p,1.2036724651952362
AATS8s,3.5848938826466896
AATS8v,162.07900136603567
AMID_C,1.5824809865880207
AMID_N,0.28382483059553737
AMID_O,0.18456825253946976
AMID_X,0.0
AMID_h,0.4683930831350071
ATS0dv,440.0
ATS0pe,302.64219999999983
ATS0se,367.68539599999986
ATS1dv,433.0
ATS1pe,328.19200000000006
ATS1se,389.12707999999964
ATS2dv,617.0
ATS2pe,553.1176999999999
ATS2se,663.4190439999995
ATS3dv,654.0
ATS3pe,723.7488000000001
ATS3se,881.4557279999996
ATS4dv,593.0
ATS4pe,766.8775999999998
ATS4se,938.802916
ATS5dv,552.0
ATS5pe,707.2224
ATS5se,866.2116280000001
ATS6dv,470.0
ATS6pe,618.9322000000001
ATS6se,756.754228
ATS7dv,440.0
ATS7pe,629.0921999999999
ATS7se,779.3399120000001
ATS8dv,393.0
ATS8pe,542.1879
ATS8se,675.45536
ATSC0Z,329.82978723404244
ATSC0c,0.9604174889917595
ATSC0d,28.936170212765948
ATSC0i,75.49100224935694
ATSC0m,1567.9058657446803
ATSC0p,10.477151853684642
ATSC0s,111.2375886524823
ATSC0v,2241.628036297013
ATSC1Z,13.904481665912165
ATSC1c,-0.4474930875984425
ATSC1d,9.30194658216386
ATSC1i,-13.100252215887798
ATSC1m,66.50162546310573
ATSC1p,-0.38275990572782614
ATSC1s,0.6739600623711096
ATSC1v,7.642140015221216
ATSC2Z,-13.032593933906762
ATSC2c,-0.27161628661236376
ATSC2d,-5.927116342236309
ATSC2i,9.256795700755934
ATSC2m,-61.952168219103186
ATSC2p,0.48282211227616495
ATSC2s,1.9781198128866795
ATSC2v,36.68375814662781
ATSC3Z,36.327750113173366
ATSC3c,0.3461664924641953
ATSC3d,-12.228157537347222
ATSC3i,-2.531012601058854
ATSC3m,159.14672142779554
ATSC3p,-1.8523958988897604
ATSC3s,35.73104974598864
ATSC3v,-172.90454909256422
ATSC4Z,-98.5477591670439
ATSC4c,-0.13904826497731948
ATSC4d,-4.817111815301039
ATSC4i,-27.796260473468273
ATSC4m,-464.03310433227693
ATSC4p,-3.022729844396851
ATSC4s,-53.49871736834168
ATSC4v,-618.6590371092956
ATSC5Z,-89.14078768673606
ATSC5c,0.198328244558915
ATSC5d,0.1892258940697153
ATSC5i,11.507074099427873
ATSC5m,-404.86935777501145
ATSC5p,2.42532256279515
ATSC5s,-70.36923444494745
ATSC5v,71.43888918002762
ATSC6Z,-113.62743322770484
ATSC6c,-0.15543954781574054
ATSC6d,-4.464010864644633
ATSC6i,-26.890334733862055
ATSC6m,-542.6990452390222
ATSC6p,-3.6258464087010838
ATSC6s,-25.08845128514662
ATSC6v,-873.5249596456858
ATSC7Z,19.92258940697149
ATSC7c,-0.24348755692163754
ATSC7d,1.010864644635583
ATSC7i,-17.05789778119851
ATSC7m,83.33827068175611
ATSC7p,-2.00697578482879
ATSC7s,48.500930536693346
ATSC7v,-253.82406552533925
ATSC8Z,129.896785875962
ATSC8c,0.2615366651970104
ATSC8d,2.4612947034857413
ATSC8i,25.00987385615672
ATSC8m,610.2916333770933
ATSC8p,2.2589957271979393
ATSC8s,63.42007444293547
ATSC8v,642.279067596344
AXp-0d,0.7027622210239471
AXp-1d,0.4399912093162181
AXp-2d,0.2756170129810353
AXp-3d,0.18316960262270607
AXp-4d,0.11470066926589308
AXp-5d,0.07288798865029061
AXp-6d,0.046647661900478574
AXp-7d,0.030385893914078834
GATS1Z,0.6722255192878341
GATS1c,1.4742216329744278
GATS1d,0.6994705882352943
GATS1i,1.2610366227094383
GATS1m,0.6779142798188146
GATS1p,0.9870408095796402
GATS1s,0.4733761569277523
GATS1v,0.873010315770897
GATS2Z,0.8425379647407927
GATS2c,1.2868791293027382
GATS2d,1.2530622837370244
GATS2i,1.0272023485895654
GATS2m,0.8458014201184022
GATS2p,0.9117473497222913
GATS2s,0.5209658092571722
GATS2v,0.889649851155542
GATS3Z,0.8832838773491595
GATS3c,0.9747741264465979
GATS3d,1.268975748194015
GATS3i,1.014420296759897
GATS3m,0.8885938009263865
GATS3p,1.0482156158464047
GATS3s,0.6360128700085512
GATS3v,0.9984969821602621
GATS4Z,1.1362366905219063
GATS4c,1.2539509797600814
GATS4d,1.1288247652001981
GATS4i,1.0906560079470415
GATS4m,1.1302104883017376
GATS4p,1.0883121222382948
GATS4s,1.524961618425941
GATS4v,1.0617119633939296
GATS5Z,1.1886883173975167
GATS5c,1.1056418633097957
GATS5d,1.0450844226579523
GATS5i,0.8775936260484757
GATS5m,1.1744350731745545
GATS5p,0.8621049656375829
GATS5s,1.8455658629715814
GATS5v,0.9207436602012281
GATS6Z,1.1387316834409131
GATS6c,1.0378903363143426
GATS6d,0.9669345057610675
GATS6i,1.1398276135518506
GATS6m,1.137968290667533
GATS6p,1.1431728500298775
GATS6s,1.1845150710766936
GATS6v,1.1482233767673222
GATS7Z,1.009760283935533
GATS7c,1.0090404449651287
GATS7d,0.8805723760092276
GATS7i,1.0667024607088798
GATS7m,1.014375259384285
GATS7p,1.071132774284881
GATS7s,0.6396640286599086
GATS7v,1.076098048439339
GATS8Z,0.8673523822225189
GATS8c,0.7969251634547831
GATS8d,0.9288169200264378
GATS8i,0.7744825131959701
GATS8m,0.8715905198182964
GATS8p,0.8827767784380257
GATS8s,0.4537335161040091
GATS8v,0.9054524958289007
MATS1Z,0.03962714488453101
MATS1c,-0.4379798443530271
MATS1d,0.30217647058823494
MATS1i,-0.16312191805665724
MATS1m,0.03986943942302901
MATS1p,-0.0343408510641776
MATS1s,0.00569521927168012
MATS1v,0.003204640331932449
MATS2Z,-0.02184841424635914
MATS2c,-0.1563776490843364
MATS2d,-0.11326124567474058
MATS2i,0.06780229898414775
MATS2m,-0.021848189695817477
MATS2p,0.025481374186068263
MATS2s,0.009832862342552515
MATS2v,0.009048762800302212
MATS3Z,0.045408968169359014
MATS3c,0.14859971426261412
MATS3d,-0.17422600619195064
MATS3i,-0.013822675818595675
MATS3m,0.0418476156162591
MATS3p,-0.0728926230894166
MATS3s,0.1324302552954373
MATS3v,-0.031800641177813525
MATS4Z,-0.11800700153626155
MATS4c,-0.05718161417449753
MATS4d,-0.06575012357884329
MATS4i,-0.1454260064087248
MATS4m,-0.11689067757581578
MATS4p,-0.1139480747968019
MATS4s,-0.18995148826210978
MATS4v,-0.10900306456936507
MATS5Z,-0.11761445357110435
MATS5c,0.08986666197262956
MATS5d,0.00284586056644881
MATS5i,0.06633516609513321
MATS5m,-0.11237482446399422
MATS5p,0.10073963452697555
MATS5s,-0.27529946211739276
MATS5v,0.013869003114625111
MATS6Z,-0.16692425453582982
MATS6c,-0.07842013543430008
MATS6d,-0.07474984839296542
MATS6i,-0.1725945749842941
MATS6m,-0.16771240868961662
MATS6p,-0.1676842560898276
MATS6s,-0.10928194370544865
MATS6v,-0.18881560858301874
MATS7Z,0.02783258833142342
MATS7c,-0.11681924590379426
MATS7d,0.016097174163783184
MATS7i,-0.1041185239102594
MATS7m,0.02449188353850791
MATS7p,-0.08826663702032535
MATS7s,0.20090751932979087
MATS7v,-0.05217553757639142
MATS8Z,0.20797751359375172
MATS8c,0.14380711484412806
MATS8d,0.044919035029742274
MATS8i,0.17495411480925363
MATS8m,0.20555369243736055
MATS8p,0.1138623183491106
MATS8s,0.30108078026888585
MATS8v,0.1513101527767584
MAXtsC,2.038565533770667
MINtsC,2.038565533770667
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,38.7224931616617
SpAD_D,352.4416549464741
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.349525048030641
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,935
TMWC10,138.08619577431097
TSRW10,78.62700134477134
VE1_Dt,5.305384714904419
VE2_Dt,0.1829443005139455
VE3_Dt,2.733433025732355
VR1_Dt,183.815388267426
VR2_Dt,6.338461664394
VR3_Dt,6.278642666300777
Xc-3dv,0.7490979445882657
Xc-4dv,0.0
Xc-5dv,0.12657306979265398
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4450751067367861
Xch-7d,0.5923661104679039
Xp-0dv,15.59096520534429
Xp-1dv,9.274171636438252
Xp-2dv,6.854067635513347
Xp-3dv,5.1245515371850034
Xp-4dv,3.5127761163156106
Xp-5dv,2.3640465089085754
Xp-6dv,1.2751912929163411
Xp-7dv,0.7765173391238058
Xpc-4d,5.014163719515429
Xpc-5d,7.622754395118263
Xpc-6d,11.238864658271698
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,50
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,2
nSpiro,0
naRing,3
piPC10,7.246716046105518
AATS0dv,9.361702127659575
AATS0pe,6.439195744680847
AATS0se,7.823093531914891
AATS1dv,8.66
AATS1pe,6.563840000000002
AATS1se,7.782541599999993
AATS2dv,7.258823529411765
AATS2pe,6.507267058823528
AATS2se,7.80492992941176
AATS3dv,5.7368421052631575
AATS3pe,6.348673684210527
AATS3se,7.73206778947368
AATS4dv,4.983193277310924
AATS4pe,6.444349579831931
AATS4se,7.889100134453781
AATS5dv,5.111111111111111
AATS5pe,6.548355555555555
AATS5se,8.020478037037039
AATS6dv,4.845360824742268
AATS6pe,6.380744329896908
AATS6se,7.801589979381443
AATS7dv,4.313725490196078
AATS7pe,6.167570588235294
AATS7se,7.640587372549021
AATS8dv,4.415730337078652
AATS8pe,6.091998876404494
AATS8se,7.589386067415731
AATSC0Z,7.017655047532818
AATSC0c,0.020434414659399137
AATSC0d,0.6156631960162967
AATSC0i,1.6061915372203603
AATSC0m,33.359699271163414
AATSC0p,0.22291812454648174
AATSC0s,2.3667572053719637
AATSC0v,47.694213538234315
AATSC1Z,0.2780896333182433
AATSC1c,-0.00894986175196885
AATSC1d,0.1860389316432772
AATSC1i,-0.26200504431775595
AATSC1m,1.3300325092621146
AATSC1p,-0.0076551981145565225
AATSC1s,0.013479201247422192
AATSC1v,0.15284280030442432
AATSC2Z,-0.15332463451655015
AATSC2c,-0.0031954857248513383
AATSC2d,-0.06973078049689775
AATSC2i,0.10890347883242275
AATSC2m,-0.7288490378718022
AATSC2p,0.00568026014442547
AATSC2s,0.023271997798666816
AATSC2v,0.4315736252544448
AATSC3Z,0.31866447467695935
AATSC3c,0.003036548179510485
AATSC3d,-0.10726453980129143
AATSC3i,-0.022201864921568892
AATSC3m,1.396023872173645
AATSC3p,-0.01624908683236632
AATSC3s,0.3134302609297249
AATSC3v,-1.5167065709874055
AATSC4Z,-0.8281324299751589
AATSC4c,-0.001168472814935458
AATSC4d,-0.04047993122101713
AATSC4i,-0.23358202078544768
AATSC4m,-3.899437851531739
AATSC4p,-0.0254010911293853
AATSC4s,-0.4495690535154763
AATSC4v,-5.1988154378932405
AATSC5Z,-0.8253776637660747
AATSC5c,0.0018363726348047686
AATSC5d,0.0017520916117566231
