DLiP-ID,T0032T
DLiP-Mol-ID,19649
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H11N3O2/c18-13-8-12(16-14(19)17-13)15-11-6-5-9-3-1-2-4-10(9)7-11/h1-8H,(H3,15,16,17,18,19)"
Standard Inchi Key(RDKit),KADGSGKDRXSVOE-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=c1cc(Nc2ccc3ccccc3c2)[nH]c(=O)[nH]1
SMILES(SDF),
MW(SDF),
MW(RDKit),253.261
MW Monoisotopic(RDKit),253.085126592
MolLogP(RDKit),1.96
XLogP(SDF),
XLogP(CDK),3.027
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),77.75
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),19
QED Weighted(RDKit),0.652946966388801
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,SOD1 dimer
Common Target Pref Name,SOD1 dimer
RDKit Descriptors
Ipc,28149.819220145717
qed,0.6529469663888007
Chi0,13.242276208189782
Chi1,9.203509938206668
TPSA,77.75
Chi0n,9.935298734444734
Chi0v,9.935298734444734
Chi1n,5.800982700555701
Chi1v,5.800982700555701
Chi2n,4.188317434443544
Chi2v,4.188317434443544
Chi3n,2.7888345574772644
Chi3v,2.7888345574772644
Chi4n,1.9586343793068142
Chi4v,1.9586343793068142
MolMR,74.9141
MolWt,253.26100000000002
fr_SH,0
Kappa1,11.280654619917435
Kappa2,4.453330722663397
Kappa3,2.395244373666787
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,820.4291584484176
MolLogP,1.9599999999999995
NOCount,5
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,2.00522302365005
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.316788604006331
SMR_VSA7,69.36902120909201
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,2
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,107.4823642028848
NHOHCount,3
PEOE_VSA1,5.316788604006331
PEOE_VSA2,14.76249422596624
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,22.90518256585281
PEOE_VSA8,11.753753343145172
PEOE_VSA9,0.0
RingCount,3
SMR_VSA10,22.277697481448183
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,253.085126592
NumHDonors,3
PEOE_VSA10,5.817862777835028
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.559266895052007
PEOE_VSA14,5.689743398203474
SlogP_VSA1,16.565798897261814
SlogP_VSA2,9.967957041894417
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,58.120010915836524
SlogP_VSA7,0.0
SlogP_VSA8,10.772448428929591
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,11.24901029325548
EState_VSA2,0.0
EState_VSA3,5.817862777835028
EState_VSA4,16.459834703613154
EState_VSA5,6.06636706846161
EState_VSA6,0.0
EState_VSA7,42.46456947923127
EState_VSA8,15.284745645900749
EState_VSA9,0.0
