DLiP-ID,C001BR
DLiP-Mol-ID,32134
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H26N2O4/c1-3-19(4-2)13-14-24-17(21)18(11-5-6-12-18)15-7-9-16(10-8-15)20(22)23/h7-10H,3-6,11-14H2,1-2H3"
Standard Inchi Key(RDKit),NSHMVLOWOAQFTP-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCN(CC)CCOC(=O)C1(c2ccc([N+](=O)[O-])cc2)CCCC1
SMILES(SDF),
MW(SDF),
MW(RDKit),334.416
MW Monoisotopic(RDKit),334.189257312
MolLogP(RDKit),3.2916
XLogP(SDF),
XLogP(CDK),4.083
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),72.68
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.414247566371904
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,299879.30274032225
qed,0.41424756637190346
Chi0,17.57913950137325
Chi1,11.530041077362382
TPSA,72.67999999999999
Chi0n,14.493675679106255
Chi0v,14.493675679106255
Chi1n,8.677049441134841
Chi1v,8.677049441134841
Chi2n,6.255999285928313
Chi2v,6.255999285928313
Chi3n,5.0136515394273875
Chi3v,5.0136515394273875
Chi4n,3.4368073741751055
Chi4v,3.4368073741751055
MolMR,91.98940000000005
MolWt,334.41600000000017
fr_SH,0
Kappa1,18.389542915758913
Kappa2,8.238056882649722
Kappa3,3.9260698806589867
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,560.8864219421056
MolLogP,3.2916000000000016
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.089411353621404
SMR_VSA1,14.45471118668954
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,0.0
SMR_VSA5,44.94575136048208
SMR_VSA6,26.241151182250643
SMR_VSA7,39.94323803430901
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,1
fr_oxime,0
fr_quatN,0
LabuteASA,142.49275406098087
NHOHCount,0
PEOE_VSA1,9.636772684650527
