DLiP-ID,T000IC
DLiP-Mol-ID,16041
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H22N2O2/c1-25-20(24)13-19-21-17(16-9-5-6-10-18(16)22-21)11-12-23(19)14-15-7-3-2-4-8-15/h2-10,19,22H,11-14H2,1H3"
Standard Inchi Key(RDKit),BKYBNVFVCQSBEZ-UHFFFAOYSA-N
Canonical SMILES(RDKit),COC(=O)CC1c2[nH]c3ccccc3c2CCN1Cc1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),334.419
MW Monoisotopic(RDKit),334.168127944
MolLogP(RDKit),3.8304
XLogP(SDF),
XLogP(CDK),3.687
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),45.33
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.737659913033279
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,p53/MDM2
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,975633.1706610983
qed,0.7376599130332787
Chi0,17.225403871315223
Chi1,12.25835149307306
TPSA,45.330000000000005
Chi0n,14.365639993070136
Chi0v,14.365639993070136
Chi1n,8.702768471259645
Chi1v,8.702768471259645
Chi2n,6.56494125133535
Chi2v,6.56494125133535
Chi3n,5.085830874909123
Chi3v,5.085830874909123
Chi4n,3.8480128227033417
Chi4v,3.8480128227033417
MolMR,98.22870000000003
MolWt,334.41900000000004
fr_SH,0
Kappa1,15.909841791781258
Kappa2,6.727617922345383
Kappa3,3.051915678697153
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,885.3072578361549
MolLogP,3.8304000000000027
NOCount,4
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.715017152455927
SMR_VSA1,9.53140013787187
SMR_VSA2,0.0
SMR_VSA3,9.883888251797686
SMR_VSA4,0.0
SMR_VSA5,25.428240480912557
SMR_VSA6,13.65455394719011
SMR_VSA7,71.41813459439695
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,1
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,146.96298692531153
NHOHCount,1
PEOE_VSA1,9.720841474747257
PEOE_VSA2,9.694446914922299
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,48.53093654769288
PEOE_VSA7,23.614091674781612
PEOE_VSA8,29.68636573875467
PEOE_VSA9,19.572459993351504
RingCount,4
SMR_VSA10,16.872230220032908
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,334.168127944
NumHDonors,1
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,0.0
SlogP_VSA2,29.507747486939646
SlogP_VSA3,22.496978166710456
SlogP_VSA4,0.0
SlogP_VSA5,29.283493430316422
SlogP_VSA6,54.59730361615449
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
