DLiP-ID,T005FH
DLiP-Mol-ID,22393
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H22N4O3/c21-19(22)13-6-8-15(9-7-13)24-20(27)14-5-4-12-2-1-3-16(11-18(25)26)23-17(12)10-14/h4-10,16,23H,1-3,11H2,(H3,21,22)(H,24,27)(H,25,26)"
Standard Inchi Key(RDKit),QZWBJRINIZUQSO-UHFFFAOYSA-N
Canonical SMILES(RDKit),N=C(N)c1ccc(NC(=O)c2ccc3c(c2)NC(CC(=O)O)CCC3)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),366.421
MW Monoisotopic(RDKit),366.169190564
MolLogP(RDKit),2.81447
XLogP(SDF),
XLogP(CDK),2.817
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),128.3
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.410481584460664
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,1179400.910633668
qed,0.41048158446066435
Chi0,19.38854057813175
Chi1,12.91872399336994
TPSA,128.29999999999998
Chi0n,14.78828972388051
Chi0v,14.78828972388051
Chi1n,8.792209796276245
Chi1v,8.792209796276245
Chi2n,6.648427999328831
Chi2v,6.648427999328831
Chi3n,4.6051765598463525
Chi3v,4.6051765598463525
Chi4n,3.201319411165412
Chi4v,3.201319411165412
MolMR,104.45480000000003
MolWt,366.42100000000016
fr_SH,0
Kappa1,18.441354604835674
Kappa2,7.903801957605682
Kappa3,4.634754711367625
fr_ArN,1
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,3
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,877.2956040464435
MolLogP,2.814470000000002
NOCount,7
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.7483323260912331
SMR_VSA1,14.69560176298435
SMR_VSA2,5.409283605791522
SMR_VSA3,0.0
SMR_VSA4,5.733667477162185
SMR_VSA5,31.725127320852
SMR_VSA6,10.633577208012662
SMR_VSA7,59.15492395432226
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
