DLiP-ID,T005OS
AATSC4i,-0.33429565068019546
AATSC4m,-6.6076843590218575
AATSC4p,-0.05585462080137538
AATSC4s,-0.303308628097945
AATSC4v,-7.2024452391291085
AATSC5Z,-0.6314814814814815
AATSC5c,0.0029858809895276436
AATSC5d,-0.013271604938271607
AATSC5i,0.2309862035737731
AATSC5m,-2.8381020797120304
AATSC5p,0.016292984153869428
AATSC5s,0.07231326890002839
AATSC5v,-0.6651130737675374
AATSC6Z,-0.313888888888889
AATSC6c,-0.0015088529518418757
AATSC6d,-0.05027006172839506
AATSC6i,-0.09399306447779758
AATSC6m,-1.3661233086985964
AATSC6p,-0.010250076191081866
AATSC6s,-0.23499765591629643
AATSC6v,-1.4617130332740396
AATSC7Z,-0.14766081871345055
AATSC7c,0.00048439343590218296
AATSC7d,0.013564002599090335
AATSC7i,-0.14111440138323342
AATSC7m,-0.4452031134413484
AATSC7p,-0.02945577929767394
AATSC7s,0.3830989600896679
AATSC7v,-2.9317417638806833
AATSC8Z,0.8150912106135983
AATSC8c,-0.0009422805821406463
AATSC8d,0.01870278238437445
AATSC8i,0.12372067820485402
AATSC8m,3.834197593777618
AATSC8p,0.027191012594272812
AATSC8s,-0.16407563597082303
AATSC8v,5.630288932454058
ATS0are,352.0331999999999
ATS1are,376.46560000000005
ATS2are,703.0988999999998
ATS3are,949.1378000000001
ATS4are,1087.3106000000002
ATS5are,1158.9368000000002
ATS6are,987.155
ATS7are,941.3940000000001
ATS8are,826.2809
ATSC0dv,247.3744855967078
ATSC0pe,8.970898148148141
ATSC0se,6.055724981481478
ATSC1dv,36.42493522328915
ATSC1pe,0.00025384087792176997
ATSC1se,0.22871942729766642
ATSC2dv,58.13656454808719
ATSC2pe,3.0721758916323862
ATSC2se,2.286175888545947
ATSC3dv,-41.98262459990855
ATSC3pe,-1.090613374485595
ATSC3se,-1.0784958744855944
ATSC4dv,-96.20027434842248
ATSC4pe,-3.716466358024686
ATSC4se,-2.8626181080246953
ATSC5dv,-40.70096021947873
ATSC5pe,-0.17865493827159565
ATSC5se,0.21488985802468055
ATSC6dv,-17.640451150739214
ATSC6pe,-2.0370722908093373
ATSC6se,-1.4897142969821577
ATSC7dv,99.30391708581011
ATSC7pe,3.762162620027422
ATSC7se,2.159811885459544
ATSC8dv,-12.79759183051365
ATSC8pe,-0.4833657750343059
ATSC8se,-0.31490752812070477
AXp-0dv,0.5744848264966296
AXp-1dv,0.3351410546860874
AXp-2dv,0.1827881577289603
AXp-3dv,0.10661973355458967
AXp-4dv,0.062076920323359486
AXp-5dv,0.03510506368257474
AXp-6dv,0.02091403021612511
AXp-7dv,0.01193379620046711
BertzCT,1124.6997000709362
ECIndex,754
ETA_eta,29.67058969652624
GATS1dv,0.5740013755931457
GATS1pe,0.5930911550841658
GATS1se,0.5748928055326317
GATS2dv,0.7663388932559534
GATS2pe,0.6181168253768228
GATS2se,0.6069387096972967
GATS3dv,0.9511909435719988
GATS3pe,0.8281508953333675
GATS3se,0.8368648293690403
GATS4dv,1.0533613570457954
GATS4pe,1.0214660107083322
GATS4se,1.0671736634693236
GATS5dv,1.0806403047644397
GATS5pe,1.0079642609796908
GATS5se,1.0410607400161764
GATS6dv,0.9434442166289592
GATS6pe,0.9188110113257172
GATS6se,0.9361236972799502
GATS7dv,0.7801020332221957
GATS7pe,0.732052757174583
GATS7se,0.7505072066564881
GATS8dv,1.0316336122819492
GATS8pe,0.9509002291190366
GATS8se,0.9299794043513985
LogEE_A,4.393114115329299
LogEE_D,167.05302774522596
MATS1dv,0.13709122282084943
MATS1pe,2.6344587417668517e-05
MATS1se,0.03516435676027605
MATS2dv,0.11860539454078246
MATS2pe,0.17283039917766568
MATS2se,0.19052566170045282
MATS3dv,-0.06109661964333244
MATS3pe,-0.04376605422678472
MATS3se,-0.06411429118761434
MATS4dv,-0.12280585013238444
MATS4pe,-0.13082535725901207
MATS4se,-0.14927769481877254
MATS5dv,-0.04935952887942506
MATS5pe,-0.005974483334485588
MATS5se,0.010645621722344614
MATS6dv,-0.024067365916955016
MATS6pe,-0.0766380229486915
MATS6se,-0.08302533169339504
MATS7dv,0.1426138313744169
MATS7pe,0.14898817831081762
MATS7se,0.1267068093801099
MATS8dv,-0.020847899840695395
MATS8pe,-0.021713454963757758
MATS8se,-0.02095587796809728
MAXaaCH,1.9656142448569465
MAXaasC,1.0745048080960782
MAXdssC,-0.1620146499958004
MAXsCH3,1.6081449022191265
MAXssNH,2.4803263819046646
MAXsssN,1.8420357980964042
MDEC-12,1.6157979025340237
MDEC-13,1.4010275526490632
MDEC-22,11.461876414648707
MDEC-23,25.476655997460767
MDEC-33,9.454078682142281
MDEN-22,0.33333333333333337
MDEN-23,0.894427190999916
MDEN-33,0.33333333333333337
MDEO-11,0.814325284978472
MDEO-12,0.3466806371753174
MINaaCH,1.089823343191919
MINaasC,-0.6964349396528331
MINdssC,-0.1620146499958004
MINsCH3,1.6081449022191265
MINssNH,2.4803263819046646
MINsssN,1.336001275510204
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.529761904761905
SM1_Dzi,1.8603377835905452
SM1_Dzm,2.560210705673934
SM1_Dzp,-7.975971066912951
SM1_Dzv,-3.2623572153350575
SddssSe,0
SpAD_Dt,922.0240136593955
SpAbs_A,40.93117080758973
SpAbs_D,335.9177996728756
SpMAD_A,1.3203603486319269
SpMAD_D,10.836058053963727
SpMax_A,2.6007100098814186
SpMax_D,167.05302774522596
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,100.22
TpiPC10,8.57575686741265
VAdjMat,6.129283016944966
VE1_DzZ,5.471472754167465
VE1_Dzi,5.48121145493425
VE1_Dzm,5.471822897710051
VE1_Dzp,5.442127234928444
VE1_Dzv,5.47339279922636
VE2_DzZ,0.17649912110217628
VE2_Dzi,0.17681327273981454
VE2_Dzm,0.17651041605516293
VE2_Dzp,0.17555249144930465
VE2_Dzv,0.17656105803956001
VE3_DzZ,2.830949933763994
VE3_Dzi,2.8327282564376612
VE3_Dzm,2.831013926103019
VE3_Dzp,2.8255721317568003
VE3_Dzv,2.8313007914459316
VR1_DzZ,209.9604999837291
VR1_Dzi,209.64689519113784
VR1_Dzm,209.91831336314928
VR1_Dzp,213.20997463394923
VR1_Dzv,210.19210675990982
VR2_DzZ,6.772919354313842
VR2_Dzi,6.762803070681866
VR2_Dzm,6.77155849558546
VR2_Dzp,6.8777411172241685
VR2_Dzv,6.780390540642252
VR3_DzZ,6.478321529200851
VR3_Dzi,6.476826775511627
VR3_Dzm,6.478120582549671
VR3_Dzp,6.493679588025863
VR3_Dzv,6.479424018134266
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.14979733322268682
Xch-7dv,0.33485544839840964
Xpc-4dv,3.3976148660079932
Xpc-5dv,5.99270612354653
Xpc-6dv,9.790956282513568
Zagreb1,176.0
Zagreb2,216.0
fragCpx,295.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,3
n6FRing,0
n6HRing,4
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,3
nBondsA,12
nBondsD,3
nBondsM,15
nBondsO,35
nBondsS,43
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,10
naHRing,1
AATS0are,6.519133333333332
AATS1are,6.490786206896552
AATS2are,6.571017757009344
AATS3are,6.327585333333334
AATS4are,6.3585415204678375
AATS5are,6.438537777777778
AATS6are,6.1697187499999995
AATS7are,6.19338157894737
AATS8are,6.1662753731343285
AATSC0dv,4.581008992531626
AATSC0pe,0.16612774348422482
AATSC0se,0.11214305521261997
AATSC1dv,0.6280161245394681
AATSC1pe,4.376566860720172e-06
AATSC1se,0.003943438401683904
AATSC2dv,0.5433323789540859
AATSC2pe,0.028711924220863425
AATSC2se,0.021366129799494833
AATSC3dv,-0.2798841639993903
AATSC3pe,-0.007270755829903967
AATSC3se,-0.0071899724965706294
AATSC4dv,-0.5625747037919443
AATSC4pe,-0.021733721391957228
AATSC4se,-0.016740456772074242
AATSC5dv,-0.22611644566377073
AATSC5pe,-0.000992527434842198
AATSC5se,0.0011938325445815586
AATSC6dv,-0.11025281969212009
AATSC6pe,-0.012731701817558358
AATSC6se,-0.009310714356138486
AATSC7dv,0.6533152439855928
AATSC7pe,0.02475106986860146
AATSC7se,0.014209288720128577
AATSC8dv,-0.09550441664562426
AATSC8pe,-0.003607207276375417
AATSC8se,-0.0023500561800052595
AETA_eta,0.9571157966621368
ATSC0are,9.917525925925919
ATSC1are,-0.44018710562414
ATSC2are,3.722446776406041
ATSC3are,-1.2814016460905346
ATSC4are,-4.31997283950617
ATSC5are,0.38660246913580837
ATSC6are,-2.403195336076825
ATSC7are,4.300178875171458
ATSC8are,-0.8100124828532305
BCUTZ-1h,16.013234015698366
BCUTZ-1l,5.686687139400314
BCUTc-1h,0.47591350189344545
BCUTc-1l,-0.5293643764186268
BCUTd-1h,4.043819173120361
BCUTd-1l,0.9714225522626985
BCUTi-1h,17.424775693414958
BCUTi-1l,10.32844282863209
BCUTm-1h,32.0665994357267
BCUTm-1l,11.698117508943925
BCUTp-1h,2.9520401964800387
BCUTp-1l,0.5456517405633079
BCUTs-1h,8.001922364794993
BCUTs-1l,0.30042761032335386
BCUTv-1h,24.440364458079987
BCUTv-1l,13.304117982677663
BalabanJ,1.3828015863588419
Diameter,15
ETA_beta,39.0
GATS1are,0.6420767617443832
GATS2are,0.608425408859396
GATS3are,0.8268227776342072
GATS4are,1.0269045929442098
GATS5are,0.9869244289570429
GATS6are,0.9099706801782257
GATS7are,0.7132458833288378
GATS8are,0.9441783669410054
HybRatio,0.42857142857142855
Lipinski,True
LogEE_Dt,459.4222011227872
MATS1are,-0.041323751232192826
MATS2are,0.1894240573041235
MATS3are,-0.04651407982576301
MATS4are,-0.13755466428895405
MATS5are,0.011694523574428099
MATS6are,-0.08178233482663717
MATS7are,0.15403994283614852
MATS8are,-0.03291374716732353
MAXddssS,-4.0585975817796225
MAXssCH2,0.7787947703951491
MAXsssCH,-0.3457185899050981
MINddssS,-4.0585975817796225
MINssCH2,0.4827389368154158
MINsssCH,-0.7354575039892504
NsssssAs,0
RotRatio,0.11428571428571428
SM1_Dzpe,2.0505449524243007
SM1_Dzse,1.9398872774837141
SMR_VSA1,22.33961216987563
SMR_VSA2,0.0
SMR_VSA3,14.189104243093919
SMR_VSA4,0.0
SMR_VSA5,43.80880897914792
SMR_VSA6,18.376648811642198
SMR_VSA7,53.60327924151248
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,239.91438042389018
SpAD_Dzi,262.08857420699906
SpAD_Dzm,239.7698232831362
SpAD_Dzp,359.1065543026665
SpAD_Dzv,335.2102931766206
SpAbs_Dt,922.0240136593957
SpDiam_A,5.201420019762837
SpDiam_D,239.7788259965804
SpMAD_Dt,29.742710118045014
SpMax_Dt,459.4222011227872
SsssssAs,0
VE1_Dzpe,5.483707677414697
VE1_Dzse,5.482757490460888
VE2_Dzpe,0.17689379604563538
VE2_Dzse,0.17686314485357704
VE3_Dzpe,2.8331835671414507
VE3_Dzse,2.833010277582483
VMcGowan,303.86000000000087
VR1_Dzpe,209.0995599612224
VR1_Dzse,209.15118272987206
VR2_Dzpe,6.745147095523303
VR2_Dzse,6.746812346124905
VR3_Dzpe,6.474212613481687
VR3_Dzse,6.474459464299356
mZagreb1,9.784722222222221
mZagreb2,6.597222222222222
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,3
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,49
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.18365788751714665
AATSC1are,-0.00758943285558862
AATSC2are,0.034789222209402254
AATSC3are,-0.008542677640603564
AATSC4are,-0.02526299906143959
AATSC5are,0.0021477914951989353
AATSC6are,-0.015019970850480156
AATSC7are,0.028290650494549065
AATSC8are,-0.006044869275024108
AETA_beta,1.2580645161290323
BCUTdv-1h,7.0040724763537945
BCUTdv-1l,0.6449206687473162
BCUTpe-1h,3.9887405073561695
BCUTpe-1l,2.2358706137338182
BCUTse-1h,4.0100638860155176
BCUTse-1l,2.4318439055331984
ETA_alpha,14.552380952380956
ETA_dBeta,-3.0
ETA_eta_B,0.5280349844584613
ETA_eta_F,32.585268127994226
ETA_eta_L,7.6926755331625305
ETA_eta_R,62.25585782452047
ETA_psi_1,0.5244551227046511
LabuteASA,179.74635864942115
LogEE_DzZ,118.93957389960521
LogEE_Dzi,130.47760963060688
LogEE_Dzm,118.86982781272305
LogEE_Dzp,177.23322319960158
LogEE_Dzv,166.32617643464692
PEOE_VSA1,9.636772684650527
PEOE_VSA2,9.51663204852391
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,17.11342802329999
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,61.07565774894448
PEOE_VSA8,6.544756405912575
PEOE_VSA9,31.077709045870094
SM1_Dzare,2.251181891133728
SpAD_Dzpe,265.20650875229273
SpAD_Dzse,265.691902827269
SpAbs_DzZ,237.9264534617147
SpAbs_Dzi,260.57222583195824
SpAbs_Dzm,237.75717022245084
SpAbs_Dzp,364.0981917045744
SpAbs_Dzv,337.42027709668633
SpDiam_Dt,623.4061912759544
SpMAD_DzZ,7.739173562060974
SpMAD_Dzi,8.454470135709647
SpMAD_Dzm,7.734510428488265
SpMAD_Dzp,11.58408239686021
SpMAD_Dzv,10.813235263761955
SpMax_DzZ,118.93957389960521
SpMax_Dzi,130.47760963060688
SpMax_Dzm,118.86982781272305
SpMax_Dzp,177.23322319960158
SpMax_Dzv,166.32617643464692
VE1_Dzare,5.484316228678163
VE2_Dzare,0.17691342673155366
VE3_Dzare,2.833294535401422
VR1_Dzare,209.04836677332548
VR2_Dzare,6.743495702365339
VR3_Dzare,6.473967756650506
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46943164362519213
AETA_dBeta,-0.0967741935483871
AETA_eta_B,0.017033386595434234
AETA_eta_F,1.0511376815482008
AETA_eta_L,0.24815082365040422
AETA_eta_R,2.008253478210338
BCUTare-1h,4.107772404545344
BCUTare-1l,2.18603425909428
ETA_beta_s,21.0
ETA_dPsi_A,0.18954487729534886
ETA_dPsi_B,0.0
ETA_eta_BR,0.9580349844584612
ETA_eta_FL,7.193503044752104
ETA_eta_RL,14.886178577914635
LogEE_Dzpe,131.99564805365264
LogEE_Dzse,132.21747608810463
PEOE_VSA10,11.791352662431866
PEOE_VSA11,0.0
PEOE_VSA12,11.854877073548867
PEOE_VSA13,0.0
SlogP_VSA1,9.458957818252138
SlogP_VSA2,54.2523165622604
SlogP_VSA3,21.424687977395497
SlogP_VSA4,5.947697344197361
SlogP_VSA5,36.43120868131998
SlogP_VSA6,36.52867891392113
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,262.6525317313784
SpAbs_Dzpe,263.48278113197307
SpAbs_Dzse,264.05319174201276
SpDiam_DzZ,171.06882416940974
SpDiam_Dzi,189.54054281075497
SpDiam_Dzm,170.9998594696896
SpDiam_Dzp,253.2552291171358
SpDiam_Dzv,242.27578699200092
SpMAD_Dzpe,8.555048669428798
SpMAD_Dzse,8.57070654281513
SpMax_Dzpe,131.99564805365264
SpMax_Dzse,132.21747608810463
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6774193548387096
AETA_eta_BR,0.030904354337369717
AETA_eta_FL,0.232048485314584
AETA_eta_RL,0.4801993089649882
DetourIndex,7046
EState_VSA1,22.19886734374299
EState_VSA2,23.67824766233099
EState_VSA3,25.807221274690605
EState_VSA4,35.560447079678596
EState_VSA5,10.371583059757844
EState_VSA6,7.109797541277533
EState_VSA7,23.09901093623531
EState_VSA8,9.706073385399296
EState_VSA9,4.736862953800049
ETA_beta_ns,18.0
ETA_shape_p,0.1227094240837696
ETA_shape_x,0.05726439790575915
ETA_shape_y,0.3642015706806282
GhoseFilter,True
LogEE_Dzare,130.75048146254753
SlogP_VSA10,10.077801322358383
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,260.7687571031605
SpDiam_Dzpe,192.15832538583663
SpDiam_Dzse,192.27038815065924
SpMAD_Dzare,8.472662313915432
SpMax_Dzare,130.75048146254753
TopoPSA(NO),91.84
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,41.24889477223206
VSA_EState9,41.22636947621424
nBridgehead,2
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.5806451612903226
EState_VSA10,17.60274921607558
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03056835637480788
FilterItLogS,-4.256586192105095
SpDiam_Dzare,190.4487900403337
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6416225749559078
ETA_epsilon_2,0.8950844854070656
ETA_epsilon_3,0.44588235294117595
ETA_epsilon_4,0.5882440476190468
ETA_epsilon_5,0.8764880952380949
AETA_beta_ns_d,0.04838709677419355
ETA_dEpsilon_A,0.19574022201473185
ETA_dEpsilon_B,0.05337852733686099
ETA_dEpsilon_C,-0.14236169467787085
ETA_dEpsilon_D,0.018596390168970744
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.8064516129032258
MDEDescriptor,"0.0,1.6157979025340237,1.4010275526490632,0.0,11.461876414648707,25.476655997460767,0.0,9.454078682142281,0.0,0.0,0.814325284978472,0.3466806371753174,0.0,0.0,0.0,0.0,0.33333333333333337,0.894427190999916,0.33333333333333337"
APolDescriptor,63.361238999999976
BCUTDescriptor,"11.850000000000005,31.972072604747538,-0.3487537242867859,0.2852852781362239,3.9257025269200287,13.752137883885716"
BPolDescriptor,41.63676099999999
TPSADescriptor,100.22000000000001
ALOGPDescriptor,"-0.29770000000000263,0.08862529000000156,104.97269999999997"
XLogPDescriptor,1.509
VAdjMaDescriptor,6.129283016944966
WeightDescriptor,446.1424046200001
ChiPathDescriptor,"21.750347897697548,14.886178577914638,14.291931697451085,12.281853705079802,10.936588711661843,9.805537693334543,7.0581422868398445,5.72851190095863,17.19627481136603,10.649215019909045,8.505113966522327,6.8152372716524745,5.541761780377258,4.4244583575105985,2.9860794060315334,2.148434384013602"
ChiChainDescriptor,"0.0,0.0,0.0,0.31200868941388027,0.6885795333994071,0.0,0.0,0.0,0.14979733322268685,0.29076796246586833"
AtomCountDescriptor,54
BondCountDescriptor,35
SmallRingDescriptor,"5,2,2,2,0,0,0,5,0,0,0"
ChiClusterDescriptor,"2.8581842070350336,0.20412414523193154,0.6721342139803392,0.06804138174397717,1.100366689616004,0.022807522979332223,0.2655918274734205,0.007602507659777407"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,7,2,1,7,0,0"
ZagrebIndexDescriptor,176.0
LargestChainDescriptor,16
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"64.31192753624431,2.074578307620784,29.665363185636817,10.45399626812082,13.166438912605868"
FractionalPSADescriptor,0.22463679525231853
WienerNumbersDescriptor,"2482.0,60.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.139513156647256,11.109448458308721,18.18227245192126,2.6147958543297776,4.420531922483306,6.424630783487295"
FractionalCSP3Descriptor,0.42857142857142855
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,5,0,0,6,3,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.775510204081634,8.98184407262371,4.181333333333333"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,2434.1
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.42857142857142855
AutocorrelationDescriptorMass,"43.167594524762364,47.2472259537152,66.32800639613204,77.93671666343089,80.51247143861256"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.7275529693423709,-0.5077070900169596,0.23246989444499733,0.11751777009163888,-0.4902675280443087"
EccentricConnectivityIndexDescriptor,754
AutocorrelationDescriptorPolarizability,"2716.1054818572384,3365.340761539945,5194.390040107547,5839.76047087557,5540.214157283502"
