DLiP-ID,C003DL
DLiP-Mol-ID,31509
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C7H6FN3S/c8-4-1-2-5-6(3-4)12-7(10-5)11-9/h1-3H,9H2,(H,10,11)"
Standard Inchi Key(RDKit),QODXZESJVXQCSC-UHFFFAOYSA-N
Canonical SMILES(RDKit),NNc1nc2ccc(F)cc2s1
SMILES(SDF),
MW(SDF),
MW(RDKit),183.211
MW Monoisotopic(RDKit),183.026646412
MolLogP(RDKit),1.721
XLogP(SDF),
XLogP(CDK),0.846
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),50.94
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),12
QED Weighted(RDKit),0.522496477103571
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,894.5277554108111
qed,0.5224964771035713
Chi0,8.55204176387779
Chi1,5.792024997884274
TPSA,50.94
Chi0n,6.042827435731551
Chi0v,6.8593240166592775
Chi1n,3.321153128775833
Chi1v,4.137649709703559
Chi2n,2.2754022418873507
Chi2v,3.3060511238137162
Chi3n,1.4739588510639703
Chi3v,2.423348795839517
Chi4n,0.96019103090814
Chi4v,1.761177619051096
MolMR,47.38810000000001
MolWt,183.21099999999998
fr_SH,0
Kappa1,7.449238724504454
Kappa2,2.688888888888889
Kappa3,1.1265718373874256
fr_ArN,1
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,411.94373496885737
MolLogP,1.721
NOCount,3
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.669370175673929
SMR_VSA1,4.39041504767482
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,5.842670270266239
