DLiP-ID,C0025P
DLiP-Mol-ID,28614
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H23N3O3/c1-12-13(10-17)15(21)19(8-5-9-20)16(22)14(12)11-18-6-3-2-4-7-18/h20,22H,2-9,11H2,1H3"
Standard Inchi Key(RDKit),SUHNLTKVHGUCDT-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1c(CN2CCCCC2)c(O)n(CCCO)c(=O)c1C#N
SMILES(SDF),
MW(SDF),
MW(RDKit),305.378
MW Monoisotopic(RDKit),305.173941596
MolLogP(RDKit),1.1023
XLogP(SDF),
XLogP(CDK),2.199
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),89.49
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.850108193456665
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,90280.7446819884
qed,0.8501081934566653
Chi0,16.112519696192862
Chi1,10.595754112725151
TPSA,89.48999999999998
Chi0n,13.008277298642584
Chi0v,13.008277298642584
Chi1n,7.783243556909311
Chi1v,7.783243556909311
