DLiP-ID,C0013N
DLiP-Mol-ID,31785
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H22N6O3S/c1-17-11-21(8-9-22(17)28-16-24-25-26-28)32(29,30)27(15-19-6-4-10-23-13-19)14-18-5-3-7-20(12-18)31-2/h3-13,16H,14-15H2,1-2H3"
Standard Inchi Key(RDKit),DSUVCQQLIVKLSM-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cccc(CN(Cc2cccnc2)S(=O)(=O)c2ccc(-n3cnnn3)c(C)c2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),450.524
MW Monoisotopic(RDKit),450.147409564
MolLogP(RDKit),2.76542
XLogP(SDF),
XLogP(CDK),3.173
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),103.1
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.406574853215104
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,24912216.98915994
qed,0.4065748532151041
Chi0,22.553830996061407
Chi1,15.468694924118141
TPSA,103.10000000000001
Chi0n,17.658691527503812
Chi0v,18.47518810843154
Chi1n,9.831786782669761
Chi1v,11.271850111470398
Chi2n,7.188590353746481
Chi2v,9.126525333688148
Chi3n,4.9766670863212505
Chi3v,6.764354470994707
Chi4n,3.3617985461935156
Chi4v,4.8637182183760865
MolMR,117.55480000000003
MolWt,450.52400000000017
fr_SH,0
Kappa1,21.59632692627985
Kappa2,9.246076842578953
Kappa3,4.657026535524994
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,6
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1294.5178056009815
MolLogP,2.7654200000000007
NOCount,9
fr_Ar_N,5
fr_COO2,0
fr_urea,0
BalabanJ,1.7042296614537062
SMR_VSA1,13.154659938128987
SMR_VSA2,0.0
SMR_VSA3,29.4964494469994
SMR_VSA4,0.0
SMR_VSA5,24.908733487033548
SMR_VSA6,7.109797541277533
SMR_VSA7,90.00866530923618
SMR_VSA8,0.0
SMR_VSA9,11.436898107967467
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,185.8996935240107
NHOHCount,0
PEOE_VSA1,4.736862953800049
PEOE_VSA2,4.9839785209472085
PEOE_VSA3,13.099599919474123
PEOE_VSA4,4.305215991296234
PEOE_VSA5,5.098681808301038
PEOE_VSA6,18.19910120538483
PEOE_VSA7,70.43906427686102
PEOE_VSA8,25.4831999550513
PEOE_VSA9,17.69266729147887
RingCount,4
SMR_VSA10,10.023291153407584
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,450.1474095640001
NumHDonors,0
PEOE_VSA10,12.076831908048447
PEOE_VSA11,0.0
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,45.02404397260588
SlogP_VSA3,23.112803965232736
SlogP_VSA4,6.923737199690624
SlogP_VSA5,16.690354475090988
SlogP_VSA6,78.21379430966297
SlogP_VSA7,0.0
SlogP_VSA8,5.687386274683562
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,10.023291153407584
EState_VSA2,17.984996287342923
