DLiP-ID,C003E7
DLiP-Mol-ID,31614
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H11N3S/c1-2-6-11(7-3-1)16-14-17-13(10-18-14)12-8-4-5-9-15-12/h1-10H,(H,16,17)"
Standard Inchi Key(RDKit),VZHGZKUEVAANEJ-UHFFFAOYSA-N
Canonical SMILES(RDKit),c1ccc(Nc2nc(-c3ccccn3)cs2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),253.33
MW Monoisotopic(RDKit),253.067368352
MolLogP(RDKit),3.9487
XLogP(SDF),
XLogP(CDK),2.907
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),37.81
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),18
QED Weighted(RDKit),0.76767322202475
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,31027.813425410364
qed,0.7676732220247505
Chi0,12.208896013370172
Chi1,8.915816237971965
TPSA,37.81
Chi0n,9.57617817336004
Chi0v,10.392674754287766
Chi1n,5.606879560337131
Chi1v,6.486532371592026
Chi2n,3.7439019390553656
Chi2v,4.602004790913384
Chi3n,2.456567074083104
Chi3v,3.2142881408877635
Chi4n,1.6080320954738037
Chi4v,2.3325726151877766
MolMR,75.06970000000003
MolWt,253.33000000000004
fr_SH,0
Kappa1,10.922964272187857
Kappa2,4.975835039898312
Kappa3,2.3834036093776354
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,619.8062702435534
MolLogP,3.9487000000000014
NOCount,3
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.823822291358167
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.316788604006331
SMR_VSA7,60.107842889771874
SMR_VSA8,0.0
SMR_VSA9,11.387855989696922
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,109.17511294753756
NHOHCount,1
PEOE_VSA1,5.316788604006331
PEOE_VSA2,4.9839785209472085
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
