DLiP-ID,T005DO
Si,64.64836549647879
Sm,31.17817001082341
Sp,36.21664071856287
Sv,33.50254060655405
nB,0
nC,21
nF,0
nH,30
nI,0
nN,2
nO,4
nP,0
nS,0
nX,0
ABC,20.221626502744478
AMW,6.565272937543875
IC0,1.4566552115926448
IC1,3.142875134332598
IC2,4.574142541149751
IC3,5.161580145629822
IC4,5.161580145629822
IC5,5.161580145629822
MID,53.541524273653565
Mpe,0.9589955280357758
Mse,0.9994122232018502
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,101.94800000000005
SdO,37.7527327449217
SdS,0
Spe,54.662745098039224
SsF,0
SsI,0
Sse,56.96649672250546
StN,0
fMF,0.2982456140350877
nBr,0
nCl,0
AMID,1.9830194175427247
BIC0,0.24277586859877412
BIC1,0.5238125223887663
BIC2,0.7623570901916251
BIC3,0.8602633576049703
BIC4,0.8602633576049703
BIC5,0.8602633576049703
CIC0,4.376234802572096
CIC1,2.6900148798321433
CIC2,1.2587474730149903
CIC3,0.6713098685349195
CIC4,0.6713098685349195
CIC5,0.6713098685349195
GGI1,5.5
GGI2,3.777777777777779
GGI3,2.0625
GGI4,1.3333333333333335
GGI5,0.923611111111111
GGI6,0.6310204081632653
GGI7,0.4045138888888889
GGI8,0.23028470647518265
GGI9,0.14437500000000003
JGI1,0.19642857142857142
JGI2,0.0994152046783626
JGI3,0.05030487804878049
JGI4,0.03603603603603604
JGI5,0.02638888888888889
JGI6,0.01971938775510204
JGI7,0.013948754789272027
JGI8,0.010012378542399248
JGI9,0.006875000000000001
MIC0,13.544517507338869
MIC1,30.8140977296022
MIC2,36.66627878219084
MIC3,37.25841588750674
MIC4,37.25841588750674
MIC5,37.25841588750674
MPC2,38
MPC3,47
MPC4,52
MPC5,58
MPC6,52
MPC7,53
MPC8,48
MPC9,47
Mare,0.9729122807017543
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.1983761421474875
RPCG,0.1403422894044507
SIC0,0.2497313009597756
SIC1,0.5388195434339339
SIC2,0.7841983185079411
SIC3,0.8849095616573099
SIC4,0.8849095616573099
SIC5,0.8849095616573099
SaaN,4.060697391423055
SaaO,0
SaaS,0
Sare,55.455999999999996
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.4108038076341645
SssS,0
StCH,0
StsC,0
TIC0,83.02934706078075
TIC1,179.14388265695808
TIC2,260.7261248455358
TIC3,294.2100683008998
TIC4,294.2100683008998
TIC5,294.2100683008998
Vabc,377.4949060682126
WPol,41
apol,60.481789999999975
bpol,37.28621000000001
nRot,8
ABCGG,16.943212535077528
ATS0Z,1140.0
ATS0d,162.0
ATS0i,9374.49630744747
ATS0m,4476.292563000001
ATS0p,76.89810314547
ATS0s,262.7013888888889
ATS0v,11178.558723964625
ATS1Z,1278.0
ATS1d,203.0
ATS1i,8460.983114232
ATS1m,4761.977148000003
ATS1p,99.48822930000003
ATS1s,165.79166666666669
ATS1v,14184.102138642878
ATS2Z,1862.0
ATS2d,329.0
ATS2i,16721.14079725403
ATS2m,6769.758606
ATS2p,149.92185480443308
ATS2s,286.5555555555555
ATS2v,20643.12317889044
ATS3Z,2207.0
ATS3d,382.0
ATS3i,23419.24938276537
ATS3m,7817.689025
ATS3p,181.92819335947
ATS3s,434.7499999999999
ATS3v,24339.74088806813
ATS4Z,2157.0
ATS4d,374.0
ATS4i,27157.480016654303
ATS4m,7420.080236999998
ATS4p,173.99085964735607
ATS4s,507.0694444444444
ATS4v,23349.178560768218
ATS5Z,2029.0
ATS5d,336.0
ATS5i,24002.720900014512
ATS5m,6997.634919
ATS5p,150.49113591801705
ATS5s,542.4444444444445
ATS5v,21033.391849232077
ATS6Z,1829.0
ATS6d,308.0
ATS6i,19831.108124324743
ATS6m,6272.066572
ATS6p,153.97878326988598
ATS6s,417.8888888888889
ATS6v,20750.943369920995
ATS7Z,1722.0
ATS7d,321.0
ATS7i,24308.493974818513
ATS7m,5793.871153
ATS7p,167.132401163658
ATS7s,359.4583333333332
ATS7v,21013.60647716293
ATS8Z,1481.0
ATS8d,301.0
ATS8i,26362.491021042944
ATS8m,4769.767031000002
ATS8p,148.57062918409096
ATS8s,398.98611111111103
ATS8v,18321.93168828519
C1SP1,0
C1SP2,4
C1SP3,5
C2SP1,0
C2SP2,3
C2SP3,7
C3SP2,1
C3SP3,0
C4SP3,1
FCSP3,0.6190476190476191
GGI10,0.11560044893378227
JGI10,0.005780022446689112
JGT10,0.4649091226141019
Kier1,23.28061224489796
Kier2,11.253462603878116
Kier3,6.779538252602988
MAXdO,12.69514276314653
MID_C,42.0203260737225
MID_N,4.2237465430685575
MID_O,7.297451656862494
MID_X,0.0
MID_h,11.521198199931051
MINdO,12.526356371252206
MPC10,46
MWC01,28.0
MWC02,4.890349128221754
MWC03,5.713732805509369
MWC04,6.569481420414296
MWC05,7.4127640174265625
MWC06,8.275121630216509
MWC07,9.126415137038421
MWC08,9.992825387888324
MWC09,10.849317668987577
MWC10,11.718646115192415
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.9438000000000013
SRW02,4.04305126783455
SRW03,0.0
SRW04,5.342334251964811
SRW05,0.0
SRW06,6.844815479208263
SRW07,0.0
SRW08,8.432288684325794
SRW09,0.0
SRW10,10.063776497465508
SaaCH,7.377860478970931
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.0929753590521645
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.3921492527377606
SdssS,0
SsCH3,5.4179364151437905
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.4233059334845048
SsssP,0
VE1_A,4.009061877125765
VE1_D,5.117238593975408
VE2_A,0.1484837732268802
VE2_D,0.18952735533242251
VE3_A,2.381809041105237
VE3_D,2.625866729452944
VR1_A,916.6904209820701
VR1_D,156.4721724592234
VR2_A,33.95149707341
VR2_D,5.795265646637904
VR3_A,7.814021588465656
VR3_D,6.046129955417955
WPath,2088
Xc-3d,2.1215855046518475
Xc-4d,0.2041241452319315
Xc-5d,0.728941992479452
Xc-6d,0.11785113019775792
Xp-0d,19.863596551749417
Xp-1d,12.864209190060024
Xp-2d,11.36786952793349
Xp-3d,9.460254459435422
Xp-4d,6.541197721132507
Xp-5d,4.782137512669477
Xp-6d,2.7247891274323446
Xp-7d,1.8770491307122021
ZMIC0,92.47518238101064
ZMIC1,44.17595572825566
ZMIC2,28.260930365503455
ZMIC3,24.3548321269363
ZMIC4,24.3548321269363
ZMIC5,24.3548321269363
nAcid,0
nAtom,57
nBase,0
nRing,2
piPC1,3.5553480614894135
piPC2,3.979681653901961
piPC3,4.366278277705742
piPC4,4.5913247791660385
piPC5,4.859327790831471
piPC6,4.5597804836892815
piPC7,4.590690864723257
piPC8,4.538629662179847
piPC9,4.620674372524056
AATS0Z,20.0
AATS0d,2.8421052631578947
AATS0i,164.46484749907845
AATS0m,78.53144847368422
AATS0p,1.3490895288678948
AATS0s,4.608796296296297
AATS0v,196.1150653327127
AATS1Z,22.03448275862069
AATS1d,3.5
AATS1i,145.87901921089656
AATS1m,82.10305427586212
AATS1p,1.7153142982758625
AATS1s,2.8584770114942533
AATS1v,244.55348514901513
AATS2Z,17.401869158878505
AATS2d,3.074766355140187
AATS2i,156.27234389957036
AATS2m,63.26877201869159
AATS2p,1.4011388299479728
AATS2s,2.678089304257528
AATS2v,192.92638484944337
AATS3Z,15.013605442176871
AATS3d,2.598639455782313
AATS3i,159.3146216514651
AATS3m,53.18155799319727
AATS3p,1.2376067575474148
AATS3s,2.957482993197278
AATS3v,165.5764686263138
AATS4Z,13.072727272727272
AATS4d,2.2666666666666666
AATS4i,164.59078797972305
AATS4m,44.97018325454545
AATS4p,1.0544900584688246
AATS4s,3.0731481481481477
AATS4v,141.51017309556497
AATS5Z,14.188811188811188
AATS5d,2.3496503496503496
AATS5i,167.85119510499658
AATS5m,48.934509923076924
AATS5p,1.052385565860259
AATS5s,3.7933177933177933
AATS5v,147.0866562883362
AATS6Z,14.75
AATS6d,2.4838709677419355
AATS6i,159.92829132519952
AATS6m,50.58118203225806
AATS6p,1.241764381208758
AATS6s,3.370071684587814
AATS6v,167.34631749936287
AATS7Z,11.403973509933774
AATS7d,2.1258278145695364
AATS7i,160.98340380674512
AATS7m,38.37000763576159
AATS7p,1.1068370937990595
AATS7s,2.3805187637969087
AATS7v,139.16295680240353
AATS8Z,9.433121019108281
AATS8d,1.9171974522292994
AATS8i,167.91395554804424
AATS8m,30.380681726114663
AATS8p,0.9463097400260571
AATS8s,2.541312809624911
AATS8v,116.70020183621139
AMID_C,1.5563083731008334
AMID_N,0.1564350571506873
AMID_O,0.2702759872912035
AMID_X,0.0
AMID_h,0.4267110444418908
ATS0dv,354.0
ATS0pe,347.5701
ATS0se,433.7148919999999
ATS1dv,321.0
ATS1pe,367.9650000000001
ATS1se,443.2812879999998
ATS2dv,441.0
ATS2pe,660.8011999999999
ATS2se,813.6665279999999
ATS3dv,468.0
ATS3pe,896.2739
ATS3se,1114.9321239999997
ATS4dv,394.0
ATS4pe,1012.2134999999997
ATS4se,1271.554156
ATS5dv,397.0
ATS5pe,917.4621999999998
ATS5se,1144.516812
ATS6dv,345.0
ATS6pe,783.7358
ATS6se,970.612104
ATS7dv,256.0
ATS7pe,880.0619999999997
ATS7se,1114.238588
ATS8dv,224.0
ATS8pe,919.9526000000001
ATS8se,1178.0627960000002
ATSC0Z,424.140350877193
ATSC0c,0.9555238039288303
ATSC0d,32.24561403508772
ATSC0i,77.55337690711728
ATSC0m,2016.0115215789474
ATSC0p,12.721841362941927
ATSC0s,105.20029239766082
ATSC0v,2838.8405302883752
ATSC1Z,18.31332717759313
ATSC1c,-0.4628610052813064
ATSC1d,12.153585718682677
ATSC1i,-16.118914366090273
ATSC1m,83.88719039335152
ATSC1p,-1.199006705218807
ATSC1s,-0.30517082179131877
ATSC1v,-104.59172350564022
ATSC2Z,58.85934133579564
ATSC2c,-0.2777447690405375
ATSC2d,-6.794398276392739
ATSC2i,-2.5773220829632733
ATSC2m,272.5599364570636
ATSC2p,0.11779188682042874
ATSC2s,13.854032009849185
ATSC2v,139.8716583511296
ATSC3Z,34.427516158818136
ATSC3c,0.5313856822715254
ATSC3d,-7.580794090489382
ATSC3i,-18.86561177258055
ATSC3m,138.96787655955671
ATSC3p,-4.008209346079012
ATSC3s,32.376000307787
ATSC3v,-582.8609404981528
ATSC4Z,-30.49399815327793
ATSC4c,-0.17978200905931072
ATSC4d,-1.7636195752539239
ATSC4i,-25.10785927965637
ATSC4m,-139.2986922548477
ATSC4p,-2.702477557410814
ATSC4s,-47.39594875346259
ATSC4v,-281.1906828440231
ATSC5Z,-122.93105570944911
ATSC5c,-0.22375899066260332
ATSC5d,-3.8442597722376135
ATSC5i,35.13153004100918
ATSC5m,-555.3681513822718
ATSC5p,4.389630522512509
ATSC5s,-42.335699445983366
ATSC5v,380.0302088408086
ATSC6Z,-239.05971068020924
ATSC6c,0.13219839611862577
ATSC6d,-14.744844567559245
ATSC6i,7.014336116162445
ATSC6m,-1134.6261146980617
ATSC6p,-1.8007016046813589
ATSC6s,-7.312307633117884
ATSC6v,-1072.6185035022918
ATSC7Z,-24.68759618344104
ATSC7c,0.07951912655321014
ATSC7d,-6.668205601723606
ATSC7i,-38.95597580384691
ATSC7m,-135.90961765650957
ATSC7p,-6.272458875488339
ATSC7s,11.079293628808863
ATSC7v,-928.4388017814392
ATSC8Z,-23.772545398584214
ATSC8c,-0.060584809075070384
ATSC8d,8.112957833179445
ATSC8i,10.556883103517341
ATSC8m,-92.21695650692507
ATSC8p,3.500434326883932
ATSC8s,-23.685210834102794
ATSC8v,456.75135888495527
AXp-0d,0.7356887611759043
AXp-1d,0.4594360425021437
AXp-2d,0.2991544612614076
AXp-3d,0.20128200977522176
AXp-4d,0.12579226386793282
AXp-5d,0.0824506467701634
AXp-6d,0.052399790912160474
AXp-7d,0.03541602133419249
GATS1Z,0.8821087884251124
GATS1c,1.518271648995365
GATS1d,0.9881055119882932
GATS1i,1.5275245529585235
GATS1m,0.8935344216459008
GATS1p,1.3503274040180664
GATS1s,0.5259443738669599
GATS1v,1.1989066966652915
GATS2Z,0.8847362333541567
GATS2c,1.262900637133582
GATS2d,1.6392869128369927
GATS2i,1.1772278478717062
GATS2m,0.8911680112747649
GATS2p,1.0865387950501246
GATS2s,0.5281548598793232
GATS2v,1.0283794765428753
GATS3Z,0.9421858750118182
GATS3c,1.008907261830141
GATS3d,1.2877351158091095
GATS3i,1.1583796150629673
GATS3m,0.9487941456032755
GATS3p,1.160990129806363
GATS3s,0.7223434365894446
GATS3v,1.0980840445585613
GATS4Z,1.073858371939113
GATS4c,1.5085284159420262
GATS4d,1.063052725294292
GATS4i,1.0513771973963075
GATS4m,1.0664074249366866
GATS4p,1.015151140328738
GATS4s,1.626414933834643
GATS4v,0.9746706274459049
GATS5Z,1.260303230852536
GATS5c,1.731169669726337
GATS5d,1.1719488346256572
GATS5i,0.7592460633411225
GATS5m,1.239332696751375
GATS5p,0.7388464373370625
GATS5s,2.2064877324268353
GATS5v,0.8214295412296306
GATS6Z,1.310202333425845
GATS6c,1.254228611870397
GATS6d,1.3655270455263435
GATS6i,1.0081762949470976
GATS6m,1.3042231482013413
GATS6p,1.0810447990180012
GATS6s,1.43887713854197
GATS6v,1.1542336033461331
GATS7Z,0.9565745241298907
GATS7c,0.8657167405235551
GATS7d,0.9603441690867558
GATS7i,1.155863699234223
GATS7m,0.9641529408664522
GATS7p,1.2079392745713584
GATS7s,0.6839418537947655
GATS7v,1.1418445215493183
GATS8Z,1.030604652927365
GATS8c,0.9923415775263986
GATS8d,0.6913496392506394
GATS8i,0.793545824559595
GATS8m,1.0226113852702081
GATS8p,0.8072701470945106
GATS8s,1.213008140300351
GATS8v,0.8715645046475636
MATS1Z,0.042433076975741175
MATS1c,-0.47605370086119225
MATS1d,0.3704082398409067
MATS1i,-0.20425934602958304
MATS1m,0.04089304978769796
MATS1p,-0.09262292636747617
MATS1s,-0.0028508405163428386
MATS1v,-0.036207887280486066
MATS2Z,0.07392594493960182
MATS2c,-0.15484438292336894
MATS2d,-0.11224614320726514
MATS2i,-0.017703496922814622
MATS2m,0.07202115593813596
MATS2p,0.004932379461723028
MATS2s,0.07015365744780859
MATS2v,0.026247008080096022
MATS3Z,0.03147412174664707
MATS3c,0.21563827986808695
MATS3d,-0.09115942350824989
MATS3i,-0.09432519265667279
MATS3m,0.02672876745939585
MATS3p,-0.12216813428574391
MATS3s,0.11933388222501361
MATS3v,-0.0796125393614516
MATS4Z,-0.024836802839780993
MATS4c,-0.06499734696835978
MATS4d,-0.0188940548026511
MATS4i,-0.11184070198746407
MATS4m,-0.023869588988073936
MATS4p,-0.07338427901765408
MATS4s,-0.15563783673835507
MATS4v,-0.03421770208348678
MATS5Z,-0.11552895317786123
MATS5c,-0.09334215041114152
MATS5d,-0.04752048821689738
MATS5i,0.18056566416346692
MATS5m,-0.1098061789380393
MATS5p,0.13753613299358522
MATS5s,-0.16040895538720626
MATS5v,0.05336001481539373
MATS6Z,-0.2590895929847782
MATS6c,0.06359717813496231
MATS6d,-0.21019516304538585
MATS6i,0.04157564832059672
MATS6m,-0.25870983313057805
MATS6p,-0.06506462728573346
MATS6s,-0.0319514577926692
MATS6v,-0.17368305841120868
MATS7Z,-0.021971875123268203
MATS7c,0.031414344267076184
MATS7d,-0.07806138258544774
MATS7i,-0.1896143854196999
MATS7m,-0.025448083980154267
MATS7p,-0.1861168764245954
MATS7s,0.039755116811392224
MATS7v,-0.12345542922537853
MATS8Z,-0.020348916860222516
MATS8c,-0.023019582158333978
MATS8d,0.09134478767422363
MATS8i,0.04942084911157401
MATS8m,-0.01660706854896327
MATS8p,0.09989578444211758
MATS8s,-0.08174016523845759
MATS8v,0.058413611016505634
MAXaaN,4.060697391423055
MAXssO,5.4108038076341645
MINaaN,4.060697391423055
MINssO,5.4108038076341645
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,8
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,34.27508537836727
SpAD_D,320.655411715382
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.97303039817364
SssNH2,0
SsssAs,0
SsssCH,-0.6516221550348538
SsssNH,0
SssssB,0
SssssC,-0.7155711210313376
SssssN,0
TMPC10,496
TMWC10,129.54865331089522
TSRW10,61.72626618079893
VE1_Dt,5.119471938876523
VE2_Dt,0.1896100718102416
VE3_Dt,2.626303069804541
VR1_Dt,154.85459646546408
VR2_Dt,5.735355424646818
VR3_Dt,6.035738362330665
Xc-3dv,1.4023192024185762
Xc-4dv,0.1767766952966369
Xc-5dv,0.19864004638008323
Xc-6dv,0.03608439182435161
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1853954059492991
Xch-7d,0.16839382851364085
Xp-0dv,16.571025948295883
Xp-1dv,9.774756871818905
Xp-2dv,7.709011832157923
Xp-3dv,5.305448347988213
Xp-4dv,3.0914038157973605
Xp-5dv,2.057625028862609
Xp-6dv,1.0714306211524165
Xp-7dv,0.6519110226221813
Xpc-4d,5.0024610278441894
Xpc-5d,6.7184674254075665
Xpc-6d,9.226755629681781
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,58
nFRing,0
nHBAcc,5
nHBDon,0
nHRing,2
nSpiro,0
naRing,1
piPC10,4.766970107061249
AATS0dv,6.2105263157894735
AATS0pe,6.097721052631579
AATS0se,7.609033192982454
AATS1dv,5.5344827586206895
AATS1pe,6.344224137931036
AATS1se,7.642780827586203
AATS2dv,4.121495327102804
AATS2pe,6.175712149532709
AATS2se,7.604360074766354
AATS3dv,3.183673469387755
AATS3pe,6.097101360544218
AATS3se,7.584572272108842
AATS4dv,2.3878787878787877
AATS4pe,6.134627272727271
AATS4se,7.706388824242424
AATS5dv,2.7762237762237763
AATS5pe,6.415819580419579
AATS5se,8.003614069930071
AATS6dv,2.782258064516129
AATS6pe,6.32045
AATS6se,7.827516967741936
AATS7dv,1.695364238410596
AATS7pe,5.828225165562912
AATS7se,7.379063496688741
AATS8dv,1.4267515923566878
AATS8pe,5.859570700636943
AATS8se,7.5035846878980905
AATSC0Z,7.441058787319175
AATSC0c,0.01676357550752334
AATSC0d,0.5657125269313635
AATSC0i,1.3605855597739873
AATSC0m,35.36862318559557
AATSC0p,0.22319019934985837
AATSC0s,1.8456191648712423
AATSC0v,49.80421982962062
AATSC1Z,0.31574702030332985
AATSC1c,-0.007980362160022524
AATSC1d,0.2095445813565979
AATSC1i,-0.27791231665672883
AATSC1m,1.4463308688508882
AATSC1p,-0.02067252940032426
AATSC1s,-0.005261565892953772
AATSC1v,-1.8033055776834521
AATSC2Z,0.5500873022036976
AATSC2c,-0.0025957455050517526
AATSC2d,-0.06349904931208167
AATSC2i,-0.024087122270684796
AATSC2m,2.5472891257669494
AATSC2p,0.0011008587553311096
AATSC2s,0.12947693467148771
AATSC2v,1.307211760290931
AATSC3Z,0.23420079019604173
AATSC3c,0.003614868586881125
AATSC3d,-0.051570027826458385
AATSC3i,-0.12833749505156836
AATSC3m,0.9453597044867804
AATSC3p,-0.027266730245435453
AATSC3s,0.22024490005297281
AATSC3v,-3.9650404115520597
AATSC4Z,-0.18481211001986622
AATSC4c,-0.0010895879336927923
AATSC4d,-0.010688603486387418
AATSC4i,-0.1521688441191295
AATSC4m,-0.8442344985142285
AATSC4p,-0.016378651863095842
AATSC4s,-0.28724817426340965
AATSC4v,-1.7041859566304431
