DLiP-ID,C000OV
DLiP-Mol-ID,31139
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C11H9NOS/c12-11-9(6-7-14-11)10(13)8-4-2-1-3-5-8/h1-7H,12H2"
Standard Inchi Key(RDKit),VXIMIQNIBMDZCM-UHFFFAOYSA-N
Canonical SMILES(RDKit),Nc1sccc1C(=O)c1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),203.266
MW Monoisotopic(RDKit),203.040484908
MolLogP(RDKit),2.5613
XLogP(SDF),
XLogP(CDK),2.535
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),43.09
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),14
QED Weighted(RDKit),0.762115922858536
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,2710.8389868094205
qed,0.7621159228585361
Chi0,9.966255326250886
Chi1,6.787693700234704
TPSA,43.09
Chi0n,7.435298734444734
Chi0v,8.25179531537246
Chi1n,4.215317755905298
Chi1v,5.094970567160193
Chi2n,2.8936760140746935
Chi2v,3.841370207073565
Chi3n,1.9757782462857454
Chi3v,2.7217908697610893
Chi4n,1.2535962282915514
Chi4v,1.8920352069607822
MolMR,58.60590000000002
MolWt,203.266
fr_SH,0
Kappa1,8.96515082928919
Kappa2,3.635727797899478
Kappa3,1.5400085480559604
fr_ArN,1
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,447.32090807785903
MolLogP,2.561300000000001
NOCount,2
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.3913041648639592
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,5.733667477162185
SMR_VSA7,52.905168164629565
SMR_VSA8,0.0
