DLiP-ID,T0002F
DLiP-Mol-ID,15357
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H21N7O3/c17-16(18)19-8-4-7-12-9-23(22-21-12)10-13(24)20-14(15(25)26)11-5-2-1-3-6-11/h1-3,5-6,9,14H,4,7-8,10H2,(H,20,24)(H,25,26)(H4,17,18,19)/t14-/m1/s1"
Standard Inchi Key(RDKit),AEKLXAWPQXZUFR-CQSZACIVSA-N
Canonical SMILES(RDKit),N=C(N)NCCCc1cn(CC(=O)N[C@@H](C(=O)O)c2ccccc2)nn1
SMILES(SDF),
MW(SDF),
MW(RDKit),359.39
MW Monoisotopic(RDKit),359.170587532
MolLogP(RDKit),-0.364129999999999
XLogP(SDF),
XLogP(CDK),-2.043
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),159.01
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.232028130941715
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,670591.7665343585
qed,0.2320281309417146
Chi0,18.940946820939043
Chi1,12.452397498181153
TPSA,159.01
Chi0n,14.052580241190759
Chi0v,14.052580241190759
Chi1n,7.994607989004665
Chi1v,7.994607989004665
Chi2n,5.600912211402397
Chi2v,5.600912211402397
Chi3n,3.5020274522493016
Chi3v,3.5020274522493016
Chi4n,2.3098272665693047
Chi4v,2.3098272665693047
MolMR,93.22130000000003
MolWt,359.39000000000004
fr_SH,0
Kappa1,18.90221437187165
Kappa2,9.157344753487356
Kappa3,5.890688018655194
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,3
fr_NH1,3
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,760.2136811118744
MolLogP,-0.36412999999999895
NOCount,10
fr_Ar_N,3
fr_COO2,1
fr_urea,0
BalabanJ,1.8680666266232777
SMR_VSA1,14.69560176298435
SMR_VSA2,5.409283605791522
SMR_VSA3,25.62744704711375
SMR_VSA4,5.733667477162185
SMR_VSA5,25.428240480912557
SMR_VSA6,6.544756405912575
SMR_VSA7,47.78605840046658
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,149.44561326282312
NHOHCount,6
PEOE_VSA1,21.47377208001555
PEOE_VSA2,10.203820789863343
PEOE_VSA3,9.476340119217006
PEOE_VSA4,0.0
PEOE_VSA5,5.098681808301038
PEOE_VSA6,35.54522043796292
PEOE_VSA7,18.405094737549014
