DLiP-ID,C0004N
DLiP-Mol-ID,30268
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H12N2O4/c17-14(18)12-8-11(16(19)20)6-7-13(12)15-9-10-4-2-1-3-5-10/h1-8,15H,9H2,(H,17,18)"
Standard Inchi Key(RDKit),YVJGCQAEHPDHCM-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)c1cc([N+](=O)[O-])ccc1NCc1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),272.26
MW Monoisotopic(RDKit),272.079706864
MolLogP(RDKit),2.9051
XLogP(SDF),
XLogP(CDK),3.314
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),92.47
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.644496854383322
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,34152.842820155805
qed,0.6444968543833225
Chi0,14.535169427003234
Chi1,9.575387400469408
TPSA,92.47
Chi0n,10.445080997095062
Chi0v,10.445080997095062
Chi1n,5.872310367824092
Chi1v,5.872310367824092
Chi2n,4.131301025974488
Chi2v,4.131301025974488
Chi3n,2.770166276994262
Chi3v,2.770166276994262
Chi4n,1.770043585559022
Chi4v,1.770043585559022
MolMR,73.82440000000003
MolWt,272.26
fr_SH,0
Kappa1,13.539548732956249
Kappa2,5.833524734894064
Kappa3,3.1082680880289044
fr_ArN,0
fr_COO,1
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,640.8770925467024
MolLogP,2.905100000000001
NOCount,6
fr_Ar_N,0
fr_COO2,1
fr_urea,0
