DLiP-ID,C000SS
VE3_D,1.9294478067843115
VR1_A,104.9206294297994
VR1_D,81.37423404494176
VR2_A,6.1718017311646705
VR2_D,4.786719649702456
VR3_A,5.18383240518314
VR3_D,4.929686938888438
WPath,510
Xc-3d,1.1556596783627793
Xc-4d,0.0
Xc-5d,0.321401266872592
Xc-6d,0.0
Xp-0d,12.41384908344359
Xp-1d,8.130228955335799
Xp-2d,7.208439165909031
Xp-3d,5.999818474836606
Xp-4d,5.005333780445439
Xp-5d,3.6591999208512487
Xp-6d,2.63219911294501
Xp-7d,1.577459286105341
ZMIC0,56.09942902836212
ZMIC1,27.455417876270023
ZMIC2,21.85765697636635
ZMIC3,21.660554838771343
ZMIC4,21.660554838771343
ZMIC5,21.660554838771343
nAcid,0
nAtom,29
nBase,0
nRing,2
piPC1,3.2386784521643803
piPC2,3.8815637979434374
piPC3,4.5217885770490405
piPC4,5.13653346097163
piPC5,5.732329438300844
piPC6,6.080648042506115
piPC7,6.41928213345274
piPC8,6.754403758908308
piPC9,6.943699144755558
AATS0Z,25.310344827586206
AATS0d,3.3793103448275863
AATS0i,162.73717518615476
AATS0m,100.12614899999998
AATS0p,1.4879919606271725
AATS0s,5.729885057471265
AATS0v,227.2761528103295
AATS1Z,26.466666666666665
AATS1d,3.933333333333333
AATS1i,146.849416033935
AATS1m,101.11848113333329
AATS1p,1.779270513199999
AATS1s,3.739814814814815
AATS1v,269.14149870086584
AATS2Z,23.367346938775512
AATS2d,3.6530612244897958
AATS2i,155.84030952972327
AATS2m,88.82842189795915
AATS2p,1.5203167948151632
AATS2s,3.8185941043083913
AATS2v,227.73502786371515
AATS3Z,22.696428571428573
AATS3d,3.375
AATS3i,158.17527299842664
AATS3m,85.49328105357145
AATS3p,1.4275822882489824
AATS3s,3.9583333333333335
AATS3v,217.19402060540338
AATS4Z,22.21818181818182
AATS4d,2.9454545454545453
AATS4i,161.0205779745736
AATS4m,81.97542623636369
AATS4p,1.3197512314644906
AATS4s,5.573737373737371
AATS4v,198.1944604372022
AATS5Z,17.14
AATS5d,2.68
AATS5i,161.7271097105049
AATS5m,60.719003199999996
AATS5p,1.2556799902049003
AATS5s,3.6922222222222247
AATS5v,179.32706044647378
AATS6Z,16.325581395348838
AATS6d,2.4186046511627906
AATS6i,160.42137439569993
AATS6m,57.15046065116283
AATS6p,1.2016781086836281
AATS6s,3.909560723514214
AATS6v,166.14464088077034
AATS7Z,11.35
AATS7d,2.025
AATS7i,167.66930001735105
AATS7m,36.68830907499999
AATS7p,1.0156858240410247
AATS7s,3.0749999999999993
AATS7v,132.72185686704347
AATS8Z,11.071428571428571
AATS8d,2.0
AATS8i,163.8982247326533
AATS8m,36.959038035714286
AATS8p,1.0569072810282854
AATS8s,2.535714285714286
AATS8v,131.7029109588496
AMID_C,1.4410714146569235
AMID_N,0.2402548899923599
AMID_O,0.3224712858568548
AMID_X,0.0
AMID_h,0.5627261758492148
ATS0dv,276.0
ATS0pe,190.09400000000002
ATS0se,231.56618000000006
ATS1dv,270.0
ATS1pe,200.39900000000006
ATS1se,238.38871200000006
ATS2dv,394.0
ATS2pe,322.4717
ATS2se,389.5003800000002
ATS3dv,406.0
ATS3pe,372.22550000000007
ATS3se,449.968324
ATS4dv,378.0
ATS4pe,381.05859999999996
ATS4se,459.4113879999999
ATS5dv,203.0
ATS5pe,325.2620000000001
ATS5se,399.16104000000007
ATS6dv,149.0
ATS6pe,277.0857000000001
ATS6se,340.737088
ATS7dv,75.0
ATS7pe,248.40400000000008
ATS7se,312.60183600000005
ATS8dv,28.0
ATS8pe,163.32700000000003
ATS8se,206.754148
ATSC0Z,220.7586206896552
ATSC0c,0.955824438976186
ATSC0d,18.55172413793103
ATSC0i,43.81534157659984
ATSC0m,1043.832351310345
ATSC0p,6.397963376455035
ATSC0s,58.02873563218391
ATSC0v,1368.0674766859522
ATSC1Z,3.973840665873948
ATSC1c,-0.5175986185203496
ATSC1d,9.843043995243749
ATSC1i,-8.608959133553983
ATSC1m,20.04712774791882
ATSC1p,-0.3982240461471331
ATSC1s,-7.662868278504423
ATSC1v,-16.04132790488462
ATSC2Z,81.23543400713437
ATSC2c,0.07602516317220565
ATSC2d,5.3781212841854975
ATSC2i,2.127124997961564
ATSC2m,384.98017506183095
ATSC2p,1.2913051561184288
ATSC2s,9.688994583168189
ATSC2v,404.0635768813611
ATSC3Z,45.052318668252084
ATSC3c,-0.4132038523122653
ATSC3d,-3.513674197384065
ATSC3i,-12.297043583349538
ATSC3m,219.12638033174775
ATSC3p,-0.2051211225301661
ATSC3s,-5.6072136345620285
ATSC3v,245.72493611270968
ATSC4Z,-38.47324613555291
ATSC4c,0.8061946933286289
ATSC4d,-6.7705112960761
ATSC4i,2.3808239072200217
ATSC4m,-195.35830107134387
ATSC4p,-0.9787266172897884
ATSC4s,21.16197648302286
ATSC4v,-439.7872518620735
ATSC5Z,-96.51486325802615
ATSC5c,-0.5787263399499674
ATSC5d,-8.74435196195006
ATSC5i,0.2576583133665573
ATSC5m,-450.7975430523188
ATSC5p,-0.9463229562613354
ATSC5s,-27.702800898401374
ATSC5v,-313.680925074048
ATSC6Z,-76.71105826397147
ATSC6c,0.22950132084200048
ATSC6d,-6.611177170035668
ATSC6i,-11.540502136522615
ATSC6m,-372.2152210463734
ATSC6p,-3.006091612537189
ATSC6s,-1.7533359756903164
ATSC6v,-693.5000770246276
ATSC7Z,-74.90844233055887
ATSC7c,-0.129693589584833
ATSC7d,-3.071343638525562
ATSC7i,5.048091823617952
ATSC7m,-344.6393237039237
ATSC7p,0.691359635759017
ATSC7s,-24.258026159334115
ATSC7v,-69.3904365845828
ATSC8Z,14.646848989298462
ATSC8c,0.09083186594924295
ATSC8d,-3.015457788347204
ATSC8i,-8.184378511553145
ATSC8m,63.80381528656386
ATSC8p,-1.312359738011621
ATSC8s,7.087197780420135
ATSC8v,-135.39441471517588
AXp-0d,0.7302264166731524
AXp-1d,0.45167938640754435
AXp-2d,0.28833756663636123
AXp-3d,0.18181268105565473
AXp-4d,0.1191746138201295
AXp-5d,0.07174901805590683
AXp-6d,0.04966413420650963
AXp-7d,0.030335755502025788
GATS1Z,0.7271894199729251
GATS1c,1.4545611333867197
GATS1d,0.6288723667905827
GATS1i,1.3339376552830233
GATS1m,0.7314113053770229
GATS1p,1.123437799598182
GATS1s,0.7729248511659128
GATS1v,0.9540559284296881
GATS2Z,0.658767349488999
GATS2c,0.8627973194569154
GATS2d,0.9856611789697294
GATS2i,1.035493520419213
GATS2m,0.6604232637744288
GATS2p,0.8800028115621793
GATS2s,0.5729235935237716
GATS2v,0.7759514530952645
GATS3Z,0.8029131521399562
GATS3c,1.3693530267560088
GATS3d,1.1993494423791824
GATS3i,1.2014164604369488
GATS3m,0.7992427581428342
GATS3p,0.9751929958884078
GATS3s,0.9189652041860619
GATS3v,0.8246715879039808
GATS4Z,1.0665701059328048
GATS4c,0.9419223900969729
GATS4d,1.2211557958769859
GATS4i,0.9859471169828434
GATS4m,1.0651813197472577
GATS4p,1.0003951519270784
GATS4s,1.3483741045194944
GATS4v,1.0270645326272787
GATS5Z,1.218887847547641
GATS5c,1.379530255271418
GATS5d,1.2225278810408926
GATS5i,0.9776246303997416
GATS5m,1.213458339253378
GATS5p,1.0291197757468367
GATS5s,1.5047908619722028
GATS5v,1.061605229372033
GATS6Z,1.1975618084464883
GATS6c,0.8524562625863366
GATS6d,1.1231952969655057
GATS6i,1.1234541090085592
GATS6m,1.2023466292209457
GATS6p,1.2772743371417998
GATS6s,1.076941266613078
GATS6v,1.2914517779953465
GATS7Z,1.3222586691658855
GATS7c,1.2133203706499553
GATS7d,0.9999070631970263
GATS7i,0.7631405454394353
GATS7m,1.3125140004332625
GATS7p,0.854737719858849
GATS7s,1.4872660196097849
GATS7v,1.0206138302620846
GATS8Z,0.9195563886285535
GATS8c,0.6766562113003023
GATS8d,0.9702602230483275
GATS8i,1.08017541518708
GATS8m,0.9329076745682091
GATS8p,1.194958412000724
GATS8s,0.38941434749595594
GATS8v,1.1773158952828044
MATS1Z,0.017400812246173018
MATS1c,-0.5234699081060051
MATS1d,0.512887236679058
MATS1i,-0.1899333322451297
MATS1m,0.018565136568142182
MATS1p,-0.06016757030717077
MATS1s,-0.12765122753733227
MATS1v,-0.011334687242390628
MATS2Z,0.21778589598913606
MATS2c,0.047074004902618365
MATS2d,0.1715727183066537
MATS2i,0.028732189862731333
MATS2m,0.21827778133572134
MATS2p,0.11945079740577501
MATS2s,0.09881833291898519
MATS2v,0.17480107671990885
MATS3Z,0.10568404962734859
MATS3c,-0.22387015611904204
MATS3d,-0.0980815188528943
MATS3i,-0.14533977430097514
MATS3m,0.10871109819577585
MATS3p,-0.016602695608423083
MATS3s,-0.05003961572744379
MATS3v,0.0930147200431495
MATS4Z,-0.09189173837721165
MATS4c,0.44473070297251205
MATS4d,-0.19242987495775604
MATS4i,0.028650775494272175
MATS4m,-0.09868165522169055
MATS4p,-0.0806593946210946
MATS4s,0.1922863376760574
MATS4v,-0.16950028245012105
MATS5Z,-0.25357388316151197
MATS5c,-0.35117461270452405
MATS5d,-0.27338289962825285
MATS5i,0.0034107190854907
MATS5m,-0.25048330284276527
MATS5p,-0.08578781751884447
MATS5s,-0.27689082565778617
MATS5v,-0.13298681508288795
MATS6Z,-0.23435263689399385
MATS6c,0.16193346210487206
MATS6d,-0.24033889513270504
MATS6i,-0.17763479794584158
MATS6m,-0.24048772745249503
MATS6p,-0.3168764795124868
MATS6s,-0.020377531740566127
MATS6v,-0.34187593977850894
MATS7Z,-0.24600905966885347
MATS7c,-0.09837355963582618
MATS7d,-0.12002788104089214
MATS7i,0.08352934019068825
MATS7m,-0.23937130265380804
MATS7p,0.07834301424260584
MATS7s,-0.3030751708428244
MATS7v,-0.036773088594789415
MATS8Z,0.0687173651091177
MATS8c,0.09842378717841067
MATS8d,-0.168348380244291
MATS8i,-0.19346369191917234
MATS8m,0.06330760192708619
MATS8p,-0.21244725058242067
MATS8s,0.12649443257544674
MATS8v,-0.102502202498176
MAXaaN,4.159687185059209
MAXsOH,9.956598639455782
MAXssO,4.822054752456538
MINaaN,4.034204459561602
MINsOH,9.956598639455782
MINssO,4.822054752456538
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,21.123278148535107
SpAD_D,125.01879164074461
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.25243879650625733
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,416
TMWC10,106.62296668971692
TSRW10,49.82972655867193
VE1_Dt,4.105357908181324
VE2_Dt,0.2414916416577249
VE3_Dt,1.9429211785169929
VR1_Dt,76.61129766931096
VR2_Dt,4.506546921724174
VR3_Dt,4.869372806088755
Xc-3dv,0.4210053782751484
Xc-4dv,0.0
Xc-5dv,0.05873674855625299
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.12359693729953272
Xch-7d,0.32163560488473864
Xp-0dv,9.597294956183026
Xp-1dv,5.256015024110073
Xp-2dv,3.564751044320925
Xp-3dv,2.335879376985317
Xp-4dv,1.5163985300339307
Xp-5dv,0.9816994241019292
Xp-6dv,0.5324526338341906
Xp-7dv,0.26783883851353196
Xpc-4d,2.8092553630956356
Xpc-5d,4.608715502917903
Xpc-6d,6.859742967430879
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,30
nFRing,1
nHBAcc,5
nHBDon,1
nHRing,2
nSpiro,0
naRing,2
piPC10,6.581930453835546
AATS0dv,9.517241379310345
AATS0pe,6.55496551724138
AATS0se,7.985040689655174
AATS1dv,9.0
AATS1pe,6.679966666666669
AATS1se,7.946290400000001
AATS2dv,8.040816326530612
AATS2pe,6.581055102040816
AATS2se,7.948987346938779
AATS3dv,7.25
AATS3pe,6.646883928571429
AATS3se,8.035148642857143
AATS4dv,6.872727272727273
AATS4pe,6.928338181818181
AATS4se,8.352934327272726
AATS5dv,4.06
AATS5pe,6.505240000000002
AATS5se,7.983220800000002
AATS6dv,3.4651162790697674
AATS6pe,6.4438534883720955
AATS6se,7.924118325581396
AATS7dv,1.875
AATS7pe,6.210100000000002
AATS7se,7.815045900000001
AATS8dv,1.0
AATS8pe,5.833107142857144
AATS8se,7.3840767142857135
AATSC0Z,7.6123662306777655
AATSC0c,0.03295946341297193
AATSC0d,0.6397146254458975
AATSC0i,1.51087384746896
AATSC0m,35.994219010701556
AATSC0p,0.22061942677431154
AATSC0s,2.0009908838684107
AATSC0v,47.17474057537766
AATSC1Z,0.1324613555291316
AATSC1c,-0.017253287284011654
AATSC1d,0.32810146650812494
AATSC1i,-0.2869653044517994
AATSC1m,0.668237591597294
AATSC1p,-0.013274134871571103
AATSC1s,-0.2554289426168141
AATSC1v,-0.5347109301628207
AATSC2Z,1.6578660001455994
AATSC2c,0.0015515339422899112
AATSC2d,0.10975757722827546
AATSC2i,0.043410714244113545
AATSC2m,7.856738266567978
AATSC2p,0.026353166451396504
AATSC2s,0.19773458332996302
AATSC2v,8.246195446558389
AATSC3Z,0.8045056905045015
AATSC3c,-0.00737864021986188
AATSC3d,-0.06274418209614402
AATSC3i,-0.2195900639883846
AATSC3m,3.9129710773526383
AATSC3p,-0.0036628771880386803
AATSC3s,-0.10012881490289337
AATSC3v,4.387945287726959
AATSC4Z,-0.699513566100962
AATSC4c,0.014658085333247799
AATSC4d,-0.12310020538320181
AATSC4i,0.0432877074040004
AATSC4m,-3.5519691103880704
AATSC4p,-0.01779502940526888
AATSC4s,0.3847632087822338
AATSC4v,-7.9961318520377
AATSC5Z,-1.930297265160523
AATSC5c,-0.011574526798999347
AATSC5d,-0.17488703923900117
AATSC5i,0.005153166267331147
AATSC5m,-9.015950861046376
AATSC5p,-0.01892645912522671
