DLiP-ID,T0048M
DLiP-Mol-ID,21461
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H12BrNO5/c13-8-4-2-1-3-7(8)11(17)14-9(12(18)19)5-6-10(15)16/h1-4,9H,5-6H2,(H,14,17)(H,15,16)(H,18,19)/t9-/m0/s1"
Standard Inchi Key(RDKit),NJQMVEQBDJECCY-VIFPVBQESA-N
Canonical SMILES(RDKit),O=C(O)CC[C@H](NC(=O)c1ccccc1Br)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),330.134
MW Monoisotopic(RDKit),328.989884584
MolLogP(RDKit),1.4969
XLogP(SDF),
XLogP(CDK),1.608
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),103.7
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),19
QED Weighted(RDKit),0.733223186710395
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,12450.455649648698
qed,0.7332231867103954
Chi0,14.41384908344359
Chi1,8.913591357920934
TPSA,103.7
Chi0n,9.798101443721958
Chi0v,11.384097982836662
Chi1n,5.415070487136755
Chi1v,6.208068756694107
Chi2n,3.776545194153247
Chi2v,4.6308820933277675
Chi3n,2.368781905580567
Chi3v,3.060283111686945
Chi4n,1.406542813575749
Chi4v,1.871381610633823
MolMR,69.90180000000002
MolWt,330.13400000000007
fr_SH,0
Kappa1,15.168445353594388
Kappa2,6.88691270523212
Kappa3,4.704742128176156
fr_ArN,0
fr_COO,2
fr_C_O,3
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,502.6480393249066
MolLogP,1.4968999999999997
NOCount,6
fr_Ar_N,0
fr_COO2,2
fr_urea,0
BalabanJ,2.7417305942437338
SMR_VSA1,24.596666341896878
SMR_VSA2,0.0
