DLiP-ID,T000M3
DLiP-Mol-ID,16199
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H18BNO5/c1-2-11-3-6-13(7-4-11)23-10-16(20)18-14-9-12(17(21)22)5-8-15(14)19/h3-9,19,21-22H,2,10H2,1H3,(H,18,20)"
Standard Inchi Key(RDKit),BTRNPELDBAMPHE-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCc1ccc(OCC(=O)Nc2cc(B(O)O)ccc2O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),315.134
MW Monoisotopic(RDKit),315.127803076
MolLogP(RDKit),0.6519
XLogP(SDF),
XLogP(CDK),2.624
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),99.02
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.463369271108234
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,HIF-1a/p300
Common Target Pref Name,HIF-1a/p300
RDKit Descriptors
Ipc,135452.02276557687
qed,0.4633692711082336
Chi0,16.819626477379405
Chi1,10.99040230064194
TPSA,99.02000000000001
Chi0n,12.691153083317705
Chi0v,12.691153083317705
Chi1n,7.19921777602939
Chi1v,7.19921777602939
Chi2n,4.984610801114092
Chi2v,4.984610801114092
Chi3n,3.2943706526086105
Chi3v,3.2943706526086105
Chi4n,1.9709303748499891
Chi4v,1.9709303748499891
MolMR,87.87710000000001
MolWt,315.13400000000007
fr_SH,0
Kappa1,16.85845836127926
Kappa2,7.665359467172147
Kappa3,4.736021777095525
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,672.6708545455149
MolLogP,0.6518999999999997
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.9478061814909333
SMR_VSA1,24.68597268284458
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,13.344558822616634
SMR_VSA6,11.923670568519249
SMR_VSA7,48.02802097092827
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,134.0485005693877
NHOHCount,4
PEOE_VSA1,25.20822410277909
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,25.122838405075452
PEOE_VSA7,41.712544648884275
PEOE_VSA8,0.0
PEOE_VSA9,5.687386274683562
RingCount,2
SMR_VSA10,24.175761598674264
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,1
ExactMolWt,315.12780307599996
NumHDonors,4
PEOE_VSA10,11.49902366656781
PEOE_VSA11,6.606881964512918
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,7.118392334224363
SlogP_VSA1,15.516454818221213
SlogP_VSA2,34.787026573061496
SlogP_VSA3,11.21535880699783
SlogP_VSA4,0.0
SlogP_VSA5,12.487188691387619
