DLiP-ID,J1005I
DLiP-Mol-ID,36900
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H14N2O4/c1-12-16(17(18-23-12)13-5-3-2-4-6-13)11-22-15-9-7-14(8-10-15)19(20)21/h2-10H,11H2,1H3"
Standard Inchi Key(RDKit),LYYPIGJQTYUALT-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1onc(-c2ccccc2)c1COc1ccc([N+](=O)[O-])cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),310.309
MW Monoisotopic(RDKit),310.095356928
MolLogP(RDKit),4.13722
XLogP(SDF),
XLogP(CDK),4.31
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),78.4
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.522546979902191
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,GATA4/NKX2-5
Common Target Pref Name,GATA4/NKX2-5
RDKit Descriptors
Ipc,257631.80525479012
qed,0.522546979902191
Chi0,16.233840039752504
Chi1,11.147867045540842
TPSA,78.4
Chi0n,12.43067955674855
Chi0v,12.43067955674855
Chi1n,7.027463776225953
Chi1v,7.027463776225953
Chi2n,4.971632065633183
Chi2v,4.971632065633183
Chi3n,3.462623199520584
Chi3v,3.462623199520584
Chi4n,2.2035706817463327
Chi4v,2.2035706817463327
MolMR,84.10440000000003
MolWt,310.309
fr_SH,0
Kappa1,14.77339594384429
Kappa2,6.310698890695555
Kappa3,3.2072073846909843
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,810.3695862717941
MolLogP,4.137220000000003
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.7833830754193738
SMR_VSA1,14.183268939591066
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,13.530619164203543
SMR_VSA6,0.0
SMR_VSA7,76.0353207954915
SMR_VSA8,0.0
SMR_VSA9,17.00689131982936
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,1
fr_oxime,0
fr_quatN,0
LabuteASA,132.00733026321757
NHOHCount,0
PEOE_VSA1,9.259957890773396
PEOE_VSA2,10.114318268765572
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,35.4884985994335
PEOE_VSA7,19.056471336613843
PEOE_VSA8,17.696185628620217
PEOE_VSA9,10.486762540514666
RingCount,3
SMR_VSA10,5.687386274683562
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,310.095356928
NumHDonors,0
PEOE_VSA10,23.810569211519727
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.687386274683562
