DLiP-ID,C003IT
ATS7dv,185.22222222222223
ATS7pe,403.66150000000005
ATS7se,506.42046400000004
ATS8dv,188.88888888888889
ATS8pe,382.4663
ATS8se,479.28287
ATSC0Z,686.9743589743589
ATSC0c,0.7251348777146736
ATSC0d,24.923076923076927
ATSC0i,62.853335100052234
ATSC0m,3145.376729897434
ATSC0p,12.795418914503594
ATSC0s,30.7887653930178
ATSC0v,2051.6870101210598
ATSC1Z,8.437869822485215
ATSC1c,-0.3938460190578868
ATSC1d,6.313609467455622
ATSC1i,-8.172203930612989
ATSC1m,43.81263349506938
ATSC1p,0.5809154371460084
ATSC1s,-1.687639545374061
ATSC1v,65.98305357685109
ATSC2Z,101.9197896120973
ATSC2c,0.05217778339339425
ATSC2d,1.8106508875739664
ATSC2i,14.161247879107352
ATSC2m,459.75605621762077
ATSC2p,1.7706819114206929
ATSC2s,5.561572847783322
ATSC2v,146.25041015790788
ATSC3Z,47.80341880341882
ATSC3c,-0.11987999150910346
ATSC3d,-2.9999999999999982
ATSC3i,-19.674053661146132
ATSC3m,209.44900911111117
ATSC3p,-4.365430994927015
ATSC3s,-1.4134538851045477
ATSC3v,-569.1661080451108
ATSC4Z,231.42537804076264
ATSC4c,0.13678885249377937
ATSC4d,-10.31360946745562
ATSC4i,-34.88992109792713
ATSC4m,1069.7044954451012
ATSC4p,-0.9942409014773732
ATSC4s,4.5918380793165365
ATSC4v,76.21555642977808
ATSC5Z,142.23931623931622
ATSC5c,-0.06240929997947033
ATSC5d,-1.6153846153846154
ATSC5i,-1.195568341530107
ATSC5m,633.498391059829
ATSC5p,-0.8002649645259671
ATSC5s,-10.767551915814382
ATSC5v,-176.90424258440646
ATSC6Z,-19.81788297172914
ATSC6c,0.04329351296323858
ATSC6d,-2.940828402366865
ATSC6i,18.862396886306417
ATSC6m,-98.32770063050683
ATSC6p,2.798260455877783
ATSC6s,-12.379111255610498
ATSC6v,-76.67366008961062
ATSC7Z,132.275476660092
ATSC7c,-0.0628899133859156
ATSC7d,-0.8402366863905324
ATSC7i,-3.210035292543485
ATSC7m,639.8816593583163
ATSC7p,2.055799981671971
ATSC7s,1.9910764362683062
ATSC7v,395.05161941907306
ATSC8Z,-291.5496383957922
ATSC8c,0.015857087910303824
ATSC8d,1.0946745562130178
ATSC8i,8.5831496432506
ATSC8m,-1333.0611595831688
ATSC8p,-2.8369588500250527
ATSC8s,0.031823735597787284
ATSC8v,-165.02753633395707
AXp-0d,0.6950597415393837
AXp-1d,0.4301553163233195
AXp-2d,0.27868378168263075
AXp-3d,0.1710446637385578
AXp-4d,0.10770759708953716
AXp-5d,0.069499520124275
AXp-6d,0.04220217615408793
AXp-7d,0.0274540989640282
GATS1Z,0.5610523397176129
GATS1c,1.471418545523521
GATS1d,0.7804967666078776
GATS1i,1.1844879087716915
GATS1m,0.5560447522775023
GATS1p,0.7312084116079505
GATS1s,0.8998279873247669
GATS1v,0.7673086757307466
GATS2Z,0.7247783022533818
GATS2c,0.8586865530932553
GATS2d,1.0651953323186198
GATS2i,0.9666178205720914
GATS2m,0.7222363002350605
GATS2p,0.7986429554099934
GATS2s,0.5614464189517994
GATS2v,0.8199369632071403
GATS3Z,0.7160559655334215
GATS3c,0.8818454847153407
GATS3d,0.9969135802469135
GATS3i,1.1949363134686086
GATS3m,0.7104926066478398
GATS3p,1.0680595756926774
GATS3s,0.7909033935323445
GATS3v,1.033426203463806
GATS4Z,0.690616232420495
GATS4c,0.8117314547581809
GATS4d,1.2076763231878742
GATS4i,1.1903792927526258
GATS4m,0.6831290298381406
GATS4p,1.0407365765043952
GATS4s,0.8552524799236074
GATS4v,0.9994832363985238
GATS5Z,0.9315413982852024
GATS5c,1.1746356582469069
GATS5d,0.921516754850088
GATS5i,1.046850909461501
GATS5m,0.9175996069612355
GATS5p,1.1561458537769413
GATS5s,1.4827270019735017
GATS5v,1.0337752755715857
GATS6Z,0.8253405639834243
GATS6c,0.993116579189701
GATS6d,0.9947681421258656
GATS6i,0.8015224776108585
GATS6m,0.8355021568977715
GATS6p,0.7782498585778881
GATS6s,1.2760302274410178
GATS6v,1.00564360626694
GATS7Z,0.772376631303462
GATS7c,0.7456951268517982
GATS7d,0.952932098765432
GATS7i,0.9634825390263404
GATS7m,0.7650629937060968
GATS7p,0.928040046611097
GATS7s,0.4746598696128457
GATS7v,0.9557745819206902
GATS8Z,1.6562767696743341
GATS8c,0.8463621227810711
GATS8d,0.9997976118194696
GATS8i,0.8103205937764092
GATS8m,1.6596926866522848
GATS8p,1.2436497930428554
GATS8s,0.9435512742674045
GATS8v,1.1057657098011855
MATS1Z,0.011405323550740105
MATS1c,-0.5043394984755559
MATS1d,0.23522927689594356
MATS1i,-0.12073305364539105
MATS1m,0.012934272479125136
MATS1p,0.04215739093453449
MATS1s,-0.050898236533934216
MATS1v,0.029863218911614833
MATS2Z,0.07926103478036789
MATS2c,0.03844223046439982
MATS2d,0.03881278538812789
MATS2i,0.12036908097152942
MATS2m,0.07809020019526611
MATS2p,0.07393120565400857
MATS2s,0.09650439728641073
MATS2v,0.038082699936128644
MATS3Z,0.029822335025380724
MATS3c,-0.0708518384608761
MATS3d,-0.05158730158730155
MATS3i,-0.13414940145859236
MATS3m,0.02853834969731786
MATS3p,-0.14621631463001197
MATS3s,-0.01967490229070588
MATS3v,-0.11889159058668516
MATS4Z,0.13008094628513314
MATS4c,0.07284087349391158
MATS4d,-0.15979097909790974
MATS4i,-0.21434575824880162
MATS4m,0.1313210615397202
MATS4p,-0.030004082406837097
MATS4s,0.057588733045635956
MATS4v,0.014344180749446895
MATS5Z,0.08873650983235934
MATS5c,-0.03688533494987782
MATS5d,-0.027777777777777773
MATS5i,-0.00815209616591858
MATS5m,0.08631694508119084
MATS5p,-0.026804179009239034
MATS5s,-0.14988145993746455
MATS5v,-0.03695305550541654
MATS6Z,-0.013720422550597569
MATS6c,0.028395844378560676
MATS6d,-0.05612014453477869
MATS6i,0.14273132791173293
MATS6m,-0.014868048482076198
MATS6p,0.10401222357862244
MATS6s,-0.19122644282192172
MATS6v,-0.017774027224637584
MATS7Z,0.11043188923822736
MATS7c,-0.049741387621338506
MATS7d,-0.0193355119825708
MATS7i,-0.029291200699943138
MATS7m,0.11667631040901293
MATS7p,0.09214717877331499
MATS7s,0.037089531934609336
MATS7v,0.1104328885372952
MATS8Z,-0.27133558341369335
MATS8c,0.013981037850658483
MATS8d,0.028081360048573163
MATS8i,0.08730781696940995
MATS8m,-0.27096436352656533
MATS8p,-0.1417533396327367
MATS8s,0.0006608359412766559
MATS8v,-0.051425684305318596
MAXaaN,4.4145865842510865
MAXaaS,1.5897121966070376
MAXsCl,5.841366804077681
MAXsOH,10.271589662124924
MINaaN,4.041557716457158
MINaaS,1.5897121966070376
MINsCl,5.841366804077681
MINsOH,10.271589662124924
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,31.3435952406202
SpAD_D,240.43518164862883
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.5974650328238287
SssNH2,0
SsssAs,0
SsssCH,-0.8388822615496287
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1075
TMWC10,127.25629961700564
TSRW10,73.29496976379767
VE1_Dt,4.876682887944606
VE2_Dt,0.20319512033102524
VE3_Dt,2.4599339900167214
VR1_Dt,135.92867340701733
VR2_Dt,5.663694725292388
VR3_Dt,5.787599025270055
Xc-3dv,1.2591791225749043
Xc-4dv,0.0
Xc-5dv,0.21960705011393583
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.43768659774481655
Xch-7d,0.7616126852671974
Xp-0dv,15.073914831330734
Xp-1dv,9.360788408505545
Xp-2dv,8.016193280536822
Xp-3dv,5.722707369471068
Xp-4dv,4.5776955692619765
Xp-5dv,3.4749923939954015
Xp-6dv,2.2665551876220356
Xp-7dv,1.6747501885067577
Xpc-4d,3.9187695674628316
Xpc-5d,6.409869409265843
Xpc-6d,10.296768064744287
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,42
nFRing,1
nHBAcc,5
nHBDon,1
nHRing,3
nSpiro,0
naRing,3
piPC10,7.556285022736667
AATS0dv,7.273187717632163
AATS0pe,6.393038461538462
AATS0se,7.841473205128202
AATS1dv,7.238095238095238
AATS1pe,6.570369047619049
AATS1se,7.83283933333333
AATS2dv,5.95653644512092
AATS2pe,6.524438356164385
AATS2se,7.880915246575338
AATS3dv,4.544566544566544
AATS3pe,6.323843956043958
AATS3se,7.726397934065934
AATS4dv,3.403740374037404
AATS4pe,6.0956435643564335
AATS4se,7.579018356435644
AATS5dv,2.853886853886854
AATS5pe,6.277214285714287
AATS5se,7.799583076923077
AATS6dv,2.785907859078591
AATS6pe,6.159270731707318
AATS6se,7.662752341463413
AATS7dv,2.723856209150327
AATS7pe,5.936198529411765
AATS7se,7.447359764705883
AATS8dv,3.0965391621129323
AATS8pe,6.269939344262295
AATS8se,7.857096229508197
AATSC0Z,17.61472715318869
AATSC0c,0.01859320199268394
AATSC0d,0.6390532544378699
AATSC0i,1.6116239769244163
AATSC0m,80.65068538198548
AATSC0p,0.32808766447445115
AATSC0s,0.7894555228978923
AATSC0v,52.607359233873325
AATSC1Z,0.20090166244012417
AATSC1c,-0.009377286168044924
AATSC1d,0.15032403493941957
AATSC1i,-0.19457628406221403
AATSC1m,1.0431579403587947
AATSC1p,0.013831319932047817
AATSC1s,-0.04018189393747764
AATSC1v,1.5710250851631211
AATSC2Z,1.3961615015355795
AATSC2c,0.0007147641560738938
AATSC2d,0.02480343681608173
AATSC2i,0.1939896969740733
AATSC2m,6.298028167364668
AATSC2p,0.02425591659480401
AATSC2s,0.07618592942168934
AATSC2v,2.0034302761357243
AATSC3Z,0.5253122945430639
AATSC3c,-0.001317362544056082
AATSC3d,-0.03296703296703295
AATSC3i,-0.21619839188072673
AATSC3m,2.3016374627594636
AATSC3p,-0.04797176917502215
AATSC3s,-0.015532460275874151
AATSC3v,-6.254572615880339
AATSC4Z,2.291340376641214
AATSC4c,0.0013543450741958353
AATSC4d,-0.10211494522233287
