DLiP-ID,J000DL
nB,0
nC,16
nF,0
nH,20
nI,0
nN,2
nO,1
nP,0
nS,0
nX,0
ABC,14.87775197561892
AMW,6.568142647692308
IC0,1.3767211445610368
IC1,3.177376593001618
IC2,4.37489516746925
IC3,4.836433629007711
IC4,4.836433629007711
IC5,4.836433629007711
MID,38.9938185492176
Mpe,0.9484162895927599
Mse,0.9880852335331585
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,76.36500000000004
SdO,0
SdS,0
Spe,36.988235294117636
SsF,0
SsI,0
Sse,38.53532410779318
StN,0
fMF,0.358974358974359
nBr,0
nCl,0
AMID,2.052306239432505
BIC0,0.24924517105331923
BIC1,0.5752405093451298
BIC2,0.7920423817590818
BIC3,0.8756005033498696
BIC4,0.8756005033498696
BIC5,0.8756005033498696
CIC0,3.908681074301212
CIC1,2.108025625860631
CIC2,0.9105070513929991
CIC3,0.44896858985453747
CIC4,0.44896858985453747
CIC5,0.44896858985453747
GGI1,4.0
GGI2,2.000000000000001
GGI3,0.9166666666666666
GGI4,0.7922222222222224
GGI5,0.46555555555555556
GGI6,0.2048526077097506
GGI7,0.24220521541950113
GGI8,0.06828703703703701
GGI9,0.11500771604938273
JGI1,0.19047619047619052
JGI2,0.06896551724137934
JGI3,0.03666666666666667
JGI4,0.039611111111111125
JGI5,0.024502923976608186
JGI6,0.013656840513983373
JGI7,0.022018655947227374
JGI8,0.006828703703703701
JGI9,0.012778635116598082
MIC0,12.078448795133058
MIC1,29.230791538443214
MIC2,33.82342872304505
MIC3,34.28865949227582
MIC4,34.28865949227582
MIC5,34.28865949227582
MPC2,29
MPC3,38
MPC4,49
MPC5,56
MPC6,62
MPC7,70
MPC8,70
MPC9,74
Mare,0.9604102564102569
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.3685261310393526
RPCG,0.08954609976689804
SIC0,0.2604761355054249
SIC1,0.6011607937163936
SIC2,0.8277317385337993
SIC3,0.9150549813877393
SIC4,0.9150549813877393
SIC5,0.9150549813877393
SaaN,4.689942523305619
SaaO,0
SaaS,0
Sare,37.45600000000002
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.7900138573948094
SssS,0
StCH,0
StsC,0
TIC0,53.69212463788043
TIC1,123.91768712706309
TIC2,170.62091153130072
TIC3,188.62091153130075
TIC4,188.62091153130075
TIC5,188.62091153130075
Vabc,244.0242990944545
WPol,25
apol,43.05785999999998
bpol,24.650139999999993
nRot,4
ABCGG,12.314069175184645
ATS0Z,758.0
ATS0d,120.0
ATS0i,6334.99414934748
ATS0m,2976.9073149999995
ATS0p,56.57786209698002
ATS0s,95.13888888888889
ATS0v,8100.964440015601
ATS1Z,930.0
ATS1d,152.0
ATS1i,5962.550227497998
ATS1m,3487.3578169999987
ATS1p,73.17916620000003
ATS1s,108.27777777777777
ATS1v,10434.479861712907
ATS2Z,1366.0
ATS2d,246.0
ATS2i,11462.944910727438
ATS2m,5014.999173
ATS2p,109.49074754448999
ATS2s,182.50000000000003
ATS2v,15214.183406927954
ATS3Z,1290.0
ATS3d,255.0
ATS3i,15049.91828667708
ATS3m,4502.765993
ATS3p,115.575835233829
ATS3s,217.8888888888889
ATS3v,15334.953353585626
ATS4Z,1065.0
ATS4d,216.0
ATS4i,13324.549394967284
ATS4m,3635.448576
ATS4p,104.127983962433
ATS4s,189.94444444444449
ATS4v,13415.594983669029
ATS5Z,959.0
ATS5d,195.0
ATS5i,11903.277633066631
ATS5m,3336.155379
ATS5p,96.81233662213099
ATS5s,156.55555555555563
ATS5v,12343.278355729217
ATS6Z,846.0
ATS6d,174.0
ATS6i,11145.491325898085
ATS6m,2842.4160390000006
ATS6p,89.75863766788598
ATS6s,150.6666666666667
ATS6v,11133.970063796558
ATS7Z,658.0
ATS7d,150.0
ATS7i,11052.412055960922
ATS7m,2166.5523710000007
ATS7p,73.20863562237598
ATS7s,126.16666666666667
ATS7v,8740.928250968609
ATS8Z,547.0
ATS8d,120.0
ATS8i,8020.243237070781
ATS8m,1884.9127819999994
ATS8p,53.14157078728199
ATS8s,94.05555555555554
ATS8v,6627.280558362198
C1SP1,0
C1SP2,2
C1SP3,3
C2SP1,0
C2SP2,6
C2SP3,4
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.4375
GGI10,0.05724109784715846
JGI10,0.008177299692451208
JGT10,0.4236825444459195
Kier1,13.959183673469388
Kier2,6.185493460166469
Kier3,3.1911357340720223
MID_C,32.685231849399564
MID_N,4.3053977346700965
MID_O,2.003188965147935
MID_X,0.0
MID_h,6.308586699818031
MPC10,72
MWC01,21.0
MWC02,4.61512051684126
MWC03,5.459585514144159
MWC04,6.329720905522696
MWC05,7.193685818395112
MWC06,8.070593539949519
MWC07,8.942853006809921
MWC08,9.823632327286663
MWC09,10.700701912755346
MWC10,11.58410128542275
NaaCH,5
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.673600000000002
SRW02,3.7612001156935624
SRW03,0.0
SRW04,5.0689042022202315
SRW05,3.044522437723423
SRW06,6.555356891810665
SRW07,5.351858133476067
SRW08,8.12415060330663
SRW09,7.390798521735676
SRW10,9.741145078057485
SaaCH,10.413011936255982
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.391642172428609
SaasN,2.262799377467036
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,4.2217630950047145
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.673407370455219
VE1_D,4.287241120983775
VE2_A,0.1933372300239589
VE2_D,0.22564426952546182
VE3_A,1.9429735563222774
VE3_D,2.0974973168960354
VR1_A,218.74974828822045
VR1_D,98.09422026445704
VR2_A,11.513144646748444
VR2_D,5.162853698129318
VR3_A,6.0297822607270355
VR3_D,5.227782334233913
WPath,783
Xc-3d,1.159465946493411
Xc-4d,0.0
Xc-5d,0.16666666666666666
Xc-6d,0.0
Xp-0d,13.242276208189782
Xp-1d,9.25835149307306
Xp-2d,8.212475010662917
Xp-3d,7.018198191725328
Xp-4d,5.624139037371318
Xp-5d,4.184924890578882
Xp-6d,2.970764697238874
Xp-7d,2.190721759303163
ZMIC0,64.66774199080535
ZMIC1,32.70071905558929
ZMIC2,22.33026115053946
ZMIC3,20.27087757864755
ZMIC4,20.27087757864755
ZMIC5,20.27087757864755
nAcid,0
nAtom,39
nBase,0
nRing,3
piPC1,3.3141860046725258
piPC2,3.886705197443856
piPC3,4.4557997293338225
piPC4,5.0267546759761395
piPC5,5.453984752737332
piPC6,5.764603155683146
piPC7,6.130002915134306
piPC8,6.417906021515695
piPC9,6.746999500102743
AATS0Z,19.435897435897434
AATS0d,3.076923076923077
AATS0i,162.43574741916615
AATS0m,76.33095679487178
AATS0p,1.4507144127430773
AATS0s,2.4394586894586894
AATS0v,207.71703692347697
AATS1Z,22.682926829268293
AATS1d,3.707317073170732
AATS1i,145.42805432921946
AATS1m,85.05750773170729
AATS1p,1.7848577121951226
AATS1s,2.640921409214092
AATS1v,254.49950882226602
AATS2Z,18.45945945945946
AATS2d,3.324324324324324
AATS2i,154.9046609557762
AATS2m,67.77025909459459
AATS2p,1.479604696547162
AATS2s,2.4662162162162167
AATS2v,205.59707306659396
AATS3Z,13.870967741935484
AATS3d,2.7419354838709675
AATS3i,161.82707835136645
AATS3m,48.4168386344086
AATS3p,1.242750916492785
AATS3s,2.3428912783751494
AATS3v,164.89197154393148
AATS4Z,12.831325301204819
AATS4d,2.602409638554217
AATS4i,160.53673969840102
AATS4m,43.800585253012045
AATS4p,1.254554023643771
AATS4s,2.2884872824631866
AATS4v,161.63367450203648
AATS5Z,12.786666666666667
AATS5d,2.6
AATS5i,158.7103684408884
AATS5m,44.48207172
AATS5p,1.2908311549617464
AATS5s,2.0874074074074085
AATS5v,164.57704474305623
AATS6Z,11.915492957746478
AATS6d,2.4507042253521125
AATS6i,156.97875106898712
AATS6m,40.03402871830987
AATS6p,1.2642061643364222
AATS6s,2.1220657276995314
AATS6v,156.8164797717825
AATS7Z,9.676470588235293
AATS7d,2.2058823529411766
AATS7i,162.53547141119003
AATS7m,31.861064279411774
AATS7p,1.0765975826819998
AATS7s,1.8553921568627452
AATS7v,128.54306251424424
AATS8Z,11.16326530612245
AATS8d,2.4489795918367347
AATS8i,163.67843340960778
AATS8m,38.467607795918354
AATS8p,1.0845218528016733
AATS8s,1.9195011337868477
AATS8v,135.25062364004484
AMID_C,1.7202753604947139
AMID_N,0.22659988077211035
AMID_O,0.1054309981656808
AMID_X,0.0
AMID_h,0.3320308789377911
ATS0dv,222.0
ATS0pe,231.1568
ATS0se,288.772524
ATS1dv,248.0
ATS1pe,259.53900000000004
ATS1se,311.8412519999998
ATS2dv,337.0
ATS2pe,457.82859999999994
ATS2se,560.8297479999998
ATS3dv,263.0
ATS3pe,562.1804999999999
ATS3se,702.363756
ATS4dv,206.0
ATS4pe,493.9155
ATS4se,618.584456
ATS5dv,178.0
ATS5pe,433.4075
ATS5se,545.10186
ATS6dv,150.0
ATS6pe,410.54760000000005
ATS6se,516.283148
ATS7dv,122.0
ATS7pe,382.2496
ATS7se,489.27814
ATS8dv,87.0
ATS8pe,279.32050000000004
ATS8se,355.64636
ATSC0Z,269.6923076923077
ATSC0c,0.5069234455491954
ATSC0d,21.43589743589743
ATSC0i,56.87252543957995
ATSC0m,1291.9121918974358
ATSC0p,9.039931128272306
ATSC0s,13.286324786324784
ATSC0v,2027.5647996336363
ATSC1Z,24.426035502958605
ATSC1c,-0.215269946135803
ATSC1d,9.208415516107829
ATSC1i,-13.309512494300186
ATSC1m,113.39154892833628
ATSC1p,-0.8184210200662674
ATSC1s,-0.2832018408941477
ATSC1v,-37.354687112252805
ATSC2Z,49.147928994082875
ATSC2c,0.025287145439191007
ATSC2d,2.1985535831689704
ATSC2i,-7.155122248510127
ATSC2m,230.12542475871095
ATSC2p,-0.5541968319082207
ATSC2s,5.329224194608811
ATSC2v,77.7123708075174
ATSC3Z,-33.112426035502956
ATSC3c,-0.028255831031656208
ATSC3d,-2.7830374753451657
ATSC3i,9.69638398274901
ATSC3m,-146.46643752465496
ATSC3p,1.7064079944596509
ATSC3s,-1.499013806706114
ATSC3v,192.90380554908856
ATSC4Z,-82.55029585798816
ATSC4c,-0.07095088791330158
ATSC4d,-1.8763971071663375
ATSC4i,1.6188565229829894
ATSC4m,-386.6721216535175
ATSC4p,-0.11562673899421852
ATSC4s,-6.969756738987508
ATSC4v,-249.90107259975005
ATSC5Z,8.514792899408292
ATSC5c,-0.06112853057313445
ATSC5d,-3.3510848126232737
ATSC5i,0.9134574973809472
ATSC5m,40.387016633136085
ATSC5p,0.10007939929963999
ATSC5s,-0.4074621959237344
ATSC5v,52.09203434283657
ATSC6Z,-69.64497041420117
ATSC6c,0.06442721367516595
ATSC6d,-1.0756081525312289
ATSC6i,-14.820548892714061
ATSC6m,-343.051298120973
ATSC6p,-3.5467776364820462
ATSC6s,0.03714661406969083
ATSC6v,-775.0453742298039
ATSC7Z,26.792899408284004
ATSC7c,0.0794973139904708
ATSC7d,0.7271531886916488
ATSC7i,-6.791528406043959
ATSC7m,120.74594612754791
ATSC7p,-0.807814592220333
ATSC7s,-0.0946745562130184
ATSC7v,-85.82370458523289
ATSC8Z,60.05325443786981
ATSC8c,0.022082993726070164
ATSC8d,-2.573307034845497
ATSC8i,-9.763296130507955
ATSC8m,282.48512684681145
ATSC8p,-0.25333769023551533
ATSC8s,2.0433925049309662
ATSC8v,157.95330049431774
AXp-0d,0.696961905694199
AXp-1d,0.4408738806225267
AXp-2d,0.28318879347113507
AXp-3d,0.18468942609803496
AXp-4d,0.11477834770145547
AXp-5d,0.07473080161748004
AXp-6d,0.04791555963288507
AXp-7d,0.031296025132902326
GATS1Z,0.8814923545698663
GATS1c,1.4477998415795208
GATS1d,0.7566518847006654
GATS1i,1.4181720500605723
GATS1m,0.8870934845922913
GATS1p,1.1923705136734577
GATS1s,0.9204198667911414
GATS1v,1.0731899216571479
GATS2Z,0.9082422411001988
GATS2c,1.2951010808425476
GATS2d,1.161855036855037
GATS2i,1.1676725434245765
GATS2m,0.9086903413179549
GATS2p,1.043608702518131
GATS2s,0.8175501812523365
GATS2v,0.9688000211795819
GATS3Z,1.0885762655723827
GATS3c,1.5758721453039113
GATS3d,1.1055718475073315
GATS3i,0.9225103214994625
GATS3m,1.078305318783869
GATS3p,0.8709624152987708
GATS3s,1.4150921535465888
GATS3v,0.9012127200953834
GATS4Z,1.1407913456449872
GATS4c,1.2328946079047183
GATS4d,1.0145125958378973
GATS4i,0.9862483775509121
GATS4m,1.135202051371434
GATS4p,0.9748054871663897
GATS4s,1.516667506306991
GATS4v,1.0198619450850954
GATS5Z,0.9167978703175509
GATS5c,0.6975702732065587
GATS5d,1.0872727272727274
GATS5i,0.987195400479463
GATS5m,0.921421542701749
GATS5p,1.0001922420965006
GATS5s,0.7764597405382226
GATS5v,0.992053679706991
GATS6Z,1.0696592561644827
GATS6c,0.586073534257811
GATS6d,0.8613956466069145
GATS6i,1.1177265083783046
GATS6m,1.0780443909137891
GATS6p,1.2373727637565515
GATS6s,0.7760046933256018
GATS6v,1.2229715533687162
GATS7Z,0.8858133955236401
GATS7c,0.5807044454998107
GATS7d,0.8342245989304814
GATS7i,0.943568474776007
GATS7m,0.8916476649459776
GATS7p,1.032069183333372
GATS7s,0.8423694019260971
GATS7v,1.0125438240789792
GATS8Z,0.7864593641221463
GATS8c,0.7823730068792015
GATS8d,1.2119666048237479
GATS8i,1.046455780708394
GATS8m,0.7905862986866944
GATS8p,0.9778752891566327
GATS8s,0.7920356305918959
GATS8v,0.9076989178834146
MATS1Z,0.08615196248939111
MATS1c,-0.4039445698387933
MATS1d,0.40862411016454697
MATS1i,-0.2226078037598854
MATS1m,0.08348884276743809
MATS1p,-0.08611769630002193
MATS1s,-0.020275517969074775
MATS1v,-0.017524720916213845
MATS2Z,0.096043847612587
MATS2c,0.026289983625394447
MATS2d,0.05405405405405413
MATS2i,-0.0663051759615175
MATS2m,0.09387814374271636
MATS2p,-0.032309616584900655
MATS2s,0.21139368702893957
MATS2v,0.020199857364513487
MATS3Z,-0.05148777211416373
MATS3c,-0.023374771020998584
MATS3d,-0.054445130421361294
MATS3i,0.07149718620237243
MATS3m,-0.047543021630845436
MATS3p,0.07915883861675982
MATS3s,-0.0473132113842227
MATS3v,0.0398976862673578
MATS4Z,-0.14382573076103614
MATS4c,-0.06576608225998448
MATS4d,-0.04113103130224246
MATS4i,0.013374955955763636
MATS4m,-0.1406359590954062
MATS4p,-0.00601007193793271
MATS4s,-0.24648998050742701
MATS4v,-0.05791351062128131
MATS5Z,0.01641756988020538
MATS5c,-0.06270539699262163
MATS5d,-0.08129186602870814
MATS5i,0.008351974788647626
MATS5m,0.01625594121717062
MATS5p,0.00575682346440164
MATS5s,-0.015947249919588295
MATS5v,0.013359798840051654
MATS6Z,-0.14184938495777857
MATS6c,0.06981250631594782
MATS6d,-0.027562504211874107
MATS6i,-0.14314231382917794
MATS6m,-0.14585869668786522
MATS6p,-0.2155138066530326
MATS6s,0.0015357503658166368
MATS6v,-0.20997067482220416
MATS7Z,0.05697795375994091
MATS7c,0.08994266911531926
MATS7d,0.01945538981142693
MATS7i,-0.06848898060346889
MATS7m,0.0536037602941077
MATS7p,-0.05125099088886747
MATS7s,-0.004086806803776541
MATS7v,-0.024276619329320858
MATS8Z,0.1772297053447734
MATS8c,0.03467241546412304
MATS8d,-0.09554730983302416
MATS8i,-0.1366351618124305
MATS8m,0.17403280375386115
MATS8p,-0.022305050551666334
MATS8s,0.1224095942654965
MATS8v,0.06200439713158069
MAXaaN,4.689942523305619
MAXssO,5.7900138573948094
MINaaN,4.689942523305619
MINssO,5.7900138573948094
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,24.727386039328035
SpAD_D,171.3589415119358
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.4648482190826995
SssNH2,0
SsssAs,0
SsssCH,0.2659788190605288
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,560
TMWC10,112.71999482712742
TSRW10,68.03793598402373
VE1_Dt,4.314843585211678
VE2_Dt,0.22709703080061464
VE3_Dt,2.10391496096889
VR1_Dt,96.4283864944318
VR2_Dt,5.075178236549043
VR3_Dt,5.21065451015225
Xc-3dv,0.5445888752169499
Xc-4dv,0.0
Xc-5dv,0.05038408760507805
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.44163831904350986
Xch-7d,0.563661105056248
Xp-0dv,11.595204221347727
Xp-1dv,7.091374525715425
Xp-2dv,5.200412756049689
Xp-3dv,3.720830916693166
Xp-4dv,2.413872036541846
Xp-5dv,1.4647094272334296
Xp-6dv,0.872341812584684
Xp-7dv,0.5599584145658847
Xpc-4d,2.6609818078868948
Xpc-5d,3.9275542091998963
Xpc-6d,5.046588320216038
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,41
nFRing,1
nHBAcc,3
nHBDon,0
nHRing,2
nSpiro,0
naRing,2
piPC10,6.85469232756959
AATS0dv,5.6923076923076925
AATS0pe,5.927097435897436
AATS0se,7.404423692307692
AATS1dv,6.048780487804878
AATS1pe,6.330219512195123
AATS1se,7.605884195121947
AATS2dv,4.554054054054054
AATS2pe,6.186872972972973
AATS2se,7.578780378378375
AATS3dv,2.827956989247312
AATS3pe,6.044951612903225
AATS3se,7.552298451612903
AATS4dv,2.4819277108433737
AATS4pe,5.950789156626506
AATS4se,7.452824771084338
AATS5dv,2.3733333333333335
AATS5pe,5.778766666666667
AATS5se,7.2680248
AATS6dv,2.112676056338028
AATS6pe,5.782360563380283
AATS6se,7.271593633802817
AATS7dv,1.7941176470588236
AATS7pe,5.621317647058824
AATS7se,7.195266764705883
AATS8dv,1.7755102040816326
AATS8pe,5.7004183673469395
AATS8se,7.258088979591837
AATSC0Z,6.915187376725838
AATSC0c,0.012998037065363986
AATSC0d,0.5496383957922418
AATSC0i,1.4582698830661527
AATSC0m,33.12595363839579
AATSC0p,0.23179310585313603
AATSC0s,0.3406749945211483
AATSC0v,51.988841016247086
AATSC1Z,0.5957569634867953
AATSC1c,-0.0052504864911171465
AATSC1d,0.22459550039287388
AATSC1i,-0.3246222559585411
AATSC1m,2.7656475348374703
AATSC1p,-0.019961488294299206
AATSC1s,-0.006907361973027992
AATSC1v,-0.9110899295671415
AATSC2Z,0.6641612026227416
AATSC2c,0.0003417181816106893
AATSC2d,0.02971018355633744
AATSC2i,-0.09669084119608279
AATSC2m,3.1098030372798777
AATSC2p,-0.007489146377138117
AATSC2s,0.07201654317038933
AATSC2v,1.0501671730745594
AATSC3Z,-0.35604759177960166
AATSC3c,-0.0003038261401253356
AATSC3d,-0.029925134143496405
AATSC3i,0.10426219336289258
AATSC3m,-1.574907930372634
AATSC3p,0.018348473058705923
AATSC3s,-0.016118428029098
AATSC3v,2.0742344682697693
AATSC4Z,-0.9945818778070863
AATSC4c,-0.0008548299748590551
AATSC4d,-0.02260719406224503
AATSC4i,0.01950429545762638
AATSC4m,-4.658700260885753
AATSC4p,-0.001393093240894199
AATSC4s,-0.08397297275888564
AATSC4v,-3.010856296382531
AATSC5Z,0.11353057199211056
AATSC5c,-0.0008150470743084593
AATSC5d,-0.04468113083497698
AATSC5i,0.01217943329841263
AATSC5m,0.5384935551084812
AATSC5p,0.0013343919906618667
