DLiP-ID,C003G3
DLiP-Mol-ID,33969
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H16N4O2S2/c28-22(19-3-1-11-30-19)24-15-7-5-14(6-8-15)21-26-17-10-9-16(13-18(17)27-21)25-23(29)20-4-2-12-31-20/h1-13H,(H,24,28)(H,25,29)(H,26,27)"
Standard Inchi Key(RDKit),ALZVAGBHXQHAIA-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Nc1ccc(-c2nc3cc(NC(=O)c4cccs4)ccc3[nH]2)cc1)c1cccs1
SMILES(SDF),
MW(SDF),
MW(RDKit),444.541
MW Monoisotopic(RDKit),444.071467752
MolLogP(RDKit),5.8575
XLogP(SDF),
XLogP(CDK),3.336
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),86.88
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),5
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.317383002867958
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,26449163.238494523
qed,0.3173830028679579
Chi0,21.20853153444066
Chi1,15.152999680989847
TPSA,86.88
Chi0n,16.08576025682055
Chi0v,17.718753418676002
