DLiP-ID,C001CZ
AATSC5Z,-3.0408163265306123
AATSC5c,0.011353200657708404
AATSC5d,0.11060720584530105
AATSC5i,0.5071211187506994
AATSC5m,-12.992791547717038
AATSC5p,0.048320153057176324
AATSC5s,0.9510424566854193
AATSC5v,1.7894310933769737
AATSC6Z,1.1842105263157894
AATSC6c,-0.010806885291558856
AATSC6d,-0.026640675763482783
AATSC6i,0.43404678445159783
AATSC6m,4.627067255541114
AATSC6p,0.11636609826239734
AATSC6s,-1.119193528601718
AATSC6v,5.27368395124208
AATSC7Z,0.5757575757575758
AATSC7c,0.00513151613678845
AATSC7d,-0.07856341189674525
AATSC7i,-0.31776577127123373
AATSC7m,2.944598737997255
AATSC7p,-0.09901398540305163
AATSC7s,0.11481598824913986
AATSC7v,-8.568889804685332
AATSC8Z,-1.4285714285714286
AATSC8c,-0.0005332466951089681
AATSC8d,0.029541446208112835
AATSC8i,-0.27510998823052396
AATSC8m,-5.6591010159710065
AATSC8p,-0.010982871655141098
AATSC8s,-0.328401695571158
AATSC8v,-2.1442898749630195
ATS0are,185.811
ATS1are,185.07479999999998
ATS2are,299.50100000000003
ATS3are,356.59960000000007
ATS4are,363.39680000000004
ATS5are,349.80410000000006
ATS6are,248.9552
ATS7are,208.341
ATS8are,178.14600000000004
ATSC0dv,117.68267032464566
ATSC0pe,4.625866666666666
ATSC0se,3.716474666666665
ATSC1dv,-21.55706277837052
ATSC1pe,-0.551354320987654
ATSC1se,-0.10138132098765529
ATSC2dv,24.10835069179833
ATSC2pe,2.120298765432098
ATSC2se,1.562292987654321
ATSC3dv,-8.854138088705989
ATSC3pe,-1.5106333333333335
ATSC3se,-1.3701216666666671
ATSC4dv,5.243848329353586
ATSC4pe,-1.517034567901235
ATSC4se,-1.5913642345678993
ATSC5dv,-2.4693728936984636
ATSC5pe,0.9781271604938286
ATSC5se,0.9983827160493861
ATSC6dv,-44.840081965825
ATSC6pe,-2.5642864197530852
ATSC6se,-1.66098975308642
ATSC7dv,-6.572372097749322
ATSC7pe,1.6034407407407396
ATSC7se,1.2770989629629608
ATSC8dv,-12.124049518196752
ATSC8pe,-0.662432098765433
ATSC8se,-0.7761886543209886
AXp-0dv,0.616812802307377
AXp-1dv,0.3866138706871874
AXp-2dv,0.2253412382688682
AXp-3dv,0.1404728727642398
AXp-4dv,0.08724598412324035
AXp-5dv,0.05158001576068837
AXp-6dv,0.03460054091393061
AXp-7dv,0.020812512799719296
BertzCT,706.551345508637
ECIndex,307
ETA_eta,12.101893615626825
GATS1dv,0.8326392758897071
GATS1pe,0.6893326038261041
GATS1se,0.6464898769658417
GATS2dv,0.6605367292903231
GATS2pe,0.4368459047149887
GATS2se,0.4951120548714202
GATS3dv,0.9586901450041183
GATS3pe,1.0157459983474568
GATS3se,1.030014644702722
GATS4dv,0.9972868726245745
GATS4pe,1.2052248444894502
GATS4se,1.2415452405332148
GATS5dv,1.2250126633187504
GATS5pe,1.2126548376888078
GATS5se,1.160211320223853
GATS6dv,1.271836915151282
GATS6pe,1.370908400663849
GATS6se,1.2917989235186174
GATS7dv,0.8626558232653688
GATS7pe,0.47522757406310745
GATS7se,0.48305248773389564
GATS8dv,1.0980415229983946
GATS8pe,1.1497274127267787
GATS8se,1.173874321733059
LogEE_A,3.8648553653968127
LogEE_D,77.29743677490856
MATS1dv,-0.17663745751008553
MATS1pe,-0.11493264582595586
MATS1se,-0.026304648434881613
MATS2dv,0.12570891373364051
MATS2pe,0.28126457548331646
MATS2se,0.25795407580125795
MATS3dv,-0.03761869978086193
MATS3pe,-0.16328111489018277
MATS3se,-0.18433082282995084
MATS4dv,0.022699981437924507
MATS4pe,-0.16706684098495642
MATS4se,-0.21813548056510806
MATS5dv,-0.011562236445174137
MATS5pe,0.11651179466425432
MATS5se,0.14802448584806238
MATS6dv,-0.2707285461061073
MATS6pe,-0.3938706222522928
MATS6se,-0.31755279819600424
MATS7dv,-0.04569402901777826
MATS7pe,0.28360222097611826
MATS7se,0.28115330931404625
MATS8dv,-0.09934383471617514
MATS8pe,-0.1380873802798345
MATS8se,-0.20139182910768724
MAXaaCH,1.5328713939279415
MAXaasC,0.47657990047871035
MAXdssC,-1.2717767384731669
MAXssNH,2.3000617283950615
MDEC-22,4.559896861655051
MDEC-23,9.550047579027563
MDEC-33,3.102671683933338
MDEO-11,1.628650569956944
MINaaCH,1.256321159122085
MINaasC,-0.25004629629629616
MINdssC,-1.2717767384731669
MINssNH,2.3000617283950615
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,3.0399159663865545
SM1_Dzi,0.8756462510267076
SM1_Dzm,3.051464667020695
SM1_Dzp,-3.76513805934102
SM1_Dzv,-1.5168561603949862
SddssSe,0
SpAD_Dt,246.5331376382748
SpAbs_A,23.245189374905877
SpAbs_D,154.59487354981712
SpMAD_A,1.2234310197318883
SpMAD_D,8.13657229209564
SpMax_A,2.4365576079321793
SpMax_D,77.29743677490856
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,120.08999999999999
TpiPC10,7.6236572200997195
VAdjMat,5.321928094887363
VE1_DzZ,4.273055328010957
VE1_Dzi,4.294859768481644
VE1_Dzm,4.273267097815173
VE1_Dzp,4.277333713166161
VE1_Dzv,4.2938998742066925
VE2_DzZ,0.22489764884268196
VE2_Dzi,0.22604525097271813
VE2_Dzm,0.22490879462185123
VE2_Dzp,0.22512282700874534
VE2_Dzv,0.22599473022140487
VE3_DzZ,2.0941829910329157
VE3_Dzi,2.099272791129526
VE3_Dzm,2.0942325491454485
VE3_Dzp,2.095183737429756
VE3_Dzv,2.0990492677527213
VR1_DzZ,94.95822401906835
VR1_Dzi,93.98055039396024
VR1_Dzm,94.94346507453577
VR1_Dzp,95.29360951056186
VR1_Dzv,94.14715572234374
VR2_DzZ,4.997801264161493
VR2_Dzi,4.946344757576855
VR2_Dzm,4.9970244776071455
VR2_Dzp,5.015453132134835
VR2_Dzv,4.9551134590707235
VR3_DzZ,5.195290933888093
VR3_Dzi,5.184941736330876
VR3_Dzm,5.195135496149411
VR3_Dzp,5.198816638031819
VR3_Dzv,5.186712930753835
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10206207261596575
Xch-6dv,0.20380881408576068
Xch-7dv,0.31610310748500553
Xpc-4dv,2.1854783865369254
Xpc-5dv,3.31440857072692
Xpc-6dv,4.025805231656896
Zagreb1,98.0
Zagreb2,113.0
fragCpx,58.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,3
nBondsM,14
nBondsO,20
nBondsS,14
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,1
AATS0are,6.881888888888889
AATS1are,6.609814285714285
AATS2are,6.806840909090909
AATS3are,6.603696296296298
AATS4are,6.8565433962264155
AATS5are,7.13885918367347
AATS6are,6.551452631578947
AATS7are,6.313363636363636
AATS8are,6.362357142857144
AATSC0dv,4.3586174194313205
AATSC0pe,0.17132839506172837
AATSC0se,0.13764720987654314
AATSC1dv,-0.7698950992275185
AATSC1pe,-0.01969122574955907
AATSC1se,-0.0036207614638448316
AATSC2dv,0.5479170611772347
AATSC2pe,0.04818860830527496
AATSC2se,0.03550665881032548
AATSC3dv,-0.163965520161222
AATSC3pe,-0.027974691358024693
AATSC3se,-0.02537262345679013
AATSC4dv,0.09894053451610539
AATSC4pe,-0.028623293733985564
AATSC4se,-0.030025740274866024
AATSC5dv,-0.05039536517751966
AATSC5pe,0.01996177878558834
AATSC5se,0.020375157470395634
AATSC6dv,-1.1800021569953947
AATSC6pe,-0.06748122157244961
AATSC6se,-0.04371025666016894
AATSC7dv,-0.19916279084088856
AATSC7pe,0.048589113355779985
AATSC7se,0.038699968574635174
AATSC8dv,-0.4330017685070269
AATSC8pe,-0.023658289241622606
AATSC8se,-0.027721023368606736
AETA_eta,0.6369417692435171
ATSC0are,4.951207407407406
ATSC1are,-0.7849113854595337
ATSC2are,2.765980521262003
ATSC3are,-1.5483407407407401
ATSC4are,-1.915518244170097
ATSC5are,1.6186124828532231
ATSC6are,-2.6137585733882016
ATSC7are,1.1827465020576136
ATSC8are,-0.7257113854595332
BCUTZ-1h,17.001104624004746
BCUTZ-1l,5.6995399064912124
BCUTc-1h,0.48895781589415044
BCUTc-1l,-0.3598798427498439
BCUTd-1h,4.043936226781579
BCUTd-1l,0.9706462214529337
BCUTi-1h,14.53965518945699
BCUTi-1l,10.310638590656534
BCUTm-1h,35.45051769981177
BCUTm-1l,11.711195892212078
BCUTp-1h,2.955110147782599
BCUTp-1l,0.7414864212865431
BCUTs-1h,7.0145768247146405
BCUTs-1l,0.29891732960430867
BCUTv-1h,24.44271082336958
BCUTv-1l,14.699975560497416
BalabanJ,1.9323923700946832
Diameter,10
ETA_beta,27.0
GATS1are,0.757266946376823
GATS2are,0.4099013939802869
GATS3are,1.0026862134638317
GATS4are,1.2705534362172253
GATS5are,1.2346800769669566
GATS6are,1.3572462920222585
GATS7are,0.5011835360908464
GATS8are,1.116508324301635
HybRatio,0.0
Lipinski,True
LogEE_Dt,123.2665688191374
MATS1are,-0.15286752779665103
MATS2are,0.3428065296591942
MATS3are,-0.15635991520212802
MATS4are,-0.19708930945953132
MATS5are,0.18013555837422648
MATS6are,-0.3750891644600127
MATS7are,0.19544761587929524
MATS8are,-0.14133787258561908
MAXddssS,-3.922021447467874
MINddssS,-3.922021447467874
NsssssAs,0
RotRatio,0.2
SM1_Dzpe,1.4123617200935814
SM1_Dzse,1.4867385749689506
SMR_VSA1,18.318861563241466
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,4.895483475517775
SMR_VSA6,4.722094864452088
SMR_VSA7,45.61167862021659
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,90.75267063017691
SpAD_Dzi,118.9883877224501
SpAD_Dzm,90.68172151899768
SpAD_Dzp,132.84460966737953
SpAD_Dzv,133.5650908716261
SpAbs_Dt,246.53313763827475
SpDiam_A,4.8065721031704385
SpDiam_D,115.33488262896878
SpMAD_Dt,12.975428296751305
SpMax_Dt,123.2665688191374
SsssssAs,0
VE1_Dzpe,4.294688461516881
VE1_Dzse,4.293354524953007
VE2_Dzpe,0.22603623481667798
VE2_Dzse,0.22596602762910564
VE3_Dzpe,2.099232903824583
VE3_Dzse,2.0989222541045707
VMcGowan,196.72999999999988
VR1_Dzpe,93.8166932488054
VR1_Dzse,93.8869912424401
VR2_Dzpe,4.937720697305547
VR2_Dzse,4.941420591707374
VR3_Dzpe,5.183196692755606
VR3_Dzse,5.183945724370111
mZagreb1,7.618055555555555
mZagreb2,4.097222222222221
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,20
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1833780521262002
AATSC1are,-0.02803254948069763
AATSC2are,0.06286319366504552
AATSC3are,-0.028672976680384075
AATSC4are,-0.036141853663586736
AATSC5are,0.03303290781333108
AATSC6are,-0.06878312035232109
AATSC7are,0.03584080309265496
AATSC8are,-0.0259182637664119
AETA_beta,1.4210526315789473
BCUTdv-1h,6.022580091582898
BCUTdv-1l,0.6440915514359773
BCUTpe-1h,3.5369945299007037
BCUTpe-1l,2.246522192367459
BCUTse-1h,3.768275767316578
BCUTse-1l,2.4427392785937085
ETA_alpha,9.614285714285714
ETA_dBeta,4.0
ETA_eta_B,0.5155295297024232
ETA_eta_F,19.10234413836616
ETA_eta_L,3.7349323473341607
ETA_eta_R,31.204237753992984
ETA_psi_1,0.5345512311358223
LabuteASA,118.06346286551367
LogEE_DzZ,45.13607434076568
LogEE_Dzi,59.540280506015925
LogEE_Dzm,45.10181610508549
LogEE_Dzp,65.28827820073614
LogEE_Dzv,66.54304183154017
PEOE_VSA1,5.106527394840706
PEOE_VSA2,4.722094864452088
PEOE_VSA3,13.212334168400758
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,11.600939890232516
PEOE_VSA7,35.711898112773966
PEOE_VSA8,10.710019588424888
PEOE_VSA9,0.0
SM1_Dzare,1.3959523412828774
SpAD_Dzpe,116.29031769358338
SpAD_Dzse,114.66689274808775
SpAbs_DzZ,88.6727281268598
SpAbs_Dzi,118.20491476100513
SpAbs_Dzm,88.5938772731414
SpAbs_Dzp,134.39672275026922
SpAbs_Dzv,134.6029398234753
SpDiam_Dt,179.66915977932695
SpMAD_DzZ,4.776456348956679
SpMAD_Dzi,6.262546722234216
SpMAD_Dzm,4.772722185210404
SpMAD_Dzp,6.991821561441028
SpMAD_Dzv,7.029741624822426
SpMax_DzZ,45.13607434076568
SpMax_Dzi,59.540280506015925
SpMax_Dzm,45.10181610508549
SpMax_Dzp,65.28827820073614
SpMax_Dzv,66.54304183154017
VE1_Dzare,4.294136423852676
VE2_Dzare,0.2260071802027724
VE3_Dzare,2.0991043559330302
VR1_Dzare,93.84036850998098
VR2_Dzare,4.938966763683209
VR3_Dzare,5.183449017513111
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5060150375939849
AETA_dBeta,0.21052631578947367
AETA_eta_B,0.0271331331422328
AETA_eta_F,1.0053865335982188
AETA_eta_L,0.19657538670179794
AETA_eta_R,1.642328302841736
BCUTare-1h,3.5810225724852307
BCUTare-1l,2.195562688484978
ETA_beta_s,11.5
ETA_dPsi_A,0.1794487688641777
ETA_dPsi_B,0.0
ETA_eta_BR,0.6875295297024231
ETA_eta_FL,5.163751685336512
ETA_eta_RL,8.898684032670673
LogEE_Dzpe,58.21949367416503
LogEE_Dzse,57.411695772726446
PEOE_VSA10,9.772630669219074
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
SlogP_VSA1,4.722094864452088
SlogP_VSA2,19.493629667121493
SlogP_VSA3,10.023291153407584
SlogP_VSA4,0.0
SlogP_VSA5,9.671684377773122
SlogP_VSA6,40.60738158829174
SlogP_VSA7,5.022633313741326
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,116.94612808360073
SpAbs_Dzpe,115.02662562823647
SpAbs_Dzse,113.33665297048398
SpDiam_DzZ,67.89660515041126
SpDiam_Dzi,90.28102291363378
SpDiam_Dzm,67.85404825541393
SpDiam_Dzp,99.31165468535667
SpDiam_Dzv,102.26786370052729
SpMAD_Dzpe,6.1205430365043885
SpMAD_Dzse,6.035099618320408
SpMax_Dzpe,58.21949367416503
SpMax_Dzse,57.411695772726446
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.6052631578947368
AETA_eta_BR,0.03618576472118016
AETA_eta_FL,0.2717764044913954
AETA_eta_RL,0.4683517911931933
DetourIndex,1133
EState_VSA1,15.992596441359433
EState_VSA2,9.772630669219074
EState_VSA3,10.710019588424888
EState_VSA4,11.336785877934737
EState_VSA5,35.711898112773966
EState_VSA6,0.0
EState_VSA7,0.0
EState_VSA8,4.722094864452088
EState_VSA9,16.70746728507322
ETA_beta_ns,15.5
ETA_shape_p,0.2129767211490837
ETA_shape_x,0.08667657256067361
ETA_shape_y,0.2600297176820208
GhoseFilter,True
LogEE_Dzare,58.54653521765736
SlogP_VSA10,5.687386274683562
SlogP_VSA11,0.0
SpAbs_Dzare,115.69711809403185
SpDiam_Dzpe,88.63834568765512
SpDiam_Dzse,87.36670846599853
SpMAD_Dzare,6.155059372821091
SpMax_Dzare,58.54653521765736
TopoPSA(NO),83.47
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,24.144261148904008
VSA_EState9,29.918519965829066
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8157894736842105
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.006015037593984941
ETA_dAlpha_B,0.0
FilterItLogS,-3.222693312639722
SpDiam_Dzare,89.08171813408023
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.755026455026455
ETA_epsilon_2,0.9466165413533831
ETA_epsilon_3,0.4381818181818185
ETA_epsilon_4,0.6320463320463322
ETA_epsilon_5,0.885034013605442
AETA_beta_ns_d,0.05263157894736842
ETA_dEpsilon_A,0.31684463684463654
ETA_dEpsilon_B,0.12298012298012284
ETA_dEpsilon_C,-0.1938645138645137
ETA_dEpsilon_D,0.06158252774794115
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6842105263157895
MDEDescriptor,"0.0,0.0,0.0,0.0,4.559896861655051,9.550047579027563,0.0,3.102671683933338,0.0,0.0,1.628650569956944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,36.982344
BCUTDescriptor,"11.85,34.9688540870927,-0.3273220355129256,0.2987651009437715,5.0851313203163055,12.83374094370147"
BPolDescriptor,19.539655999999997
TPSADescriptor,120.08999999999997
ALOGPDescriptor,"2.9076,8.45413776,72.83519999999999"
XLogPDescriptor,1.9689999999999999
VAdjMaDescriptor,5.321928094887363
WeightDescriptor,316.95832748
ChiPathDescriptor,"14.043605595440512,8.898684032670673,8.76387127698048,6.379689513692712,5.185571499733612,3.8473740583820297,1.927227477492426,1.237567172212279,11.106688433810678,6.61921039637817,5.296004716008508,3.7371102002161787,2.640103240380128,1.533272263001584,0.763385882053748,0.4055905846465611"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.21030028017618946,0.4718801496565798,0.0,0.0,0.10206207261596577,0.14126978816874913,0.20250118073220358"
AtomCountDescriptor,27
BondCountDescriptor,20
SmallRingDescriptor,"2,2,2,2,0,0,1,1,0,0,0"
ChiClusterDescriptor,"2.13054332249774,0.20412414523193154,0.46871308278484775,0.08333333333333333,0.7863056736141837,0.025499585890087693,0.13282769299826255,0.007361096388933056"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,9,0,0,0,0,0"
ZagrebIndexDescriptor,98.0
LargestChainDescriptor,11
MannholdLogPDescriptor,1.79
WeightedPathDescriptor,"37.64523900161892,1.9813283685062588,21.85028094273136,9.807901787446095,3.029393552547864"
FractionalPSADescriptor,0.3788826151209977
WienerNumbersDescriptor,"710.0,27.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.648533100905661,5.627094512779243,8.03648376223188,1.4427299110111216,1.9552377169296522,2.029133702301874"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,18
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"15.39,6.185493460166469,3.7616326530612243"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,442.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"42.426312428189064,35.01774631486927,47.405027479480786,52.1446975886249,49.114043651307306"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.41828116058689174,-0.20318261385007988,0.07354934582677478,0.006630138401598811,-0.27435159693442085"
EccentricConnectivityIndexDescriptor,307
AutocorrelationDescriptorPolarizability,"1618.6181247462812,1884.4479575612502,2653.773126426005,2349.4858133957355,2160.177766724487"
