DLiP-ID,I000HH
AATSC3v,-4.040394040073837
AATSC4Z,-0.4789399255885165
AATSC4c,0.0012166799719698408
AATSC4d,-0.11205660491145329
AATSC4i,-0.05889435152950611
AATSC4m,-2.3034338336589175
AATSC4p,-0.01949687190111703
AATSC4s,-0.01497439823230677
AATSC4v,-4.376239350499278
AATSC5Z,-1.6344409265201463
AATSC5c,-0.0003904583098059764
AATSC5d,-0.06999379096894062
AATSC5i,0.10993664339036675
AATSC5m,-7.9286327789670406
AATSC5p,-0.02239792976304611
AATSC5s,-0.19418501892200898
AATSC5v,-7.794730177089562
AATSC6Z,0.06587051401874974
AATSC6c,-0.0025101681109573
AATSC6d,0.011531602389951346
AATSC6i,-0.08341259736033389
AATSC6m,0.3598416686031326
AATSC6p,-0.0015131807457023723
AATSC6s,-0.07060100633606199
AATSC6v,0.5496731282846627
AATSC7Z,0.5336210373360009
AATSC7c,0.0005048476787884817
AATSC7d,0.015024380584638987
AATSC7i,-0.2941592480424671
AATSC7m,2.617924730459855
AATSC7p,-0.010431180733756316
AATSC7s,0.003372117722446844
AATSC7v,0.5998853255607002
AATSC8Z,0.2773167743372689
AATSC8c,0.0018413442612281914
AATSC8d,0.03290646140858941
AATSC8i,-0.10272189585445723
AATSC8m,1.2897113065461467
AATSC8p,-0.009779139958495501
AATSC8s,0.04218889839881503
AATSC8v,-1.1798109276021818
ATS0are,416.29960000000005
ATS1are,454.062
ATS2are,775.511
ATS3are,1025.3
ATS4are,1117.9529
ATS5are,1151.7768
ATS6are,1057.841
ATS7are,929.1560000000001
ATS8are,942.623
ATSC0dv,263.0447761194029
ATSC0pe,8.836650746268651
ATSC0se,5.569113791044776
ATSC1dv,86.2062820227222
ATSC1pe,-0.6809507908220008
ATSC1se,-0.5728688830474509
ATSC2dv,46.902205390955665
ATSC2pe,-0.15754615727332766
ATSC2se,-0.6199974043216766
ATSC3dv,-21.09400757406994
ATSC3pe,1.579961617286713
ATSC3se,1.177201135219422
ATSC4dv,-116.8373802628648
ATSC4pe,-0.17571918021830418
ATSC4se,0.06139354956560336
ATSC5dv,-163.82713299175762
ATSC5pe,-4.351434929828462
ATSC5se,-1.9175010853196708
ATSC6dv,3.44753842726665
ATSC6pe,-0.8053087101804501
ATSC6se,-0.8163646656270857
ATSC7dv,71.28580975718421
ATSC7pe,0.5800736689685881
ATSC7se,-0.2462295228335935
ATSC8dv,65.15214969926487
ATSC8pe,1.6808609935397685
ATSC8se,1.0365981456894606
AXp-0dv,0.5736786971507164
AXp-1dv,0.3031652229882553
AXp-2dv,0.1641954950957003
AXp-3dv,0.08411331161711637
AXp-4dv,0.046203746310474525
AXp-5dv,0.024996679440928763
AXp-6dv,0.013742056317785913
AXp-7dv,0.007611011664344039
BertzCT,1410.1799529080035
ECIndex,1124
ETA_eta,35.26434879938623
GATS1dv,0.5424557102031163
GATS1pe,0.8158503390084161
GATS1se,0.8709306892732976
GATS2dv,0.8741305843937156
GATS2pe,0.8167174398332993
GATS2se,0.8854823211515813
GATS3dv,1.0521197391176007
GATS3pe,0.9051817341545736
GATS3se,0.9258089491354787
GATS4dv,1.149185691034075
GATS4pe,0.9866923624639871
GATS4se,0.9625371937705294
GATS5dv,1.213833469350306
GATS5pe,1.2587369283229912
GATS5se,1.1950408595738786
GATS6dv,0.9622806761729183
GATS6pe,0.9329002180268584
GATS6se,0.9227476813729748
GATS7dv,0.8978565325358472
GATS7pe,1.0105461213373856
GATS7se,1.068039567070343
GATS8dv,0.9755693492127963
GATS8pe,1.204764400283388
GATS8se,1.2231723352477395
LogEE_A,4.5290977260017815
LogEE_D,262.6012179988778
MATS1dv,0.30926137852991764
MATS1pe,-0.07271842968992481
MATS1se,-0.09707012642594172
MATS2dv,0.096342231268212
MATS2pe,-0.009633259106070012
MATS2se,-0.06015294534564419
MATS3dv,-0.032962232204272475
MATS3pe,0.07349301160187482
MATS3se,0.0868863951035169
MATS4dv,-0.16441761987044295
MATS4pe,-0.007360845559528475
MATS4se,0.0040806831963577424
MATS5dv,-0.22195917559227749
MATS5pe,-0.17549379131773013
MATS5se,-0.1227061924269614
MATS6dv,0.004905702482901679
MATS6pe,-0.03411115914332426
MATS6se,-0.05486809464093031
MATS7dv,0.11867432704660015
MATS7pe,0.02874609347655016
MATS7se,-0.01936142880910226
MATS8dv,0.10917678046682756
MATS8pe,0.08384464362717597
MATS8se,0.08204564823136189
MAXaaCH,2.023148692177857
MAXaaNH,3.282418360386009
MAXaaaC,1.0453950845258846
MAXaasC,1.0861018217734073
MAXsCH3,1.7677453316384943
MAXssNH,3.2599404404004666
MDEC-11,0.43067436424814404
MDEC-12,4.565993450589313
MDEC-13,5.019556116287133
MDEC-14,1.3103706971044482
MDEC-22,11.452840586843141
MDEC-23,28.514975440744557
MDEC-24,1.7225656590855407
MDEC-33,13.943899385393369
MDEC-34,1.7888736142327115
MDEN-22,0.847402015991401
MDEO-11,0.055555555555555566
MDEO-12,0.20412414523193148
MINaaCH,1.642532067887448
MINaaNH,3.282418360386009
MINaaaC,0.9151787899156333
MINaasC,-0.4754821569991121
MINsCH3,1.4447208272050096
MINssNH,3.184930055923247
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.654761904761905
SM1_Dzi,1.7741040929820362
SM1_Dzm,1.6855864241423026
SM1_Dzp,-7.317814733608282
SM1_Dzv,-3.0209416124484996
SddssSe,0
SpAD_Dt,946.4023918659491
SpAbs_A,46.387997320889234
SpAbs_D,525.2024359977556
SpMAD_A,1.288555481135812
SpMAD_D,14.588956555493212
SpMax_A,2.480520374347377
SpMax_D,262.6012179988778
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,102.42999999999999
TpiPC10,9.03758633762509
VAdjMat,6.321928094887363
VE1_DzZ,5.917565022587245
VE1_Dzi,5.914871503027908
VE1_Dzm,5.9174498191424165
VE1_Dzp,5.914846933007369
VE1_Dzv,5.921794987358406
VE2_DzZ,0.164376806182979
VE2_Dzi,0.16430198619521966
VE2_Dzm,0.16437360608728935
VE2_Dzp,0.16430130369464913
VE2_Dzv,0.16449430520440017
VE3_DzZ,3.0588588959931204
VE3_Dzi,3.058403618738933
VE3_Dzm,3.058839427754783
VE3_Dzp,3.0583994647904396
VE3_Dzv,3.0595734557239824
VR1_DzZ,254.54083738127204
VR1_Dzi,255.07089903182234
VR1_Dzm,254.53012062941724
VR1_Dzp,256.9388829526461
VR1_Dzv,255.06232557476832
VR2_DzZ,7.070578816146446
VR2_Dzi,7.085302750883954
VR2_Dzm,7.070281128594924
VR2_Dzp,7.137191193129059
VR2_Dzv,7.08506459929912
VR3_DzZ,6.82039512980319
VR3_Dzi,6.822475387394717
VR3_Dzm,6.820353026628032
VR3_Dzp,6.829772092553338
VR3_Dzv,6.8224417747749495
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.10825317547305482
Xch-6dv,0.2285486560227085
Xch-7dv,0.2981805067940295
Xpc-4dv,2.708978660986584
Xpc-5dv,3.7457823804384205
Xpc-6dv,4.5768243875560195
Zagreb1,198.0
Zagreb2,239.0
fragCpx,340.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,2
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,22
nBondsD,0
nBondsM,22
nBondsO,40
nBondsS,49
nBondsT,0
nFARing,1
nFHRing,2
nFaRing,1
nHetero,8
naHRing,2
AATS0are,6.213426865671643
AATS1are,6.395239436619718
AATS2are,6.254120967741935
AATS3are,6.2901840490797545
AATS4are,6.176535359116022
AATS5are,6.126472340425533
AATS6are,5.90972625698324
AATS7are,6.072915032679739
AATS8are,6.201467105263158
AATSC0dv,3.9260414346179537
AATSC0pe,0.13189030964580076
AATSC0se,0.08312110135887725
AATSC1dv,1.214172986235524
AATSC1pe,-0.009590856208760575
AATSC1se,-0.00806857581756973
AATSC2dv,0.3782435918625457
AATSC2pe,-0.0012705335263978037
AATSC2se,-0.0049999790671102955
AATSC3dv,-0.12941108941147203
AATSC3pe,0.009693016056973699
AATSC3se,0.007222092854106884
AATSC4dv,-0.6455103881926232
AATSC4pe,-0.0009708242001011281
AATSC4se,0.00033919088157791913
AATSC5dv,-0.8714209201689235
AATSC5pe,-0.023145930477810966
AATSC5se,-0.010199473858083355
AATSC6dv,0.019259991213780168
AATSC6pe,-0.004498931341790224
AATSC6se,-0.004560696456017238
AATSC7dv,0.4659203252103543
AATSC7pe,0.003791331169729334
AATSC7se,-0.0016093432864940753
AATSC8dv,0.4286325638109531
AATSC8pe,0.011058296010130055
AATSC8se,0.00681972464269382
AETA_eta,0.9795652444273952
ATSC0are,9.562191044776117
ATSC1are,-0.8553069280463236
ATSC2are,-0.5345296948095232
ATSC3are,1.9580844731566207
ATSC4are,-0.002398195589208646
ATSC5are,-4.227801737580743
ATSC6are,-1.0988417464914366
ATSC7are,0.2575697037202042
ATSC8are,1.8637427043885129
BCUTZ-1h,9.00407353096174
BCUTZ-1l,5.671543465456711
BCUTc-1h,0.4448457379934746
BCUTc-1l,-0.5225353662058047
BCUTd-1h,4.022263110385686
BCUTd-1l,0.9871875682768648
BCUTi-1h,17.424774219747974
BCUTi-1l,10.93259285228898
BCUTm-1h,19.000143604839334
BCUTm-1l,11.683104945097265
BCUTp-1h,2.0185676266443844
BCUTp-1l,0.5458290715274327
BCUTs-1h,8.001920673291439
BCUTs-1l,1.1921907119189
BCUTv-1h,20.91936715624479
BCUTv-1l,13.304118001336128
BalabanJ,1.1031440838196929
Diameter,18
ETA_beta,45.25
GATS1are,0.8336039558679162
GATS2are,0.8374825927329703
GATS3are,0.9045354197898742
GATS4are,0.9857767525475966
GATS5are,1.2543011844282075
GATS6are,0.929411822688521
GATS7are,1.0325441384189216
GATS8are,1.231202008060812
HybRatio,0.32142857142857145
Lipinski,False
LogEE_Dt,473.20119593297454
MATS1are,-0.08440749807878309
MATS2are,-0.03020421394830166
MATS3are,0.08417075168397951
MATS4are,-9.283749454826129e-05
MATS5are,-0.15757022314609972
MATS6are,-0.043012977404446595
MATS7are,0.011795618936252786
MATS8are,0.08591317219069787
MAXssCH2,0.7105567659681651
MAXsssCH,-0.5640529668951961
MAXssssC,-0.9528870491476362
MINssCH2,0.5161702371235198
MINsssCH,-0.5640529668951961
MINssssC,-0.9528870491476362
NsssssAs,0
RotRatio,0.2
SM1_Dzpe,1.780196115214998
SM1_Dzse,1.6200363731051546
SMR_VSA1,19.34033279115628
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,44.81495646689126
SMR_VSA6,24.28813115520277
SMR_VSA7,76.99339286498116
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,413.961638782586
SpAD_Dzi,404.1299187277955
SpAD_Dzm,413.90948621295183
SpAD_Dzp,544.9213139642275
SpAD_Dzv,495.3085096051504
SpAbs_Dt,946.4023918659492
SpDiam_A,4.891183031750637
SpDiam_D,407.9508499001955
SpMAD_Dt,26.288955329609696
SpMax_Dt,473.20119593297454
SsssssAs,0
VE1_Dzpe,5.917122749852528
VE1_Dzse,5.917678249110691
VE2_Dzpe,0.1643645208292369
VE2_Dzse,0.16437995136418584
VE3_Dzpe,3.058784154226641
VE3_Dzse,3.0588780297820675
VMcGowan,367.3700000000015
VR1_Dzpe,254.5757288611395
VR1_Dzse,254.54219577788407
VR2_Dzpe,7.071548023920542
VR2_Dzse,7.070616549385669
VR3_Dzpe,6.8205321965664245
VR3_Dzse,6.8204004664438695
mZagreb1,11.645833333333332
mZagreb2,7.749999999999997
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,2
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,61
nFAHRing,1
nFaHRing,1
nG12Ring,0
AATSC0are,0.1427192693250167
AATSC1are,-0.01204657645135667
AATSC2are,-0.00431072334523809
AATSC3are,0.012012788178874974
AATSC4are,-1.3249699387893072e-05
AATSC5are,-0.022488307114791183
AATSC6are,-0.00613878070665607
AATSC7are,0.0016834621158183282
AATSC8are,0.012261465160450742
AETA_beta,1.2569444444444444
BCUTdv-1h,7.00406920099768
BCUTdv-1l,0.9925727733733732
BCUTpe-1h,3.9886897995331028
BCUTpe-1l,2.220572685431351
BCUTse-1h,4.009980947277915
BCUTse-1l,2.4164395406174584
ETA_alpha,16.885714285714286
ETA_dBeta,-1.25
ETA_eta_B,0.6400067512545355
ETA_eta_F,37.39314028705037
ETA_eta_L,8.582460251333028
ETA_eta_R,72.6574890864366
ETA_psi_1,0.5588652482269507
LabuteASA,208.9019848454025
LogEE_DzZ,207.0267849997586
LogEE_Dzi,202.10984636699374
LogEE_Dzm,207.00156495159098
LogEE_Dzp,271.36192932185764
LogEE_Dzv,247.23467957862405
PEOE_VSA1,30.56747347244133
PEOE_VSA2,4.9839785209472085
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,18.19910120538483
PEOE_VSA7,62.43594345693809
PEOE_VSA8,35.57550552998408
PEOE_VSA9,41.400216001841365
SM1_Dzare,1.9900577693538684
SpAD_Dzpe,411.1604531458362
SpAD_Dzse,414.4188083351504
SpAbs_DzZ,412.4526584368808
SpAbs_Dzi,402.55293731181166
SpAbs_Dzm,412.3712002329518
SpAbs_Dzp,550.0416733773237
SpAbs_Dzv,497.4903007696963
SpDiam_Dt,676.995501471725
SpMAD_DzZ,11.49893441062739
SpMAD_Dzi,11.225831075772097
SpMAD_Dzm,11.497485728137551
SpMAD_Dzp,15.136703165672985
SpMAD_Dzv,13.758569711254177
SpMax_DzZ,207.0267849997586
SpMax_Dzi,202.10984636699374
SpMax_Dzm,207.00156495159098
SpMax_Dzp,271.36192932185764
SpMax_Dzv,247.23467957862405
VE1_Dzare,5.916635711281052
VE2_Dzare,0.16435099198002923
VE3_Dzare,3.058701840805533
VR1_Dzare,254.58257800374864
VR2_Dzare,7.071738277881907
VR3_Dzare,6.820559100350639
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,1
nAromAtom,21
nAromBond,22
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46904761904761905
AETA_dBeta,-0.034722222222222224
AETA_eta_B,0.017777965312625987
AETA_eta_F,1.0386983413069548
AETA_eta_L,0.2384016736481397
AETA_eta_R,2.01826358573435
BCUTare-1h,4.107733459550203
BCUTare-1l,2.17080712473652
ETA_beta_s,23.25
ETA_dPsi_A,0.15513475177304925
ETA_dPsi_B,0.0
ETA_eta_BR,1.0700067512545355
ETA_eta_FL,8.691746559785532
ETA_eta_RL,17.27420681111856
LogEE_Dzpe,205.62967646500738
LogEE_Dzse,207.25440517793922
PEOE_VSA10,0.0
PEOE_VSA11,11.5667326743298
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,15.37044016181271
SlogP_VSA2,33.83556577876593
SlogP_VSA3,18.442694056835705
SlogP_VSA4,5.817220841045895
SlogP_VSA5,48.756544879995005
SlogP_VSA6,48.79188955399581
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,407.11549425304486
SpAbs_Dzpe,409.54337525261155
SpAbs_Dzse,412.94122469425486
SpDiam_DzZ,323.29522427780086
SpDiam_Dzi,314.68138890715034
SpDiam_Dzm,323.28648623033405
SpDiam_Dzp,418.92319871031964
SpDiam_Dzv,385.1308109572075
SpMAD_Dzpe,11.42112369849545
SpMAD_Dzse,11.511633564865289
SpMax_Dzpe,205.62967646500738
SpMax_Dzse,207.25440517793922
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,36
AETA_beta_s,0.6458333333333334
AETA_eta_BR,0.02972240975707043
AETA_eta_FL,0.241437404438487
AETA_eta_RL,0.4798390780866267
DetourIndex,8264
EState_VSA1,17.522238039777886
EState_VSA2,5.749511833283905
EState_VSA3,42.87592181890619
EState_VSA4,33.28066568185561
EState_VSA5,7.109797541277533
EState_VSA6,32.17705210791755
EState_VSA7,30.462311845459514
EState_VSA8,20.60153424990708
EState_VSA9,4.736862953800049
ETA_beta_ns,22.0
ETA_shape_p,0.14523406655386348
ETA_shape_x,0.02961082910321489
ETA_shape_y,0.3553299492385787
GhoseFilter,False
LogEE_Dzare,203.6130265090045
SlogP_VSA10,21.452573871725505
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,405.31540504931615
SpDiam_Dzpe,321.0654141593675
SpDiam_Dzse,323.64086144215133
SpMAD_Dzare,11.308763729251247
SpMax_Dzare,203.6130265090045
TopoPSA(NO),102.42999999999999
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,15.361359004001049
VSA_EState9,67.55530766266561
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6111111111111112
EState_VSA10,10.213054789681411
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03095238095238094
FilterItLogS,-8.159041680248686
SpDiam_Dzare,317.93303606043025
ETA_beta_ns_d,2.0
ETA_epsilon_1,0.5897654584221735
ETA_epsilon_2,0.8392857142857139
ETA_epsilon_3,0.44399999999999884
ETA_epsilon_4,0.5284033613445361
ETA_epsilon_5,0.7735191637630658
AETA_beta_ns_d,0.05555555555555555
ETA_dEpsilon_A,0.1457654584221747
ETA_dEpsilon_B,0.0613620970776374
ETA_dEpsilon_C,-0.0844033613445373
ETA_dEpsilon_D,0.06576655052264802
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7777777777777778
MDEDescriptor,"0.43067436424814404,4.565993450589313,5.019556116287133,1.3103706971044482,11.452840586843141,28.514975440744557,1.7225656590855407,13.943899385393369,1.7888736142327115,0.0,0.055555555555555566,0.20412414523193148,0.0,0.0,0.0,0.0,0.847402015991401,0.0,0.0"
APolDescriptor,77.313583
BCUTDescriptor,"11.99735826449371,19.000137624495633,-0.3868266099803282,0.20260805118039463,5.1057289144528735,10.422862835195822"
BPolDescriptor,40.30841699999999
TPSADescriptor,102.42999999999999
ALOGPDescriptor,"4.2280999999999995,17.876829609999994,137.42859999999996"
XLogPDescriptor,3.5189999999999997
VAdjMaDescriptor,6.321928094887363
WeightDescriptor,490.23801932000003
ChiPathDescriptor,"25.44901851044682,17.274206811118557,16.337223128592687,13.821471776561951,11.986731026192533,9.139459995580484,6.424179473646178,4.878196868559808,20.652433097425792,12.126608919530211,9.687534210646318,6.813178240986425,4.990004601531248,3.199574968438882,1.910145828172243,1.2177618662950473"
ChiChainDescriptor,"0.0,0.0,0.19245008972987526,0.6030986202514902,1.009859429257249,0.0,0.0,0.10825317547305485,0.22854865602270846,0.29818050679402963"
AtomCountDescriptor,67
BondCountDescriptor,40
SmallRingDescriptor,"5,4,3,3,0,0,2,3,0,0,0"
ChiClusterDescriptor,"3.259109368214025,0.2886751345948129,0.9879186792304993,0.11785113019775793,1.565121344796213,0.11180339887498948,0.3090293551529511,0.03227486121839514"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,13,4,3,4,1,0"
ZagrebIndexDescriptor,198.0
LargestChainDescriptor,19
MannholdLogPDescriptor,3.66
WeightedPathDescriptor,"73.99379029427628,2.055383063729897,22.83960704979348,7.7567831649767465,12.502696747370667"
FractionalPSADescriptor,0.2089393232741898
WienerNumbersDescriptor,"4588.0,62.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.902813971438128,11.502817416462973,15.240547024854392,2.7089786609865834,3.7457823804384183,4.101456963219929"
FractionalCSP3Descriptor,0.32142857142857145
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,4,0,0,8,1,0,0,0,9,2,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,5
LargestPiSystemDescriptor,15
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"27.5625,11.623096811261131,5.814357567443987"
AromaticAtomsCountDescriptor,21
AromaticBondsCountDescriptor,22
FragmentComplexityDescriptor,3781.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.32142857142857145
AutocorrelationDescriptorMass,"41.26537245077141,43.23960848549898,64.64857919432401,70.70750675353042,65.87746117699987"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.5946023910343512,-0.23095401646678584,-0.19125846593482673,0.12498494466883218,0.01960760187012087"
EccentricConnectivityIndexDescriptor,1124
AutocorrelationDescriptorPolarizability,"2566.7796753618295,3070.8426079323954,4443.497017904718,4439.995128761414,3967.7435318179987"
