DLiP-ID,C001JI
DLiP-Mol-ID,32470
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H17N5O/c1-3-4-9-22-16(19-11(2)23)12(10-18)15-17(22)21-14-8-6-5-7-13(14)20-15/h5-8H,3-4,9H2,1-2H3,(H,19,23)"
Standard Inchi Key(RDKit),MLAJMOVXMPAZRC-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCCCn1c(NC(C)=O)c(C#N)c2nc3ccccc3nc21
SMILES(SDF),
MW(SDF),
MW(RDKit),307.357
MW Monoisotopic(RDKit),307.143310164
MolLogP(RDKit),3.21468
XLogP(SDF),
XLogP(CDK),2.973
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),83.6
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.801816867793746
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,216054.9005654008
qed,0.8018168677937456
Chi0,16.396976746569035
Chi1,11.15139700539098
TPSA,83.60000000000001
Chi0n,13.127824092781843
Chi0v,13.127824092781843
Chi1n,7.620056545874796
Chi1v,7.620056545874796
Chi2n,5.406322495842921
Chi2v,5.406322495842921
Chi3n,3.6928467898164814
Chi3v,3.6928467898164814
Chi4n,2.6362039261270263
Chi4v,2.6362039261270263
MolMR,88.96070000000005
MolWt,307.357
fr_SH,0
Kappa1,14.974961174872123
Kappa2,6.048272534848685
