DLiP-ID,C001IZ
Xp-4d,7.022226769816922
Xp-5d,6.035755700369077
Xp-6d,4.466334691280227
Xp-7d,3.3973960513773687
ZMIC0,65.42302625828435
ZMIC1,31.783925083403894
ZMIC2,24.31590055419776
ZMIC3,21.783272106631536
ZMIC4,21.29657884561555
ZMIC5,21.29657884561555
nAcid,0
nAtom,35
nBase,0
nRing,4
piPC1,3.417726683613366
piPC2,4.162781723775329
piPC3,4.890349128221754
piPC4,5.633896347192034
piPC5,6.315471015027569
piPC6,6.826240133637449
piPC7,7.362556037375761
piPC8,7.887774633802345
piPC9,8.139084826874758
AATS0Z,21.485714285714284
AATS0d,3.6
AATS0i,163.01594357079955
AATS0m,84.71437242857142
AATS0p,1.536780185073829
AATS0s,2.612698412698413
AATS0v,223.52428942918746
AATS1Z,24.81578947368421
AATS1d,4.2368421052631575
AATS1i,146.8928972391158
AATS1m,94.40193921052631
AATS1p,1.8665870778947369
AATS1s,2.7828947368421053
AATS1v,269.8791928306575
AATS2Z,21.130434782608695
AATS2d,3.927536231884058
AATS2i,154.53187734794045
AATS2m,79.72733630434783
AATS2p,1.5927461030215941
AATS2s,2.6038647342995174
AATS2v,225.75444931291017
AATS3Z,18.28235294117647
AATS3d,3.388235294117647
AATS3i,160.25219218789397
AATS3m,66.9745558235294
AATS3p,1.4420894959786823
AATS3s,2.620588235294118
AATS3v,199.62156124636445
AATS4Z,15.476744186046512
AATS4d,3.127906976744186
AATS4i,162.25241859201728
AATS4m,55.20707184883722
AATS4p,1.3329970661346975
AATS4s,2.3959948320413447
AATS4v,178.2262503455809
AATS5Z,15.295774647887324
AATS5d,3.0704225352112675
AATS5i,160.38021445577175
AATS5m,53.60608435211268
AATS5p,1.3460978050534083
AATS5s,2.422535211267606
AATS5v,178.2914529418796
AATS6Z,13.353846153846154
AATS6d,2.769230769230769
AATS6i,167.06862168345756
AATS6m,45.50029501538461
AATS6p,1.2254646394359845
AATS6s,2.3273504273504275
AATS6v,159.86225246334394
AATS7Z,12.28
AATS7d,2.78
AATS7i,164.09377106253487
AATS7m,40.6314827
AATS7p,1.2706154424788598
AATS7s,2.13
AATS7v,161.68643188779654
AATS8Z,11.170731707317072
AATS8d,2.317073170731707
AATS8i,150.79912878671706
AATS8m,34.768628658536585
AATS8p,1.3810405492682924
AATS8s,1.9837398373983735
AATS8v,166.10054599763782
AMID_C,1.6578449554515846
AMID_N,0.44765606317044665
AMID_O,0.0
AMID_X,0.0
AMID_h,0.44765606317044665
ATS0dv,248.0
ATS0pe,211.9439
ATS0se,261.409708
ATS1dv,297.0
ATS1pe,244.30060000000003
ATS1se,291.0460399999999
ATS2dv,444.0
ATS2pe,430.5641999999999
ATS2se,522.395044
ATS3dv,422.0
ATS3pe,529.5642
ATS3se,647.09098
ATS4dv,314.0
ATS4pe,522.4076
ATS4se,646.0453239999999
ATS5dv,214.0
ATS5pe,434.1675
ATS5se,534.953332
ATS6dv,139.0
ATS6pe,396.2830000000001
ATS6se,492.143296
ATS7dv,64.0
ATS7pe,300.19100000000003
ATS7se,374.065164
ATS8dv,28.0
ATS8pe,238.41349999999997
ATS8se,297.105532
ATSC0Z,238.97142857142856
ATSC0c,0.27700354703814006
ATSC0d,23.14285714285715
ATSC0i,57.461545400379826
ATSC0m,1145.9776909714283
ATSC0p,7.801331424974171
ATSC0s,12.193650793650791
ATSC0v,1769.9712665804307
ATSC1Z,26.002448979591833
ATSC1c,-0.13599944028185063
ATSC1d,12.102040816326534
ATSC1i,-6.656061072788291
ATSC1m,121.07893803102013
ATSC1p,-0.34484479434772586
ATSC1s,0.6889569160997713
ATSC1v,5.348404475353597
ATSC2Z,114.82775510204083
ATSC2c,0.03686499391004256
ATSC2d,7.489795918367349
ATSC2i,-15.7305021814352
ATSC2m,542.1473360277547
ATSC2p,0.3968401359532651
ATSC2s,8.869024943310656
ATSC2v,352.31657990360014
ATSC3Z,16.555102040816323
ATSC3c,-0.03770364977966577
ATSC3d,1.2244897959183698
ATSC3i,-2.9068269924013332
ATSC3m,78.40353849795892
ATSC3p,0.0738722172296997
ATSC3s,2.6606575963718786
ATSC3v,56.591045325317495
ATSC4Z,-15.67265306122449
ATSC4c,0.02086034106039536
ATSC4d,-7.979591836734691
ATSC4i,2.6932863625198316
ATSC4m,-72.11592684408167
ATSC4p,0.3085109068881504
ATSC4s,-1.9885260770975073
ATSC4v,21.921170471319808
ATSC5Z,-101.51346938775511
ATSC5c,0.024086302983960996
ATSC5d,-12.204081632653061
ATSC5i,-22.049248956875985
ATSC5m,-486.71836648489784
ATSC5p,-3.199689547052976
ATSC5s,-4.300770975056692
ATSC5v,-738.3190389837824
ATSC6Z,-105.00408163265304
ATSC6c,-0.024158889511621373
ATSC6d,-9.551020408163264
ATSC6i,14.519678509425535
ATSC6m,-492.5152913183673
ATSC6p,0.23000531318468048
ATSC6s,-10.269160997732428
ATSC6v,-204.780616361303
ATSC7Z,-123.27346938775509
ATSC7c,-0.040858672200477855
ATSC7d,-19.20408163265306
ATSC7i,20.552111659472768
ATSC7m,-581.3715114163265
ATSC7p,-0.1548557628676458
ATSC7s,-7.503628117913832
ATSC7v,-338.5403379023074
ATSC8Z,-181.4808163265306
ATSC8c,-0.010191832168883398
ATSC8d,-10.795918367346939
ATSC8i,-23.48027445435681
ATSC8m,-875.7688857665304
ATSC8p,-6.071137472595799
ATSC8s,-4.8966893424036275
ATSC8v,-1451.6651028220292
AXp-0d,0.6833033254839967
AXp-1d,0.41910666775510347
AXp-2d,0.2671886893875532
AXp-3d,0.16397448958677452
AXp-4d,0.10326804073260179
AXp-5d,0.06490059892869976
AXp-6d,0.04135495084518728
AXp-7d,0.025934321002880678
GATS1Z,0.7619276850663244
GATS1c,1.516099871885606
GATS1d,0.5799220272904482
GATS1i,1.2651089837423626
GATS1m,0.767077767908376
GATS1p,1.0538366650123387
GATS1s,0.7643465928554791
GATS1v,0.9543283626233361
GATS2Z,0.6835454224107458
GATS2c,0.9884606970114238
GATS2d,0.9581320450885665
GATS2i,1.2068567172710534
GATS2m,0.6878708851133729
GATS2p,0.9597812345049945
GATS2s,0.526461255183395
GATS2v,0.8596667504198535
GATS3Z,0.9398613103778096
GATS3c,1.3209521368920847
GATS3d,0.9592592592592589
GATS3i,1.0862669370110496
GATS3m,0.9378040306255793
GATS3p,0.930433784104491
GATS3s,1.0501822442072377
GATS3v,0.9131235404168488
GATS4Z,1.0066884099073548
GATS4c,1.1812424553075893
GATS4d,1.1872667240884291
GATS4i,0.9878549712488579
GATS4m,1.0040148945405587
GATS4p,0.9299291190388124
GATS4s,1.1969312134073613
GATS4v,0.9417763965547764
GATS5Z,1.172277567846101
GATS5c,1.2596259543392043
GATS5d,1.3449834811337154
GATS5i,1.212040952361144
GATS5m,1.1708161429801858
GATS5p,1.1457622111523948
GATS5s,1.2468968981815918
GATS5v,1.1440164437229285
GATS6Z,1.25093808630394
GATS6c,1.3395295876227709
GATS6d,1.1527065527065523
GATS6i,0.8829734459625244
GATS6m,1.2412702521637649
GATS6p,0.8808543951525317
GATS6s,1.7117287164800836
GATS6v,0.9729465862521747
GATS7Z,1.3430894308943089
GATS7c,1.1283821578077362
GATS7d,1.6454320987654316
GATS7i,0.7453646266253392
GATS7m,1.3353716045752884
GATS7p,0.953870612871925
GATS7s,1.454582140067691
GATS7v,1.0773148937749233
GATS8Z,1.5129883006147136
GATS8c,0.32279406582733633
GATS8d,1.1824751580849138
GATS8i,1.2749845722687199
GATS8m,1.5239947831815777
GATS8p,1.7316479218006569
GATS8s,0.9237781065652367
GATS8v,1.7347000939282655
MATS1Z,0.1002196128772433
MATS1c,-0.4522059147048224
MATS1d,0.4816439246263808
MATS1i,-0.10669017904626917
MATS1m,0.09731435034107991
MATS1p,-0.04071358951671835
MATS1s,0.05204065553104304
MATS1v,0.002783187563428842
MATS2Z,0.24373609464994908
MATS2c,0.06750684167042763
MATS2d,0.16416174628735017
MATS2i,-0.1388622631250558
MATS2m,0.23997174994307358
MATS2p,0.025802739323612402
MATS2s,0.3689445305985382
MATS2v,0.10096848012229172
MATS3Z,0.028525613975862937
MATS3c,-0.05604633019402349
MATS3d,0.021786492374727705
MATS3i,-0.020830083027476458
MATS3m,0.02817141225705824
MATS3p,0.003899074419923813
MATS3s,0.08984715990014845
MATS3v,0.01316529571633889
MATS4Z,-0.026691079154293598
MATS4c,0.03064824901394233
MATS4d,-0.14032443296009178
MATS4i,0.019075451370852894
MATS4m,-0.02561088696768986
MATS4p,0.016094273860649332
MATS4s,-0.06636928367733701
MATS4v,0.0050404245286993395
MATS5Z,-0.2094051636456713
MATS5c,0.0428641790581329
MATS5d,-0.2599547904712223
MATS5i,-0.1891586451703992
MATS5m,-0.20936846415298638
MATS5p,-0.2021849428801141
MATS5s,-0.17386904085277102
MATS5v,-0.20563050740538885
MATS6Z,-0.236600080932936
MATS6c,-0.04696197197849902
MATS6d,-0.22222222222222213
MATS6i,0.13606122796865347
MATS6m,-0.23141859005502483
MATS6p,0.01587536896526109
MATS6s,-0.4534776600644866
MATS6v,-0.06229846089312129
MATS7Z,-0.3610951697752271
MATS7c,-0.10325164008241554
MATS7d,-0.580864197530864
MATS7i,0.2503670595941863
MATS7m,-0.3551204017300324
MATS7p,-0.013894940248319337
MATS7s,-0.4307602186930488
MATS7v,-0.13388818282313425
MATS8Z,-0.6482894168970383
MATS8c,-0.03140878384930835
MATS8d,-0.39822342667871113
MATS8i,-0.3488269692307386
MATS8m,-0.6523753396776135
MATS8p,-0.6643325411959236
MATS8s,-0.3428096087782019
MATS8v,-0.7001392229837
MAXaaN,4.7517970521541955
MINaaN,4.607001133786848
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,25.400600569376703
SpAD_D,138.44170409100758
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.741212417065592
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1005
TMWC10,116.3471599337556
TSRW10,67.61138868295961
VE1_Dt,4.3571736817482405
VE2_Dt,0.22932493061832845
VE3_Dt,2.1136774952050192
VR1_Dt,96.56276627327847
VR2_Dt,5.082250856488341
VR3_Dt,5.212047110783282
Xc-3dv,0.6614866875160397
Xc-4dv,0.0
Xc-5dv,0.10119022802485667
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.40647203227376255
Xch-7d,0.8379842675277687
Xp-0dv,11.271982045125275
Xp-1dv,6.877054903815654
Xp-2dv,5.446775981943866
Xp-3dv,3.951059511746947
Xp-4dv,3.0359805428734936
Xp-5dv,2.182279081484943
Xp-6dv,1.2785876569522971
Xp-7dv,0.8210868726086598
Xpc-4d,3.4378786811502895
Xpc-5d,5.995394738807757
Xpc-6d,9.778279340444914
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,38
nFRing,1
nHBAcc,4
nHBDon,0
nHRing,3
nSpiro,0
naRing,3
piPC10,8.400763390115712
AATS0dv,7.085714285714285
AATS0pe,6.055540000000001
AATS0se,7.468848800000001
AATS1dv,7.815789473684211
AATS1pe,6.428963157894738
AATS1se,7.6591063157894705
AATS2dv,6.434782608695652
AATS2pe,6.240060869565216
AATS2se,7.570942666666666
AATS3dv,4.964705882352941
AATS3pe,6.23016705882353
AATS3se,7.612835058823529
AATS4dv,3.6511627906976742
AATS4pe,6.074506976744186
AATS4se,7.512154930232557
AATS5dv,3.0140845070422535
AATS5pe,6.115035211267606
AATS5se,7.534553971830986
AATS6dv,2.1384615384615384
AATS6pe,6.0966615384615395
AATS6se,7.571435323076924
AATS7dv,1.28
AATS7pe,6.003820000000001
AATS7se,7.48130328
AATS8dv,0.6829268292682927
AATS8pe,5.814963414634145
AATS8se,7.246476390243902
AATSC0Z,6.827755102040816
AATSC0c,0.007914387058232573
AATSC0d,0.6612244897959185
AATSC0i,1.6417584400108522
AATSC0m,32.74221974204081
AATSC0p,0.2228951835706906
AATSC0s,0.3483900226757369
AATSC0v,50.570607616583736
AATSC1Z,0.6842749731471535
AATSC1c,-0.003578932638996069
AATSC1d,0.3184747583243825
AATSC1i,-0.17515950191548135
AATSC1m,3.1862878429215824
AATSC1p,-0.009074863009150681
AATSC1s,0.018130445160520297
AATSC1v,0.1407474861935157
AATSC2Z,1.6641703637976932
AATSC2c,0.0005342752740585879
AATSC2d,0.10854776693286014
AATSC2i,-0.22797829248456813
AATSC2m,7.857207768518184
AATSC2p,0.0057513063181632625
AATSC2s,0.12853659338131385
AATSC2v,5.106037389907248
AATSC3Z,0.19476590636254498
AATSC3c,-0.000443572350349009
AATSC3d,0.014405762304921998
AATSC3i,-0.034197964616486276
AATSC3m,0.9223945705642226
AATSC3p,0.0008690849085847023
AATSC3s,0.031301854074963276
AATSC3v,0.6657770038272647
AATSC4Z,-0.18224015187470338
AATSC4c,0.0002425621053534344
AATSC4d,-0.09278595158993827
AATSC4i,0.03131728328511432
AATSC4m,-0.8385572888846706
AATSC4p,0.0035873361266064003
AATSC4s,-0.02312239624531985
AATSC4v,0.25489733106185825
AATSC5Z,-1.4297671744754241
AATSC5c,0.00033924370399945067
AATSC5d,-0.17188847369933888
AATSC5i,-0.3105528022095209
AATSC5m,-6.8551882603506735
AATSC5p,-0.04506604995849262
AATSC5s,-0.06057423908530552
AATSC5v,-10.398859703996935
AATSC6Z,-1.6154474097331237
AATSC6c,-0.0003716752232557134
AATSC6d,-0.14693877551020407
AATSC6i,0.22337966937577747
AATSC6m,-7.577158327974882
