DLiP-ID,C101LD
GATS1se,0.6502341163018446
GATS2dv,1.020037509961068
GATS2pe,0.8744770595151253
GATS2se,0.8478910948229574
GATS3dv,1.0787911325655286
GATS3pe,0.9722774758836057
GATS3se,0.9282918293192008
GATS4dv,0.97979345373369
GATS4pe,1.083185287169946
GATS4se,1.078602528254624
GATS5dv,0.9216006349885552
GATS5pe,1.0328439013326187
GATS5se,1.0747763374250308
GATS6dv,1.0981081349392676
GATS6pe,0.9250297477599585
GATS6se,0.9683422891521679
GATS7dv,1.2236494230934813
GATS7pe,1.1093816931777134
GATS7se,1.1244296233369944
GATS8dv,0.9886951867116233
GATS8pe,1.030048239103178
GATS8se,0.9839111523930593
MATS1dv,0.2700012382083264
MATS1pe,-0.007919874154276307
MATS1se,-0.037279470315652805
MATS2dv,-0.045212774191231396
MATS2pe,-0.06705056757233106
MATS2se,-0.06969015224247449
MATS3dv,-0.07420232213226402
MATS3pe,-0.03486694061759832
MATS3se,-0.0029321528610797005
MATS4dv,-0.0029286210662166396
MATS4pe,-0.0938024908518032
MATS4se,-0.09817936219847613
MATS5dv,0.15261536727832758
MATS5pe,0.0006121051038940784
MATS5se,-0.0553436813766117
MATS6dv,0.06579201558353746
MATS6pe,0.15535528831621773
MATS6se,0.15141480501461574
MATS7dv,-0.2450716648075924
MATS7pe,-0.19953425823350737
MATS7se,-0.17368807526121177
MATS8dv,-0.06910502217478684
MATS8pe,-0.11726152068552505
MATS8se,-0.10115680394570904
MAXaaCH,1.711113272682797
MAXaasC,0.525102689351427
MAXdsCH,1.4551514248268536
MAXdssC,-0.04067223894452221
MAXsCH3,2.0344253266871952
MAXsssN,2.181546688954779
MDEC-12,1.9107530426489325
MDEC-13,0.57678026160672
MDEC-22,19.08605739786339
MDEC-23,20.412755724748735
MDEC-33,3.571097239829953
MDEN-33,0.33333333333333337
MDEO-11,0.1111111111111111
MDEO-12,0.47140452079103173
MINaaCH,1.3469466060161301
MINaasC,-0.3747078537438162
MINdsCH,1.3384688331382955
MINdssC,-0.23304073689493787
MINsCH3,2.0344253266871952
MINsssN,1.7970262939531865
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SddssSe,0
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,49.85
TpiPC10,8.080440568954401
VAdjMat,5.906890595608519
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.10555555555555556
Xch-7dv,0.12676563979618657
Xpc-4dv,1.3941075420573117
Xpc-5dv,1.4293588101835972
Xpc-6dv,1.555316094259991
Zagreb1,140.0
Zagreb2,159.0
fragCpx,88.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,12
nBondsD,3
nBondsM,15
nBondsO,30
nBondsS,39
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,0
AATS0are,6.303371698113206
AATS1are,6.347703703703704
AATS2are,6.3520219780219795
AATS3are,6.271100847457627
AATS4are,6.070515873015875
AATS5are,6.029756521739131
AATS6are,6.352035714285716
AATS7are,6.321142857142857
AATS8are,6.04788043478261
AATSC0dv,4.212096040504727
AATSC0pe,0.15235720897116403
AATSC0se,0.10338349021003916
AATSC1dv,1.137271146388665
AATSC1pe,-0.0012066499215483961
AATSC1se,-0.0038540817544137373
AATSC2dv,-0.1904405471511201
AATSC2pe,-0.010215637335252797
AATSC2se,-0.007204811172095999
AATSC3dv,-0.3125473072495656
AATSC3pe,-0.005312229757860594
AATSC3se,-0.0003031361966077715
AATSC4dv,-0.01233563319714984
AATSC4pe,-0.014291485700723883
AATSC4se,-0.010150125130674046
AATSC5dv,0.6428305842332184
AATSC5pe,9.325862522630616e-05
AATSC5se,-0.005721622941786461
AATSC6dv,0.27712228833624347
AATSC6pe,0.023669498126769422
AATSC6se,0.015653791011883515
AATSC7dv,-1.0322653889759617
AATSC7pe,-0.03040048267858869
AATSC7se,-0.017956479428368033
AATSC8dv,-0.291076990281411
AATSC8pe,-0.017865638011361012
AATSC8se,-0.010457943450400062
ATSC0are,8.454607547169804
ATSC1are,-0.028613349946598088
ATSC2are,-1.0602997508009924
ATSC3are,-0.4556620861516514
ATSC4are,-2.0094726593093633
ATSC5are,-0.4641446778212919
ATSC6are,2.189405019579924
ATSC7are,-2.369197757208966
ATSC8are,-1.7229470630117487
BalabanJ,2.9999945720102003e-06
Diameter,100000000
GATS1are,0.6250893557979883
GATS2are,0.9237667946988445
GATS3are,1.0115449128209568
GATS4are,1.1313660039439133
GATS5are,1.0937260300061524
GATS6are,0.976840982479641
GATS7are,1.1563564843424305
GATS8are,1.0671338410151456
HybRatio,0.2727272727272727
Lipinski,True
MATS1are,-0.0033216767234969
MATS2are,-0.07304150004055492
MATS3are,-0.024207130054955187
MATS4are,-0.0999755893873025
MATS5are,-0.025301015413432385
MATS6are,0.1633914173148672
MATS7are,-0.19288257900920125
MATS8are,-0.11739957463912931
MAXssCH2,0.8640350215215478
MINssCH2,-0.023616873808349093
NsssssAs,0
RotRatio,0.2
SMR_VSA1,18.716352369618512
SMR_VSA2,0.0
SMR_VSA3,9.799819461700956
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,39.833579570840406
SMR_VSA7,71.55108047896665
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SsssssAs,0
VMcGowan,311.99000000000075
mZagreb2,6.25
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,9
nBondsKS,45
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1595208971164114
AATSC1are,-0.0005298768508629275
AATSC2are,-0.011651645613197719
AATSC3are,-0.0038615431029800965
AATSC4are,-0.015948195708804472
AATSC5are,-0.004036040676706886
AATSC6are,0.026064345471189573
AATSC7are,-0.030768802041674884
AATSC8are,-0.018727685467519007
LabuteASA,175.71736970929044
PEOE_VSA1,14.536682415501005
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,12.407033161179976
PEOE_VSA6,18.19910120538483
PEOE_VSA7,49.531547538653
PEOE_VSA8,37.305928607044294
PEOE_VSA9,0.0
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
PEOE_VSA10,11.5667326743298
PEOE_VSA11,12.390126910877857
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,4.736862953800049
SlogP_VSA2,61.323823708257805
SlogP_VSA3,4.794537184071822
SlogP_VSA4,5.817220841045895
SlogP_VSA5,15.921440167465814
SlogP_VSA6,54.60695665452676
SlogP_VSA7,0.0
SlogP_VSA8,6.076020106833881
SlogP_VSA9,0.0
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,29
EState_VSA1,0.0
EState_VSA2,36.521560642455235
EState_VSA3,29.965927628503046
EState_VSA4,13.08951281182515
EState_VSA5,18.218407282129373
EState_VSA6,47.36447921008175
EState_VSA7,7.04767198267719
EState_VSA8,4.899909730850478
EState_VSA9,4.736862953800049
GhoseFilter,True
SlogP_VSA10,4.39041504767482
SlogP_VSA11,5.749511833283905
TopoPSA(NO),49.85
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,13.586628369443183
VSA_EState9,55.41337163055681
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
EState_VSA10,13.979489415818463
FilterItLogS,-4.812497938343184
PetitjeanIndex,0.0
TopoShapeIndex,0.0
CDK Descriptors
FMFDescriptor,0.8275862068965517
MDEDescriptor,"0.0,1.9107530426489325,0.57678026160672,0.0,19.08605739786339,20.412755724748735,0.0,3.571097239829953,0.0,0.0,0.1111111111111111,0.47140452079103173,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337"
APolDescriptor,62.066031999999964
BCUTDescriptor,"11.994284197223527,34.96885395591997,-0.33679268298405274,0.22902768111344074,2.7299936662488546,9.311539681887398"
BPolDescriptor,35.651968
TPSADescriptor,49.85
ALOGPDescriptor,"3.134800000000003,9.826971040000018,107.23179999999999"
XLogPDescriptor,3.3930000000000002
VAdjMaDescriptor,5.906890595608519
WeightDescriptor,418.14594872
ChiPathDescriptor,"19.932510652501765,13.524877143252587,11.93184640355658,9.873575559058064,7.169722314266696,5.689002612915864,3.7409616116559947,2.247680085946878,17.03091800462132,9.188715731464285,6.716212205525621,4.6766160085047135,2.8795886190886897,1.9499386834260617,0.9890341690045164,0.4800501340308416"
ChiChainDescriptor,"0.0,0.0,0.0,0.25,0.38074284172936224,0.0,0.0,0.0,0.10555555555555556,0.12676563979618657"
AtomCountDescriptor,53
BondCountDescriptor,30
SmallRingDescriptor,"3,2,3,2,0,0,0,3,0,0,0"
ChiClusterDescriptor,"1.6999060610132923,0.0,0.3535533905932738,0.0,0.7481480051302797,0.0,0.07010154043768749,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,13,2,5,0,0,0"
ZagrebIndexDescriptor,140.0
LargestChainDescriptor,19
MannholdLogPDescriptor,3.11
WeightedPathDescriptor,"57.71698596848523,1.990240895465008,18.32272806303787,8.187396473915511,6.597217760524814"
FractionalPSADescriptor,0.11921674753180664
WienerNumbersDescriptor,"2.8000002552E10,40.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.901921164135903,4.791387851081313,5.746106140183972,1.3941075420573115,1.429358810183598,1.4230140844162273"
FractionalCSP3Descriptor,0.2727272727272727
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,5,0,2,8,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,1
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,17
PetitjeanNumberDescriptor,0.999000000999
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"25.26222222222222,12.7575,7.88338192419825"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,2104.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.2727272727272727
AutocorrelationDescriptorMass,"41.25836175606723,32.90724461913808,44.540493348814515,45.75791010838744,35.650943816784725"
PetitjeanShapeIndexDescriptor,"999.000999000999,NaN"
RotatableBondsCountDescriptor,7
AutocorrelationDescriptorCharge,"0.6525145519552155,-0.32085632343057585,-0.15969773455138622,0.33701312912034037,-0.18062465462592725"
EccentricConnectivityIndexDescriptor,-129542204
AutocorrelationDescriptorPolarizability,"1646.6362725868844,1850.2169605092306,2400.0614498431714,2307.7383212001023,1803.8226742568097"
