DLiP-ID,T000CY
DLiP-Mol-ID,15805
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H24F3N5O5/c22-21(23,24)34-15-9-7-14(8-10-15)16(13-19(31)32)27-20(33)29-28-18(30)6-2-4-12-26-17-5-1-3-11-25-17/h1,3,5,7-11,16H,2,4,6,12-13H2,(H,25,26)(H,28,30)(H,31,32)(H2,27,29,33)"
Standard Inchi Key(RDKit),AZKACDCTOIWOHD-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(O)CC(NC(=O)NNC(=O)CCCCNc1ccccn1)c1ccc(OC(F)(F)F)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),483.447
MW Monoisotopic(RDKit),483.172953528
MolLogP(RDKit),3.1088
XLogP(SDF),
XLogP(CDK),3.228
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),141.68
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),11
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.244231632474451
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,18898541.583213203
qed,0.24423163247445084
Chi0,24.97648072687178
Chi1,16.120012157643057
TPSA,141.67999999999998
Chi0n,17.893000100522425
Chi0v,17.893000100522425
Chi1n,10.19928099199466
Chi1v,10.19928099199466
Chi2n,7.012786376558715
Chi2v,7.012786376558715
Chi3n,4.317194249243038
Chi3v,4.317194249243038
Chi4n,2.806291787764824
Chi4v,2.806291787764824
MolMR,114.50660000000002
MolWt,483.4470000000001
fr_SH,0
Kappa1,26.224144099162075
Kappa2,12.86635380094102
