DLiP-ID,I000R3
MW,336.11437812000054
MZ,0.689922480620155
Mi,1.1277201090722315
Mm,0.6513525392421289
Mp,0.673497563013508
Mv,0.6274524730307348
SZ,29.666666666666668
Si,48.49196469010595
Sm,28.00815918741154
Sp,28.960395209580845
Sv,26.9804563403216
nB,0
nC,16
nF,0
nH,20
nI,0
nN,2
nO,4
nP,0
nS,1
nX,0
ABC,18.038696602366198
AMW,7.816613444651176
IC0,1.6951354082428596
IC1,3.2925082242893957
IC2,4.140585393884789
IC3,4.5829005103651115
IC4,4.5829005103651115
IC5,4.5829005103651115
MID,46.43076117552567
Mpe,0.9778385772913815
Mse,1.0140500347228105
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,85.72780000000004
SdO,25.86206396447468
SdS,0
Spe,42.047058823529404
SsF,0
SsI,0
Sse,43.60415149308085
StN,0
fMF,0.4186046511627907
nBr,0
nCl,0
AMID,2.0187287467619854
BIC0,0.2973692367710261
BIC1,0.5775884645900755
BIC2,0.7263624559887515
BIC3,0.8039556134205715
BIC4,0.8039556134205715
BIC5,0.8039556134205715
CIC0,3.7311293464592383
CIC1,2.133756530412702
CIC2,1.2856793608173085
CIC3,0.8433642443369864
CIC4,0.8433642443369864
CIC5,0.8433642443369864
GGI1,5.5
GGI2,4.000000000000001
GGI3,2.8472222222222223
GGI4,1.2900000000000005
GGI5,0.9444444444444444
GGI6,0.802358276643991
GGI7,0.36809098639455784
GGI8,0.11616591080876794
GGI9,0.05813271604938272
JGI1,0.21999999999999997
JGI2,0.10810810810810814
JGI3,0.07300569800569798
JGI4,0.03486486486486488
JGI5,0.029513888888888888
JGI6,0.028655652737285393
JGI7,0.013632999496094731
JGI8,0.008297565057769138
JGI9,0.005813271604938272
MIC0,18.921533361178316
MIC1,35.63591645341347
MIC2,39.435942295542596
MIC3,39.88179593295476
MIC4,39.88179593295476
MIC5,39.88179593295476
MPC2,37
MPC3,50
MPC4,64
MPC5,72
MPC6,73
MPC7,88
MPC8,83
MPC9,82
Mare,0.9914418604651164
NaaN,1
NaaO,1
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.2257470437151047
RPCG,0.14485772410395878
SIC0,0.3123945264141323
SIC1,0.6067724987868113
SIC2,0.7630636507916039
SIC3,0.8445773874917964
SIC4,0.8445773874917964
SIC5,0.8445773874917964
SaaN,3.94527158567743
SaaO,5.195352103804485
SaaS,0
Sare,42.632000000000005
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.248301853352809
SssS,0
StCH,0
StsC,0
TIC0,72.89082255444296
TIC1,141.57785364444402
TIC2,178.04517193704595
TIC3,197.0647219456998
TIC4,197.0647219456998
TIC5,197.0647219456998
Vabc,288.90400442324034
WPol,39
apol,48.363859999999974
bpol,31.902139999999996
nRot,3
ABCGG,15.654260428864976
ATS0Z,1206.0
ATS0d,144.0
ATS0i,6998.677813955081
ATS0m,4772.654918000001
ATS0p,66.91747409697999
ATS0s,205.27169067215362
ATS0v,9346.91400767532
ATS1Z,1414.0
ATS1d,180.0
ATS1i,6535.8995142629965
ATS1m,5427.136605000003
ATS1p,84.41130620000004
ATS1s,122.50308641975309
ATS1v,11927.154172564557
ATS2Z,1971.0
ATS2d,293.0
ATS2i,12715.837781161235
ATS2m,7464.177116999997
ATS2p,126.05273203703702
ATS2s,283.2716049382716
ATS2v,17650.163854413917
ATS3Z,2236.0
ATS3d,322.0
ATS3i,14867.360187231647
ATS3m,8218.626653999998
ATS3p,153.668181635641
ATS3s,295.8179012345678
ATS3v,20572.27180897148
ATS4Z,2230.0
ATS4d,334.0
ATS4i,17857.226296244076
ATS4m,7903.856818000001
ATS4p,159.91277787618802
ATS4s,390.08179012345664
ATS4v,21268.525908560834
ATS5Z,1899.0
ATS5d,294.0
ATS5i,18199.589875191563
ATS5m,6671.619850000001
ATS5p,143.39195553073498
ATS5s,414.95987654320976
ATS5v,19345.890908952664
ATS6Z,1743.0
ATS6d,271.0
ATS6i,16635.005593596074
ATS6m,6272.751351999998
ATS6p,135.65593374922503
ATS6s,252.56944444444454
ATS6v,17346.95099922938
ATS7Z,1597.0
ATS7d,244.0
ATS7i,16431.056368895006
ATS7m,5610.034614999996
ATS7p,119.723490732074
ATS7s,333.611111111111
ATS7v,15510.826451488912
ATS8Z,979.0
ATS8d,188.0
ATS8i,15544.345717595528
ATS8m,3076.2633499999993
ATS8p,90.40298983098
ATS8s,258.83333333333337
ATS8v,11645.80192028568
C1SP1,0
C1SP2,0
C1SP3,7
C2SP1,0
C2SP2,6
C2SP3,0
C3SP2,3
C3SP3,0
C4SP3,0
FCSP3,0.4375
GGI10,0.02938271604938271
JGI10,0.007345679012345677
JGT10,0.5292377277759931
Kier1,17.8112
Kier2,7.086924762600439
Kier3,3.52
MAXdO,12.93103198223734
MID_C,32.51498985033806
MID_N,4.1769092316955465
MID_O,7.486143903405947
MID_X,0.0
MID_h,13.9157713251876
MINdO,12.93103198223734
MPC10,76
MWC01,25.0
MWC02,4.8283137373023015
MWC03,5.700443573390687
MWC04,6.608000625296087
MWC05,7.498315870766981
MWC06,8.409830673087738
MWC07,9.307194813340065
MWC08,10.219647746416857
MWC09,11.120726964962449
MWC10,12.033271624270313
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.2877600000000005
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.293304824724492
SRW05,2.3978952727983707
SRW06,6.85751406254539
SRW07,4.727387818712341
SRW08,8.51057131510735
SRW09,6.78332520060396
SRW10,10.210641315177503
SaaCH,5.445840655706727
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,4.1464453945158315
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,5.4837485931777055
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.4820892384731672
SsssP,0
VE1_A,4.315015848674839
VE1_D,4.730795482111181
VE2_A,0.18760938472499297
VE2_D,0.20568676009179046
VE3_A,2.295010120389553
VE3_D,2.3870024893347956
VR1_A,144.92553690091216
VR1_D,129.5178917270398
VR2_A,6.301110300039659
VR2_D,5.631212683784339
VR3_A,5.809129194835164
VR3_D,5.696728154585837
WPath,1123
Xc-3d,2.1577568589824487
Xc-4d,0.16666666666666666
Xc-5d,0.8609618568023515
Xc-6d,0.15137471507731048
Xp-0d,16.61251969619286
Xp-1d,10.908720733802744
Xp-2d,10.422478519296527
Xp-3d,8.785210419312122
Xp-4d,7.291219601752699
Xp-5d,5.257632095227592
Xp-6d,3.090075940091662
Xp-7d,2.5326920234313266
ZMIC0,76.3208108129553
ZMIC1,38.988748465616126
ZMIC2,30.729677532124505
ZMIC3,28.46592671402498
ZMIC4,28.46592671402498
ZMIC5,28.46592671402498
nAcid,0
nAtom,43
nBase,0
nRing,3
piPC1,3.5115454388310208
piPC2,4.1705337005796475
piPC3,4.715145039196663
piPC4,5.2558664418744705
piPC5,5.632778653994199
piPC6,5.921578419643816
piPC7,6.393538495060076
piPC8,6.603011818602061
piPC9,6.821499298426947
AATS0Z,28.046511627906977
AATS0d,3.3488372093023258
AATS0i,162.75994916174605
AATS0m,110.99197483720933
AATS0p,1.556220327836744
AATS0s,4.773760248189619
AATS0v,217.37009320175162
AATS1Z,31.42222222222222
AATS1d,4.0
AATS1i,145.24221142806658
AATS1m,120.60303566666674
AATS1p,1.8758068044444454
AATS1s,2.7222908093278466
AATS1v,265.0478705014346
AATS2Z,24.333333333333332
AATS2d,3.617283950617284
AATS2i,156.9856516192745
AATS2m,92.15033477777774
AATS2p,1.5562065683584816
AATS2s,3.4971803078798964
AATS2v,217.9032574619002
AATS3Z,23.291666666666668
AATS3d,3.3541666666666665
AATS3i,154.868335283663
AATS3m,85.61069431249997
AATS3p,1.6007102253712604
AATS3s,3.0814364711934146
AATS3v,214.29449801011958
AATS4Z,19.56140350877193
AATS4d,2.9298245614035086
AATS4i,156.6423359319656
AATS4m,69.3320773508772
AATS4p,1.4027436655805967
AATS4s,3.4217700888022513
AATS4v,186.5660167417617
AATS5Z,16.805309734513273
AATS5d,2.601769911504425
AATS5i,161.05831747957134
AATS5m,59.04088362831859
AATS5p,1.2689553586790705
AATS5s,3.672211296842564
AATS5v,171.2025744155103
AATS6Z,16.6
AATS6d,2.580952380952381
AATS6i,158.42862470091498
AATS6m,59.740489066666655
AATS6p,1.291961273802143
AATS6s,2.4054232804232814
AATS6v,165.2090571355179
AATS7Z,15.656862745098039
AATS7d,2.392156862745098
AATS7i,161.0887879303432
AATS7m,55.00033936274506
AATS7p,1.173759713059549
AATS7s,3.2706971677559897
AATS7v,152.06692599498933
AATS8Z,10.641304347826088
AATS8d,2.0434782608695654
AATS8i,168.96027953908182
AATS8m,33.43764510869564
AATS8p,0.982641193815
AATS8s,2.8134057971014497
AATS8v,126.58480348136608
AMID_C,1.4136952108842635
AMID_N,0.1816047492041542
AMID_O,0.325484517539389
AMID_X,0.0
AMID_h,0.6050335358777218
ATS0dv,336.44444444444446
ATS0pe,273.3139999999999
ATS0se,337.5715209999999
ATS1dv,273.0
ATS1pe,295.4372000000001
ATS1se,355.17889999999977
ATS2dv,482.3333333333333
ATS2pe,526.4973
ATS2se,642.2690919999999
ATS3dv,419.0
ATS3pe,620.0501000000003
ATS3se,760.412362
ATS4dv,391.66666666666663
ATS4pe,729.6236999999998
ATS4se,902.3774980000002
ATS5dv,407.33333333333337
ATS5pe,724.4177
ATS5se,896.8706600000003
ATS6dv,306.66666666666663
ATS6pe,626.3214000000002
ATS6se,786.0674679999996
ATS7dv,342.0
ATS7pe,625.8226
ATS7se,782.9851399999999
ATS8dv,126.0
ATS8pe,571.6959999999999
ATS8se,720.3611760000001
ATSC0Z,469.16279069767444
ATSC0c,0.5625788118106865
ATSC0d,30.046511627906977
ATSC0i,64.88233486752412
ATSC0m,2140.81778227907
ATSC0p,12.520661210942787
ATSC0s,76.80499330079435
ATSC0v,2177.2158367699926
ATSC1Z,127.75987020010804
ATSC1c,-0.19375931806350177
ATSC1d,14.369929691725265
ATSC1i,-12.359422508022927
ATSC1m,553.3083097312056
ATSC1p,-1.6139618806494331
ATSC1s,-14.93645301727624
ATSC1v,-33.58901903501372
ATSC2Z,175.69334775554356
ATSC2c,-0.10429619348370925
ATSC2d,3.005408328826391
ATSC2i,18.416949732333553
ATSC2m,823.0221616371014
ATSC2p,5.353199781528948
ATSC2s,32.429902002788
ATSC2v,859.7985445889857
ATSC3Z,-134.3169280692266
ATSC3c,0.04778747311285168
ATSC3d,-16.150351541373713
ATSC3i,10.605773908541002
ATSC3m,-583.4288764835047
ATSC3p,0.3781302643594182
ATSC3s,-3.162943061945028
ATSC3v,-16.31208642527171
ATSC4Z,-345.1757706868577
ATSC4c,0.01487738898052262
ATSC4d,-15.053542455381288
ATSC4i,-30.855273966880713
ATSC4m,-1559.047831297999
ATSC4p,-7.770473242392886
ATSC4s,-30.833754769381883
ATSC4v,-1065.5316420752451
ATSC5Z,-196.56733369388863
ATSC5c,-0.03861641168173326
ATSC5d,5.7847485127095695
ATSC5i,5.548428259547489
ATSC5m,-916.3955501287182
ATSC5p,0.7361112458076662
ATSC5s,-40.47178145084172
ATSC5v,-577.874107573031
ATSC6Z,156.11411573823688
ATSC6c,-0.2668408334103136
ATSC6d,-9.113574905354247
ATSC6i,-22.734736337040307
ATSC6m,682.2509191325044
ATSC6p,-1.817875273706465
ATSC6s,-4.9270791370562455
ATSC6v,-167.62353607018986
ATSC7Z,-45.432666306111386
ATSC7c,0.4416109050059827
ATSC7d,-14.76149269875608
ATSC7i,-32.793957826217294
ATSC7m,-187.29437622011903
ATSC7p,-8.00717101544192
ATSC7s,59.405702559719764
ATSC7v,-695.1211062886889
ATSC8Z,-222.13899405083825
ATSC8c,-0.12270485854473184
ATSC8d,0.4121146565711199
ATSC8i,13.939002524614935
ATSC8m,-1036.1640912482417
ATSC8p,1.261030576547053
ATSC8s,-51.96986683566767
ATSC8v,-472.3013337685761
AXp-0d,0.7222834650518635
AXp-1d,0.4363488293521097
AXp-2d,0.28168860862963585
AXp-3d,0.17570420838624246
AXp-4d,0.11392530627738592
AXp-5d,0.07302266798927211
AXp-6d,0.04232980739851592
AXp-7d,0.028780591175355984
GATS1Z,0.8206106870229007
GATS1c,1.3355351502248527
GATS1d,0.7921052631578948
GATS1i,1.4275030688063297
GATS1m,0.8128096919490659
GATS1p,1.3793658525129027
GATS1s,0.743786243967404
GATS1v,1.0637360404954757
GATS2Z,0.7465623152646054
GATS2c,1.2626117009076807
GATS2d,1.1907464740282079
GATS2i,0.948540762195601
GATS2m,0.7399815630694678
GATS2p,0.7749233405686683
GATS2s,0.5947130175637444
GATS2v,0.7578666427714158
GATS3Z,1.394105655794587
GATS3c,1.1397714942588058
GATS3d,1.5434404024767803
GATS3i,1.0804312028277114
GATS3m,1.356624356725101
GATS3p,1.258814617105809
GATS3s,0.9304593235350112
GATS3v,1.0159777983557747
GATS4Z,1.5304978268015632
GATS4c,0.9978239279599779
GATS4d,1.3978328173374612
GATS4i,1.2452939504142977
GATS4m,1.4994938735654175
GATS4p,1.4600119664757847
GATS4s,1.7204456802774535
GATS4v,1.1842632493275278
GATS5Z,1.0219672916423574
GATS5c,0.9540203772257888
GATS5d,0.8473588317488151
GATS5i,0.926006563102126
GATS5m,1.0345904836147295
GATS5p,0.8505629000788446
GATS5s,1.8922440402335583
GATS5v,1.0294529802462538
GATS6Z,0.7545355407950828
GATS6c,0.831894702402884
GATS6d,1.098297213622291
GATS6i,1.107919588075894
GATS6m,0.7673061317022769
GATS6p,1.0326641973132678
GATS6s,0.6847879031708312
GATS6v,1.0609791389196632
GATS7Z,1.0913683308160183
GATS7c,0.5718752734503549
GATS7d,1.2128255326898563
GATS7i,1.1793957085184847
GATS7m,1.0815227215647658
GATS7p,1.3069202696386097
GATS7s,0.5465926227129569
GATS7v,1.1370130851478373
GATS8Z,0.9842462963521709
GATS8c,1.2009692308793722
GATS8d,0.736900996096379
GATS8i,0.7583745282455274
GATS8m,1.012302363856418
GATS8p,0.6543480972729109
GATS8s,1.5894172489714646
GATS8v,0.9887450215303879
MATS1Z,0.2602117136468279
MATS1c,-0.3291055207364247
MATS1d,0.4570003439972482
MATS1i,-0.18202357953229364
MATS1m,0.24696956166715253
MATS1p,-0.12317482403897188
MATS1s,-0.18582920260218597
MATS1v,-0.014741842863032324
MATS2Z,0.19879945706917718
MATS2c,-0.09841663762815984
MATS2d,0.0530997974238428
MATS2i,0.15068661232034664
MATS2m,0.2040869629373447
MATS2p,0.22697060948826497
MATS2s,0.22415045119907018
MATS2v,0.2096421754347436
MATS3Z,-0.12823436105878852
MATS3c,0.03804765699625108
MATS3d,-0.24076044891640863
MATS3i,0.07321720012440217
MATS3m,-0.12206901481982553
MATS3p,0.013527308560160515
MATS3s,-0.01844586988784002
MATS3v,-0.003355870949765722
MATS4Z,-0.27751109209526237
MATS4c,0.009974863259890812
MATS4d,-0.1889766987127261
MATS4i,-0.17937691107806394
MATS4m,-0.27469031047239867
MATS4p,-0.2340905107177731
MATS4s,-0.15142603914092273
MATS4v,-0.18459862875699332
MATS5Z,-0.15943284574643088
MATS5c,-0.02612032380165804
MATS5d,0.07326228115838786
MATS5i,0.032541196475764686
MATS5m,-0.16288957128602938
MATS5p,0.022372071587628918
MATS5s,-0.20051777535457316
MATS5v,-0.10100009056213445
MATS6Z,0.13626921969342906
MATS6c,-0.1942442060393005
MATS6d,-0.12421494913754978
MATS6i,-0.14349692951516013
MATS6m,0.13050993772894695
MATS6p,-0.05945877735887979
MATS6s,-0.026271159351975222
MATS6v,-0.03152917955950354
MATS7Z,-0.04082375490098882
MATS7c,0.3309212845957756
MATS7d,-0.20711163722454917
MATS7i,-0.21307654568398723
MATS7m,-0.036881902685032206
MATS7p,-0.2696001463401107
MATS7s,0.326067087757994
MATS7v,-0.13459448794248657
MATS8Z,-0.2213002314645195
MATS8c,-0.10194337696517616
MATS8d,0.006410687844932029
MATS8i,0.10041205490815937
MATS8m,-0.22621920003454296
MATS8p,0.04707376999225089
MATS8s,-0.316258914989767
MATS8v,-0.10139074533042419
MAXaaN,3.94527158567743
MAXaaO,5.195352103804485
MAXssO,5.248301853352809
MINaaN,3.94527158567743
MINaaO,5.195352103804485
MINssO,5.248301853352809
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,-3.529664115646258
SdssSe,0
SdsssP,0
SpAD_A,29.435831707387432
SpAD_D,201.3324225088188
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.6372173931300913
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,673
TMWC10,123.72574562883348
TSRW10,71.71246544239374
VE1_Dt,4.733092842470088
VE2_Dt,0.20578664532478647
VE3_Dt,2.387487989654588
VR1_Dt,128.46265323113593
VR2_Dt,5.585332749179823
VR3_Dt,5.688547348693882
Xc-3dv,1.3716303094543874
Xc-4dv,0.04564354645876384
Xc-5dv,0.42782122414202095
Xc-6dv,0.035997930146750165
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4181090996453738
Xch-7d,0.4782803950977552
Xp-0dv,14.312643156562027
Xp-1dv,8.968239794953814
Xp-2dv,7.602261697502626
Xp-3dv,6.13869172011718
Xp-4dv,4.513449671312416
Xp-5dv,2.872406961391125
Xp-6dv,1.7619021269076809
Xp-7dv,1.1956661980754377
Xpc-4d,5.099565092211913
Xpc-5d,8.458547045591525
Xpc-6d,12.325296644889256
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,45
nFRing,0
nHBAcc,5
nHBDon,0
nHRing,2
nSpiro,0
naRing,2
piPC10,6.892736814307957
AATS0dv,7.8242894056847545
AATS0pe,6.356139534883718
AATS0se,7.850500488372091
AATS1dv,6.066666666666666
AATS1pe,6.565271111111112
AATS1se,7.89286444444444
AATS2dv,5.954732510288066
AATS2pe,6.4999666666666664
AATS2se,7.929248049382714
AATS3dv,4.364583333333333
AATS3pe,6.458855208333336
AATS3se,7.920962104166667
AATS4dv,3.4356725146198825
AATS4pe,6.40020789473684
AATS4se,7.9155920877193
AATS5dv,3.6047197640118
AATS5pe,6.41077610619469
AATS5se,7.936908495575223
AATS6dv,2.9206349206349205
AATS6pe,5.964965714285715
AATS6se,7.486356838095235
AATS7dv,3.3529411764705883
AATS7pe,6.135515686274509
AATS7se,7.6763249019607835
AATS8dv,1.3695652173913044
AATS8pe,6.214086956521738
AATS8se,7.830012782608697
AATSC0Z,10.910762574364522
AATSC0c,0.01308322818164387
AATSC0d,0.6987560843699296
AATSC0i,1.5088915085470727
AATSC0m,49.786460053001626
AATSC0p,0.2911781676963439
AATSC0s,1.7861626349021942
AATSC0v,50.632926436511454
AATSC1Z,2.8391082266690675
AATSC1c,-0.004305762623633373
AATSC1d,0.3193317709272281
AATSC1i,-0.2746538335116206
AATSC1m,12.295740216249012
AATSC1p,-0.035865819569987405
AATSC1s,-0.3319211781616942
AATSC1v,-0.7464226452225271
AATSC2Z,2.169053675994365
AATSC2c,-0.0012876073269593735
AATSC2d,0.037103806528720876
AATSC2i,0.22736974978189572
AATSC2m,10.160767427618536
AATSC2p,0.0660888861917154
AATSC2s,0.4003691605282469
AATSC2v,10.614796846777601
AATSC3Z,-1.3991346673877771
AATSC3c,0.0004977861782588717
AATSC3d,-0.16823282855597618
AATSC3i,0.1104768115473021
AATSC3m,-6.077384130036507
AATSC3p,0.003938856920410606
AATSC3s,-0.03294732356192737
AATSC3v,-0.16991756692991364
AATSC4Z,-3.0278576376040145
AATSC4c,0.00013050341210984754
AATSC4d,-0.13204861802966042
AATSC4i,-0.270660297955094
AATSC4m,-13.675858169280692
AATSC4p,-0.06816204598590252
