DLiP-ID,C0014E
DLiP-Mol-ID,31812
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C9H8BrN3OS3/c1-2-15-9-13-12-8(17-9)11-7(14)5-3-4-6(10)16-5/h3-4H,2H2,1H3,(H,11,12,14)"
Standard Inchi Key(RDKit),RRDSJRQNQLZRDM-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCSc1nnc(NC(=O)c2ccc(Br)s2)s1
SMILES(SDF),
MW(SDF),
MW(RDKit),350.288
MW Monoisotopic(RDKit),348.901286976
MolLogP(RDKit),3.7264
XLogP(SDF),
XLogP(CDK),2.862
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),54.88
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.674415091110253
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,10768.376036057058
qed,0.6744150911102532
Chi0,12.25071237662706
Chi1,8.185871848001627
TPSA,54.88
Chi0n,8.767192145430394
Chi0v,12.802678427328278
Chi1n,4.717406221700481
Chi1v,8.128996212766774
Chi2n,2.8640169296742175
Chi2v,7.815694337369957
Chi3n,1.69172947462586
Chi3v,5.168309192832162
Chi4n,1.037131820550846
Chi4v,3.962451535738811
MolMR,76.27920000000002
MolWt,350.288
fr_SH,0
Kappa1,13.002608745284633
Kappa2,5.942672135731189
Kappa3,3.507620224560412
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,525.043205454029
MolLogP,3.726400000000001
NOCount,4
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,2.022394524150775
SMR_VSA1,4.794537184071822
SMR_VSA2,0.0
SMR_VSA3,10.197363616602075
SMR_VSA4,0.0
SMR_VSA5,11.263392880364169
SMR_VSA6,11.06964221075312
SMR_VSA7,20.79629654846124
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
