DLiP-ID,C0013K
IC5,4.418157288156417
MID,37.86685177061985
Mpe,1.0260987153482084
Mse,1.0489238265062661
NdO,3
NdS,0
NsF,0
NsI,0
NtN,0
SMR,64.31720000000001
SdO,33.88117381599615
SdS,0
Spe,29.756862745098044
SsF,0
SsI,0
Sse,30.418790968681716
StN,0
fMF,0.4482758620689655
nBr,0
nCl,0
AMID,1.9929921984536765
BIC0,0.33780086292964767
BIC1,0.6974831599322102
BIC2,0.7951496881651788
BIC3,0.8481038178221607
BIC4,0.8481038178221607
BIC5,0.8481038178221607
CIC0,3.098223152826355
CIC1,1.2244750001492042
CIC2,0.715685775936671
CIC3,0.439823706971155
CIC4,0.439823706971155
CIC5,0.439823706971155
GGI1,5.0
GGI2,2.4444444444444455
GGI3,1.6875
GGI4,1.3777777777777778
GGI5,0.4097222222222223
GGI6,0.4457142857142857
GGI7,0.36979166666666663
GGI8,0.10682791635172587
GGI9,0.08687500000000001
JGI1,0.25000000000000006
JGI2,0.08730158730158732
JGI3,0.058189655172413784
JGI4,0.05740740740740741
JGI5,0.021564327485380116
JGI6,0.02621848739495798
JGI7,0.023111979166666664
JGI8,0.00890232636264382
JGI9,0.021718750000000002
MIC0,17.583280904221596
MIC1,34.025871130139755
MIC2,40.51578303176435
MIC3,40.79385199728159
MIC4,40.79385199728159
MIC5,40.79385199728159
MPC2,28
MPC3,35
MPC4,43
MPC5,50
MPC6,47
MPC7,45
MPC8,48
MPC9,44
Mare,1.043310344827586
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.2048421469572268
RPCG,0.13329759414639095
SIC0,0.36224057773511426
SIC1,0.7479456997922963
SIC2,0.852678349986448
SIC3,0.9094636830789814
SIC4,0.9094636830789814
SIC5,0.9094636830789814
SaaN,0
SaaO,0
SaaS,0
Sare,30.255999999999997
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.430603010105173
SsSH,0
SssO,4.911051639791719
SssS,0
StCH,0
StsC,0
TIC0,51.032977426735286
TIC1,105.37167385437266
TIC2,120.12656135653613
TIC3,128.1265613565361
TIC4,128.1265613565361
TIC5,128.1265613565361
Vabc,227.98480705724555
WPol,29
apol,32.91792999999999
bpol,15.512069999999996
nRot,2
ABCGG,12.403243582188187
ATS0Z,860.0
ATS0d,106.0
ATS0i,4720.44534795499
ATS0m,3413.562195
ATS0p,43.54894904849001
ATS0s,257.19444444444446
ATS0v,6961.62249656641
ATS1Z,880.0
ATS1d,127.0
ATS1i,4494.96120780905
ATS1m,3397.6921719999987
ATS1p,53.06956275599999
ATS1s,131.83333333333334
ATS1v,8394.68984949679
ATS2Z,1290.0
ATS2d,187.0
ATS2i,7253.135335558895
ATS2m,4954.831235999999
ATS2p,75.696558702547
ATS2s,227.80555555555554
ATS2v,11803.165343933426
ATS3Z,1417.0
ATS3d,193.0
ATS3i,8802.370784341347
ATS3m,5322.108429
ATS3p,83.80759131084903
ATS3s,291.44444444444446
ATS3v,13092.482736419222
ATS4Z,1277.0
ATS4d,163.0
ATS4i,9267.419253764147
ATS4m,4724.694508000001
ATS4p,74.91543955024498
ATS4s,376.7777777777777
ATS4v,11335.286290554232
ATS5Z,965.0
ATS5d,151.0
ATS5i,8459.14611646849
ATS5m,3512.1743030000002
ATS5p,66.823269625641
ATS5s,213.27777777777783
ATS5v,9710.391461979581
ATS6Z,904.0
ATS6d,131.0
ATS6i,7823.366022331096
ATS6m,3272.5257050000005
ATS6p,57.520559195094
ATS6s,204.88888888888889
ATS6v,8570.960245380096
ATS7Z,857.0
ATS7d,106.0
ATS7i,6852.279283525639
ATS7m,3219.3882399999993
ATS7p,44.47911362533899
ATS7s,206.27777777777786
ATS7v,6871.409765026082
ATS8Z,700.0
ATS8d,73.0
ATS8i,4782.502858914998
ATS8m,2601.410272000001
ATS8p,31.487693163698005
ATS8s,227.61111111111111
ATS8v,5123.207385644103
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,6
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.08333333333333333
GGI10,0.0
JGI10,0.0
JGT10,0.5544145202910572
Kier1,15.39
Kier2,6.635204081632653
Kier3,3.7616326530612243
MAXdO,11.499182964852608
MID_C,24.940291174274428
MID_N,3.9685842120212182
MID_O,8.957976384324201
MID_X,0.0
MID_h,12.926560596345418
MINdO,10.88280788629093
MPC10,40
MWC01,20.0
MWC02,4.574710978503383
MWC03,5.407171771460119
MWC04,6.278521424165844
MWC05,7.126890808898808
MWC06,7.998671361015776
MWC07,8.852950887099581
MWC08,9.72418144470263
MWC09,10.581241868488592
MWC10,11.452017678066344
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,1
NdssC,4
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,0.15019999999999983
SRW02,3.713572066704308
SRW03,0.0
SRW04,5.030437921392435
SRW05,0.0
SRW06,6.543911845564792
SRW07,0.0
SRW08,8.150467911624004
SRW09,0.0
SRW10,9.801510196423664
SaaCH,4.329540028974552
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,0.6284501238767117
SaasN,0
SdCH2,0
SddsN,0
SdsCH,1.2907407407407407
SdssC,-2.6070711031326104
SdssS,0
SsCH3,1.3796316416067498
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,3.922546768707483
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.004893015229866
VE1_D,4.297597247191312
VE2_A,0.21078384290683508
VE2_D,0.22618932879954276
VE3_A,2.029370753534393
VE3_D,2.0999099729733905
VR1_A,98.46324299203808
VR1_D,94.34580584323966
VR2_A,5.182275946949372
VR2_D,4.965568728591561
VR3_A,5.231537197112563
VR3_D,5.188820703827072
WPath,720
Xc-3d,1.502655491167913
Xc-4d,0.0
Xc-5d,0.31030121992763315
Xc-6d,0.0
Xp-0d,13.991199352633217
Xp-1d,9.007239053047547
Xp-2d,8.255390639027418
Xp-3d,6.611065093755229
Xp-4d,5.421239193215117
Xp-5d,3.85300647774553
Xp-6d,2.4535710497728482
Xp-7d,1.458637807397031
ZMIC0,64.43887300354407
ZMIC1,38.873097994937055
ZMIC2,28.53846808719893
ZMIC3,27.631717330594416
ZMIC4,27.631717330594416
ZMIC5,27.631717330594416
nAcid,0
nAtom,29
nBase,0
nRing,2
piPC1,3.332204510175204
piPC2,3.8815637979434374
piPC3,4.37260741275739
piPC4,4.8432023497960515
piPC5,5.291733238671021
piPC6,5.488937726156687
piPC7,5.767832595295664
piPC8,6.084997580540906
piPC9,6.195934833156571
AATS0Z,29.655172413793103
AATS0d,3.6551724137931036
AATS0i,162.77397751568932
AATS0m,117.70904120689656
AATS0p,1.5016878982237933
AATS0s,8.868773946360154
AATS0v,240.0559481574624
AATS1Z,29.333333333333332
AATS1d,4.233333333333333
AATS1i,149.83204026030168
AATS1m,113.2564057333333
AATS1p,1.7689854251999997
AATS1s,4.394444444444445
AATS1v,279.82299498322635
AATS2Z,27.4468085106383
AATS2d,3.978723404255319
AATS2i,154.3220284161467
AATS2m,105.42194119148934
AATS2p,1.6105650787775956
AATS2s,4.84692671394799
AATS2v,251.13117753049843
AATS3Z,24.859649122807017
AATS3d,3.3859649122807016
AATS3i,154.42755762002363
AATS3m,93.37032331578948
AATS3p,1.4703086194885795
AATS3s,5.113060428849903
AATS3v,229.69267958630215
AATS4Z,22.017241379310345
AATS4d,2.810344827586207
AATS4i,159.78309058214046
AATS4m,81.46025013793106
AATS4p,1.2916455094869825
AATS4s,6.496168582375478
AATS4v,195.4359705267971
AATS5Z,18.20754716981132
AATS5d,2.849056603773585
AATS5i,159.60653049940547
AATS5m,66.26743967924529
AATS5p,1.2608164080309623
AATS5s,4.024109014675053
AATS5v,183.21493324489776
AATS6Z,18.833333333333332
AATS6d,2.7291666666666665
AATS6i,162.98679213189783
AATS6m,68.17761885416668
AATS6p,1.198344983231125
AATS6s,4.268518518518518
AATS6v,178.56167177875201
AATS7Z,20.902439024390244
AATS7d,2.5853658536585367
AATS7i,167.12876301282046
AATS7m,78.52166439024388
AATS7p,1.0848564298863168
AATS7s,5.031165311653118
AATS7v,167.59536012258735
AATS8Z,24.137931034482758
AATS8d,2.5172413793103448
AATS8i,164.91389168672407
AATS8m,89.70380248275866
AATS8p,1.0857825228861382
AATS8s,7.8486590038314175
AATS8v,176.6623236429001
AMID_C,1.3126469039091804
AMID_N,0.20887285326427465
AMID_O,0.47147244128022114
AMID_X,0.0
AMID_h,0.6803452945444957
ATS0dv,350.0
ATS0pe,204.0812
ATS0se,244.83268400000006
ATS1dv,315.0
ATS1pe,208.87900000000002
ATS1se,246.54364800000002
ATS2dv,452.0
ATS2pe,326.89950000000016
ATS2se,388.83574400000003
ATS3dv,475.0
ATS3pe,396.3496
ATS3se,474.66558799999996
ATS4dv,428.0
ATS4pe,399.143
ATS4se,483.027992
ATS5dv,271.0
ATS5pe,341.948
ATS5se,420.52594
ATS6dv,292.0
ATS6pe,319.0465
ATS6se,390.07421200000005
ATS7dv,312.0
ATS7pe,276.5804000000001
ATS7se,338.531456
ATS8dv,202.0
ATS8pe,212.1109000000001
ATS8se,254.91212000000002
ATSC0Z,222.20689655172418
ATSC0c,1.3497151329068389
ATSC0d,19.793103448275872
ATSC0i,43.8867172104934
ATSC0m,1042.532786689655
ATSC0p,6.183772652458964
ATSC0s,101.63026819923373
ATSC0v,1236.8007861609085
ATSC1Z,-7.8002378121284
ATSC1c,-0.9029738364118715
ATSC1d,5.834720570749112
ATSC1i,-2.730087075622628
ATSC1m,-31.606004299642873
ATSC1p,0.15240231379417657
ATSC1s,-12.962346413000397
ATSC1v,73.43304874457948
ATSC2Z,35.11296076099879
ATSC2c,0.5059489697057834
ATSC2d,-2.595719381688463
ATSC2i,16.028231344319593
ATSC2m,164.31453981331785
ATSC2p,1.1026026255359207
ATSC2s,7.058032765226579
ATSC2v,171.37579115415434
ATSC3Z,-72.85493460166467
ATSC3c,-0.4211776358231875
ATSC3d,-8.248513674197381
ATSC3i,-16.265729595763386
ATSC3m,-342.7974430451838
ATSC3p,-2.240147902338619
ATSC3s,-34.31255780155898
ATSC3v,-435.1804117413931
ATSC4Z,-22.034482758620687
ATSC4c,0.2024425034352748
ATSC4d,-4.241379310344827
ATSC4i,-2.8000420843432905
ATSC4m,-116.81840444827574
ATSC4p,-1.262402026696724
ATSC4s,51.75287356321838
ATSC4v,-382.67259871818067
ATSC5Z,6.208085612366222
ATSC5c,0.0589177699552976
ATSC5d,1.6539833531510102
ATSC5i,-13.483448989688421
ATSC5m,34.38675567062978
ATSC5p,-0.47658031868400574
ATSC5s,-8.481371383273876
ATSC5v,22.884214104118982
ATSC6Z,-42.82520808561237
ATSC6c,-0.5151253852129843
ATSC6d,2.997621878715814
ATSC6i,-13.782431440831674
ATSC6m,-197.1467103828777
ATSC6p,-1.5097927281694605
ATSC6s,-34.04128682785044
ATSC6v,-197.06299443230316
ATSC7Z,136.08680142687274
ATSC7c,0.36386005371332286
ATSC7d,-4.879904875148631
ATSC7i,1.0441231329948766
ATSC7m,634.4700571973837
ATSC7p,0.5354868960849435
ATSC7s,12.40490817809486
ATSC7v,418.79838276799774
ATSC8Z,-8.137931034482756
ATSC8c,0.47291592442895003
ATSC8d,-6.310344827586208
ATSC8i,-14.067557131338502
ATSC8m,-49.408943310344625
ATSC8p,-2.0898860461782083
ATSC8s,25.33908045977011
ATSC8v,-400.1030846339178
AXp-0d,0.7363789132964851
AXp-1d,0.45036195265237733
AXp-2d,0.29483537996526493
AXp-3d,0.18888757410729226
AXp-4d,0.12607533007477015
AXp-5d,0.0770601295549106
AXp-6d,0.052203639356869114
AXp-7d,0.0324141734977118
GATS1Z,0.6804469273743016
GATS1c,1.5896626284942093
GATS1d,0.8016260162601623
GATS1i,1.2360803051493208
GATS1m,0.6810661914891879
GATS1p,1.000587893201667
GATS1s,0.687240579819419
GATS1v,0.8173466730466048
GATS2Z,0.6729400266782888
GATS2c,0.7366731135511176
GATS2d,1.1888946549039954
GATS2i,0.8770349692173791
GATS2m,0.6763885273857956
GATS2p,0.899040989705128
GATS2s,0.6040181326920663
GATS2v,0.8276421948703664
GATS3Z,0.9870680736602523
GATS3c,1.091204669442372
GATS3d,1.2284980744544283
GATS3i,1.2043959806778062
GATS3m,0.9879307001269865
GATS3p,1.1894992656763055
GATS3s,1.109418378276845
GATS3v,1.0905790224728684
GATS4Z,1.0026381129733084
GATS4c,0.7859771981494987
GATS4d,1.012195121951219
GATS4i,0.9822277019872943
GATS4m,1.008539683497871
GATS4p,1.0820821897074366
GATS4s,0.7656971593372414
GATS4v,1.116657665078841
GATS5Z,0.9807280137732334
GATS5c,0.791904796404309
GATS5d,0.9075011504832026
GATS5i,1.084556944915688
GATS5m,0.9829814957225546
GATS5p,1.0601100127889247
GATS5s,0.8209661546756539
GATS5v,1.0629262828457158
GATS6Z,1.1143893544382368
GATS6c,1.0296803735180908
GATS6d,0.7515243902439022
GATS6i,1.1487485962598492
GATS6m,1.1144354100499472
GATS6p,1.0982104209458872
GATS6s,1.1219636136296518
GATS6v,1.0975903224418098
GATS7Z,0.6884377223660504
GATS7c,0.8174308331402729
GATS7d,1.155859607376561
GATS7i,0.8783365346547806
GATS7m,0.6908962543547034
GATS7p,0.8737948892275141
GATS7s,0.8558308594904764
GATS7v,0.7942969118298501
GATS8Z,1.0754189944134078
GATS8c,1.0886377287647258
GATS8d,1.3658536585365848
GATS8i,1.2215216095620127
GATS8m,1.0771181378647108
GATS8p,1.2286688942375972
GATS8s,1.0602062166594408
GATS8v,1.1841133842933975
MATS1Z,-0.03393337471549753
MATS1c,-0.6467103222378436
MATS1d,0.28495934959349595
MATS1i,-0.06013400729984112
MATS1m,-0.029306004773241804
MATS1p,0.023824005982678174
MATS1s,-0.12329268062807487
MATS1v,0.057394271775518
MATS2Z,0.09750122165431797
MATS2c,0.2312941979896375
MATS2d,-0.08091778486173905
MATS2i,0.2253474489379065
MATS2m,0.09724928406403828
MATS2p,0.11001848189154596
MATS2s,0.04285097800310177
MATS2v,0.08549679998488041
MATS3Z,-0.16681095973951007
MATS3c,-0.1587619145346723
MATS3d,-0.21202396234488646
MATS3i,-0.18856608929642887
MATS3m,-0.1672903901572364
MATS3p,-0.18430890581206175
MATS3s,-0.17177231310354443
MATS3v,-0.17901636252251743
MATS4Z,-0.04958100558659216
MATS4c,0.07499452977136027
MATS4d,-0.10714285714285708
MATS4i,-0.03190079211112417
MATS4m,-0.056026249696764056
MATS4p,-0.10207377418659891
MATS4s,0.2546134851369436
MATS4v,-0.1547026016639331
MATS5Z,0.015287000925242706
MATS5c,0.023885058620073257
MATS5d,0.04572348957990924
MATS5i,-0.1681086376147725
MATS5m,0.01804777255205157
MATS5p,-0.042170108396500934
MATS5s,-0.04566307323355273
MATS5v,0.01012414549997341
MATS6Z,-0.11643906476308709
MATS6c,-0.2305831647817738
MATS6d,0.09149970963995348
MATS6i,-0.1897358971333167
MATS6m,-0.11425009589821071
MATS6p,-0.14750969856128116
MATS6s,-0.20236698334307235
MATS6v,-0.09626359701717302
MATS7Z,0.43318420614373726
MATS7c,0.19068055322309022
MATS7d,-0.1743859947310273
MATS7i,0.016828010054103743
MATS7m,0.4304627246269158
MATS7p,0.06125047690902241
MATS7s,0.08633454876140813
MATS7v,0.2395076471996656
MATS8Z,-0.0366232153941651
MATS8c,0.350382027213732
MATS8d,-0.3188153310104529
MATS8i,-0.32054247903452027
MATS8m,-0.04739317932362818
MATS8p,-0.3379629497451155
MATS8s,0.24932612014853622
MATS8v,-0.3234984074321765
MAXsOH,9.430603010105173
MAXssO,4.911051639791719
MINsOH,9.430603010105173
MINssO,4.911051639791719
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,23.39464848408989
SpAD_D,156.41151477768483
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,419
TMWC10,110.99635822240107
TSRW10,52.239899941709204
VE1_Dt,4.31758114184008
VE2_Dt,0.22724111272842526
VE3_Dt,2.104549210743833
VR1_Dt,92.60877122638666
VR2_Dt,4.874145854020351
VR3_Dt,5.170237745005958
Xc-3dv,0.44496222497325877
Xc-4dv,0.0
Xc-5dv,0.04467729803569409
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.12359693729953272
Xch-7d,0.37021680334150076
Xp-0dv,9.889607834113914
Xp-1dv,5.263735810043779
Xp-2dv,3.726671364607792
Xp-3dv,2.4581578905094092
Xp-4dv,1.557018263598457
Xp-5dv,0.9864472755531102
Xp-6dv,0.466373640573853
Xp-7dv,0.24669181544289562
Xpc-4d,3.1816300935450568
Xpc-5d,4.945060371882824
Xpc-6d,6.811073766240952
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,30
nFRing,0
nHBAcc,5
nHBDon,3
nHRing,1
nSpiro,0
naRing,1
piPC10,6.096387467034761
AATS0dv,12.068965517241379
AATS0pe,7.037282758620689
AATS0se,8.442506344827589
AATS1dv,10.5
AATS1pe,6.962633333333334
AATS1se,8.2181216
AATS2dv,9.617021276595745
AATS2pe,6.955308510638301
AATS2se,8.273100936170213
AATS3dv,8.333333333333334
AATS3pe,6.953501754385965
AATS3se,8.32746645614035
AATS4dv,7.379310344827586
AATS4pe,6.881775862068965
AATS4se,8.328068827586206
AATS5dv,5.113207547169812
AATS5pe,6.451849056603773
AATS5se,7.934451698113207
AATS6dv,6.083333333333333
AATS6pe,6.646802083333333
AATS6se,8.126546083333334
AATS7dv,7.609756097560975
AATS7pe,6.745863414634149
AATS7se,8.256864780487804
AATS8dv,6.9655172413793105
AATS8pe,7.314168965517245
AATS8se,8.790073103448277
AATSC0Z,7.662306777645662
AATSC0c,0.04654190113471858
AATSC0d,0.682520808561237
AATSC0i,1.5133350762239104
AATSC0m,35.94940643757431
AATSC0p,0.21323353973996426
AATSC0s,3.5044920068701284
AATSC0v,42.64830297106581
AATSC1Z,-0.26000792707094667
AATSC1c,-0.030099127880395714
AATSC1d,0.19449068569163705
AATSC1i,-0.09100290252075426
AATSC1m,-1.0535334766547624
AATSC1p,0.005080077126472553
AATSC1s,-0.4320782137666799
AATSC1v,2.447768291485983
AATSC2Z,0.7470842715106125
AATSC2c,0.010764871695867732
AATSC2d,-0.05522807195081836
AATSC2i,0.3410261988153105
AATSC2m,3.4960540385812306
AATSC2p,0.023459630330551505
AATSC2s,0.15017090989843784
AATSC2v,3.6462934288117945
AATSC3Z,-1.2781567473976256
AATSC3c,-0.00738908133023136
AATSC3d,-0.14471076621398915
AATSC3i,-0.2853636771186559
AATSC3m,-6.013990228862873
AATSC3p,-0.039300840391905595
AATSC3s,-0.6019746982729646
AATSC3v,-7.634744065638475
AATSC4Z,-0.3799048751486325
AATSC4c,0.003490387990263359
AATSC4d,-0.07312722948870393
AATSC4i,-0.04827658766109121
AATSC4m,-2.0141104215219956
AATSC4p,-0.021765552184426277
AATSC4s,0.8922909235037652
AATSC4v,-6.5978034261755285
AATSC5Z,0.11713369079936269
AATSC5c,0.0011116560368924075
AATSC5d,0.031207233078320948
AATSC5i,-0.25440469791864945
AATSC5m,0.6488067107665997
AATSC5p,-0.008992081484603882
