DLiP-ID,T002XZ
AATSC4i,-0.1136508084328615
AATSC4m,-3.662165369175075
AATSC4p,-0.022721925743279782
AATSC4s,-0.32472211038438964
AATSC4v,-2.859558035464628
AATSC5Z,-1.434220306228631
AATSC5c,0.002270805715926137
AATSC5d,-0.03601159506466481
AATSC5i,-0.008033449076369822
AATSC5m,-6.53186598320202
AATSC5p,-0.022590860512289986
AATSC5s,0.19915064767251436
AATSC5v,-5.231111879262808
AATSC6Z,-0.5782666864872897
AATSC6c,0.00039339763721145426
AATSC6d,-0.014233685149397936
AATSC6i,0.04778146379645047
AATSC6m,-2.6114615607254374
AATSC6p,0.00665927095299275
AATSC6s,-0.18900732386817
AATSC6v,-0.3203333235054926
AATSC7Z,-0.5494067632648152
AATSC7c,-0.0014137528171857558
AATSC7d,-0.07911173976019538
AATSC7i,-0.12537952479518213
AATSC7m,-2.4564769510978417
AATSC7p,-0.022467161921249645
AATSC7s,-0.08116358489227611
AATSC7v,-2.5061441629836523
AATSC8Z,-0.15144134769524986
AATSC8c,-5.316002536174408e-05
AATSC8d,-0.04634108614337539
AATSC8i,-0.04162354867021186
AATSC8m,-0.9090130069972174
AATSC8p,-0.010900003646739827
AATSC8s,-0.013071589554058615
AATSC8v,-3.1632866353721583
ATS0are,383.01829999999995
ATS1are,418.7866
ATS2are,819.0259000000002
ATS3are,1121.2368999999999
ATS4are,1315.8828000000003
ATS5are,1366.1349000000005
ATS6are,1303.5069999999992
ATS7are,1186.985
ATS8are,1103.261
ATSC0dv,252.4372759856631
ATSC0pe,8.091941935483868
ATSC0se,5.476003177419352
ATSC1dv,52.01121516938377
ATSC1pe,0.48792955254943926
ATSC1se,0.464596617585843
ATSC2dv,74.33021158515439
ATSC2pe,2.734474713839771
ATSC2se,1.838131827263254
ATSC3dv,-31.667360388484205
ATSC3pe,-1.2997572320499293
ATSC3se,-1.389251257023945
ATSC4dv,-125.03295178633363
ATSC4pe,-4.449376586888634
ATSC4se,-3.1850977328304038
ATSC5dv,-3.3118279569892555
ATSC5pe,1.0216580645161555
ATSC5se,1.366008459677398
ATSC6dv,-74.24372759856628
ATSC6pe,-3.366932258064517
ATSC6se,-2.3953876209677416
ATSC7dv,-10.066597294484906
ATSC7pe,-0.8968136316337215
ATSC7se,-1.090243875910504
ATSC8dv,-48.75997225112731
ATSC8pe,-0.22385900104058892
ATSC8se,0.4643836802809621
AXp-0dv,0.6185863461946329
AXp-1dv,0.36057707276670253
AXp-2dv,0.20464738204088725
AXp-3dv,0.11741458028353112
AXp-4dv,0.07086556181073185
AXp-5dv,0.0400674261914547
AXp-6dv,0.023739786899089437
AXp-7dv,0.013751777219607549
BertzCT,973.3585092787849
ECIndex,675
ETA_eta,37.43295160703631
GATS1dv,0.6305530098658026
GATS1pe,0.6476767777838096
GATS1se,0.6199644453689274
GATS2dv,0.9226319017996591
GATS2pe,0.8297411958287255
GATS2se,0.8249648900868505
GATS3dv,1.0757641156704054
GATS3pe,1.033346309204989
GATS3se,1.0726054850852842
GATS4dv,1.2264810342425976
GATS4pe,1.2393623414780115
GATS4se,1.2726104654838408
GATS5dv,1.111278675888927
GATS5pe,1.1375981134785391
GATS5se,1.1532274948831116
GATS6dv,1.0629003468489482
GATS6pe,1.1105746434667836
GATS6se,1.1198783386944335
GATS7dv,0.9519377734904823
GATS7pe,0.9730512072533676
GATS7se,0.9968773691026429
GATS8dv,1.0478504629860583
GATS8pe,1.011136999885384
GATS8se,0.9713108735331925
LogEE_A,4.396013313061909
LogEE_D,158.53059144666506
MATS1dv,0.19354915045671833
MATS1pe,0.056643765880993284
MATS1se,0.0797003275350076
MATS2dv,0.1426243255714895
MATS2pe,0.16368273525394966
MATS2se,0.16259031906738725
MATS3dv,-0.04320933314402005
MATS3pe,-0.05532592315608555
MATS3se,-0.08738487943041488
MATS4dv,-0.14553928373639782
MATS4pe,-0.16156810884369
MATS4se,-0.1709103272281089
MATS5dv,-0.0037484026693170615
MATS5pe,0.03607320794869474
MATS5se,0.07127244427939294
MATS6dv,-0.08403074988336948
MATS6pe,-0.11888130844623611
MATS6se,-0.12498102009067359
MATS7dv,-0.01242418253413881
MATS7pe,-0.03452932242902735
MATS7se,-0.06202954242062341
MATS8dv,-0.06473362472226594
MATS8pe,-0.009271324134936223
MATS8se,0.028420598455323614
MAXaaCH,2.024046443225285
MAXaasC,1.1420262765600069
MAXdssC,-0.05523200638279979
MAXsCH3,1.8957029728215486
MAXsssN,1.930444066515495
MDEC-11,0.34182646943161976
MDEC-12,4.477261518777441
MDEC-13,4.70580953613671
MDEC-22,10.4723966314683
MDEC-23,24.472726401323374
MDEC-33,9.749193864530904
MDEN-33,0.9654893846056297
MDEO-11,0.814325284978472
MDEO-12,0.8434326653017492
MDEO-22,0.08333333333333334
MINaaCH,1.9086297765586187
MINaasC,0.7885428235101308
MINdssC,-0.05523200638279979
MINsCH3,1.644201307715155
MINsssN,1.5256474920215
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.303571428571429
SM1_Dzi,1.4545191904946573
SM1_Dzm,2.2991871333729694
SM1_Dzp,-6.541878845206732
SM1_Dzv,-2.795367399848947
SddssSe,0
SpAD_Dt,918.0154844404929
SpAbs_A,40.33568118230995
SpAbs_D,318.87197294004363
SpMAD_A,1.301151005880966
SpMAD_D,10.286192675485276
SpMax_A,2.610855232071189
SpMax_D,158.53059144666506
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,87.77
TpiPC10,8.434897948689407
VAdjMat,6.129283016944966
VE1_DzZ,5.465971949039415
VE1_Dzi,5.473527378943221
VE1_Dzm,5.465954156664331
VE1_Dzp,5.450677037111218
VE1_Dzv,5.473121703155862
VE2_DzZ,0.17632167577546498
VE2_Dzi,0.17656539932074905
VE2_Dzm,0.17632110182788166
VE2_Dzp,0.1758282915197167
VE2_Dzv,0.17655231300502783
VE3_DzZ,2.8299440670846896
VE3_Dzi,2.831325379131724
VE3_Dzm,2.829940811962964
VE3_Dzp,2.8271419394436035
VE3_Dzv,2.831251260415667
VR1_DzZ,211.7201486557188
VR1_Dzi,211.3961331416366
VR1_Dzm,211.72222250905517
VR1_Dzp,213.48257359634343
VR1_Dzv,211.18271233749766
VR2_DzZ,6.829682214700606
VR2_Dzi,6.819230101343116
VR2_Dzm,6.829749113195328
VR2_Dzp,6.88653463214011
VR2_Dzv,6.812345559274118
VR3_DzZ,6.486667460614208
VR3_Dzi,6.485135893093134
VR3_Dzm,6.486677255823556
VR3_Dzp,6.49495731832892
VR3_Dzv,6.484125805510342
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.1587097900495993
Xch-7dv,0.41409052228772175
Xpc-4dv,4.369870698757659
Xpc-5dv,7.706552586014207
Xpc-6dv,12.68309658622743
Zagreb1,178.0
Zagreb2,221.0
fragCpx,295.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,4
n6FRing,0
n6HRing,4
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,4
nBondsA,6
nBondsD,3
nBondsM,9
nBondsO,35
nBondsS,57
nBondsT,0
nFARing,1
nFHRing,1
nFaRing,0
nHetero,9
naHRing,0
AATS0are,6.177714516129032
AATS1are,6.345251515151515
AATS2are,6.398639843750002
AATS3are,6.2290938888888885
AATS4are,6.236411374407584
AATS5are,6.295552534562214
AATS6are,6.006944700460825
AATS7are,5.964748743718593
AATS8are,5.9635729729729725
AATSC0dv,4.071568967510695
AATSC0pe,0.13051519250780433
AATSC0se,0.08832263189386051
AATSC1dv,0.7880487146876328
AATSC1pe,0.007392872008324837
AATSC1se,0.007039342690694591
AATSC2dv,0.5807047780090187
AATSC2pe,0.02136308370187321
AATSC2se,0.014360404900494173
AATSC3dv,-0.17592977993602335
AATSC3pe,-0.007220873511388496
AATSC3se,-0.007718062539021917
AATSC4dv,-0.5925732312148513
AATSC4pe,-0.021087092828856083
AATSC4se,-0.015095249918627505
AATSC5dv,-0.015261879986125602
AATSC5pe,0.0047081016797979516
AATSC5se,0.006294969860264507
AATSC6dv,-0.3421369935417801
AATSC6pe,-0.015515816857440171
AATSC6se,-0.011038652631187749
AATSC7dv,-0.05058591605268797
AATSC7pe,-0.00450660116398855
AATSC7se,-0.005478612441761326
AATSC8dv,-0.26356741757366114
AATSC8pe,-0.0012100486542734536
AATSC8se,0.0025101820555727683
AETA_eta,1.2075145679689132
ATSC0are,8.655033870967742
ATSC1are,0.042875234131126067
ATSC2are,3.0909816857440444
ATSC3are,-1.394738657648259
ATSC4are,-5.184713657648249
ATSC5are,1.9266540322580994
ATSC6are,-3.619141129032258
ATSC7are,-1.0640006503642132
ATSC8are,-0.11485106659730311
BCUTZ-1h,16.013234326429796
BCUTZ-1l,5.686687139396321
BCUTc-1h,0.458287751801738
BCUTc-1l,-0.529365779133535
BCUTd-1h,4.048478728736084
BCUTd-1l,0.9714123474824656
BCUTi-1h,14.547199872222855
BCUTi-1l,10.32844072949445
BCUTm-1h,32.06659948349956
BCUTm-1l,11.698117508849165
BCUTp-1h,2.952071463716134
BCUTp-1l,0.7516444879148698
BCUTs-1h,7.014577479860751
BCUTs-1l,0.2990726220358986
BCUTv-1h,24.440365524210314
BCUTv-1l,14.700976723901157
BalabanJ,1.4496430539893292
Diameter,13
ETA_beta,32.0
GATS1are,0.6997358082591715
GATS2are,0.8372159971327515
GATS3are,1.0423425733825644
GATS4are,1.2688196188449221
GATS5are,1.1324905697376983
GATS6are,1.1111145808516585
GATS7are,0.9714196356236956
GATS8are,1.0042373927390307
HybRatio,0.6818181818181818
Lipinski,True
LogEE_Dt,457.41793872247933
MATS1are,0.004653561810772274
MATS2are,0.17298537202198913
MATS3are,-0.0555064242660357
MATS4are,-0.17602130581707176
MATS5are,0.06360143574846824
MATS6are,-0.11947270663482991
MATS7are,-0.03830114301172072
MATS8are,-0.004447195504758648
MAXddssS,-3.7945027216133362
MAXssCH2,0.8599583490803728
MAXsssCH,-0.16830786550715948
MINddssS,-3.7945027216133362
MINssCH2,0.31842320337991326
MINsssCH,-0.6034671306794326
NsssssAs,0
RotRatio,0.08571428571428572
SM1_Dzpe,1.7887851897184825
SM1_Dzse,1.7346190845905674
SMR_VSA1,22.686060076000857
SMR_VSA2,0.0
SMR_VSA3,13.510341713442944
SMR_VSA4,0.0
SMR_VSA5,69.86421615402577
SMR_VSA6,26.74406675901526
SMR_VSA7,29.32600418877882
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,240.93308759952063
SpAD_Dzi,264.9930687642732
SpAD_Dzm,240.96832287380897
SpAD_Dzp,352.51682945407026
SpAD_Dzv,333.30339041021045
SpAbs_Dt,918.0154844404924
SpDiam_A,5.221710464142378
SpDiam_D,225.87913556631784
SpMAD_Dt,29.613402723886868
SpMax_Dt,457.41793872247933
SsssssAs,0
VE1_Dzpe,5.477785785111701
VE1_Dzse,5.477542903258442
VE2_Dzpe,0.17670276726166778
VE2_Dzse,0.17669493236317554
VE3_Dzpe,2.8321030769875546
VE3_Dzse,2.832058736582952
VMcGowan,324.9800000000012
VR1_Dzpe,210.67703685322672
VR1_Dzse,210.6697717463892
VR2_Dzpe,6.7960334468782815
VR2_Dzse,6.7957990885932
VR3_Dzpe,6.481728441327424
VR3_Dzse,6.481693956163706
mZagreb1,10.395833333333332
mZagreb2,6.555555555555555
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,4
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,6
nBondsKS,60
nFAHRing,1
nFaHRing,0
nG12Ring,0
AATSC0are,0.1395973204994797
AATSC1are,0.0006496247595625162
AATSC2are,0.024148294419875347
AATSC3are,-0.007748548098045883
AATSC4are,-0.024572102642882697
AATSC5are,0.008878590010405987
AATSC6are,-0.016678069719042666
AATSC7are,-0.005346736936503584
AATSC8are,-0.0006208165762016384
AETA_beta,1.032258064516129
BCUTdv-1h,6.0229390087418055
BCUTdv-1l,0.6455958463739094
BCUTpe-1h,3.5382330824646493
BCUTpe-1l,2.235870619919711
BCUTse-1h,3.7694999721369262
BCUTse-1l,2.4318439089627026
ETA_alpha,14.700000000000003
ETA_dBeta,-10.0
ETA_eta_B,0.607314680803432
ETA_eta_F,26.554421778163167
ETA_eta_L,9.29643763393301
ETA_eta_R,63.987373385199476
ETA_psi_1,0.5444444444444448
LabuteASA,183.81141930843702
LogEE_DzZ,119.3955644681012
LogEE_Dzi,131.82962432290017
LogEE_Dzm,119.412465000049
LogEE_Dzp,174.2828918440027
LogEE_Dzv,165.4344530493406
PEOE_VSA1,14.373635638450576
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,17.028228966921404
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,62.7903980114025
PEOE_VSA8,19.634269217737724
PEOE_VSA9,31.40141197507006
SM1_Dzare,1.9609845219659925
SpAD_Dzpe,266.65821542212177
SpAD_Dzse,266.66518620737634
SpAbs_DzZ,239.22398621703212
SpAbs_Dzi,263.8200694171001
SpAbs_Dzm,239.26247435550005
SpAbs_Dzp,356.76248418756217
SpAbs_Dzv,335.1705063185327
SpDiam_Dt,620.0911263163797
SpMAD_DzZ,7.772035083855505
SpMAD_Dzi,8.548163508524942
SpMAD_Dzm,7.773171705606741
SpMAD_Dzp,11.371510627550654
SpMAD_Dzv,10.751722271297112
SpMax_DzZ,119.3955644681012
SpMax_Dzi,131.82962432290017
SpMax_Dzm,119.412465000049
SpMax_Dzp,174.2828918440027
SpMax_Dzv,165.4344530493406
VE1_Dzare,5.477914067522493
VE2_Dzare,0.17670690540395137
VE3_Dzare,2.832126495374791
VR1_Dzare,210.66447577322694
VR2_Dzare,6.795628250749256
VR3_Dzare,6.481668817105138
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4741935483870969
AETA_dBeta,-0.3225806451612903
AETA_eta_B,0.01959079615494942
AETA_eta_F,0.8565942509084893
AETA_eta_L,0.299885084965581
AETA_eta_R,2.0641088188774024
BCUTare-1h,3.5819475777915724
BCUTare-1l,2.186034266214519
ETA_beta_s,21.0
ETA_dPsi_A,0.16955555555555513
ETA_dPsi_B,0.0
ETA_eta_BR,1.037314680803432
ETA_eta_FL,5.510461247636654
ETA_eta_RL,14.806898881569664
LogEE_Dzpe,132.64703622006502
LogEE_Dzse,132.64463255101143
PEOE_VSA10,11.791352662431866
PEOE_VSA11,0.0
PEOE_VSA12,5.907179729351506
PEOE_VSA13,10.209329170397666
SlogP_VSA1,4.736862953800049
SlogP_VSA2,78.87099961993118
SlogP_VSA3,26.161550931195546
SlogP_VSA4,0.0
SlogP_VSA5,50.27868308070123
SlogP_VSA6,18.19910120538483
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,264.428705450586
SpAbs_Dzpe,265.2156467207357
SpAbs_Dzse,265.2662998488355
SpDiam_DzZ,169.8513727059762
SpDiam_Dzi,188.96885556723535
SpDiam_Dzm,169.87170342684735
SpDiam_Dzp,245.2847283250203
SpDiam_Dzv,237.38181219820828
SpMAD_Dzpe,8.601877916842637
SpMAD_Dzse,8.602102780883108
SpMax_Dzpe,132.64703622006502
SpMax_Dzse,132.64463255101143
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,1
nG12FHRing,1
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,31
AETA_beta_s,0.6774193548387096
AETA_eta_BR,0.0334617638968849
AETA_eta_FL,0.17775681443989205
AETA_eta_RL,0.477641899405473
DetourIndex,7024
EState_VSA1,16.251169999545628
EState_VSA2,30.19879416314403
EState_VSA3,26.055090840663738
EState_VSA4,36.138879685455926
EState_VSA5,4.305215991296234
EState_VSA6,11.415013532573766
EState_VSA7,36.94648533561656
EState_VSA8,0.0
EState_VSA9,9.473725907600098
ETA_beta_ns,11.0
ETA_shape_p,0.17006802721088432
ETA_shape_x,0.05668934240362811
ETA_shape_y,0.38775510204081626
GhoseFilter,True
LogEE_Dzare,131.55056512909644
SlogP_VSA10,0.0
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,262.8472663199682
SpDiam_Dzpe,190.82722240696512
SpDiam_Dzse,190.64996755098088
SpMAD_Dzare,8.529958240341484
SpMax_Dzare,131.55056512909644
TopoPSA(NO),79.39
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,30.852079939260676
VSA_EState9,43.692422782352665
nBridgehead,2
nG12FAHRing,1
nG12FaHRing,0
AETA_beta_ns,0.3548387096774194
EState_VSA10,13.212334168400758
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.025806451612903136
FilterItLogS,-2.7312832299503906
SpDiam_Dzare,189.3769375537206
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.5854838709677412
ETA_epsilon_2,0.8709677419354834
ETA_epsilon_3,0.44588235294117595
ETA_epsilon_4,0.5602941176470579
ETA_epsilon_5,0.8709677419354834
AETA_beta_ns_d,0.016129032258064516
ETA_dEpsilon_A,0.13960151802656529
ETA_dEpsilon_B,0.025189753320683295
ETA_dEpsilon_C,-0.11441176470588199
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.7741935483870968
MDEDescriptor,"0.34182646943161976,4.477261518777441,4.70580953613671,0.0,10.4723966314683,24.472726401323374,0.0,9.749193864530904,0.0,0.0,0.814325284978472,0.8434326653017492,0.08333333333333334,0.0,0.0,0.0,0.0,0.0,0.9654893846056297"
APolDescriptor,69.60058299999997
BCUTDescriptor,"11.994284171840897,31.972072584416058,-0.3722005548573205,0.28370050411859815,4.904834958760757,14.078793960449294"
BPolDescriptor,51.09541699999999
TPSADescriptor,87.77000000000001
ALOGPDescriptor,"-1.4370000000000003,2.064969000000001,110.2615"
XLogPDescriptor,1.4260000000000002
VAdjMaDescriptor,6.129283016944966
WeightDescriptor,449.19844234000004
ChiPathDescriptor,"21.913484604514082,14.806898881569667,14.40906954126104,12.519108648543998,11.29431325298276,10.033674350959794,7.2684580389509446,5.7828766756739975,18.563421922004135,11.571820775992139,9.674823631642763,7.650785789595028,6.47015007629649,5.064593832391721,3.4556585403075224,2.4581161036720087"
ChiChainDescriptor,"0.0,0.0,0.0,0.2967167378245241,0.7164240893271379,0.0,0.0,0.0,0.15870979004959931,0.35135750126223925"
AtomCountDescriptor,62
BondCountDescriptor,35
SmallRingDescriptor,"5,1,2,1,0,0,0,5,0,0,0"
ChiClusterDescriptor,"2.9472795505663307,0.16666666666666666,0.9581667955675692,0.1388888888888889,1.4212366693635095,0.020399668712070152,0.3344361201659601,0.01699972392672513"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,4,2,5,9,0,0"
ZagrebIndexDescriptor,178.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.8899999999999997
WeightedPathDescriptor,"64.15999867222135,2.0696773765232694,27.51126713530969,13.43301797620982,10.53115715974575"
FractionalPSADescriptor,0.19539248520716498
WienerNumbersDescriptor,"2366.0,63.0"
AminoAcidCountDescriptor,"1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"6.8867056983418395,12.186624731803999,20.494143676870863,3.200581278094465,5.482730939534851,7.978757205784328"
FractionalCSP3Descriptor,0.6818181818181818
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,7,0,0,3,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,7
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"22.775510204081634,8.652263374485596,3.8658777120315584"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,3426.09
HBondAcceptorCountDescriptor,7
HybridizationRatioDescriptor,0.6818181818181818
AutocorrelationDescriptorMass,"42.08003911998418,47.16344286327474,68.5673613120948,80.79699362361625,85.87723377909005"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.7796826001084003,-0.5230137463983091,0.18309276572838884,0.11987847440467268,-0.5463224546158332"
EccentricConnectivityIndexDescriptor,675
AutocorrelationDescriptorPolarizability,"2902.650197926188,3616.165063084826,5633.138323405994,6453.329408277104,6139.980674690415"
