DLiP-ID,C100OX
AATSC5v,7.589637072382242
AATSC6Z,1.5410506448568737
AATSC6c,0.0030838321157455415
AATSC6d,-0.12205095942120164
AATSC6i,0.3260727851869062
AATSC6m,7.32635565909091
AATSC6p,0.04498895542684012
AATSC6s,0.17302785641886
AATSC6v,10.962574740723257
AATSC7Z,-0.15343289018393755
AATSC7c,-0.0003647586015965783
AATSC7d,-0.09538335458022218
AATSC7i,-0.10687221412908245
AATSC7m,-1.0764989078947342
AATSC7p,-0.05123944077182465
AATSC7s,0.4581233938363787
AATSC7v,-10.620033469308233
AATSC8Z,-0.5784564465172257
AATSC8c,0.0013348964500236175
AATSC8d,0.029599819467428932
AATSC8i,0.3258462984727037
AATSC8m,-2.9749995760869563
AATSC8p,-0.008022910240513067
AATSC8s,-0.0836049679889006
AATSC8v,-6.700648385003972
ATS0are,230.5147
ATS1are,241.7748
ATS2are,366.5789
ATS3are,450.101
ATS4are,481.409
ATS5are,424.54499999999996
ATS6are,280.359
ATS7are,259.009
ATS8are,307.138
ATSC0dv,141.05882352941177
ATSC0pe,5.195247058823528
ATSC0se,3.8440344705882343
ATSC1dv,20.820069204152244
ATSC1pe,-0.27019100346020675
ATSC1se,-0.20789826297577846
ATSC2dv,4.757785467128022
ATSC2pe,1.5278179930795848
ATSC2se,1.4135500034602075
ATSC3dv,-55.23875432525952
ATSC3pe,-0.7787615916955026
ATSC3se,-0.652566262975779
ATSC4dv,-81.27335640138409
ATSC4pe,-3.1433245674740475
ATSC4se,-2.18153718685121
ATSC5dv,-19.114186851211063
ATSC5pe,-2.671038408304499
ATSC5se,-1.9499739723183387
ATSC6dv,25.5121107266436
ATSC6pe,0.9202743944636663
ATSC6se,0.5622476262975772
ATSC7dv,6.4636678200691975
ATSC7pe,1.4298709342560563
ATSC7se,1.102922650519031
ATSC8dv,23.214532871972324
ATSC8pe,1.455006920415226
ATSC8se,1.3448317162629757
AXp-0dv,0.5108137817884414
AXp-1dv,0.2656913566359036
AXp-2dv,0.13665375703084634
AXp-3dv,0.07332889838785665
AXp-4dv,0.03819596789283714
AXp-5dv,0.020135974326281527
AXp-6dv,0.009825061036054492
AXp-7dv,0.005007179006214906
BertzCT,795.1008230756735
ECIndex,522
ETA_eta,13.09270792177146
GATS1dv,0.5068807339449541
GATS1pe,0.7116312194856838
GATS1se,0.7594028762407601
GATS2dv,0.6826939115929941
GATS2pe,0.4690229304613266
GATS2se,0.4461325238162001
GATS3dv,1.0310288335517694
GATS3pe,0.7976382663274642
GATS3se,0.7802274021003958
GATS4dv,1.2258074651250472
GATS4pe,1.2485211875306095
GATS4se,1.2122843693949705
GATS5dv,1.2033986655546287
GATS5pe,1.2704448749535775
GATS5se,1.1760435642784985
GATS6dv,0.8693181818181818
GATS6pe,0.6181106429858967
GATS6se,0.5353000905023408
GATS7dv,0.7387735393529696
GATS7pe,0.591049850995027
GATS7se,0.6172547748292841
GATS8dv,0.87983645791783
GATS8pe,0.8499750608169494
GATS8se,0.8007687319787775
LogEE_A,4.066044942331692
LogEE_D,122.87129390238516
MATS1dv,0.13939857288481136
MATS1pe,-0.04911804756685584
MATS1se,-0.051078719761604496
MATS2dv,0.020850708924103397
MATS2pe,0.18179487791803126
MATS2se,0.2273212995137966
MATS3dv,-0.1902061241510783
MATS3pe,-0.072808015859357
MATS3se,-0.08245523257600192
MATS4dv,-0.2683514801147075
MATS4pe,-0.2817987605853587
MATS4se,-0.2643208388394685
MATS5dv,-0.06980564611924074
MATS5pe,-0.26485544719745224
MATS5se,-0.2613223304920292
MATS6dv,0.1397566153612859
MATS6pe,0.13687917339501574
MATS6se,0.11302293935980903
MATS7dv,0.04099907817918436
MATS7pe,0.2462555081305563
MATS7se,0.25671609788159766
MATS8dv,0.12164122275809555
MATS8pe,0.20700457274148296
MATS8se,0.2585840628527941
MAXaaCH,1.6860591458805745
MAXaasC,0.7392649281934998
MAXaasN,1.5199116591080877
MAXdssC,-0.987292049280686
MDEC-22,9.447743131283495
MDEC-23,17.92515216359066
MDEC-33,4.614409857051031
MDEN-22,1.0
MDEN-23,1.4142135623730951
MDEO-11,0.8198276497595954
MINaaCH,1.4867797642472969
MINaasC,0.19291500748155221
MINaasN,1.5199116591080877
MINdssC,-0.9913429752066116
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.4285714285714284
SM1_Dzi,1.3682854998861482
SM1_Dzm,1.4245628518413376
SM1_Dzp,-5.883722511902061
SM1_Dzv,-2.553951796962389
SddssSe,0
SpAD_Dt,369.52488510158145
SpAbs_A,29.66321206186439
SpAbs_D,245.74258780477044
SpMAD_A,1.2897048722549733
SpMAD_D,10.684460339337841
SpMax_A,2.4030309059379844
SpMax_D,122.87129390238516
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,105.31
TpiPC10,8.884356996917017
VAdjMat,5.643856189774724
VE1_DzZ,4.708050550629825
VE1_Dzi,4.701955514378937
VE1_Dzm,4.708046892703204
VE1_Dzp,4.698873392618945
VE1_Dzv,4.709963087748921
VE2_DzZ,0.20469785002738372
VE2_Dzi,0.20443284845125811
VE2_Dzm,0.20469769098709584
VE2_Dzp,0.20429884315734545
VE2_Dzv,0.20478100381517048
VE3_DzZ,2.3821830494525993
VE3_Dzi,2.3808876120084257
VE3_Dzm,2.382182272500865
VE3_Dzp,2.380231899219497
VE3_Dzv,2.3825891939367385
VR1_DzZ,129.680373885706
VR1_Dzi,130.20225787451628
VR1_Dzm,129.68097406711493
VR1_Dzp,130.82940621523295
VR1_Dzv,129.79938926288543
VR2_DzZ,5.6382771254654775
VR2_Dzi,5.660967733674621
VR2_Dzm,5.638303220309345
VR2_Dzp,5.688235052836215
VR2_Dzv,5.643451707081975
VR3_DzZ,5.697981883499223
VR3_Dzi,5.701998194145356
VR3_Dzm,5.697986511647662
VR3_Dzp,5.706803354849661
VR3_Dzv,5.698899221977425
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.025819888974716113
Xch-6dv,0.08137544453027167
Xch-7dv,0.0903584784853417
Xpc-4dv,1.038099166461928
Xpc-5dv,1.1000816697525486
Xpc-6dv,1.1806639190583355
Zagreb1,120.0
Zagreb2,140.0
fragCpx,119.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,17
nBondsD,2
nBondsM,19
nBondsO,25
nBondsS,17
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,1
AATS0are,6.779844117647059
AATS1are,6.715966666666667
AATS2are,6.665070909090908
AATS3are,6.430014285714286
AATS4are,6.594643835616438
AATS5are,6.432499999999999
AATS6are,6.371795454545454
AATS7are,6.8160263157894745
AATS8are,6.67691304347826
AATSC0dv,4.14878892733564
AATSC0pe,0.15280138408304494
AATSC0se,0.11305983737024218
AATSC1dv,0.5783352556708956
AATSC1pe,-0.00750530565167241
AATSC1se,-0.00577495174932718
AATSC2dv,0.08650519031141858
AATSC2pe,0.02777850896508336
AATSC2se,0.025700909153821956
AATSC3dv,-0.7891250617894218
AATSC3pe,-0.011125165595650037
AATSC3se,-0.009322375185368272
AATSC4dv,-1.1133336493340287
AATSC4pe,-0.04305924065032942
AATSC4se,-0.029884071052756304
AATSC5dv,-0.2896088916850161
AATSC5pe,-0.04047027891370453
AATSC5se,-0.029545060186641495
AATSC6dv,0.579820698332809
AATSC6pe,0.020915327146901506
AATSC6se,0.012778355143126753
AATSC7dv,0.17009652158076835
AATSC7pe,0.03762818248042253
AATSC7se,0.029024280276816607
AATSC8dv,0.5046637580863549
AATSC8pe,0.03163058522641796
AATSC8se,0.029235472092673385
AETA_eta,0.5692481705118027
ATSC0are,5.793873529411763
ATSC1are,-0.2435278546712803
ATSC2are,1.8440398788927335
ATSC3are,-0.9557719723183393
ATSC4are,-3.4994872837370226
ATSC5are,-3.125816262975778
ATSC6are,0.9267724913494803
ATSC7are,1.7498766435986157
ATSC8are,1.9757769896193766
BCUTZ-1h,8.030854407181899
BCUTZ-1l,5.687013159747733
BCUTc-1h,0.46116913921466224
BCUTc-1l,-0.3871032177645892
BCUTd-1h,3.158434721709817
BCUTd-1l,0.9715284639883166
BCUTi-1h,14.751054048978684
BCUTi-1l,10.9478784980721
BCUTm-1h,16.015958461509257
BCUTm-1l,11.69857640693964
BCUTp-1h,1.9965308614782993
BCUTp-1l,0.7404365780211605
BCUTs-1h,7.009389314351532
BCUTs-1l,1.4775617510636037
BCUTv-1h,20.90197009450629
BCUTv-1l,14.699772943340584
BalabanJ,1.4268079025581173
Diameter,14
ETA_beta,33.25
GATS1are,0.7249877786729084
GATS2are,0.4694320623660792
GATS3are,0.8003109993249171
GATS4are,1.2474027606795557
GATS5are,1.2631057552170977
GATS6are,0.610711898013977
GATS7are,0.5861445458174926
GATS8are,0.8050212488537644
HybRatio,0.0
Lipinski,True
LogEE_Dt,184.76244255079072
MATS1are,-0.03969685017186005
MATS2are,0.19675126137063373
MATS3are,-0.08012465209737993
MATS4are,-0.2813140774771951
MATS5are,-0.2779261535107594
MATS6are,0.12360338485880826
MATS7are,0.27023011362247357
MATS8are,0.25205191275880506
NsssssAs,0
RotRatio,0.16
SM1_Dzpe,1.5184363525091804
SM1_Dzse,1.4147681802120078
SMR_VSA1,19.802129157825057
SMR_VSA2,0.0
SMR_VSA3,14.993869839101091
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,65.85468310269995
SMR_VSA8,0.0
SMR_VSA9,16.944765761229018
SpAD_DzZ,178.28375855826948
SpAD_Dzi,175.8928879110756
SpAD_Dzm,178.3097672738176
SpAD_Dzp,230.11957802047772
SpAD_Dzv,209.66124866138517
SpAbs_Dt,369.5248851015812
SpDiam_A,4.716183899973643
SpDiam_D,190.02808163764894
SpMAD_Dt,16.066299352242673
SpMax_Dt,184.76244255079072
SsssssAs,0
VE1_Dzpe,4.707435239407559
VE1_Dzse,4.70812968927547
VE2_Dzpe,0.20467109736554603
VE2_Dzse,0.2047012908380639
VE3_Dzpe,2.3820523474926873
VE3_Dzse,2.382199858528813
VMcGowan,214.1399999999998
VR1_Dzpe,129.72623172060997
VR1_Dzse,129.67465334827304
VR2_Dzpe,5.640270944374347
VR2_Dzse,5.6380284064466535
VR3_Dzpe,5.6983354430030335
VR3_Dzse,5.697937769934162
mZagreb1,7.638888888888889
mZagreb2,5.027777777777779
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,10
nBondsKS,26
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1704080449826989
AATSC1are,-0.006764662629757786
AATSC2are,0.0335279977980497
AATSC3are,-0.013653885318833419
AATSC4are,-0.04793818196900031
AATSC5are,-0.04736085246932997
AATSC6are,0.021063011167033643
AATSC7are,0.04604938535785831
AATSC8are,0.042951673687377755
AETA_beta,1.4456521739130435
BCUTdv-1h,6.023302510147453
BCUTdv-1l,2.812301180998661
BCUTpe-1h,3.5034982703401507
BCUTpe-1l,2.2359274196060377
BCUTse-1h,3.716385574215448
BCUTse-1l,2.4318421413310625
ETA_alpha,10.533333333333333
ETA_dBeta,4.75
ETA_eta_B,0.3724996667149014
ETA_eta_F,24.682505604310467
ETA_eta_L,4.010704635810761
ETA_eta_R,37.77521352608193
ETA_psi_1,0.5171849427168577
LabuteASA,129.98232247120993
LogEE_DzZ,89.20399108037697
LogEE_Dzi,88.0059346294459
LogEE_Dzm,89.21682115220625
LogEE_Dzp,113.78071889895577
LogEE_Dzv,104.27541741830944
PEOE_VSA1,10.213054789681411
PEOE_VSA2,0.0
PEOE_VSA3,14.270877303288827
PEOE_VSA4,0.0
PEOE_VSA5,5.098681808301038
PEOE_VSA6,17.346119232578086
PEOE_VSA7,36.39820241076966
PEOE_VSA8,5.563451491696996
PEOE_VSA9,23.011132829690627
SM1_Dzare,1.6998604001861333
SpAD_Dzpe,177.37028764759975
SpAD_Dzse,178.4172557403926
SpAbs_DzZ,176.9794107321825
SpAbs_Dzi,174.75050155708828
SpAbs_Dzm,177.00907945257123
SpAbs_Dzp,233.4451603098137
SpAbs_Dzv,211.10478663358128
SpDiam_Dt,267.64433546315894
SpMAD_DzZ,7.751467763403021
SpMAD_Dzi,7.64751686569894
SpMAD_Dzm,7.752598577122505
SpMAD_Dzp,10.005199044368597
SpMAD_Dzv,9.115706463538485
SpMax_DzZ,89.20399108037697
SpMax_Dzi,88.0059346294459
SpMax_Dzm,89.21682115220625
SpMax_Dzp,113.78071889895577
SpMax_Dzv,104.27541741830944
VE1_Dzare,4.707030638677997
VE2_Dzare,0.20465350602947813
VE3_Dzare,2.3819663945060707
VR1_Dzare,129.74780190545525
VR2_Dzare,5.641208778498054
VR3_Dzare,5.698501703839184
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,17
nAromBond,17
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4579710144927536
AETA_dBeta,0.20652173913043478
AETA_eta_B,0.016195637683256582
AETA_eta_F,1.073152417578716
AETA_eta_L,0.17437846242655483
AETA_eta_R,1.6424005880905186
BCUTare-1h,3.557347355643558
BCUTare-1l,2.1861707721559953
ETA_beta_s,14.25
ETA_dPsi_A,0.1968150572831423
ETA_dPsi_B,0.0
ETA_eta_BR,0.6304996667149014
ETA_eta_FL,7.031009259847433
ETA_eta_RL,11.041713895658194
LogEE_Dzpe,88.75116279564811
LogEE_Dzse,89.2701395302055
PEOE_VSA10,5.693927994848461
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,37.1455352046862
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,20.715977351537635
SlogP_VSA6,54.727780119305955
SlogP_VSA7,0.0
SlogP_VSA8,16.944765761229018
SlogP_VSA9,0.0
SpAD_Dzare,175.93283879272184
SpAbs_Dzpe,175.98388923878704
SpAbs_Dzse,177.125510880199
SpDiam_DzZ,138.37595580502872
SpDiam_Dzi,136.08725390153035
SpDiam_Dzm,138.39450939326412
SpDiam_Dzp,174.10692026230325
SpDiam_Dzv,160.93238497895092
SpMAD_Dzpe,7.7117516368521635
SpMAD_Dzse,7.757271988712722
SpMax_Dzpe,88.75116279564811
SpMax_Dzse,89.2701395302055
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,23
AETA_beta_s,0.6195652173913043
AETA_eta_BR,0.02741302898760441
AETA_eta_FL,0.3056960547759754
AETA_eta_RL,0.4800745172025302
DetourIndex,2082
EState_VSA1,11.938610575903699
EState_VSA2,11.126902983393991
EState_VSA3,11.381314269532023
EState_VSA4,5.563451491696996
EState_VSA5,28.947271208991623
EState_VSA6,30.462311845459514
EState_VSA7,0.0
EState_VSA8,10.312066903955905
EState_VSA9,10.213054789681411
ETA_beta_ns,19.0
ETA_shape_p,0.12658227848101264
ETA_shape_x,0.0
ETA_shape_y,0.370253164556962
GhoseFilter,True
LogEE_Dzare,88.04032637028206
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,174.38079234037798
SpDiam_Dzpe,137.65555101496824
SpDiam_Dzse,138.48030178043763
SpMAD_Dzare,7.649253860553124
SpMax_Dzare,88.04032637028206
TopoPSA(NO),105.31
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.5199116591080877
VSA_EState9,62.146755007558575
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8260869565217391
EState_VSA10,9.589074368143644
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04202898550724638
FilterItLogS,-2.4419024452896627
SpDiam_Dzare,136.57514544247493
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.6960784313725492
ETA_epsilon_2,0.8855072463768114
ETA_epsilon_3,0.44153846153846193
ETA_epsilon_4,0.5805555555555558
ETA_epsilon_5,0.8386666666666666
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.2545399698340873
ETA_dEpsilon_B,0.11552287581699339
ETA_dEpsilon_C,-0.1390170940170939
ETA_dEpsilon_D,0.04684057971014488
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7391304347826086
MDEDescriptor,"0.0,0.0,0.0,0.0,9.447743131283495,17.92515216359066,0.0,4.614409857051031,0.0,0.0,0.8198276497595954,0.0,0.0,0.0,0.0,0.0,1.0,1.4142135623730951,0.0"
APolDescriptor,42.002722999999996
BCUTDescriptor,"11.850000000000005,15.99793683683075,-0.3286848577967278,0.29176123160397643,4.1356697105200295,9.550693527597012"
BPolDescriptor,15.921276999999996
TPSADescriptor,105.31
ALOGPDescriptor,"2.8086,7.888233960000001,84.7438"
XLogPDescriptor,2.7090000000000005
VAdjMaDescriptor,5.643856189774724
WeightDescriptor,309.07495592000004
ChiPathDescriptor,"16.396976746569035,11.041713895658194,10.170965410371302,8.36569172912602,6.475129995437753,4.780457908060103,3.663635347547204,2.7641859314937247,11.748716981134152,6.642283915897591,4.782881496079621,3.299800427453548,2.062582266213206,1.3088383312082996,0.7467046387401418,0.420603036522052"
ChiChainDescriptor,"0.0,0.0,0.11785113019775793,0.30274943015462097,0.4241838895256699,0.0,0.0,0.025819888974716113,0.08137544453027167,0.09035847848534172"
AtomCountDescriptor,34
BondCountDescriptor,25
SmallRingDescriptor,"3,3,3,3,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.6666666666666667,0.0,0.49999999999999994,0.0,0.5381074415232735,0.0,0.07119061409109351,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,10,3,0,0,0,0"
ZagrebIndexDescriptor,120.0
LargestChainDescriptor,15
MannholdLogPDescriptor,2.4499999999999997
WeightedPathDescriptor,"46.72761304413446,2.0316353497449766,19.399034098720705,9.674451109086043,9.724582989634655"
FractionalPSADescriptor,0.34072640950973104
WienerNumbersDescriptor,"1357.0,34.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.9232461415382462,4.914747787572718,5.534745118726487,1.0380991664619277,1.1000816697525486,1.0494084177996836"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,23
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,2
KappaShapeIndicesDescriptor,"17.8112,7.92,4.345679012345679"
AromaticAtomsCountDescriptor,17
AromaticBondsCountDescriptor,17
FragmentComplexityDescriptor,790.07
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"27.177817045993223,27.546874310624556,39.566741746332184,38.15237321568452,33.48473708204542"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,4
AutocorrelationDescriptorCharge,"0.4591290220331416,-0.2131474378859267,7.275565377192017E-4,8.937267235723628E-4,0.014950459327472866"
EccentricConnectivityIndexDescriptor,522
AutocorrelationDescriptorPolarizability,"1335.9070979603423,1562.606332658571,2151.282796359108,2013.0094886795,1682.7854436955326"
