DLiP-ID,C0007N
DLiP-Mol-ID,20524
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H12O3/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(17)8-11/h1-9,15-17H/b2-1+"
Standard Inchi Key(RDKit),LUKBXSAWLPMMSZ-OWOJBTEDSA-N
Canonical SMILES(RDKit),Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),228.247
MW Monoisotopic(RDKit),228.078644244
MolLogP(RDKit),2.9738
XLogP(SDF),
XLogP(CDK),3.438
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),60.69
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.692340848734021
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,7380.186432070068
qed,0.6923408487340212
Chi0,12.25071237662706
Chi1,8.131030293135234
TPSA,60.69
Chi0n,9.037793209206509
Chi0v,9.037793209206509
Chi1n,5.134922008387694
Chi1v,5.134922008387694
Chi2n,3.7076093711337035
Chi2v,3.7076093711337035
Chi3n,2.286187203563191
Chi3v,2.286187203563191
Chi4n,1.4921450140336467
Chi4v,1.4921450140336467
MolMR,66.80640000000002
MolWt,228.247
fr_SH,0
Kappa1,11.077000037901195
Kappa2,4.6148561852743555
Kappa3,3.0140685932121816
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,521.6438223871525
MolLogP,2.9738000000000016
NOCount,3
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.2225089719112674
SMR_VSA1,15.319582184522117
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,53.59147246262526
SMR_VSA8,0.0
SMR_VSA9,17.248535499851716
fr_Al_OH,0
fr_Ar_NH,0
