DLiP-ID,I000YD
AATSC5c,0.0005530774087127027
AATSC5d,-0.08496043090032118
AATSC5i,0.10655500030983613
AATSC5m,1.7075957554188705
AATSC5p,0.004399828262363786
AATSC5s,-0.1368819206067139
AATSC5v,2.4644369410361944
AATSC6Z,-1.2731600414638542
AATSC6c,-0.0015528862582489939
AATSC6d,-0.15193460429060754
AATSC6i,0.003079573096962674
AATSC6m,-5.942366698850569
AATSC6p,-0.004162321384165985
AATSC6s,-0.2494770070909201
AATSC6v,-4.340310464966282
AATSC7Z,-0.6392262265707371
AATSC7c,-0.0024610944634682053
AATSC7d,-0.18051253475807286
AATSC7i,-0.17862362807093207
AATSC7m,-3.1446864585472274
AATSC7p,-0.04228745492598272
AATSC7s,0.08412834553090554
AATSC7v,-8.019712601510623
AATSC8Z,0.06647174148188188
AATSC8c,0.004355934400991878
AATSC8d,-0.10954119343789437
AATSC8i,-0.03674668132537229
AATSC8m,0.2065876811211392
AATSC8p,-0.007813175587715172
AATSC8s,0.42291613459728
AATSC8v,-3.0729634646608193
ATS0are,298.02939999999995
ATS1are,319.9188
ATS2are,520.8598999999999
ATS3are,639.1018999999998
ATS4are,692.3576
ATS5are,651.7037
ATS6are,656.487
ATS7are,661.9297
ATS8are,639.8038999999998
ATSC0dv,197.86046511627904
ATSC0pe,7.310111627906976
ATSC0se,5.052558697674417
ATSC1dv,53.989724175229824
ATSC1pe,0.9105686857760954
ATSC1se,0.7071190048674958
ATSC2dv,30.06381828015145
ATSC2pe,0.6116815035154124
ATSC2se,0.4220755413737154
ATSC3dv,-39.5289345592212
ATSC3pe,-1.5993419686316936
ATSC3se,-1.2048231692806926
ATSC4dv,-67.80854515954572
ATSC4pe,-3.1421833964305024
ATSC4se,-2.002598678204434
ATSC5dv,-27.19361817198486
ATSC5pe,-0.2783613845321795
ATSC5se,-0.5862802877230937
ATSC6dv,-94.85127095727421
ATSC6pe,-1.8007375878853424
ATSC6se,-0.8720793250405618
ATSC7dv,-33.56246619794483
ATSC7pe,0.28081741481882166
ATSC7se,0.3234608588426174
ATSC8dv,35.35803136830721
ATSC8pe,2.5915693888588436
ATSC8se,2.306533605191996
AXp-0dv,0.5185810777217549
AXp-1dv,0.26366692882078624
AXp-2dv,0.13331687890305358
AXp-3dv,0.06807766082002542
AXp-4dv,0.034206105950575244
AXp-5dv,0.01737526382797568
AXp-6dv,0.008422889123002089
AXp-7dv,0.0042438588239253885
BertzCT,1513.9235521834134
ECIndex,651
ETA_eta,21.191032344411443
GATS1dv,0.36357020676409696
GATS1pe,0.45801757139880045
GATS1se,0.46634788105237085
GATS2dv,0.6409475573791513
GATS2pe,0.6223347323820452
GATS2se,0.6305502203203293
GATS3dv,0.902709524163017
GATS3pe,0.9037195138164116
GATS3se,0.9032953045095959
GATS4dv,1.0561513039630523
GATS4pe,1.0651700221622071
GATS4se,1.0578216310110344
GATS5dv,0.9498035462421923
GATS5pe,0.792162028694064
GATS5se,0.8358271456063437
GATS6dv,1.0923101786553833
GATS6pe,0.9687933455029477
GATS6se,0.9757673626373161
GATS7dv,0.9820204869570175
GATS7pe,0.8649799513130585
GATS7se,0.8415442814637578
GATS8dv,0.9673799659144338
GATS8pe,0.796791440607276
GATS8se,0.7414955667361982
LogEE_A,4.363794885725458
LogEE_D,156.92744016753042
MATS1dv,0.2496448899158738
MATS1pe,0.11396179988492555
MATS1se,0.12804179085054088
MATS2dv,0.084852148321824
MATS2pe,0.046728201904466096
MATS2se,0.04665052643788022
MATS3dv,-0.09042758518298567
MATS3pe,-0.09902895022491277
MATS3se,-0.10793363246129155
MATS4dv,-0.14447532656692205
MATS4pe,-0.18120734799390992
MATS4se,-0.16709014711583117
MATS5dv,-0.06030458727919942
MATS5pe,-0.016708111276023306
MATS5se,-0.05091389289286252
MATS6dv,-0.21472437705688768
MATS6pe,-0.11033762806408957
MATS6se,-0.07731109873515737
MATS7dv,-0.07367634976943863
MATS7pe,0.016685271933497753
MATS7se,0.027806327192209598
MATS8dv,0.08004353745494441
MATS8pe,0.1587947190384266
MATS8se,0.20447755400996678
MAXaaCH,1.6583818550376992
MAXaaNH,3.057998393801965
MAXaaaC,0.6246689972285209
MAXaasC,0.44410420340975953
MAXaasN,1.5587062440525643
MAXddsN,-0.5027581183598433
MAXsCH3,1.71573809758063
MDEC-12,1.3222782907903234
MDEC-13,2.066065771391905
MDEC-22,7.704837326144267
MDEC-23,22.650817606739132
MDEC-33,14.33216632911655
MDEN-22,0.8254818122236568
MDEN-23,2.7380025055226116
MDEN-33,0.4794381180348844
MDEO-11,0.5952753944880748
MINaaCH,1.2566069853867474
MINaaNH,3.057998393801965
MINaaaC,0.2641879251700685
MINaasC,-0.4198975336360171
MINaasN,1.2907533383723857
MINddsN,-0.5027581183598433
MINsCH3,1.71573809758063
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9404761904761907
SM1_Dzi,2.2246032638973325
SM1_Dzm,1.9705867811066777
SM1_Dzp,-8.354178369971919
SM1_Dzv,-3.659590868935357
SddssSe,0
SpAD_Dt,744.9538783729502
SpAbs_A,39.4943475488465
SpAbs_D,313.8548803350608
SpMAD_A,1.3164782516282165
SpMAD_D,10.461829344502027
SpMax_A,2.5916056329537165
SpMax_D,156.92744016753042
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,111.64
TpiPC10,10.376509936184094
VAdjMat,6.087462841250339
VE1_DzZ,5.377787520137567
VE1_Dzi,5.377730363184367
VE1_Dzm,5.378220520519542
VE1_Dzp,5.317580992932503
VE1_Dzv,5.351376560336291
VE2_DzZ,0.17925958400458558
VE2_Dzi,0.17925767877281223
VE2_Dzm,0.1792740173506514
VE2_Dzp,0.17725269976441677
VE2_Dzv,0.17837921867787637
VE3_DzZ,2.7808893366486642
VE3_Dzi,2.780878708252371
VE3_Dzm,2.780969849861479
VE3_Dzp,2.7696307880374107
VE3_Dzv,2.7759661174772376
VR1_DzZ,203.04714515298144
VR1_Dzi,203.04371614118466
VR1_Dzm,203.00240891547085
VR1_Dzp,210.05060524642448
VR1_Dzv,206.50921801793234
VR2_DzZ,6.768238171766048
VR2_Dzi,6.768123871372822
VR2_Dzm,6.7667469638490285
VR2_Dzp,7.001686841547483
VR2_Dzv,6.883640600597745
VR3_DzZ,6.412050482878781
VR3_Dzi,6.412033594974503
VR3_Dzm,6.411830134218164
VR3_Dzp,6.445960767719123
VR3_Dzv,6.4289573393849135
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.05681836317822866
Xch-6dv,0.17907935628432126
Xch-7dv,0.22317968380404563
Xpc-4dv,1.790488273431945
Xpc-5dv,2.446953992771101
Xpc-6dv,3.241817631771857
Zagreb1,170.0
Zagreb2,209.0
fragCpx,286.1
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,2
n5aRing,2
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,26
nBondsD,2
nBondsM,28
nBondsO,34
nBondsS,19
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,10
naHRing,3
AATS0are,6.930916279069766
AATS1are,6.806782978723404
AATS2are,6.764414285714285
AATS3are,6.72738842105263
AATS4are,6.787819607843137
AATS5are,6.650037755102041
AATS6are,6.838406249999999
AATS7are,6.686158585858586
AATS8are,6.664623958333331
AATSC0dv,4.601406165494861
AATSC0pe,0.17000259599783665
AATSC0se,0.11750136506219575
AATSC1dv,1.1487175356431878
AATSC1pe,0.019373801825023306
AATSC1se,0.01504508520994672
AATSC2dv,0.39043919844352537
AATSC2pe,0.00794391563007029
AATSC2se,0.005481500537320979
AATSC3dv,-0.4160940479918021
AATSC3pe,-0.016835178617175723
AATSC3se,-0.01268234915032308
AATSC4dv,-0.6647896584269187
AATSC4pe,-0.030805719572848063
AATSC4se,-0.019633320374553273
AATSC5dv,-0.27748589971413123
AATSC5pe,-0.002840422291144689
AATSC5se,-0.005982451915541772
AATSC6dv,-0.9880340724716064
AATSC6pe,-0.018757683207138984
AATSC6se,-0.009084159635839186
AATSC7dv,-0.3390148100802508
AATSC7pe,0.0028365395436244613
AATSC7se,0.0032672814024506808
AATSC8dv,0.3683128267532001
AATSC8pe,0.02699551446727962
AATSC8se,0.024026391720749957
AETA_eta,0.7063677448137148
ATSC0are,8.284646511627903
ATSC1are,1.1093817198485665
ATSC2are,0.5489143861546779
ATSC3are,-1.9802353163872357
ATSC4are,-3.442482422931313
ATSC5are,-0.46920135208220615
ATSC6are,-1.7383736073553275
ATSC7are,0.4010022174148193
ATSC8are,3.1497403461330453
BCUTZ-1h,9.004071372575241
BCUTZ-1l,5.677481043648659
BCUTc-1h,0.49154781396212655
BCUTc-1l,-0.42896689621774914
BCUTd-1h,3.3283080105951224
BCUTd-1l,0.9726937014331379
BCUTi-1h,17.424773638041977
BCUTi-1l,10.942748706058198
BCUTm-1h,19.000142820765454
BCUTm-1l,11.692248582750949
BCUTp-1h,2.0160763648313584
BCUTp-1l,0.545854686691345
BCUTs-1h,8.002976054020934
BCUTs-1l,1.3583326214635403
BCUTv-1h,20.90963955590511
BCUTv-1l,13.304118496424046
BalabanJ,1.386782074641438
Diameter,13
ETA_beta,44.75
GATS1are,0.46871322739059107
GATS2are,0.6438284242549793
GATS3are,0.920752177547111
GATS4are,1.0614191372678476
GATS5are,0.7934134535220376
GATS6are,0.9584193621122625
GATS7are,0.8598560023417661
GATS8are,0.7688763474771768
HybRatio,0.05
Lipinski,True
LogEE_Dt,372.3359989337356
MATS1are,0.12251171524397392
MATS2are,0.03700056542243182
MATS3are,-0.10819013662027363
MATS4are,-0.17517254212625602
MATS5are,-0.024850072041017163
MATS6are,-0.09398669098736308
MATS7are,0.021023550014695903
MATS8are,0.17029346933816314
NsssssAs,0
RotRatio,0.08823529411764706
SM1_Dzpe,2.10256453626763
SM1_Dzse,1.900562359329325
SMR_VSA1,9.313726096492491
SMR_VSA2,0.0
SMR_VSA3,24.544948007839654
SMR_VSA4,7.04767198267719
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,81.01312330824126
SMR_VSA8,0.0
SMR_VSA9,16.944765761229018
SpAD_DzZ,215.15798345529402
SpAD_Dzi,207.80759193174902
SpAD_Dzm,215.0172777658775
SpAD_Dzp,311.0335643745759
SpAD_Dzv,273.00705768694047
SpAbs_Dt,744.9538783729503
SpDiam_A,5.048637917348726
SpDiam_D,218.48669825584773
SpMAD_Dt,24.831795945765005
SpMax_Dt,372.3359989337356
SsssssAs,0
VE1_Dzpe,5.378263862036674
VE1_Dzse,5.377508028712985
VE2_Dzpe,0.1792754620678891
VE2_Dzse,0.17925026762376614
VE3_Dzpe,2.780977908538569
VE3_Dzse,2.7808373638463593
VMcGowan,266.0100000000003
VR1_Dzpe,202.97352515777976
VR1_Dzse,203.07990255928289
VR2_Dzpe,6.765784171925992
VR2_Dzse,6.76933008530943
VR3_Dzpe,6.411687841262766
VR3_Dzse,6.412211798932745
mZagreb1,9.444444444444443
mZagreb2,6.361111111111111
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,1
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,2
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,12
nBondsKS,35
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.19266619794483494
AATSC1are,0.023603866379756734
AATSC2are,0.007128758261749064
AATSC3are,-0.020844582277760378
AATSC4are,-0.033749827675797185
AATSC5are,-0.004787768898798022
AATSC6are,-0.01810805840995133
AATSC7are,0.004050527448634538
AATSC8are,0.03280979527221922
AETA_beta,1.4916666666666667
BCUTdv-1h,7.005190708273857
BCUTdv-1l,0.9969633982085453
BCUTpe-1h,3.9886798109914103
BCUTpe-1l,2.220943490001484
BCUTse-1h,4.00996506969458
BCUTse-1l,2.416139318685267
ETA_alpha,13.685714285714287
ETA_dBeta,4.25
ETA_eta_B,0.478652816597549
ETA_eta_F,37.16337862388508
ETA_eta_L,5.439880050543252
ETA_eta_R,58.35441096829652
ETA_psi_1,0.5103889184869475
LabuteASA,166.68801082983012
LogEE_DzZ,107.64367426732953
LogEE_Dzi,103.97063107055568
LogEE_Dzm,107.57432510897563
LogEE_Dzp,153.96462552865776
LogEE_Dzv,135.88724282397925
PEOE_VSA1,0.0
PEOE_VSA2,24.689340196283617
PEOE_VSA3,14.056196503767211
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,24.26546827384644
PEOE_VSA8,24.743857611297404
PEOE_VSA9,38.790618036508626
SM1_Dzare,2.3613932742398616
SpAD_Dzpe,213.20216431019546
SpAD_Dzse,215.5227606463146
SpAbs_DzZ,213.40965477651764
SpAbs_Dzi,205.89733837369687
SpAbs_Dzm,213.24058066237134
SpAbs_Dzp,316.28342942728733
SpAbs_Dzv,275.43407651689387
SpDiam_Dt,509.3969401416088
SpMAD_DzZ,7.171932781843134
SpMAD_Dzi,6.926919731058301
SpMAD_Dzm,7.167242592195917
SpMAD_Dzp,10.36778547915253
SpMAD_Dzv,9.100235256231349
SpMax_DzZ,107.64367426732953
SpMax_Dzi,103.97063107055568
SpMax_Dzm,107.57432510897563
SpMax_Dzp,153.96462552865776
SpMax_Dzv,135.88724282397925
VE1_Dzare,5.378934549272557
VE2_Dzare,0.17929781830908526
VE3_Dzare,2.7811026040607874
VR1_Dzare,202.856556376674
VR2_Dzare,6.7618852125558
VR3_Dzare,6.411111399103021
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,1
n12FaRing,1
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,24
nAromBond,26
nG12ARing,0
nG12FRing,1
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4561904761904762
AETA_dBeta,0.14166666666666666
AETA_eta_B,0.015955093886584965
AETA_eta_F,1.238779287462836
AETA_eta_L,0.18132933501810838
AETA_eta_R,1.9451470322765507
BCUTare-1h,4.107726185460102
BCUTare-1l,2.1724747343234427
ETA_beta_s,20.25
ETA_dPsi_A,0.20361108151305252
ETA_dPsi_B,0.0
ETA_eta_BR,0.9086528165975489
ETA_eta_FL,8.995680695232295
ETA_eta_RL,14.435560745775547
LogEE_Dzpe,106.67116763963999
LogEE_Dzse,107.8247324018016
PEOE_VSA10,5.817220841045895
PEOE_VSA11,5.647177220767728
PEOE_VSA12,0.0
PEOE_VSA13,11.24665316973557
SlogP_VSA1,5.559266895052008
SlogP_VSA2,29.468259056657324
SlogP_VSA3,7.04767198267719
SlogP_VSA4,15.931539109811467
SlogP_VSA5,0.0
SlogP_VSA6,59.522317303377775
SlogP_VSA7,0.0
SlogP_VSA8,38.881092128542605
SlogP_VSA9,0.0
SpAD_Dzare,210.5071438089685
SpAbs_Dzpe,211.31740375705218
SpAbs_Dzse,213.80977638321366
SpDiam_DzZ,152.0765123213444
SpDiam_Dzi,147.42459619101686
SpDiam_Dzm,152.00346097177604
SpDiam_Dzp,209.26104591256427
SpDiam_Dzv,187.1678599534477
SpMAD_Dzpe,7.1067388103398486
SpMAD_Dzse,7.18409202154382
SpMax_Dzpe,106.67116763963999
SpMax_Dzse,107.8247324018016
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,1
nG12AHRing,0
nG12FARing,0
nG12FHRing,1
nG12FaRing,1
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.675
AETA_eta_BR,0.0302884272199183
AETA_eta_FL,0.29985602317440985
AETA_eta_RL,0.48118535819251823
DetourIndex,5525
EState_VSA1,16.299798784915573
EState_VSA2,11.073610489148358
EState_VSA3,33.4948679140778
EState_VSA4,0.0
EState_VSA5,41.08000534591484
EState_VSA6,30.05905262635867
EState_VSA7,0.0
EState_VSA8,15.181342137549283
EState_VSA9,0.0
ETA_beta_ns,24.5
ETA_shape_p,0.13048016701461376
ETA_shape_x,0.0
ETA_shape_y,0.453027139874739
GhoseFilter,True
LogEE_Dzare,105.33228501362557
SlogP_VSA10,10.077801322358383
SlogP_VSA11,0.0
SpAbs_Dzare,208.40550278093764
SpDiam_Dzpe,150.86872813697502
SpDiam_Dzse,152.2950905489945
SpMAD_Dzare,7.016904793632283
SpMax_Dzare,105.33228501362557
TopoPSA(NO),111.64
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,16.18281724012278
VSA_EState9,63.98384942654389
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,1
AETA_beta_ns,0.8166666666666667
EState_VSA10,19.299270500512215
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.04380952380952377
FilterItLogS,-5.572714156429957
SpDiam_Dzare,149.2127505112541
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.7142857142857143
ETA_epsilon_2,0.8938095238095235
ETA_epsilon_3,0.4463414634146338
ETA_epsilon_4,0.6019370460048421
ETA_epsilon_5,0.8746543778801841
AETA_beta_ns_d,0.05
ETA_dEpsilon_A,0.2679442508710805
ETA_dEpsilon_B,0.1123486682808722
ETA_dEpsilon_C,-0.15559558259020828
ETA_dEpsilon_D,0.019155145929339423
PetitjeanIndex,0.46153846153846156
TopoShapeIndex,0.8571428571428571
CDK Descriptors
FMFDescriptor,0.8
MDEDescriptor,"0.0,1.3222782907903234,2.066065771391905,0.0,7.704837326144267,22.650817606739132,0.0,14.33216632911655,0.0,0.0,0.5952753944880748,0.0,0.0,0.0,0.0,0.0,0.8254818122236568,2.7380025055226116,0.4794381180348844"
APolDescriptor,53.43130899999998
BCUTDescriptor,"11.988284300070303,18.998408311303777,-0.27292141767058314,0.2558740160183641,3.8491142357762254,11.418970419702148"
BPolDescriptor,22.248690999999997
TPSADescriptor,111.64
ALOGPDescriptor,"5.481300000000001,30.04464969000001,99.52689999999998"
XLogPDescriptor,4.554
VAdjMaDescriptor,6.08746284125034
WeightDescriptor,404.10331659999997
ChiPathDescriptor,"20.990834873703708,14.43556074577555,13.732512828458114,12.115685477310047,10.348273490932687,8.831512315567528,6.765300380227303,5.532249918479165,15.386574639829968,8.963797723358272,6.789366681372871,4.973786917044458,3.542884755117376,2.457710542466955,1.5093901610718536,0.9813820409840015"
ChiChainDescriptor,"0.0,0.0,0.17479246499677625,0.6464997536135815,1.039239956652409,0.0,0.0,0.05681836317822865,0.17907935628432126,0.22893264994811635"
AtomCountDescriptor,43
BondCountDescriptor,34
SmallRingDescriptor,"5,5,3,3,0,0,2,3,0,0,0"
ChiClusterDescriptor,"2.34168574660442,0.0,0.7435248784977696,0.0,0.8433298705984121,0.0,0.14452663013066644,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,13,3,0,0,0,0"
ZagrebIndexDescriptor,170.0
LargestChainDescriptor,14
MannholdLogPDescriptor,2.56
WeightedPathDescriptor,"62.239586247528656,2.074652874917622,29.356898858116057,7.471172975363012,19.36025533953624"
FractionalPSADescriptor,0.2762659830147012
WienerNumbersDescriptor,"2262.0,54.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.960313777320953,9.546382586392792,14.229203757488019,1.7657272829999726,2.452901679856449,2.9699262387872536"
FractionalCSP3Descriptor,0.05
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,5,4,0,0,0,0,0,0,1,0,0,0,2,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,28
PetitjeanNumberDescriptor,0.46153846153846156
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"21.825259515570934,8.741253364090735,3.9722274347907676"
AromaticAtomsCountDescriptor,24
AromaticBondsCountDescriptor,26
FragmentComplexityDescriptor,1339.1
HBondAcceptorCountDescriptor,3
HybridizationRatioDescriptor,0.05
AutocorrelationDescriptorMass,"35.98533305332437,38.236398283967915,57.839031885580034,61.72529462493023,59.72463272846485"
PetitjeanShapeIndexDescriptor,"0.8571428571428571,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.4750389289033895,-0.14669513026487374,-0.03352893581687278,-0.13329464025212495,0.1251419334726584"
EccentricConnectivityIndexDescriptor,651
AutocorrelationDescriptorPolarizability,"2130.2716140804796,2642.116932257191,4015.240097291165,4196.311543495642,4041.0487909176372"
