DLiP-ID,C001HK
DLiP-Mol-ID,32375
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H12N2O3/c1-20-11-6-7-12-13(10-11)19-17(15-5-3-9-22-15)16(18-12)14-4-2-8-21-14/h2-10H,1H3"
Standard Inchi Key(RDKit),KERKANPWIRULOP-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1
SMILES(SDF),
MW(SDF),
MW(RDKit),292.294
MW Monoisotopic(RDKit),292.084792244
MolLogP(RDKit),4.1584
XLogP(SDF),
XLogP(CDK),2.335
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),61.29
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.567130306102129
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,293292.5744238875
qed,0.5671303061021288
Chi0,14.940946820939052
Chi1,10.8476678905501
TPSA,61.290000000000006
Chi0n,11.81532448509814
Chi0v,11.81532448509814
Chi1n,6.78516991218615
Chi1v,6.78516991218615
Chi2n,4.730068028653514
Chi2v,4.730068028653514
Chi3n,3.3805313710455707
Chi3v,3.3805313710455707
Chi4n,2.3313044983236386
Chi4v,2.3313044983236386
MolMR,81.49400000000001
MolWt,292.29400000000004
fr_SH,0
Kappa1,12.644918749001015
Kappa2,5.035156311832214
Kappa3,2.0336805108718092
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,912.6497835082082
MolLogP,4.158400000000003
NOCount,5
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,2.017090513311119
SMR_VSA1,13.571164827906742
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,7.109797541277533
SMR_VSA7,54.990895470509386
SMR_VSA8,0.0
SMR_VSA9,28.657862660729712
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,2
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,125.73369789731039
NHOHCount,0
PEOE_VSA1,13.571164827906742
PEOE_VSA2,0.0
PEOE_VSA3,9.967957041894417
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,36.39820241076966
PEOE_VSA8,6.06636706846161
PEOE_VSA9,30.66952496778817
RingCount,4
SMR_VSA10,11.033401435232523
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,292.084792244
NumHDonors,0
PEOE_VSA10,17.137367822980828
PEOE_VSA11,11.520494837748885
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,17.07775458317195
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,63.82519734461608
SlogP_VSA7,0.0
SlogP_VSA8,33.94175226267833
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,0.0
EState_VSA3,22.90835082744581
EState_VSA4,16.78291326851643
EState_VSA5,0.0
EState_VSA6,19.636123532555647
EState_VSA7,42.46456947923127
EState_VSA8,9.967957041894417
