DLiP-ID,J1007T
DLiP-Mol-ID,36983
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H29N5O2/c1-3-28(4-2)20-14-12-19(13-15-20)25-24(30)23-22(18-9-6-5-7-10-18)26-27-29(23)17-21-11-8-16-31-21/h5-7,9-10,12-15,21H,3-4,8,11,16-17H2,1-2H3,(H,25,30)"
Standard Inchi Key(RDKit),XSXOOGKVDQQGKX-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCN(CC)c1ccc(NC(=O)c2c(-c3ccccc3)nnn2CC2CCCO2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),419.529
MW Monoisotopic(RDKit),419.232125168
MolLogP(RDKit),4.2226
XLogP(SDF),
XLogP(CDK),4.305
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),72.28
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.591777494590725
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,GATA4/NKX2-5
Common Target Pref Name,GATA4/NKX2-5
RDKit Descriptors
Ipc,20250233.739033803
qed,0.5917774945907253
Chi0,21.63118126525103
Chi1,15.190203145651198
TPSA,72.28
Chi0n,18.121494341943105
Chi0v,18.121494341943105
Chi1n,10.960766182392412
Chi1v,10.960766182392412
Chi2n,7.643107213854402
Chi2v,7.643107213854402
Chi3n,5.651733138682177
Chi3v,5.651733138682177
Chi4n,3.9719099961793596
Chi4v,3.9719099961793596
MolMR,122.38820000000003
MolWt,419.5290000000002
fr_SH,0
Kappa1,21.057713867732847
Kappa2,9.745011756722786
Kappa3,4.771423703544316
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,4
fr_NH1,1
fr_NH2,0
fr_N_O,0
