DLiP-ID,T005ZF
DLiP-Mol-ID,23255
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H15ClN4O2S3/c1-11-2-3-13(10-15(11)18)21-16(25)20-12-4-6-14(7-5-12)27(23,24)22-17-19-8-9-26-17/h2-10H,1H3,(H,19,22)(H2,20,21,25)"
Standard Inchi Key(RDKit),SQESNHVWYPTRES-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(NC(=S)Nc2ccc(S(=O)(=O)Nc3nccs3)cc2)cc1Cl
SMILES(SDF),
MW(SDF),
MW(RDKit),438.987
MW Monoisotopic(RDKit),438.0045664
MolLogP(RDKit),4.71462
XLogP(SDF),
XLogP(CDK),3.37
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),83.12
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.499971423018518
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Cyclophilins
Common Target Pref Name,Cyclophilins
RDKit Descriptors
Ipc,1287794.7672522056
qed,0.49997142301851843
Chi0,19.440946820939047
Chi1,12.831337023048246
TPSA,83.11999999999999
Chi0n,14.062571943535135
Chi0v,17.26799063233677
Chi1n,7.699054508750167
Chi1v,10.848083331072546
Chi2n,5.5102205364514125
Chi2v,8.902637313503808
Chi3n,3.506182448163189
Chi3v,6.290092380754034
Chi4n,2.1291849385468153
Chi4v,4.3341664567867095
MolMR,115.39689999999999
MolWt,438.9870000000001
fr_SH,0
Kappa1,19.558520828692362
Kappa2,8.21832288234669
Kappa3,5.164142742347872
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,1
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1052.29238917002
MolLogP,4.714620000000002
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.643048081566588
SMR_VSA1,8.417796984328938
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,11.819220675208399
SMR_VSA6,15.355672072464749
SMR_VSA7,64.62756062674858
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,171.20789592910197
NHOHCount,3
PEOE_VSA1,10.633577208012662
PEOE_VSA2,4.722094864452088
PEOE_VSA3,13.401775505276145
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,17.667306958694127
PEOE_VSA7,61.10326454520397
PEOE_VSA8,27.974312205187445
PEOE_VSA9,4.895483475517775
RingCount,3
SMR_VSA10,66.79765827855275
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,438.00456640000004
NumHDonors,3
PEOE_VSA10,0.0
PEOE_VSA11,10.24399536456409
PEOE_VSA12,0.0
PEOE_VSA13,10.023291153407584
PEOE_VSA14,0.0
SlogP_VSA1,15.355672072464749
SlogP_VSA2,18.514212390000903
SlogP_VSA3,10.023291153407584
SlogP_VSA4,6.923737199690624
SlogP_VSA5,5.563451491696996
