DLiP-ID,T0026V
DLiP-Mol-ID,18275
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C11H18O4/c1-3-4-5-6-7-9(11(14)15)8(2)10(12)13/h9H,2-7H2,1H3,(H,12,13)(H,14,15)"
Standard Inchi Key(RDKit),HKMDCNSGDQBQLI-UHFFFAOYSA-N
Canonical SMILES(RDKit),C=C(C(=O)O)C(CCCCCC)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),214.261
MW Monoisotopic(RDKit),214.120509056
MolLogP(RDKit),2.2984
XLogP(SDF),
XLogP(CDK),2.653
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),74.6
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),0
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),15
QED Weighted(RDKit),0.479926544210826
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,p53/MDM2
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,1401.5936413724446
qed,0.4799265442108259
Chi0,11.844934982691242
Chi1,7.00210641759854
TPSA,74.6
Chi0n,9.030914728236555
Chi0v,9.030914728236555
Chi1n,5.151720617397131
Chi1v,5.151720617397131
Chi2n,3.5705498043592274
Chi2v,3.5705498043592274
Chi3n,2.3397798930731715
Chi3v,2.3397798930731715
Chi4n,1.3710402654128433
Chi4v,1.3710402654128433
MolMR,56.66060000000003
MolWt,214.26099999999997
fr_SH,0
Kappa1,13.68
Kappa2,7.035789254477302
Kappa3,5.198399668754204
fr_ArN,0
fr_COO,2
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,244.9724764724544
MolLogP,2.2984
NOCount,4
fr_Ar_N,0
fr_COO2,2
fr_urea,0
BalabanJ,4.116795917655434
SMR_VSA1,19.802129157825057
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,5.917906046161393
