DLiP-ID,C004B7
DLiP-Mol-ID,35089
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C25H26Cl2N2O4/c26-19-8-6-16(7-9-19)24-21(17-2-1-3-20(27)10-17)11-18(12-22(30)28-13-23(31)32)25(33)29(24)14-15-4-5-15/h1-3,6-10,15,18,21,24H,4-5,11-14H2,(H,28,30)(H,31,32)/t18-,21-,24-/m0/s1"
Standard Inchi Key(RDKit),MWNFYBHJWIHYAM-XZOYJPPVSA-N
Canonical SMILES(RDKit),O=C(O)CN=C(O)C[C@@H]1C[C@@H](c2cccc(Cl)c2)[C@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),489.399
MW Monoisotopic(RDKit),488.126962672
MolLogP(RDKit),5.508
XLogP(SDF),
XLogP(CDK),4.017
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),90.2
RO3 Pass,
Num RO5 Violations,1
Num Lipinski RO5 Violations,1
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.378180096327336
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Tumour suppressor p53/oncoprotein Mdm2
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,39932805.74246178
qed,0.3781800963273356
Chi0,23.53480494807372
Chi1,15.812570843487293
TPSA,90.19999999999999
Chi0n,18.03212382634081
Chi0v,19.54398171837772
Chi1n,11.069984047433177
Chi1v,11.825912993451633
Chi2n,8.854806099625144
Chi2v,9.727677660569114
Chi3n,6.353656988852811
Chi3v,6.840730406980036
Chi4n,4.6494562187373445
Chi4v,4.97417183082216
MolMR,128.11360000000005
MolWt,489.3990000000002
fr_SH,0
Kappa1,23.58357953708102
Kappa2,10.141800035890538
Kappa3,5.867874904445832
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1052.6273696253086
MolLogP,5.508000000000005
NOCount,6
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.723541939903528
SMR_VSA1,19.802129157825057
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,16.828216824958453
SMR_VSA5,37.64303336701339
SMR_VSA6,13.08951281182515
SMR_VSA7,69.70310615856953
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,1
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,202.39428281996484
NHOHCount,2
PEOE_VSA1,15.11296452053189
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.992404732635669
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,47.46734805431147
PEOE_VSA7,60.57274217217986
PEOE_VSA8,34.84665674864402
PEOE_VSA9,6.041840829147961
RingCount,4
SMR_VSA10,40.976110142126
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,488.126962672
NumHDonors,2
PEOE_VSA10,6.544756405912575
PEOE_VSA11,5.897745344357611
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
