DLiP-ID,C000GK
BIC3,0.8459602698059283
BIC4,0.8459602698059283
BIC5,0.8459602698059283
CIC0,3.104667155588768
CIC1,1.13423417608807
CIC2,0.5806451612903221
CIC3,0.5806451612903221
CIC4,0.5806451612903221
CIC5,0.5806451612903221
GGI1,4.0
GGI2,2.222222222222223
GGI3,1.3194444444444446
GGI4,1.0094444444444446
GGI5,0.44805555555555554
GGI6,0.25315192743764164
GGI7,0.2726048752834467
GGI8,0.16427311665406902
GGI9,0.03125
JGI1,0.21052631578947367
JGI2,0.0854700854700855
JGI3,0.05074786324786325
JGI4,0.04588383838383838
JGI5,0.02800347222222222
JGI6,0.016876795162509443
JGI7,0.02096960579103436
JGI8,0.0164273116654069
JGI9,0.005208333333333333
MIC0,18.797252327819802
MIC1,35.9754841583955
MIC2,38.52733358339625
MIC3,38.52733358339625
MIC4,38.52733358339625
MIC5,38.52733358339625
MPC2,26
MPC3,34
MPC4,43
MPC5,49
MPC6,53
MPC7,52
MPC8,55
MPC9,44
Mare,1.038064516129032
NaaN,3
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,3
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.17025147849531871
RPCG,0.10214400719550482
SIC0,0.373325770502961
SIC1,0.7710558675864224
SIC2,0.8827973045652324
SIC3,0.8827973045652324
SIC4,0.8827973045652324
SIC5,0.8827973045652324
SaaN,11.412731009070296
SaaO,0
SaaS,0
Sare,32.17999999999999
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,27.228666750650877
SsSH,0
SssO,5.212775888133031
SssS,0
StCH,0
StsC,0
TIC0,57.33540379874131
TIC1,118.41882616326295
TIC2,135.58008562199313
TIC3,135.58008562199313
TIC4,135.58008562199313
TIC5,135.58008562199313
Vabc,197.3062830705679
WPol,26
apol,32.406308999999986
bpol,19.337691
nRot,5
ABCGG,12.166538978759263
ATS0Z,838.0
ATS0d,103.0
ATS0i,5343.084138385238
ATS0m,3316.4381699999994
ATS0p,39.50288376303701
ATS0s,203.88888888888889
ATS0v,6297.874767311904
ATS1Z,890.0
ATS1d,127.0
ATS1i,5086.292801339248
ATS1m,3393.7329909999994
ATS1p,48.201903038
ATS1s,133.80555555555557
ATS1v,7755.685101338773
ATS2Z,1285.0
ATS2d,191.0
ATS2i,8689.083084532143
ATS2m,4836.171042000001
ATS2p,69.50090413139603
ATS2s,218.41666666666666
ATS2v,10914.236135555368
ATS3Z,1363.0
ATS3d,191.0
ATS3i,10363.659650491694
ATS3m,5066.417641999997
ATS3p,74.30227392479198
ATS3s,265.2777777777778
ATS3v,11419.038257838096
ATS4Z,1253.0
ATS4d,176.0
ATS4i,11101.48141571224
ATS4m,4551.934657999997
ATS4p,70.44221694048998
ATS4s,292.22222222222223
ATS4v,10457.555004858252
ATS5Z,927.0
ATS5d,153.0
ATS5i,10372.060399552038
ATS5m,3239.313392
ATS5p,62.080985762188014
ATS5s,208.0555555555556
ATS5v,8805.420330362826
ATS6Z,878.0
ATS6d,133.0
ATS6i,9015.128149238739
ATS6m,3113.2503190000007
ATS6p,57.224520375641
ATS6s,199.77777777777783
ATS6v,8100.528529641058
ATS7Z,764.0
ATS7d,114.0
ATS7i,8343.516192236139
ATS7m,2713.2676330000013
ATS7p,47.388836288187996
ATS7s,195.1666666666667
ATS7v,6788.27725646439
ATS8Z,586.0
ATS8d,81.0
ATS8i,5306.152758860148
ATS8m,2086.2018420000004
ATS8p,35.684943625698004
ATS8s,126.6666666666667
ATS8v,5257.97271869096
C1SP1,0
C1SP2,2
C1SP3,2
C2SP1,0
C2SP2,1
C2SP3,1
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.4444444444444444
GGI10,0.0
JGI10,0.0
JGT10,0.4801136210657671
Kier1,14.409972299168976
Kier2,6.437869822485207
Kier3,3.3217993079584773
MID_C,18.690673707264217
MID_N,10.096717141147296
MID_O,7.227227128037942
MID_X,0.0
MID_h,17.32394426918524
MPC10,31
MWC01,19.0
MWC02,4.51085950651685
MWC03,5.351858133476067
MWC04,6.22455842927536
MWC05,7.089243155027514
MWC06,7.972121128921655
MWC07,8.84779106484485
MWC08,9.736310733068626
MWC09,10.61837176273886
MWC10,11.510432359764517
NaaCH,1
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,2
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,-1.5586000000000002
SRW02,3.6635616461296463
SRW03,0.0
SRW04,4.962844630259907
SRW05,2.3978952727983707
SRW06,6.459904454377535
SRW07,4.727387818712341
SRW08,8.052933036797567
SRW09,6.842683282238422
SRW10,9.70069794710231
SaaCH,1.3931698790627363
SaaNH,0
SaaSe,0
SaaaC,0.520348639455783
SaasC,-0.38913632737045356
SaasN,1.4775925925925926
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,5.416932476694381
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.5055019887683785
VE1_D,4.177466546272245
VE2_A,0.19475011048713214
VE2_D,0.2320814747929025
VE3_A,1.8421203958948646
VE3_D,2.017491638283796
VR1_A,192.99582168960282
VR1_D,87.83556021791136
VR2_A,10.721990093866824
VR2_D,4.8797533454395206
VR3_A,5.8504552042959865
VR3_D,5.063253097418639
WPath,632
Xc-3d,1.1673337338648357
Xc-4d,0.0
Xc-5d,0.21982198216447035
Xc-6d,0.0
Xp-0d,13.120955864630139
Xp-1d,8.651397005390978
Xp-2d,7.478871520025358
Xp-3d,6.3062294696336645
Xp-4d,5.133435700957994
Xp-5d,3.531550978354133
Xp-6d,2.6561612497645117
Xp-7d,1.6594991334831577
ZMIC0,61.865315667049344
ZMIC1,30.53832811630711
ZMIC2,25.540494705472174
ZMIC3,25.540494705472174
ZMIC4,25.540494705472174
ZMIC5,25.540494705472174
nAcid,0
nAtom,31
nBase,0
nRing,2
piPC1,3.2188758248682006
piPC2,3.834061463958434
piPC3,4.458698282087834
piPC4,5.084118070856059
piPC5,5.5558623445795785
piPC6,5.888748102256516
piPC7,6.156134481846871
piPC8,6.47201417791889
piPC9,6.200318993687747
AATS0Z,27.032258064516128
AATS0d,3.3225806451612905
AATS0i,172.3575528511367
AATS0m,106.98187645161289
AATS0p,1.2742865730011939
AATS0s,6.577060931899641
AATS0v,203.1572505584485
AATS1Z,27.8125
AATS1d,3.96875
AATS1i,158.9466500418515
AATS1m,106.05415596874998
AATS1p,1.5063094699375
AATS1s,4.181423611111112
AATS1v,242.36515941683666
AATS2Z,24.71153846153846
AATS2d,3.673076923076923
AATS2i,167.09775162561814
AATS2m,93.00328926923079
AATS2p,1.3365558486806928
AATS2s,4.200320512820513
AATS2v,209.88915645298783
AATS3Z,21.983870967741936
AATS3d,3.0806451612903225
AATS3i,167.15580081438216
AATS3m,81.71641358064511
AATS3p,1.1984237729805158
AATS3s,4.278673835125449
AATS3v,184.17803641674348
AATS4Z,19.276923076923076
AATS4d,2.707692307692308
AATS4i,170.79202178018832
AATS4m,70.02976396923073
AATS4p,1.0837264144690766
AATS4s,4.495726495726496
AATS4v,160.8854616132039
AATS5Z,15.45
AATS5d,2.55
AATS5i,172.8676733258673
AATS5m,53.98855653333333
AATS5p,1.0346830960364668
AATS5s,3.4675925925925934
AATS5v,146.75700550604708
AATS6Z,16.566037735849058
AATS6d,2.509433962264151
AATS6i,170.0967575328064
AATS6m,58.74057205660379
AATS6p,1.079707931615868
AATS6s,3.769392033542978
AATS6v,152.84016093662373
AATS7Z,15.916666666666666
AATS7d,2.375
AATS7i,173.82325400491956
AATS7m,56.52640902083336
AATS7p,0.9872674226705832
AATS7s,4.065972222222223
AATS7v,141.42244284300813
AATS8Z,18.3125
AATS8d,2.53125
AATS8i,165.81727371437964
AATS8m,65.19380756250001
AATS8p,1.1151544883030626
AATS8s,3.9583333333333344
AATS8v,164.3116474590925
AMID_C,1.0383707615146787
AMID_N,0.5609287300637387
AMID_O,0.4015126182243301
AMID_X,0.0
AMID_h,0.9624413482880689
ATS0dv,314.0
ATS0pe,214.9849
ATS0se,259.61972000000003
ATS1dv,286.0
ATS1pe,228.35000000000002
ATS1se,269.95098
ATS2dv,430.0
ATS2pe,369.06370000000015
ATS2se,440.8189919999999
ATS3dv,435.0
ATS3pe,428.2104999999999
ATS3se,517.3594079999999
ATS4dv,365.0
ATS4pe,443.7473
ATS4se,540.4708640000001
ATS5dv,218.0
ATS5pe,393.7472999999999
ATS5se,486.3810160000001
ATS6dv,228.0
ATS6pe,346.8788
ATS6se,426.43191600000006
ATS7dv,211.0
ATS7pe,315.1844000000001
ATS7se,389.87318
ATS8dv,132.0
ATS8pe,213.94600000000008
ATS8se,260.39660000000003
ATSC0Z,258.7741935483871
ATSC0c,1.499916128250084
ATSC0d,19.096774193548377
ATSC0i,45.02449002087307
ATSC0m,1215.0060810967739
ATSC0p,5.626468827440836
ATSC0s,71.75985663082442
ATSC0v,1276.8330597526146
ATSC1Z,-12.024973985431824
ATSC1c,-0.96359917792746
ATSC1d,7.964620187304886
ATSC1i,-23.50511850585132
ATSC1m,-48.25101122892859
ATSC1p,-0.5148516812388286
ATSC1s,-21.58813157590473
ATSC1v,17.166027213119317
ATSC2Z,-4.10509885535898
ATSC2c,0.2501230628353746
ATSC2d,2.708636836628507
ATSC2i,19.360993492285033
ATSC2m,-10.537765904266832
ATSC2p,1.444707235198919
ATSC2s,-11.732483524106836
ATSC2v,203.6495964541936
ATSC3Z,23.000000000000014
ATSC3c,-0.24825601789661264
ATSC3d,-1.4838709677419368
ATSC3i,-18.74902595814408
ATSC3m,105.9860187741933
ATSC3p,-0.9329176254875453
ATSC3s,4.8046594982078865
ATSC3v,-75.9855705551795
ATSC4Z,-5.010405827263265
ATSC4c,0.6101073435475463
ATSC4d,-3.428720083246619
ATSC4i,-0.17392952266668257
ATSC4m,-32.42148507388137
ATSC4p,-1.047477020581307
ATSC4s,17.352988784830615
ATSC4v,-266.3387929972049
ATSC5Z,-57.01456815816859
ATSC5c,-0.5864073918834285
ATSC5d,-3.7679500520291374
ATSC5i,5.135397629175532
ATSC5m,-259.0943221227885
ATSC5p,0.9098755628234076
ATSC5s,-26.53341426754539
ATSC5v,38.070450414129944
ATSC6Z,-25.001040582726333
ATSC6c,0.1795585626715826
ATSC6d,-1.5848074921956288
ATSC6i,-3.2495894127574703
ATSC6m,-126.32116958480725
ATSC6p,-1.4151518086861756
ATSC6s,0.3854780899525938
ATSC6v,-278.03305472383914
ATSC7Z,22.6077003121748
ATSC7c,0.09985596876606583
ATSC7d,-6.1498439125910505
ATSC7i,9.429351403777677
ATSC7m,107.29582517273694
ATSC7p,0.7699979637324088
ATSC7s,3.7105445716267766
ATSC7v,178.18508408267425
ATSC8Z,-60.99271592091571
ATSC8c,-0.4713906835390778
ATSC8d,-15.00312174817898
ATSC8i,-23.458669293226023
ATSC8m,-293.57235242247657
ATSC8p,-3.5950134196507335
ATSC8s,-16.33992369060006
ATSC8v,-581.5253040876581
AXp-0d,0.7289419924794521
AXp-1d,0.45533668449426196
AXp-2d,0.2876489046163599
AXp-3d,0.1854773373421666
AXp-4d,0.11938222560367429
AXp-5d,0.07207246894600272
AXp-6d,0.050116249995556826
AXp-7d,0.03191344487467611
GATS1Z,0.8133297494390427
GATS1c,1.603499685937569
GATS1d,0.7609269425675679
GATS1i,1.8787687040195737
GATS1m,0.8101916228313468
GATS1p,1.291137325842579
GATS1s,1.171441861045901
GATS1v,0.9811771336002747
GATS2Z,0.8795164259823947
GATS2c,0.8314358548537611
GATS2d,1.1177884615384621
GATS2i,0.9398897689869672
GATS2m,0.8756151802083939
GATS2p,0.8981518744409254
GATS2s,0.8918412109592615
GATS2v,0.8495179620561333
GATS3Z,0.8732236350037398
GATS3c,0.9553872017702721
GATS3d,1.000844594594595
GATS3i,1.2825698178928937
GATS3m,0.8742699635702136
GATS3p,1.1186579105363552
GATS3s,0.7656023675141097
GATS3v,1.0015509088552754
GATS4Z,0.9773891030435534
GATS4c,0.7552508379116358
GATS4d,1.0150727650727656
GATS4i,0.9739454477447386
GATS4m,0.9799684515556276
GATS4p,1.0518657245528498
GATS4s,0.817005605652526
GATS4v,1.0537976013404453
GATS5Z,1.106176763899277
GATS5c,1.1643898143440483
GATS5d,1.1520270270270274
GATS5i,0.8427188603274987
GATS5m,1.1032326462020694
GATS5p,0.8525376988489927
GATS5s,1.1631193496828323
GATS5v,0.9616200631780729
GATS6Z,1.0018204654182132
GATS6c,0.786154007631611
GATS6d,0.8743944416114231
GATS6i,1.0301731132590541
GATS6m,1.0092470067020425
GATS6p,1.1415688652831653
GATS6s,0.7811255728654719
GATS6v,1.1332582906674418
GATS7Z,0.9673008601346299
GATS7c,0.7972450224359959
GATS7d,1.1454814189189193
GATS7i,0.7158865074013757
GATS7m,0.966470271595267
GATS7p,0.8287992438719723
GATS7s,0.9216455534189097
GATS7v,0.8880267119988583
GATS8Z,1.1194605459985043
GATS8c,1.3445020799985146
GATS8d,1.8900443412162171
GATS8i,1.5881768203238495
GATS8m,1.128000963902862
GATS8p,1.6702264010824988
GATS8s,1.2501912054842408
GATS8v,1.4386780698699926
MATS1Z,-0.045016828721017144
MATS1c,-0.6223592679854062
MATS1d,0.40403293918918914
MATS1i,-0.5057377338863176
MATS1m,-0.03847154994140439
MATS1p,-0.08864575304631596
MATS1s,-0.29143735015733463
MATS1v,0.013024090139028284
MATS2Z,-0.009457165870778387
MATS2c,0.09941344260032318
MATS2d,0.08455691268191258
MATS2i,0.25635228140139843
MATS2m,-0.0051704512194924316
MATS2p,0.15307429957305338
MATS2s,-0.09746905172645642
MATS2v,0.09508407482601414
MATS3Z,0.04444028920468714
MATS3c,-0.0827566332613034
MATS3d,-0.038851351351351406
MATS3i,-0.2082091984767862
MATS3m,0.043615427290092566
MATS3p,-0.08290436276280562
MATS3s,0.03347734878377702
MATS3v,-0.029755483684727607
MATS4Z,-0.00923422127610609
MATS4c,0.19399369475247474
MATS4d,-0.08562889812889819
MATS4i,-0.0018423529745589732
MATS4m,-0.012726318543108213
MATS4p,-0.08878854197599431
MATS4s,0.1153296730740414
MATS4v,-0.09948294782155472
MATS5Z,-0.1138348707720436
MATS5c,-0.20199606282424662
MATS5d,-0.10194256756756764
MATS5i,0.05892990178998091
MATS5m,-0.11017673231939858
MATS5p,0.08355193791045146
MATS5s,-0.19103899239132238
MATS5v,0.015405093534920008
MATS6Z,-0.056509692684739626
MATS6c,0.07002046160965097
MATS6d,-0.04854028556858746
MATS6i,-0.04221487551648063
MATS6m,-0.06081119120732783
MATS6p,-0.1471136388700635
MATS6s,0.003141983935735385
MATS6v,-0.12736442421963096
MATS7Z,0.056422961854898986
MATS7c,0.04299594620444332
MATS7d,-0.20798141891891903
MATS7i,0.13525504554187945
MATS7m,0.057032817779403354
MATS7p,0.08838409432783974
MATS7s,0.03339462314569699
MATS7v,0.09012757456772777
MATS8Z,-0.22833302169035152
MATS8c,-0.30445684000428447
MATS8d,-0.7610853040540545
MATS8i,-0.5047383294575303
MATS8m,-0.2340714345664433
MATS8p,-0.6189795690862679
MATS8s,-0.22058713350981443
MATS8v,-0.4412108803354981
MAXaaN,3.9281689342403627
MAXsOH,9.507363000755857
MAXssO,5.212775888133031
MINaaN,3.568244992441421
MINsOH,8.86065187494751
MINssO,5.212775888133031
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,3
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,22.531119151455062
SpAD_D,145.54177056565862
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.5881097253716296
SssNH2,0
SsssAs,0
SsssCH,-0.6849711829176124
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,424
TMWC10,108.8615462736343
TSRW10,64.80790808841611
VE1_Dt,4.214527818763963
VE2_Dt,0.2341404343757757
VE3_Dt,2.0263242260627394
VR1_Dt,83.8448972029578
VR2_Dt,4.658049844608766
VR3_Dt,5.016755295063799
Xc-3dv,0.42277494947174293
Xc-4dv,0.0
Xc-5dv,0.04277309429819105
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.24719387459906544
Xch-7d,0.49138527681618
Xp-0dv,9.39211461009209
Xp-1dv,5.159877772307557
Xp-2dv,3.574906044314142
Xp-3dv,2.3193744368608833
Xp-4dv,1.3890718645725673
Xp-5dv,0.7963293215311659
Xp-6dv,0.437408546916575
Xp-7dv,0.22299340751656732
Xpc-4d,2.7236651132684853
Xpc-5d,4.336869276867755
Xpc-6d,5.946437208666411
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,32
nFRing,1
nHBAcc,9
nHBDon,4
nHRing,2
nSpiro,0
naRing,2
piPC10,5.913312953795779
AATS0dv,10.129032258064516
AATS0pe,6.934996774193548
AATS0se,8.374829677419356
AATS1dv,8.9375
AATS1pe,7.135937500000001
AATS1se,8.435968125
AATS2dv,8.26923076923077
AATS2pe,7.097378846153849
AATS2se,8.477288307692307
AATS3dv,7.016129032258065
AATS3pe,6.906620967741934
AATS3se,8.34450658064516
AATS4dv,5.615384615384615
AATS4pe,6.826881538461539
AATS4se,8.314936369230772
AATS5dv,3.6333333333333333
AATS5pe,6.562454999999998
AATS5se,8.106350266666668
AATS6dv,4.30188679245283
AATS6pe,6.544883018867925
AATS6se,8.04588520754717
AATS7dv,4.395833333333333
AATS7pe,6.566341666666669
AATS7se,8.122357916666667
AATS8dv,4.125
AATS8pe,6.685812500000003
AATS8se,8.137393750000001
AATSC0Z,8.347554630593132
AATSC0c,0.048384391233873676
AATSC0d,0.6160249739854315
AATSC0i,1.4524029038991313
AATSC0m,39.193744551508836
AATSC0p,0.18149899443357534
AATSC0s,2.314834084865304
AATSC0v,41.18816321782628
AATSC1Z,-0.3757804370447445
AATSC1c,-0.030112474310233124
AATSC1d,0.2488943808532777
AATSC1i,-0.7345349533078538
AATSC1m,-1.5078441009040184
AATSC1p,-0.016089115038713395
AATSC1s,-0.6746291117470228
AATSC1v,0.5364383504099787
AATSC2Z,-0.07894420875690346
AATSC2c,0.004810058900680281
AATSC2d,0.0520891699351636
AATSC2i,0.37232679792855833
AATSC2m,-0.2026493443128237
AATSC2p,0.02778283144613306
AATSC2s,-0.2256246831559007
AATSC2v,3.916338393349877
AATSC3Z,0.3709677419354841
AATSC3c,-0.004004129320913107
AATSC3d,-0.02393340270551511
AATSC3i,-0.30240364448619483
AATSC3m,1.7094519157127952
AATSC3p,-0.015047058475605569
AATSC3s,0.07749450803561107
AATSC3v,-1.2255737186319275
AATSC4Z,-0.077083166573281
AATSC4c,0.009386266823808404
AATSC4d,-0.05274953974225568
AATSC4i,-0.002675838810256655
AATSC4m,-0.4987920780597134
AATSC4p,-0.016115031085866264
AATSC4s,0.2669690582281633
AATSC4v,-4.097519892264691
AATSC5Z,-0.9502428026361432
AATSC5c,-0.009773456531390475
AATSC5d,-0.06279916753381895
