DLiP-ID,C001YT
JGI8,0.010913190507684554
JGI9,0.009010416666666668
MIC0,14.523451264083882
MIC1,28.68038319357465
MIC2,36.26627793041676
MIC3,38.91185759321425
MIC4,39.880039872219015
MIC5,40.51219776695585
MPC2,33
MPC3,44
MPC4,55
MPC5,68
MPC6,74
MPC7,78
MPC8,80
MPC9,88
Mare,0.9930526315789476
NaaN,1
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,2
NssS,0
NtCH,0
NtsC,0
RNCG,0.23740362656755978
RPCG,0.13719075041338996
SIC0,0.2967561934328374
SIC1,0.6275990438418582
SIC2,0.7479473043219255
SIC3,0.8783245865086656
SIC4,0.9121970432013288
SIC5,0.9222260649080012
SaaN,4.2971759259259255
SaaO,0
SaaS,0
Sare,37.73600000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,10.012179801519629
SsSH,0
SssO,10.334655462084976
SssS,0
StCH,0
StsC,0
TIC0,59.179489707437014
TIC1,125.15658300436581
TIC2,149.1565830043658
TIC3,175.1565830043659
TIC4,181.91147050652933
TIC5,183.91147050652935
Vabc,260.09136137806763
WPol,33
apol,43.664687999999984
bpol,20.093311999999997
nRot,4
ABCGG,13.743772762259983
ATS0Z,918.0
ATS0d,130.0
ATS0i,6093.020468945484
ATS0m,3629.0431819999994
ATS0p,58.87471847758401
ATS0s,151.19444444444446
ATS0v,8832.92791796993
ATS1Z,1048.0
ATS1d,159.0
ATS1i,5860.524129868049
ATS1m,4001.4633639999993
ATS1p,73.060960626
ATS1s,142.5
ATS1v,10950.545308567527
ATS2Z,1465.0
ATS2d,244.0
ATS2i,9739.149967320893
ATS2m,5526.863912999999
ATS2p,104.27849522509398
ATS2s,211.66666666666674
ATS2v,15467.103755891525
ATS3Z,1545.0
ATS3d,260.0
ATS3i,11060.873409838096
ATS3m,5714.992709
ATS3p,115.05633254454698
ATS3s,242.8888888888889
ATS3v,16634.857063646607
ATS4Z,1472.0
ATS4d,240.0
ATS4i,12591.037089393998
ATS4m,5295.033249
ATS4p,114.633949444245
ATS4s,260.33333333333337
ATS4v,15965.055457051283
ATS5Z,1318.0
ATS5d,230.0
ATS5i,14208.658744165932
ATS5m,4705.369525
ATS5p,104.87745499382899
ATS5s,257.13888888888897
ATS5v,14112.39800107028
ATS6Z,1070.0
ATS6d,195.0
ATS6i,11077.787382655984
ATS6m,3855.3409049999996
ATS6p,83.427619660433
ATS6s,191.22222222222229
ATS6v,11448.568820431561
ATS7Z,954.0
ATS7d,151.0
ATS7i,8146.694078182696
ATS7m,3439.6968509999997
ATS7p,73.61620327339598
ATS7s,173.52777777777783
ATS7v,10374.322668110033
ATS8Z,851.0
ATS8d,147.0
ATS8i,9342.508363681789
ATS8m,2982.3271839999998
ATS8p,71.81655453133898
ATS8s,170.11111111111117
ATS8v,9703.791599176247
C1SP1,0
C1SP2,0
C1SP3,0
C2SP1,0
C2SP2,13
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.11764705882352941
GGI10,0.07846138149168452
JGI10,0.008717931276853835
JGT10,0.43196871132175174
Kier1,16.84375
Kier2,7.7134986225895315
Kier3,3.925619834710744
MID_C,35.22091197965776
MID_N,4.112942832626024
MID_O,5.5670079872521825
MID_X,0.0
MID_h,9.679950819878206
MPC10,91
MWC01,24.0
MWC02,4.74493212836325
MWC03,5.594711379601839
MWC04,6.46302945692067
MWC05,7.3310603052186325
MWC06,8.205491613120236
MWC07,9.079662048334066
MWC08,9.9572652582166
MWC09,10.834607781856281
MWC10,11.714207791529757
NaaCH,8
NaaNH,1
NaaSe,0
NaaaC,0
NaasC,7
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,2
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.4665000000000017
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.198497031265826
SRW05,2.3978952727983707
SRW06,6.705639094860003
SRW07,4.59511985013459
SRW08,8.297294370266917
SRW09,6.6052979209482015
SRW10,9.932512231576744
SaaCH,14.589729662373061
SaaNH,2.9444716868228773
SaaSe,0
SaaaC,0
SaasC,4.7670984830265155
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,3.221355644913684
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.153290085556334
VE1_D,4.611997542364908
VE2_A,0.18878591297983335
VE2_D,0.20963625192567764
VE3_A,2.2123581722138543
VE3_D,2.3171184298925604
VR1_A,159.2260668582522
VR1_D,121.69246019260856
VR2_A,7.237548493556918
VR2_D,5.5314754633003895
VR3_A,5.858782356917998
VR3_D,5.589954404392576
WPath,1130
Xc-3d,1.2800333143473333
Xc-4d,0.0
Xc-5d,0.24759975994224812
Xc-6d,0.0
Xp-0d,15.526733258565956
Xp-1d,10.707039898056806
Xp-2d,9.250730446917292
Xp-3d,8.198682153167788
Xp-4d,6.413214840865851
Xp-5d,5.045173674468458
Xp-6d,3.658560614985335
Xp-7d,2.441327621945524
ZMIC0,71.43133253466004
ZMIC1,48.14468338755791
ZMIC2,32.05774537395147
ZMIC3,26.084756326977278
ZMIC4,24.263973621996534
ZMIC5,23.238312301961717
nAcid,0
nAtom,38
nBase,0
nRing,3
piPC1,3.5115454388310208
piPC2,4.131158535344817
piPC3,4.7481876928230164
piPC4,5.329392009613412
piPC5,5.841004963462772
piPC6,6.152998616790501
piPC7,6.53228880356039
piPC8,6.8855735739233905
piPC9,7.288105549959026
AATS0Z,24.157894736842106
AATS0d,3.4210526315789473
AATS0i,160.342643919618
AATS0m,95.50113636842104
AATS0p,1.5493346967785266
AATS0s,3.9788011695906436
AATS0v,232.44547152552445
AATS1Z,26.2
AATS1d,3.975
AATS1i,146.51310324670123
AATS1m,100.03658409999998
AATS1p,1.82652401565
AATS1s,3.5625
AATS1v,273.7636327141882
AATS2Z,22.890625
AATS2d,3.8125
AATS2i,152.17421823938895
AATS2m,86.35724864062499
AATS2p,1.6293514878920934
AATS2s,3.307291666666668
AATS2v,241.67349618580508
AATS3Z,21.164383561643834
AATS3d,3.5616438356164384
AATS3i,151.51881383339858
AATS3m,78.28757135616439
AATS3p,1.576114144445849
AATS3s,3.327245053272451
AATS3v,227.87475429652886
AATS4Z,18.17283950617284
AATS4d,2.962962962962963
AATS4i,155.4449023381975
AATS4m,65.37078085185185
AATS4p,1.4152339437561112
AATS4s,3.2139917695473255
AATS4v,197.09945008705287
AATS5Z,15.149425287356323
AATS5d,2.6436781609195403
AATS5i,163.31791659960842
AATS5m,54.084707183908044
AATS5p,1.205487988434816
AATS5s,2.9556194125159654
AATS5v,162.2114712766699
AATS6Z,15.735294117647058
AATS6d,2.8676470588235294
AATS6i,162.90863798023506
AATS6m,56.69618977941176
AATS6p,1.2268767597122499
AATS6s,2.812091503267975
AATS6v,168.3613061828171
AATS7Z,18.346153846153847
AATS7d,2.9038461538461537
AATS7i,156.6671938112057
AATS7m,66.1480163653846
AATS7p,1.4156962167960765
AATS7s,3.3370726495726504
AATS7v,199.50620515596216
AATS8Z,14.672413793103448
AATS8d,2.5344827586206895
AATS8i,161.0777304083067
AATS8m,51.41943420689655
AATS8p,1.238216457436879
AATS8s,2.932950191570882
AATS8v,167.3067517099353
AMID_C,1.600950544529898
AMID_N,0.18695194693754652
AMID_O,0.25304581760237194
AMID_X,0.0
AMID_h,0.43999776453991846
ATS0dv,324.0
ATS0pe,241.96650000000002
ATS0se,296.1426159999999
ATS1dv,331.0
ATS1pe,265.4416
ATS1se,315.95762399999995
ATS2dv,445.0
ATS2pe,417.81250000000006
ATS2se,504.71250000000003
ATS3dv,428.0
ATS3pe,472.002
ATS3se,571.26974
ATS4dv,392.0
ATS4pe,514.7651000000001
ATS4se,628.4861799999999
ATS5dv,369.0
ATS5pe,533.2212999999999
ATS5se,663.192412
ATS6dv,291.0
ATS6pe,419.13320000000004
ATS6se,520.885188
ATS7dv,231.0
ATS7pe,333.2736
ATS7se,407.178244
ATS8dv,190.0
ATS8pe,356.1290000000001
ATS8se,442.9229040000001
ATSC0Z,277.5789473684211
ATSC0c,1.119096499452254
ATSC0d,22.210526315789487
ATSC0i,57.05211619913017
ATSC0m,1318.2774378947374
ATSC0p,8.700903263443365
ATSC0s,35.983187134502934
ATSC0v,1870.005017214631
ATSC1Z,10.232686980609387
ATSC1c,-0.42750457707937295
ATSC1d,11.40997229916898
ATSC1i,4.803786550476404
ATSC1m,49.27074621606688
ATSC1p,0.06295741916530168
ATSC1s,-5.2447291474299815
ATSC1v,57.562190167960466
ATSC2Z,22.972299168975027
ATSC2c,-0.12957908646627642
ATSC2d,-0.5650969529085842
ATSC2i,4.004433855790854
ATSC2m,122.42640965096996
ATSC2p,2.3618801294727523
ATSC2s,-3.191712834718377
ATSC2v,476.96834403230935
ATSC3Z,-69.66481994459836
ATSC3c,-0.04415468048160073
ATSC3d,-9.56232686980609
ATSC3i,-17.259594477901402
ATSC3m,-328.83462800830983
ATSC3p,-1.946571715975255
ATSC3s,-4.174572945521702
ATSC3v,-434.4349840835846
ATSC4Z,-122.78670360110806
ATSC4c,-0.12580923217636578
ATSC4d,-1.8171745152354568
ATSC4i,-34.90366688718084
ATSC4m,-590.8490466177283
ATSC4p,-4.748147264410176
ATSC4s,-10.068694213604186
ATSC4v,-1061.825407405717
ATSC5Z,66.54293628808865
ATSC5c,0.2709633766208414
ATSC5d,1.8337950138504144
ATSC5i,2.2500457812490238
ATSC5m,306.7498859252075
ATSC5p,0.3319372033753905
ATSC5s,11.312615420129273
ATSC5v,166.12374923511132
ATSC6Z,64.85872576177287
ATSC6c,-0.10358104065550698
ATSC6d,-4.534626038781163
ATSC6i,12.402837278835197
ATSC6m,308.09705613573385
ATSC6p,1.5380112957010752
ATSC6s,7.935056940597108
ATSC6v,410.5178167290426
ATSC7Z,-74.47645429362882
ATSC7c,0.06518315232447229
ATSC7d,-4.656509695290858
ATSC7i,0.5852163056417439
ATSC7m,-353.26240501385024
ATSC7p,-1.0821995875328183
ATSC7s,-8.354185903354884
ATSC7v,-367.22115636804364
ATSC8Z,-35.30470914127424
ATSC8c,-0.055160308566225356
ATSC8d,-3.426592797783934
ATSC8i,4.679033343678968
ATSC8m,-165.79304126038792
ATSC8p,-0.5403450387608795
ATSC8s,-6.058402585410897
ATSC8v,-111.00952758765877
AXp-0d,0.705760602662089
AXp-1d,0.4461266624190336
AXp-2d,0.28032516505809973
AXp-3d,0.1863336852992679
AXp-4d,0.11660390619756092
AXp-5d,0.07419373050688909
AXp-6d,0.04944000831061264
AXp-7d,0.03129907207622467
GATS1Z,0.7614500379218809
GATS1c,1.2712734050525423
GATS1d,0.603880331753554
GATS1i,1.0266476646238203
GATS1m,0.7634615180908254
GATS1p,0.9946868738553851
GATS1s,0.9650629761300149
GATS1v,0.8798755987277391
GATS2Z,0.8435100255972695
GATS2c,1.0956804270932807
GATS2d,1.1843342713270135
GATS2i,0.9978376341407814
GATS2m,0.8367171850699894
GATS2p,0.8266639898302748
GATS2s,0.8392531107160993
GATS2v,0.7742829755997654
GATS3Z,1.005193479514392
GATS3c,0.9872051878567197
GATS3d,1.3806239044342001
GATS3i,1.1948038767188092
GATS3m,1.0051828217792553
GATS3p,1.1033848912153963
GATS3s,0.9922611436164658
GATS3v,1.0519117634545108
GATS4Z,1.1165547737093684
GATS4c,0.950426454863898
GATS4d,0.9049207185068158
GATS4i,1.3219363454685413
GATS4m,1.1205128535810243
GATS4p,1.2169326758215946
GATS4s,1.1269933349635395
GATS4v,1.2054973011512358
GATS5Z,0.8962967321799851
GATS5c,0.7220254523307137
GATS5d,0.8999564198943176
GATS5i,0.9829774372610058
GATS5m,0.9010360455253597
GATS5p,0.9273013946964538
GATS5s,0.8539269014553158
GATS5v,0.9470028724655465
GATS6Z,0.8801417609136941
GATS6c,1.015642989640818
GATS6d,1.2126603010872588
GATS6i,0.8617723566223414
GATS6m,0.8803970899309211
GATS6p,0.8536295408127523
GATS6s,0.6779446120754039
GATS6v,0.8611695644881697
GATS7Z,1.1330109973454683
GATS7c,1.0373068323788306
GATS7d,1.1532993073277427
GATS7i,1.0153180006678701
GATS7m,1.1315169671540242
GATS7p,1.0512914443207992
GATS7s,1.4759237410634056
GATS7v,1.0752061952290557
GATS8Z,1.0732578818668024
GATS8c,0.9594189108456356
GATS8d,0.962187448929563
GATS8i,0.9171030944767876
GATS8m,1.0730740100548593
GATS8p,1.004974589080554
GATS8s,1.2274583632510812
GATS8v,1.0239263641928842
MATS1Z,0.0350208570345088
MATS1c,-0.3629082464507626
MATS1d,0.4880331753554502
MATS1i,0.07998997280003017
MATS1m,0.03550634150275204
MATS1p,0.006873947037007637
MATS1s,-0.1384672422549518
MATS1v,0.029242745423760565
MATS2Z,0.04913846226772838
MATS2c,-0.06874973036463702
MATS2d,-0.015106635071089955
MATS2i,0.04167474863819459
MATS2m,0.055140654494056245
MATS2p,0.16117479811164603
MATS2s,-0.05266569324530221
MATS2v,0.15144341948932816
MATS3Z,-0.13064347717674196
MATS3c,-0.020538557851938293
MATS3d,-0.22411218593780408
MATS3i,-0.1574778823136519
MATS3m,-0.12984686303627832
MATS3p,-0.11645732359803504
MATS3s,-0.060391131024023076
MATS3v,-0.12093242328671748
MATS4Z,-0.20752164122155276
MATS4c,-0.05274041615175593
MATS4d,-0.038382774559709766
MATS4i,-0.28701055920661256
MATS4m,-0.21026563427027634
MATS4p,-0.25601087722576993
MATS4s,-0.13127199994983976
MATS4v,-0.2663844802552333
MATS5Z,0.10470797972269079
MATS5c,0.10575658107357025
MATS5d,0.036062537451653276
MATS5i,0.01722598007875926
MATS5m,0.10163468246023076
MATS5p,0.01666310513429929
MATS5s,0.13731808549762703
MATS5v,0.03880192718657145
MATS6Z,0.13057395882129874
MATS6c,-0.051723441854732995
MATS6d,-0.1140925564538611
MATS6i,0.12148536749604678
MATS6m,0.1306036797429382
MATS6p,0.09878019264389568
MATS6s,0.12323245600932092
MATS6v,0.12267721910855453
MATS7Z,-0.19607070972258686
MATS7c,0.042564552839351004
MATS7d,-0.15320816624134145
MATS7i,0.007495919485523806
MATS7m,-0.1958262263700162
MATS7p,-0.09089150128157658
MATS7s,-0.1696620697738017
MATS7v,-0.14350438607965627
MATS8Z,-0.08333006420566734
MATS8c,-0.032293472928022635
MATS8d,-0.10107860761562341
MATS8i,0.05373286346288596
MATS8m,-0.0823976986256677
MATS8p,-0.04068763352576236
MATS8s,-0.11030980192991365
MATS8v,-0.03889314706330054
MAXaaN,4.2971759259259255
MAXsOH,10.012179801519629
MAXssO,5.18899583945257
MINaaN,4.2971759259259255
MINsOH,10.012179801519629
MINssO,5.145659622632406
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.004816017208874
SpAD_D,213.58928344772374
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,657
TMWC10,119.92496776316133
TSRW10,69.62407606996129
VE1_Dt,4.644311925442182
VE2_Dt,0.21110508752009916
VE3_Dt,2.324100589352163
VR1_Dt,119.75188783046582
VR2_Dt,5.443267628657537
VR3_Dt,5.573879361294839
Xc-3dv,0.4928531089922747
Xc-4dv,0.0
Xc-5dv,0.06098380729142834
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.11785113019775792
Xch-6d,0.2874574785652648
Xch-7d,0.4853806892029581
Xp-0dv,12.32972592544465
Xp-1dv,6.782316610589656
Xp-2dv,4.778440969476078
Xp-3dv,3.457537122923538
Xp-4dv,2.22721339132307
Xp-5dv,1.433613812235278
Xp-6dv,0.8166309774538588
Xp-7dv,0.4561486665243347
Xpc-4d,3.281188843964367
Xpc-5d,4.798013830578562
Xpc-6d,6.897621360712294
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,40
nFRing,0
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,7.615067287999863
AATS0dv,8.526315789473685
AATS0pe,6.367539473684211
AATS0se,7.7932267368421035
AATS1dv,8.275
AATS1pe,6.6360399999999995
AATS1se,7.898940599999999
AATS2dv,6.953125
AATS2pe,6.528320312500001
AATS2se,7.8861328125000005
AATS3dv,5.863013698630137
AATS3pe,6.465780821917808
AATS3se,7.825612876712328
AATS4dv,4.839506172839506
AATS4pe,6.355124691358026
AATS4se,7.759088641975307
AATS5dv,4.241379310344827
AATS5pe,6.128980459770114
AATS5se,7.6229012873563216
AATS6dv,4.279411764705882
AATS6pe,6.163723529411765
AATS6se,7.660076294117647
AATS7dv,4.4423076923076925
AATS7pe,6.409107692307692
AATS7se,7.830350846153847
AATS8dv,3.2758620689655173
AATS8pe,6.140155172413794
AATS8se,7.636601793103449
AATSC0Z,7.304709141274239
AATSC0c,0.029449907880322476
AATSC0d,0.5844875346260391
AATSC0i,1.501371478924478
AATSC0m,34.69151152354572
AATSC0p,0.2289711385116675
AATSC0s,0.9469259772237614
AATSC0v,49.210658347753444
AATSC1Z,0.25581717451523467
AATSC1c,-0.010687614426984324
AATSC1d,0.2852493074792245
AATSC1i,0.1200946637619101
AATSC1m,1.231768655401672
AATSC1p,0.0015739354791325418
AATSC1s,-0.13111822868574954
AATSC1v,1.4390547541990117
AATSC2Z,0.3589421745152348
AATSC2c,-0.002024673226035569
AATSC2d,-0.008829639889196628
AATSC2i,0.06256927899673209
AATSC2m,1.9129126507964056
AATSC2p,0.036904377023011754
AATSC2s,-0.04987051304247464
AATSC2v,7.4526303755048335
AATSC3Z,-0.9543126019807995
AATSC3c,-0.0006048586367342566
AATSC3d,-0.1309907790384396
AATSC3i,-0.23643280106714248
AATSC3m,-4.504583945319313
AATSC3p,-0.026665365972263766
AATSC3s,-0.05718593076057126
AATSC3v,-5.9511641655285565
AATSC4Z,-1.5158852296433094
AATSC4c,-0.0015532003972390837
AATSC4d,-0.022434253274511814
AATSC4i,-0.43090946774297334
AATSC4m,-7.294432674292942
AATSC4p,-0.05861910202975526
AATSC4s,-0.12430486683461958
AATSC4v,-13.10895564698416
AATSC5Z,0.7648613366446971
AATSC5c,0.003114521570354499
AATSC5d,0.02107810360747603
AATSC5i,0.02586259518677039
AATSC5m,3.5258607577610057
AATSC5p,0.0038153701537401207
AATSC5s,0.13003006230033648
