DLiP-ID,T000ME
ATSC8d,2.880000000000002
ATSC8i,-10.546462967565903
ATSC8m,-104.79500944444445
ATSC8p,-1.5646577865892977
ATSC8s,-1.6610725308641974
ATSC8v,-242.95850281075164
AXp-0d,0.6912557279754336
AXp-1d,0.42056156558179886
AXp-2d,0.2720186462113617
AXp-3d,0.16797503643576991
AXp-4d,0.10877670034899427
AXp-5d,0.06500854938989285
AXp-6d,0.04308927459588073
AXp-7d,0.02606088652004832
GATS1Z,0.9091229211998758
GATS1c,1.3924707501370437
GATS1d,1.0496596534653466
GATS1i,1.427131001682171
GATS1m,0.915579735828818
GATS1p,1.217358032916683
GATS1s,0.6905874304683293
GATS1v,1.106664799686285
GATS2Z,0.9584519738887163
GATS2c,1.1944385651419371
GATS2d,1.694059405940594
GATS2i,1.127456868636478
GATS2m,0.9602741942649827
GATS2p,1.0296231041727733
GATS2s,0.591198420958191
GATS2v,0.9958795361425827
GATS3Z,1.234644577021472
GATS3c,1.0796203540511509
GATS3d,1.1753454757240431
GATS3i,1.1674941603914615
GATS3m,1.2360958261364918
GATS3p,1.221257942722941
GATS3s,1.0872203740148976
GATS3v,1.2370182657373139
GATS4Z,0.8716719154604288
GATS4c,0.6416017604524115
GATS4d,1.1564222033063034
GATS4i,1.0347141192877027
GATS4m,0.8759439180983493
GATS4p,1.0279616660970774
GATS4s,0.9854882095559306
GATS4v,0.9840651500610788
GATS5Z,1.148815736233661
GATS5c,1.1890403769900624
GATS5d,0.8362603020078544
GATS5i,1.0035159589628169
GATS5m,1.1414950572536666
GATS5p,0.9624199401456419
GATS5s,1.9316633368986738
GATS5v,1.0043442169366879
GATS6Z,0.8810197408545584
GATS6c,1.0726780673581766
GATS6d,0.8873292392530393
GATS6i,0.919130789830911
GATS6m,0.880445387026011
GATS6p,0.8683188732744348
GATS6s,0.8025097270519932
GATS6v,0.8626924515734297
GATS7Z,1.137213395386306
GATS7c,1.0305631279010607
GATS7d,0.9513143215730024
GATS7i,1.007388184946396
GATS7m,1.133964332392004
GATS7p,1.0083036196536843
GATS7s,1.2881027236449376
GATS7v,1.0497493184448032
GATS8Z,0.983534261821486
GATS8c,0.9230008061512547
GATS8d,0.8578550162708578
GATS8i,0.9962908041355955
GATS8m,0.9847418088861317
GATS8p,0.9919029441129406
GATS8s,0.9544739308780218
GATS8v,0.9946138195981119
MATS1Z,0.07854755983835869
MATS1c,-0.3832295292168207
MATS1d,0.26082920792079217
MATS1i,-0.13661503139448122
MATS1m,0.07836585192739738
MATS1p,-0.0068977683899302195
MATS1s,-0.022294993719720078
MATS1v,0.03263344278865725
MATS2Z,0.039639415604600554
MATS2c,-0.038202962646330316
MATS2d,-0.10455445544554469
MATS2i,0.06662047887121948
MATS2m,0.04065158540904066
MATS2p,0.06349554279170413
MATS2s,0.04758514265207249
MATS2v,0.062043555452490164
MATS3Z,-0.24431371440824906
MATS3c,-0.060222205910646386
MATS3d,-0.12611849420236143
MATS3i,-0.07235254189838106
MATS3m,-0.24449134866166605
MATS3p,-0.17416934346772778
MATS3s,-0.1069758605039001
MATS3v,-0.21318962432383687
MATS4Z,0.07983323885973416
MATS4c,0.08607176219567968
MATS4d,-0.09838268894762778
MATS4i,-0.10914114413659845
MATS4m,0.07754151563665089
MATS4p,-0.054425953219703026
MATS4s,0.010682565342110832
MATS4v,-0.0008981449373017636
MATS5Z,-0.11681656284785956
MATS5c,-0.08668901362735161
MATS5d,0.025222633995243122
MATS5i,-0.048499590100261475
MATS5m,-0.11477577546932954
MATS5p,-0.029779667035929037
MATS5s,-0.20031235997181132
MATS5v,-0.06654206458415715
MATS6Z,0.11203141538425217
MATS6c,0.0669756773175635
MATS6d,0.004511843589422245
MATS6i,0.04368626427261888
MATS6m,0.11113750131799911
MATS6p,0.06256108086438841
MATS6s,0.1573590571176127
MATS6v,0.0852505087175957
MATS7Z,-0.13299504831288012
MATS7c,-0.010663973648241436
MATS7d,-0.040580114349463126
MATS7i,-0.012248534950875092
MATS7m,-0.1317509152548788
MATS7p,-0.045363537190500305
MATS7s,-0.07032397146200368
MATS7v,-0.08520629188746667
MATS8Z,-0.021185528801319888
MATS8c,-0.10365093260437121
MATS8d,0.029910683376029933
MATS8i,-0.053514894260485536
MATS8m,-0.02148412453617261
MATS8p,-0.04792211101800503
MATS8s,-0.010805092987041664
MATS8v,-0.033303505697048
MAXsOH,10.952658240120776
MAXssO,5.335888494982907
MINsOH,10.952658240120776
MINssO,5.335888494982907
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,11
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,2
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,36.42787503677846
SpAD_D,322.46262804420724
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,10.301676310104202
SssNH2,0
SsssAs,0
SsssCH,1.285108088195972
SsssNH,0
SssssB,0
SssssC,-0.407466954035854
SssssN,0
TMPC10,1217
TMWC10,138.61116019078315
TSRW10,64.4216290115858
VE1_Dt,5.2250169899296575
VE2_Dt,0.1866077496403449
VE3_Dt,2.6830774666879247
VR1_Dt,180.22984167678496
VR2_Dt,6.436780059885177
VR3_Dt,6.223852351734535
Xc-3dv,2.0582754647527555
Xc-4dv,0.2040569415042095
Xc-5dv,0.06954266084339164
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.38657986948039036
Xch-7d,0.9445925713726095
Xp-0dv,16.90041357561738
Xp-1dv,10.8515121108203
Xp-2dv,9.931459169336108
Xp-3dv,7.72844484739104
Xp-4dv,7.062563456887805
Xp-5dv,5.33518448530516
Xp-6dv,4.047642443700453
Xp-7dv,2.4542121929128236
Xpc-4d,5.306437329185272
Xpc-5d,10.42201785514804
Xpc-6d,15.116325507782761
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,6
n7Ring,0
n8Ring,0
n9Ring,0
nARing,5
nBonds,64
nFRing,1
nHBAcc,4
nHBDon,1
nHRing,1
nSpiro,0
naRing,1
piPC10,5.945747780210999
AATS0dv,5.433333333333334
AATS0pe,5.9736916666666655
AATS0se,7.481352266666664
AATS1dv,5.125
AATS1pe,6.3458281250000015
AATS1se,7.637015499999997
AATS2dv,3.584
AATS2pe,6.200152799999997
AATS2se,7.591114591999998
AATS3dv,2.4545454545454546
AATS3pe,6.049396256684494
AATS3se,7.517966181818179
AATS4dv,1.7194570135746607
AATS4pe,5.7211814479638
AATS4se,7.298000832579183
AATS5dv,1.9664804469273742
AATS5pe,5.960777094972069
AATS5se,7.53631166480447
AATS6dv,2.1265822784810124
AATS6pe,5.856536075949367
AATS6se,7.426847873417723
AATS7dv,1.795774647887324
AATS7pe,5.935585211267604
AATS7se,7.484344394366198
AATS8dv,1.6713286713286712
AATS8pe,5.744314685314687
AATS8se,7.328846461538461
AATSC0Z,7.148888888888888
AATSC0c,0.015554420770679782
AATSC0d,0.6733333333333333
AATSC0i,1.3781488369329442
AATSC0m,34.110407088888884
AATSC0p,0.22832180408686215
AATSC0s,1.075038580246914
AATSC0v,51.01596584520213
AATSC1Z,0.5615277777777775
AATSC1c,-0.00596091334918795
AATSC1d,0.17562500000000006
AATSC1i,-0.188275846623862
AATSC1m,2.6730911111111126
AATSC1p,-0.001574910922962198
AATSC1s,-0.023967978395061734
AATSC1v,1.6648266027174963
AATSC2Z,0.28337777777777773
AATSC2c,-0.000594224955687584
AATSC2d,-0.07040000000000009
AATSC2i,0.09181293547228692
AATSC2m,1.3866421271111125
AATSC2p,0.014497416881676443
AATSC2s,0.05115586419753088
AATSC2v,3.1652119058791426
AATSC3Z,-1.7465715983363048
AATSC3c,-0.0009367215304727128
AATSC3d,-0.0849197860962567
AATSC3i,-0.09971257146639598
AATSC3m,-8.339699432560899
AATSC3p,-0.03976665871717595
AATSC3s,-0.11500317719680468
AATSC3v,-10.876074593056336
AATSC4Z,0.5707189542483662
AATSC4c,0.0013387964056654907
AATSC4d,-0.0662443438914027
AATSC4i,-0.150412740853384
AATSC4m,2.644972664655605
AATSC4p,-0.012426631828269757
AATSC4s,0.011484169878777718
AATSC4v,-0.04581973144542798
AATSC5Z,-0.8351086281812538
AATSC5c,-0.0013483973941550206
