DLiP-ID,T0029W
DLiP-Mol-ID,18408
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H35N5O5/c1-35-25-21(16-28-26(30-25)36-2)19(15-23(33)34)14-17-9-12-31(13-10-17)22(32)8-7-20-6-5-18-4-3-11-27-24(18)29-20/h5-6,16-17,19H,3-4,7-15H2,1-2H3,(H,27,29)(H,33,34)"
Standard Inchi Key(RDKit),HRJYJLGVTFNBBO-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ncc(C(CC(=O)O)CC2CCN(C(=O)CCc3ccc4c(n3)NCCC4)CC2)c(OC)n1
SMILES(SDF),
MW(SDF),
MW(RDKit),497.596
MW Monoisotopic(RDKit),497.26381922
MolLogP(RDKit),3.0667
XLogP(SDF),
XLogP(CDK),2.543
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),126.77
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),36
QED Weighted(RDKit),0.509009913515604
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,134199081.39333083
qed,0.5090099135156039
Chi0,25.49298858481683
Chi1,17.461060093480295
TPSA,126.77000000000001
Chi0n,21.03398707835539
Chi0v,21.03398707835539
Chi1n,12.635937444884409
Chi1v,12.635937444884409
Chi2n,9.516619376752818
Chi2v,9.516619376752818
Chi3n,7.126892365634363
Chi3v,7.126892365634363
Chi4n,5.15479103320451
Chi4v,5.15479103320451
MolMR,133.4195
MolWt,497.5960000000004
fr_SH,0
Kappa1,25.656605235164122
Kappa2,12.006809537613552
Kappa3,6.411158516176242
