DLiP-ID,C003CW
DLiP-Mol-ID,33854
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H16F6N2O/c18-16(19,20)11-5-3-4-9-10(15(26)12-6-1-2-7-24-12)8-13(17(21,22)23)25-14(9)11/h3-5,8,12,15,24,26H,1-2,6-7H2"
Standard Inchi Key(RDKit),XEEQGYMUWCZPDN-UHFFFAOYSA-N
Canonical SMILES(RDKit),OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
SMILES(SDF),
MW(SDF),
MW(RDKit),378.316
MW Monoisotopic(RDKit),378.116682452
MolLogP(RDKit),4.4479
XLogP(SDF),
XLogP(CDK),3.871
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),45.15
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.759443254935721
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
Common Target Pref Name,Runt-related transcription factor 1/Core-binding factor subunit beta
RDKit Descriptors
Ipc,489592.46704897314
qed,0.7594432549357207
Chi0,19.11251969619285
Chi1,12.087353528756823
TPSA,45.150000000000006
Chi0n,13.454742768939226
Chi0v,13.454742768939226
Chi1n,8.083158392900815
Chi1v,8.083158392900815
Chi2n,6.295218249915575
Chi2v,6.295218249915575
Chi3n,4.515544520122087
Chi3v,4.515544520122087
Chi4n,3.2583650873791994
Chi4v,3.2583650873791994
MolMR,82.34850000000002
MolWt,378.31600000000014
fr_SH,0
Kappa1,18.90731100744621
Kappa2,6.69608628988195
Kappa3,3.6358416318100404
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,796.1652860026105
MolLogP,4.447900000000003
NOCount,3
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.2311311319774414
SMR_VSA1,31.449017680889625
SMR_VSA2,0.0
SMR_VSA3,10.30076712495354
SMR_VSA4,0.0
SMR_VSA5,43.76086912056124
SMR_VSA6,6.544756405912575
SMR_VSA7,41.08629925208889
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,144.58372974718378
NHOHCount,2
