DLiP-ID,C001Y1
DLiP-Mol-ID,26988
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H22N2O3/c1-23-17-10-5-14(13-18(17)24-2)19(22)20-15-6-8-16(9-7-15)21-11-3-4-12-21/h5-10,13H,3-4,11-12H2,1-2H3,(H,20,22)"
Standard Inchi Key(RDKit),PKLFGDBGUNXASS-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(C(=O)Nc2ccc(N3CCCC3)cc2)cc1OC
SMILES(SDF),
MW(SDF),
MW(RDKit),326.396
MW Monoisotopic(RDKit),326.163042564
MolLogP(RDKit),3.5563
XLogP(SDF),
XLogP(CDK),3.39
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),50.8
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),24
QED Weighted(RDKit),0.912667113479237
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,488730.1532390902
qed,0.9126671134792369
Chi0,16.940946820939054
Chi1,11.707039898056804
TPSA,50.8
Chi0n,14.04183747596512
Chi0v,14.04183747596512
Chi1n,8.09433242316568
Chi1v,8.09433242316568
Chi2n,5.764915642605572
Chi2v,5.764915642605572
Chi3n,4.242113142011129
Chi3v,4.242113142011129
Chi4n,2.9116370827520157
Chi4v,2.9116370827520157
MolMR,95.38820000000004
MolWt,326.396
fr_SH,0
Kappa1,16.177773454646044
Kappa2,7.2543842396100695
Kappa3,3.451299074010742
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,707.0518815394722
MolLogP,3.556300000000002
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.6975565872455263
SMR_VSA1,14.268263091671919
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,12.841643245852019
SMR_VSA6,37.52580622923703
SMR_VSA7,48.02802097092827
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,141.735569385677
NHOHCount,1
PEOE_VSA1,19.690424242456906
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
