DLiP-ID,C001G7
DLiP-Mol-ID,32322
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H22N4O2/c1-3-15-9-10-16(20-11-15)12-23(2)13-19-21-18(22-25-19)14-24-17-7-5-4-6-8-17/h4-11H,3,12-14H2,1-2H3"
Standard Inchi Key(RDKit),WQWADVXCZMACSM-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCc1ccc(CN(C)Cc2nc(COc3ccccc3)no2)nc1
SMILES(SDF),
MW(SDF),
MW(RDKit),338.411
MW Monoisotopic(RDKit),338.174275944
MolLogP(RDKit),3.238
XLogP(SDF),
XLogP(CDK),2.834
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),64.28
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.628155397474921
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,761957.0182980053
qed,0.6281553974749214
Chi0,17.484916895309066
Chi1,12.224677988261845
TPSA,64.28
Chi0n,14.552580241190759
Chi0v,14.552580241190759
Chi1n,8.343155502374817
Chi1v,8.343155502374817
Chi2n,5.889699697848913
Chi2v,5.889699697848913
Chi3n,3.7526225096890964
Chi3v,3.7526225096890964
Chi4n,2.398738311555504
Chi4v,2.398738311555504
MolMR,93.85800000000005
MolWt,338.411
fr_SH,0
Kappa1,17.104707195472443
Kappa2,8.392223791761658
Kappa3,5.121640802164325
fr_ArN,0
fr_COO,0
