DLiP-ID,C0000Z
DLiP-Mol-ID,29791
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H13NO4/c1-10(11,9(14)15)5-6-2-3-7(12)8(13)4-6/h2-4,12-13H,5,11H2,1H3,(H,14,15)/t10-/m0/s1"
Standard Inchi Key(RDKit),CJCSPKMFHVPWAR-JTQLQIEISA-N
Canonical SMILES(RDKit),C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
SMILES(SDF),
MW(SDF),
MW(RDKit),211.217
MW Monoisotopic(RDKit),211.084457896
MolLogP(RDKit),0.4423
XLogP(SDF),
XLogP(CDK),-1.92
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),103.78
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),15
QED Weighted(RDKit),0.543048566221274
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1479.5175837673976
qed,0.5430485662212737
Chi0,11.637828201504695
Chi1,6.826204387599239
TPSA,103.78000000000002
Chi0n,8.266396934908789
Chi0v,8.266396934908789
Chi1n,4.3587603259758145
Chi1v,4.3587603259758145
Chi2n,3.7224628725724047
Chi2v,3.7224628725724047
Chi3n,2.0997428761934516
Chi3v,2.0997428761934516
Chi4n,1.17862278728539
Chi4v,1.17862278728539
MolMR,53.703800000000015
MolWt,211.21699999999998
fr_SH,0
Kappa1,11.325471698113208
Kappa2,3.7808641975308643
Kappa3,2.5997033202878423
fr_ArN,0
fr_COO,1
fr_C_O,1
