DLiP-ID,C001P9
DLiP-Mol-ID,32705
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H23NO4/c1-14(2)25-18-7-3-5-15(11-18)19(22)16-6-4-9-21(12-16)20(23)17-8-10-24-13-17/h3,5,7-8,10-11,13-14,16H,4,6,9,12H2,1-2H3"
Standard Inchi Key(RDKit),FRLDAONUYCPCPF-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(C)Oc1cccc(C(=O)C2CCCN(C(=O)c3ccoc3)C2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),341.407
MW Monoisotopic(RDKit),341.162708216
MolLogP(RDKit),3.8019
XLogP(SDF),
XLogP(CDK),2.867
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),59.75
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.77621953747283
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,661143.4983285076
qed,0.7762195374728296
Chi0,17.811190308942127
Chi1,12.041713895658194
TPSA,59.75
Chi0n,14.604786304808236
Chi0v,14.604786304808236
Chi1n,8.667464608136665
Chi1v,8.667464608136665
Chi2n,6.661033596082734
Chi2v,6.661033596082734
Chi3n,4.337859052447375
Chi3v,4.337859052447375
Chi4n,3.1748872378203363
Chi4v,3.1748872378203363
MolMR,93.87200000000004
MolWt,341.40700000000004
fr_SH,0
Kappa1,17.269112211742712
Kappa2,7.551970387996565
Kappa3,4.102694712315516
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,735.9142449287395
MolLogP,3.8019000000000025
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.70543087479062
SMR_VSA1,18.743088258997037
SMR_VSA2,0.0
SMR_VSA3,4.899909730850478
SMR_VSA4,5.917906046161393
SMR_VSA5,32.79308403298157
SMR_VSA6,13.08951281182515
SMR_VSA7,53.98506431698016
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,1
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,147.12283967987247
NHOHCount,0
PEOE_VSA1,14.053923621703873
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,44.888218850618095
PEOE_VSA8,24.570870349683542
PEOE_VSA9,17.930580875084356
RingCount,3
SMR_VSA10,11.690424675716445
