DLiP-ID,C0011P
DLiP-Mol-ID,31696
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H11NO/c1-9-6-7-13-11(8-9)14(16)10-4-2-3-5-12(10)15-13/h2-8H,1H3,(H,15,16)"
Standard Inchi Key(RDKit),IJUUPTNWUKOVDJ-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc2[nH]c3ccccc3c(=O)c2c1
SMILES(SDF),
MW(SDF),
MW(RDKit),209.248
MW Monoisotopic(RDKit),209.084063972
MolLogP(RDKit),2.98972
XLogP(SDF),
XLogP(CDK),4.515
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),1
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),32.86
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),0
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),16
QED Weighted(RDKit),0.56709993693644
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,7040.457850317184
qed,0.56709993693644
Chi0,11.120955864630139
Chi1,7.754020195423489
TPSA,32.86
Chi0n,8.949700174791246
Chi0v,8.949700174791246
Chi1n,5.269508286134144
Chi1v,5.269508286134144
Chi2n,4.048746032891301
Chi2v,4.048746032891301
Chi3n,2.8607248523040876
Chi3v,2.8607248523040876
Chi4n,2.0352453733725437
Chi4v,2.0352453733725437
MolMR,66.81170000000002
MolWt,209.248
fr_SH,0
Kappa1,9.158814335508383
Kappa2,3.2032483639243154
Kappa3,1.2328370656240373
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,740.3897192103876
MolLogP,2.989720000000001
NOCount,2
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.614796820347374
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,0.0
SMR_VSA7,58.25134854690063
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,92.54084437835425
NHOHCount,1
PEOE_VSA1,4.9839785209472085
PEOE_VSA2,4.794537184071822
