DLiP-ID,T004CJ
DLiP-Mol-ID,17593
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H15NO5/c1-4-8(2)16(21)22-7-11-12-10(5-6-17-11)13(18)9(3)14(19)15(12)20/h4-6,19H,7H2,1-3H3/b8-4-"
Standard Inchi Key(RDKit),NSQSWGHMRDOITD-YWEYNIOJSA-N
Canonical SMILES(RDKit),C/C=C(/C)C(=O)OCc1nccc2c1C(=O)C(O)=C(C)C2=O
SMILES(SDF),
MW(SDF),
MW(RDKit),301.298
MW Monoisotopic(RDKit),301.09502258
MolLogP(RDKit),2.302
XLogP(SDF),
XLogP(CDK),1.732
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),93.56
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.679808357490119
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,HIF-1a/p300
Common Target Pref Name,HIF-1a/p300
RDKit Descriptors
Ipc,74657.00481745685
qed,0.6798083574901188
Chi0,16.438793109825923
Chi1,10.379116515310287
TPSA,93.56
Chi0n,12.466577941610794
Chi0v,12.466577941610794
Chi1n,6.6521714630755175
Chi1v,6.6521714630755175
Chi2n,4.859881959676043
Chi2v,4.859881959676043
Chi3n,3.507023904905897
Chi3v,3.507023904905897
