DLiP-ID,C101MJ
MID,72.15105654583265
Mpe,0.990132827324478
Mse,1.0195357470103144
NdO,3
NdS,0
NsF,2
NsI,0
NtN,0
SMR,122.71920000000004
SdO,36.68532020850781
SdS,0
Spe,61.38823529411764
SsF,26.708340583841863
SsI,0
Sse,63.211216314639486
StN,0
fMF,0.4838709677419355
nBr,0
nCl,0
AMID,2.0614587584523614
BIC0,0.2688126564241292
BIC1,0.5874927399684552
BIC2,0.782002243461833
BIC3,0.8626918547646406
BIC4,0.8730495376958678
BIC5,0.8730495376958678
CIC0,4.279811011810411
CIC1,2.294810551140725
CIC2,1.0832461203020998
CIC3,0.5806451612903238
CIC4,0.5161290322580658
CIC5,0.5161290322580658
GGI1,8.5
GGI2,4.444444444444446
GGI3,2.576388888888889
GGI4,2.3122222222222226
GGI5,1.2052777777777777
GGI6,0.7697959183673471
GGI7,0.6476757369614512
GGI8,0.36735481229528844
GGI9,0.28375000000000006
JGI1,0.21794871794871798
JGI2,0.07797270955165694
JGI3,0.045199805068226115
JGI4,0.04718820861678006
JGI5,0.025644208037825064
JGI6,0.01710657596371882
JGI7,0.014719903112760254
JGI8,0.010495851779865385
JGI9,0.009458333333333332
MIC0,16.920370704768004
MIC1,36.151401491020614
MIC2,42.859010959392094
MIC3,44.55908433897919
MIC4,44.624116597043695
MIC5,44.624116597043695
MPC2,57
MPC3,74
MPC4,97
MPC5,127
MPC6,136
MPC7,156
MPC8,178
MPC9,194
Mare,1.005225806451613
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.16048290270499238
RPCG,0.08371187999342575
SIC0,0.2812109663995392
SIC1,0.6145893699981787
SIC2,0.8180701367853094
SIC3,0.9024813541539755
SIC4,0.9133167592479782
SIC5,0.9133167592479782
SaaN,0
SaaO,0
SaaS,0
Sare,62.32400000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,6.048247084238246
SssS,0
StCH,0
StsC,0
TIC0,103.81188851174075
TIC1,226.8819170732613
TIC2,301.99891178525604
TIC3,333.16017124398616
TIC4,337.16017124398616
TIC5,337.16017124398616
Vabc,431.2279570063841
WPol,57
apol,69.04541099999999
bpol,37.642589000000015
nRot,6
ABCGG,19.348414392582104
ATS0Z,1528.0
ATS0d,219.0
ATS0i,10272.063114314726
ATS0m,6112.639673299543
ATS0p,91.33926243092299
ATS0s,402.3125
ATS0v,13800.294184004466
ATS1Z,1711.0
ATS1d,282.0
ATS1i,9690.247078696708
ATS1m,6554.346450670404
ATS1p,119.87230436000006
ATS1s,206.30555555555557
ATS1v,17863.908047097244
ATS2Z,2707.0
ATS2d,457.0
ATS2i,18936.85878896985
ATS2m,10219.281263490575
ATS2p,186.73750145564105
ATS2s,442.38888888888886
ATS2v,27340.657852453027
ATS3Z,2964.0
ATS3d,515.0
ATS3i,26789.717010820485
ATS3m,10699.647187745602
ATS3p,219.044413591282
ATS3s,550.6944444444445
ATS3v,31109.50215996756
ATS4Z,2708.0
ATS4d,479.0
ATS4i,29296.282336264012
ATS4m,9544.102177649602
ATS4p,207.4814947408659
ATS4s,601.013888888889
ATS4v,28622.318273694334
ATS5Z,2406.0
ATS5d,437.0
ATS5i,25029.684628295607
ATS5m,8657.032966670396
ATS5p,192.94754846026194
ATS5s,499.4999999999999
ATS5v,26354.9634984649
ATS6Z,2273.0
ATS6d,415.0
ATS6i,22246.525262887477
ATS6m,8146.215042372797
ATS6p,189.82168336552698
ATS6s,419.94444444444446
ATS6v,25971.09855242987
ATS7Z,2299.0
ATS7d,384.0
ATS7i,22281.861388097725
ATS7m,8331.5343873408
ATS7p,175.374435159772
ATS7s,498.0277777777776
ATS7v,24278.742637340878
ATS8Z,1887.0
ATS8d,340.0
ATS8i,20171.585467181685
ATS8m,6720.617636043201
ATS8p,149.77200636522505
ATS8s,392.47222222222206
ATS8v,20531.333834842513
C1SP1,0
C1SP2,3
C1SP3,5
C2SP1,0
C2SP2,8
C2SP3,6
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.4230769230769231
GGI10,0.18090194878073665
JGI10,0.006237998233818506
JGT10,0.4719723116467024
Kier1,26.600920447074294
Kier2,11.39612188365651
Kier3,6.357925493060629
MAXdO,12.94607483425878
MAXsF,13.354170291920932
MID_C,54.81512160826553
MID_N,6.467582529743207
MID_O,7.410525432729674
MID_X,3.4578269750942194
MID_h,17.335934937567103
MINdO,11.466844540908111
MINsF,13.354170291920932
MPC10,218
MWC01,39.0
MWC02,5.262690188904886
MWC03,6.12029741895095
MWC04,7.016609683894219
MWC05,7.891704659330107
MWC06,8.789812386190972
MWC07,9.674263049655917
MWC08,10.574159036330888
MWC09,11.464837554163173
MWC10,12.366698033409032
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,3
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,2
NsssP,0
SLogP,3.2577000000000016
SRW02,4.3694478524670215
SRW03,0.0
SRW04,5.726847747587197
SRW05,2.3978952727983707
SRW06,7.268920128193722
SRW07,4.844187086458591
SRW08,8.892199092039693
SRW09,7.050122520269059
SRW10,10.55708796679324
SaaCH,13.160216455695455
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,3.8400662249388886
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.9945055630356718
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.309261096287644
SssPH,0
SssSe,0
SsssB,0
SsssN,3.547612511472807
SsssP,0
VE1_A,4.141171493937874
VE1_D,5.82460403500147
VE2_A,0.1183191855410821
VE2_D,0.16641725814289915
VE3_A,2.67374168585447
VE3_D,3.0148539888128214
VR1_A,2757.5204402914374
VR1_D,245.77084303434324
VR2_A,78.78629829404106
VR2_D,7.022024086695521
VR3_A,9.174850132212574
VR3_D,6.757162537901089
WPath,4435
Xc-3d,3.24730442222103
Xc-4d,0.25
Xc-5d,0.43251237798370307
Xc-6d,0.0
Xp-0d,24.578775022443736
Xp-1d,16.78762681710496
Xp-2d,16.144122014225257
Xp-3d,13.24806045696594
Xp-4d,10.879747859011623
Xp-5d,9.213507412139851
Xp-6d,6.288863330996887
Xp-7d,4.580324492179379
ZMIC0,111.60133522993787
ZMIC1,55.57333957262797
ZMIC2,34.34533145357893
ZMIC3,29.237122059180912
ZMIC4,28.98201261980111
ZMIC5,28.98201261980111
nAcid,0
nAtom,62
nBase,1
nRing,5
piPC1,3.8918202981106265
piPC2,4.430816798843313
piPC3,4.890349128221754
piPC4,5.371800143307841
piPC5,5.851483830803552
piPC6,6.004195661461711
piPC7,6.3216671707156
piPC8,6.634797601928738
piPC9,6.918509741879997
AATS0Z,24.64516129032258
AATS0d,3.532258064516129
AATS0i,165.67843732765687
AATS0m,98.59096247257327
AATS0p,1.4732139101761772
AATS0s,6.488911290322581
AATS0v,222.58539006458815
AATS1Z,25.924242424242426
AATS1d,4.2727272727272725
AATS1i,146.8219254347986
AATS1m,99.30827955561219
AATS1p,1.8162470357575766
AATS1s,3.125841750841751
AATS1v,270.66527344086734
AATS2Z,22.371900826446282
AATS2d,3.7768595041322315
AATS2i,156.50296519809794
AATS2m,84.4568699462031
AATS2p,1.5432851359970334
AATS2s,3.6561065197428833
AATS2v,225.95585002027295
AATS3Z,17.85542168674699
AATS3d,3.102409638554217
AATS3i,161.38383741458122
AATS3m,64.45570595027472
AATS3p,1.3195446601884457
AATS3s,3.3174364123159306
AATS3v,187.40663951787687
AATS4Z,15.299435028248588
AATS4d,2.7062146892655368
AATS4i,165.51571941392098
AATS4m,53.92148122965877
AATS4p,1.1722118346941577
AATS4s,3.3955586942875087
AATS4v,161.7080128457307
AATS5Z,15.522580645161291
AATS5d,2.8193548387096774
AATS5i,161.48183631158457
AATS5m,55.851825591421914
AATS5p,1.2448228932920125
AATS5s,3.2225806451612895
AATS5v,170.03202257074128
AATS6Z,16.120567375886523
AATS6d,2.9432624113475176
AATS6i,157.77677491409557
AATS6m,57.7745747686014
AATS6p,1.3462530735143758
AATS6s,2.97832939322301
AATS6v,184.19218831510545
AATS7Z,16.53956834532374
AATS7d,2.762589928057554
AATS7i,160.30116106545125
AATS7m,59.93909631180432
AATS7p,1.2616865838832518
AATS7s,3.5829336530775366
AATS7v,174.6672132182797
AATS8Z,15.21774193548387
AATS8d,2.7419354838709675
AATS8i,162.6740763482394
AATS8m,54.19852932292904
AATS8p,1.2078387610098795
AATS8s,3.1650985663082425
AATS8v,165.57527286163318
AMID_C,1.5661463316647293
AMID_N,0.18478807227837735
AMID_O,0.21172929807799068
AMID_X,0.0987950564312634
AMID_h,0.4953124267876315
ATS0dv,560.0
ATS0pe,406.4849999999999
ATS0se,493.46371599999986
ATS1dv,505.0
ATS1pe,434.78200000000004
ATS1se,516.6128759999997
ATS2dv,744.0
ATS2pe,797.0221999999998
ATS2se,957.5599439999994
ATS3dv,719.0
ATS3pe,1074.4207000000004
ATS3se,1310.6120359999993
ATS4dv,695.0
ATS4pe,1126.2286000000004
ATS4se,1391.8035079999997
ATS5dv,620.0
ATS5pe,954.7239000000002
ATS5se,1187.4474440000001
ATS6dv,568.0
ATS6pe,870.7090000000003
ATS6se,1074.7747239999997
ATS7dv,628.0
ATS7pe,870.1294000000001
ATS7se,1074.984608
ATS8dv,466.0
ATS8pe,772.0534999999995
ATS8se,955.463836
ATSC0Z,487.41935483870986
ATSC0c,1.236575490138697
ATSC0d,41.17741935483872
ATSC0i,133.2798997206694
ATSC0m,2341.872979127892
ATSC0p,14.447830492875882
ATSC0s,179.946796594982
ATSC0v,3011.973764273961
ATSC1Z,24.714880332986453
ATSC1c,-0.6665725513307229
ATSC1d,7.262747138397501
ATSC1i,-16.61855924085389
ATSC1m,116.25993287022305
ATSC1p,-0.5756971848356661
ATSC1s,-5.501607844837555
ATSC1v,28.916229120453348
ATSC2Z,34.7138397502602
ATSC2c,0.13400007757614557
ATSC2d,-10.555931321540067
ATSC2i,10.747306718903046
ATSC2m,178.4069463902024
ATSC2p,-0.308715242192518
ATSC2s,43.081094996531405
ATSC2v,-44.154297201906004
ATSC3Z,-198.44536940686783
ATSC3c,0.015075024337626607
ATSC3d,-11.475026014568163
ATSC3i,-12.18293639128463
ATSC3m,-976.7078606753264
ATSC3p,-4.376726639643808
ATSC3s,-59.8274222453463
ATSC3v,-1048.1716989939232
ATSC4Z,-130.53590010405827
ATSC4c,-0.24393885629069473
ATSC4d,2.7031737773152957
ATSC4i,37.08958708696687
ATSC4m,-644.9358773393907
ATSC4p,0.509017464201692
ATSC4s,-33.18323830789687
ATSC4v,-304.4973418859558
ATSC5Z,115.90322580645162
ATSC5c,0.2680488649819328
ATSC5d,2.6048387096774195
ATSC5i,19.412128914829598
ATSC5m,563.3426389845707
ATSC5p,4.0880249676256195
ATSC5s,26.282426075268823
ATSC5v,828.8746308096436
ATSC6Z,-67.71175858480748
ATSC6c,-0.40688018375223134
ATSC6d,-3.661550468262227
ATSC6i,-6.675621652877656
ATSC6m,-337.685029370365
ATSC6p,-2.0418592472019346
ATSC6s,-27.25859745346282
ATSC6v,-441.14294026946425
ATSC7Z,59.9146722164412
ATSC7c,0.5045157398792882
ATSC7d,-3.139698231009367
ATSC7i,-21.05470351406888
ATSC7m,288.48782481068935
ATSC7p,-0.8697473675341336
ATSC7s,34.81383505318534
ATSC7v,-56.777621095136496
ATSC8Z,-30.29032258064516
ATSC8c,-0.2758093686822957
ATSC8d,-0.40322580645161243
ATSC8i,-27.46886353177548
ATSC8m,-150.4976908003834
ATSC8p,-2.746611535474677
ATSC8s,-8.54357078853047
ATSC8v,-352.85857388608935
AXp-0d,0.7022507149269639
AXp-1d,0.43045196966935795
AXp-2d,0.2832302107758817
AXp-3d,0.17902784401305324
AXp-4d,0.11216234906197549
AXp-5d,0.0725473024577941
AXp-6d,0.046241642139682994
AXp-7d,0.029361054437047302
GATS1Z,0.6940075807713132
GATS1c,1.5253662365328204
GATS1d,0.9651509216726606
GATS1i,1.1528943116563222
GATS1m,0.6957315595585563
GATS1p,1.1258437841107576
GATS1s,0.5178999915969789
GATS1v,0.9865911565216439
GATS2Z,0.8243279312589219
GATS2c,1.0973101038342996
GATS2d,1.3528436809069218
GATS2i,1.007396926946853
GATS2m,0.8218544806353304
GATS2p,1.023670809601083
GATS2s,0.533794968799636
GATS2v,0.9725110105955441
GATS3Z,1.1029689904555344
GATS3c,1.0489262801970047
GATS3d,1.1333559856346653
GATS3i,1.0982651945761726
GATS3m,1.1081792719327304
GATS3p,1.1120453670162376
GATS3s,1.0899795264003174
GATS3v,1.0995855374890289
GATS4Z,1.1051284927480955
GATS4c,1.1713742037286095
GATS4d,0.8578696603751872
GATS4i,0.8256713772568413
GATS4m,1.1040284571360233
GATS4p,0.9451619609675511
GATS4s,1.0316570492601504
GATS4v,1.00680475213329
GATS5Z,0.8590866975512902
GATS5c,0.8096652650014801
GATS5d,0.9414022718370543
GATS5i,0.6626951885037002
GATS5m,0.8502684234922638
GATS5p,0.8599830087297886
GATS5s,0.6674303249479482
GATS5v,0.905861168177373
GATS6Z,0.9679069800188683
GATS6c,0.9015763285241509
GATS6d,0.9560772613501567
GATS6i,0.9219545332190748
GATS6m,0.971612513823658
GATS6p,1.1000067095927346
GATS6s,0.7871846132754982
GATS6v,1.100975045314317
GATS7Z,0.8958500968913813
GATS7c,0.7696756828224663
GATS7d,0.916546198998498
GATS7i,0.8776967177631658
GATS7m,0.8903677693583272
GATS7p,1.0180651549825706
GATS7s,0.6678166274902575
GATS7v,1.016527657206674
GATS8Z,1.005228325612177
GATS8c,1.0525403349919458
GATS8d,0.9019780650215432
GATS8i,1.070513545772856
GATS8m,1.0090261371312725
GATS8p,1.098083200690796
GATS8s,0.8394896876254622
GATS8v,1.0719207022359454
MATS1Z,0.047632513085855185
MATS1c,-0.5063776695236
MATS1d,0.16568742655699167
MATS1i,-0.11713224473484683
MATS1m,0.046635268994522826
MATS1p,-0.03743167160131377
MATS1s,-0.02872058388455175
MATS1v,0.009018581339611455
MATS2Z,0.03649271731817913
MATS2c,0.055525277123884074
MATS2d,-0.1313541353067045
MATS2i,0.041318191610443006
MATS2m,0.039035050308045785
MATS2p,-0.01094867977799094
MATS2s,0.12267298488821944
MATS2v,-0.007511524897724814
MATS3Z,-0.1520623858770621
MATS3c,0.004553244683890987
MATS3d,-0.10408260539219158
MATS3i,-0.034140582041990115
MATS3m,-0.1557704048986422
MATS3p,-0.11314370243268572
MATS3s,-0.12417660233636998
MATS3v,-0.1299765024285512
MATS4Z,-0.09380924070937414
MATS4c,-0.06910011533027978
MATS4d,0.02299499204436565
MATS4i,0.09747781017358795
MATS4m,-0.09646541223982164
MATS4p,0.01234094646961946
MATS4s,-0.0645941323982436
MATS4v,-0.035412023545320595
MATS5Z,0.09511581733951022
MATS5c,0.08670683419477056
MATS5d,0.025303564433999212
MATS5i,0.05825973445512464
MATS5m,0.09622087004810281
MATS5p,0.1131803136710773
MATS5s,0.058422659525135964
MATS5v,0.11007727100962242
MATS6Z,-0.061084904553369825
MATS6c,-0.1446833252601762
MATS6d,-0.039100154733827254
MATS6i,-0.02202417423813712
MATS6m,-0.06340464110346569
MATS6p,-0.062143504407897
MATS6s,-0.06660885423291882
MATS6v,-0.0644022033279274
MATS7Z,0.05482861890500832
MATS7c,0.18198306487439644
MATS7d,-0.03400992484508281
MATS7i,-0.07046303773547333
MATS7m,0.05494662764559893
MATS7p,-0.026851427220394946
MATS7s,0.08629480203607923
MATS7v,-0.008408197355962299
MATS8Z,-0.03107213765718066
MATS8c,-0.11152144405327019
MATS8d,-0.004896200548374454
MATS8i,-0.10304953556142096
MATS8m,-0.03213190726860608
MATS8p,-0.09505273254794244
MATS8s,-0.02373915776828204
MATS8v,-0.05857597069261761
MAXssO,6.048247084238246
MINssO,6.048247084238246
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,9
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,45.33887205980468
SpAD_D,525.7069754622203
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,2.3224197013750922
SssNH2,0
SsssAs,0
SsssCH,-0.6674758987221707
SsssNH,0
SssssB,0
SssssC,-2.5428357379332995
SssssN,0
TMPC10,1311
TMWC10,153.16107201083014
TSRW10,86.1067076666069
VE1_Dt,5.85605373837963
VE2_Dt,0.16731582109656085
VE3_Dt,3.020238921748139
VR1_Dt,242.51989601321353
VR2_Dt,6.929139886091815
VR3_Dt,6.7438467209226785
Xc-3dv,1.2626084118010716
Xc-4dv,0.03571428571428571
Xc-5dv,0.12906766924808466
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.5164296984826879
Xch-7d,1.0224094250974438
Xp-0dv,19.26611248306976
Xp-1dv,11.863480849616789
Xp-2dv,9.41948733788717
Xp-3dv,6.950167382751139
Xp-4dv,4.890898359878907
Xp-5dv,3.599251002042982
Xp-6dv,2.0137171534012555
Xp-7dv,1.2400388261179094
Xpc-4d,6.109774258164434
Xpc-5d,9.279540003773988
Xpc-6d,14.082511997148034
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,4
n7Ring,0
n8Ring,0
n9Ring,0
nARing,3
nBonds,66
nFRing,1
nHBAcc,5
nHBDon,1
nHRing,3
nSpiro,0
naRing,2
piPC10,7.244249836782802
AATS0dv,9.03225806451613
AATS0pe,6.5562096774193535
AATS0se,7.9590921935483845
AATS1dv,7.651515151515151
AATS1pe,6.587606060606062
AATS1se,7.827467818181813
AATS2dv,6.148760330578512
AATS2pe,6.586960330578511
AATS2se,7.9137185454545405
AATS3dv,4.331325301204819
AATS3pe,6.472413855421689
AATS3se,7.895253228915658
AATS4dv,3.926553672316384
AATS4pe,6.3628734463276855
AATS4se,7.86329665536723
AATS5dv,4.0
AATS5pe,6.1595090322580655
AATS5se,7.660951251612904
AATS6dv,4.028368794326241
AATS6pe,6.175241134751775
AATS6se,7.622515773049643
AATS7dv,4.517985611510792
AATS7pe,6.259923741007196
AATS7se,7.733702215827338
AATS8dv,3.7580645161290325
AATS8pe,6.226237903225803
AATS8se,7.7053535161290325
AATSC0Z,7.861602497398546
AATSC0c,0.019944765969978982
AATSC0d,0.6641519250780439
AATSC0i,2.1496758019462807
AATSC0m,37.77214482464342
AATSC0p,0.23302952407864325
AATSC0s,2.902367687015839
AATSC0v,48.58022200441873
AATSC1Z,0.37446788383312807
AATSC1c,-0.01009958411107156
AATSC1d,0.11004162330905304
AATSC1i,-0.25179635213414986
AATSC1m,1.761514134397319
AATSC1p,-0.008722684618722214
AATSC1s,-0.08335769461875084
AATSC1v,0.43812468364323254
AATSC2Z,0.2868912376054562
AATSC2c,0.0011074386576540955
AATSC2d,-0.08723910183090965
AATSC2i,0.08882071668514914
AATSC2m,1.474437573472747
AATSC2p,-0.002551365637954694
AATSC2s,0.35604210740935044
AATSC2v,-0.3649115471231901
AATSC3Z,-1.1954540325714929
AATSC3c,9.081339962425667e-05
AATSC3d,-0.06912666273836243
AATSC3i,-0.07339118308002789
AATSC3m,-5.883782293224858
AATSC3p,-0.026365823130384384
AATSC3s,-0.3604061581044958
AATSC3v,-6.314287343336887
AATSC4Z,-0.7374909610398772
AATSC4c,-0.0013781856287609872
AATSC4d,0.01527216823341975
AATSC4i,0.209545689756875
