DLiP-ID,C001F4
DLiP-Mol-ID,32283
Vendor-ID,
Standard Inchi(RDKit),InChI=1S/C10H8N2S2/c1-5-11-6-2-9(1)13-14-10-3-7-12-8-4-10/h1-8H
Standard Inchi Key(RDKit),UHBAPGWWRFVTFS-UHFFFAOYSA-N
Canonical SMILES(RDKit),c1cc(SSc2ccncc2)ccn1
SMILES(SDF),
MW(SDF),
MW(RDKit),220.322
MW Monoisotopic(RDKit),220.012890256
MolLogP(RDKit),3.276
XLogP(SDF),
XLogP(CDK),1.968
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),25.78
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),14
QED Weighted(RDKit),0.741347205527782
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,2714.3052865680856
qed,0.7413472055277815
Chi0,9.639981912617824
Chi1,6.949489742783179
TPSA,25.78
Chi0n,7.3297259254446505
Chi0v,8.962719087300103
Chi1n,4.095744387831759
Chi1v,6.24557430209282
Chi2n,2.532498378457615
Chi2v,4.808640753373013
Chi3n,1.533590046161722
Chi3v,3.9508551512858743
Chi4n,0.883809376306736
Chi4v,2.7859308718951996
MolMR,60.188000000000024
MolWt,220.32200000000003
fr_SH,0
Kappa1,9.551020408163266
Kappa2,5.024221453287197
Kappa3,2.75
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
