DLiP-ID,I000Z0
DLiP-Mol-ID,29172
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H26N6O4/c1-13-12-25(20-22-6-5-7-23-20)8-9-26(13)19(28)14(2)30-17-11-24-15(18(27)21-3)10-16(17)29-4/h5-7,10-11,13-14H,8-9,12H2,1-4H3,(H,21,27)/t13-,14+/m1/s1"
Standard Inchi Key(RDKit),QIBJARFLROBPQO-KGLIPLIRSA-N
Canonical SMILES(RDKit),CNC(=O)c1cc(OC)c(O[C@@H](C)C(=O)N2CCN(c3ncccn3)C[C@H]2C)cn1
SMILES(SDF),
MW(SDF),
MW(RDKit),414.466
MW Monoisotopic(RDKit),414.201553312
MolLogP(RDKit),0.7444
XLogP(SDF),
XLogP(CDK),0.492
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),109.78
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.737285992012024
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,CD4_gp120
Common Target Pref Name,CD4/gp120
RDKit Descriptors
Ipc,5565928.4383933805
qed,0.7372859920120244
Chi0,21.67299762850792
Chi1,14.43909070562568
TPSA,109.77999999999999
Chi0n,17.53183336724227
Chi0v,17.53183336724227
Chi1n,9.694276011465192
Chi1v,9.694276011465192
Chi2n,6.935066623493352
Chi2v,6.935066623493352
Chi3n,4.908233946586646
Chi3v,4.908233946586646
Chi4n,3.320212142193737
Chi4v,3.320212142193737
MolMR,109.68920000000004
MolWt,414.46600000000007
fr_SH,0
Kappa1,21.282984546672207
Kappa2,9.378449097525653
Kappa3,4.583702410056212
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,5
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,894.1203593562852
MolLogP,0.7444000000000002
NOCount,10
fr_Ar_N,3
fr_COO2,0
fr_urea,0
BalabanJ,1.653253409787131
SMR_VSA1,19.06280027574374
SMR_VSA2,0.0
SMR_VSA3,25.16863389769843
SMR_VSA4,0.0
SMR_VSA5,25.99328161627751
SMR_VSA6,38.69164847254293
SMR_VSA7,36.41719284661091
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,174.77563755635003
NHOHCount,1
PEOE_VSA1,24.590333973307384
