DLiP-ID,C100JI
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.27370710592460074
RPCG,0.23128817362576448
SIC0,0.335138772219093
SIC1,0.6692961913547295
SIC2,0.822460175271458
SIC3,0.9452819531114784
SIC4,0.9577819531114784
SIC5,0.9577819531114784
SaaN,0
SaaO,5.092298044217687
SaaS,0
Sare,32.628
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.1400446953472745
SssS,0
StCH,0
StsC,0
TIC0,53.62220355505488
TIC1,107.08739061675672
TIC2,131.59362804343328
TIC3,151.24511249783654
TIC4,153.24511249783654
TIC5,153.24511249783654
Vabc,223.20664823418272
WPol,30
apol,37.11451599999999
bpol,19.201483999999997
nRot,3
ABCGG,13.029397787955713
ATS0Z,874.0
ATS0d,118.0
ATS0i,5192.075045698488
ATS0m,3501.1939591497708
ATS0p,50.618715858188
ATS0s,204.41666666666666
ATS0v,7795.28896920801
ATS1Z,960.0
ATS1d,146.0
ATS1i,4939.674777329801
ATS1m,3714.4426258351996
ATS1p,62.756121719999996
ATS1s,126.11111111111113
ATS1v,9633.06459553463
ATS2Z,1424.0
ATS2d,226.0
ATS2i,8627.582916956948
ATS2m,5449.328866670399
ATS2p,90.79185313739599
ATS2s,223.61111111111114
ATS2v,13823.824654257845
ATS3Z,1450.0
ATS3d,232.0
ATS3i,10218.5631495766
ATS3m,5405.6101785216
ATS3p,99.02561874454699
ATS3s,242.75
ATS3v,14702.315542233348
ATS4Z,1303.0
ATS4d,218.0
ATS4i,11401.901864319643
ATS4m,4729.0125718832
ATS4p,92.622766111792
ATS4s,249.1388888888889
ATS4v,13324.97098763401
ATS5Z,1226.0
ATS5d,187.0
ATS5i,10315.396468170238
ATS5m,4556.4033594672
ATS5p,82.178603898188
ATS5s,252.83333333333337
ATS5v,11982.424241833975
ATS6Z,1050.0
ATS6d,160.0
ATS6i,9019.312215518494
ATS6m,3834.6887084831997
ATS6p,72.574684475943
ATS6s,252.94444444444446
ATS6v,10538.087771658254
ATS7Z,916.0
ATS7d,133.0
ATS7i,8002.405897039138
ATS7m,3424.8249376704
ATS7p,59.919144665036995
ATS7s,191.19444444444443
ATS7v,8747.112701240632
ATS8Z,663.0
ATS8d,96.0
ATS8i,5953.746362561297
ATS8m,2386.1707685215997
ATS8p,46.562343344547
ATS8s,149.16666666666666
ATS8v,6737.854653302735
C1SP1,0
C1SP2,0
C1SP3,1
C2SP1,0
C2SP2,11
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.13333333333333333
GGI10,0.012345679012345678
JGI10,0.006172839506172839
JGT10,0.4531393025665427
Kier1,14.917355371900827
Kier2,6.40582726326743
Kier3,3.276621058893516
MAXdO,11.851359678130512
MAXsF,13.306324830105494
MID_C,31.21077906134236
MID_N,2.2543933812863557
MID_O,5.726868525184084
MID_X,1.772580504774803
MID_h,9.753842411245243
MINdO,11.851359678130512
MINsF,13.306324830105494
MPC10,73
MWC01,22.0
MWC02,4.672828834461906
MWC03,5.5254529391317835
MWC04,6.411818267709897
MWC05,7.2868764117507
MWC06,8.178919332848396
MWC07,9.063347348235522
MWC08,9.958023085184141
MWC09,10.84768523766329
MWC10,11.744140355214656
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,3
NaasN,1
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.7905000000000006
SRW02,3.8066624897703196
SRW03,0.0
SRW04,5.1298987149230735
SRW05,2.3978952727983707
SRW06,6.647688373563329
SRW07,4.844187086458591
SRW08,8.253488028345904
SRW09,7.018401799069201
SRW10,9.906233778204154
SaaCH,11.35599736499538
SaaNH,0
SaaSe,0
SaaaC,0.8167740877215088
SaasC,1.1718828210296466
SaasN,1.3960185185185185
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,1.5772907951569568
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.7611009739564993
VE1_D,4.408735717977432
VE2_A,0.18805504869782497
VE2_D,0.2204367858988716
VE3_A,2.0178589073230895
VE3_D,2.176735143650735
VR1_A,180.56036020506315
VR1_D,105.92812194580402
VR2_A,9.028018010253158
VR2_D,5.296406097290201
VR3_A,5.889212308000018
VR3_D,5.355907949810809
WPath,810
Xc-3d,1.3714578790967669
Xc-4d,0.0
Xc-5d,0.21982198216447035
Xc-6d,0.0
Xp-0d,14.11251969619286
Xp-1d,9.669035095596021
Xp-2d,8.76160654473024
Xp-3d,7.339930279368257
Xp-4d,6.158104293896759
Xp-5d,5.166579074981267
Xp-6d,3.3090256311554542
Xp-7d,2.4068568522149865
ZMIC0,62.66705611789783
ZMIC1,40.469658105064305
ZMIC2,26.25546707227147
ZMIC3,23.054229296672176
ZMIC4,22.866729296672176
ZMIC5,22.866729296672176
nAcid,0
nAtom,32
nBase,0
nRing,3
piPC1,3.4657359027997265
piPC2,4.154969184038536
piPC3,4.786449533203602
piPC4,5.44592885524981
piPC5,6.010500949556315
piPC6,6.26681503780901
piPC7,6.679628629506391
piPC8,7.072763100803703
piPC9,7.158741962588402
AATS0Z,27.3125
AATS0d,3.6875
AATS0i,162.25234517807775
AATS0m,109.41231122343034
AATS0p,1.581834870568375
AATS0s,6.388020833333333
AATS0v,243.6027802877503
AATS1Z,28.235294117647058
AATS1d,4.294117647058823
AATS1i,145.2845522744059
AATS1m,109.2483125245647
AATS1p,1.8457682858823528
AATS1s,3.709150326797386
AATS1v,283.3254292804303
AATS2Z,25.428571428571427
AATS2d,4.035714285714286
AATS2i,154.06398065994549
AATS2m,97.3094440476857
AATS2p,1.621283091739214
AATS2s,3.9930555555555562
AATS2v,246.8540116831758
AATS3Z,21.96969696969697
AATS3d,3.515151515151515
AATS3i,154.82671438752422
AATS3m,81.90318452305453
AATS3p,1.5003881627961666
AATS3s,3.678030303030303
AATS3v,222.76235670050528
AATS4Z,18.35211267605634
AATS4d,3.0704225352112675
AATS4i,160.59016710309356
AATS4m,66.60581087159436
AATS4p,1.3045460015745352
AATS4s,3.5089984350547736
AATS4v,187.67564771315506
AATS5Z,19.15625
AATS5d,2.921875
AATS5i,161.17806981515997
AATS5m,71.193802491675
AATS5p,1.2840406859091875
AATS5s,3.950520833333334
AATS5v,187.22537877865585
AATS6Z,18.75
AATS6d,2.857142857142857
AATS6i,161.0591467056874
AATS6m,68.47658408005714
AATS6p,1.2959765084989823
AATS6s,4.51686507936508
AATS6v,188.1801387796117
AATS7Z,18.693877551020407
AATS7d,2.7142857142857144
AATS7i,163.3144060620232
AATS7m,69.89438648306938
AATS7p,1.2228396870415714
AATS7s,3.901927437641723
AATS7v,178.51250410695167
AATS8Z,17.91891891891892
AATS8d,2.5945945945945947
AATS8i,160.91206385300802
AATS8m,64.49110185193513
AATS8p,1.258441712014784
AATS8s,4.031531531531531
AATS8v,182.10417981899283
AMID_C,1.560538953067118
AMID_N,0.11271966906431778
AMID_O,0.2863434262592042
AMID_X,0.08862902523874014
AMID_h,0.48769212056226213
ATS0dv,346.0
ATS0pe,216.20029999999997
ATS0se,259.986092
ATS1dv,327.0
ATS1pe,229.11749999999995
ATS1se,270.903884
ATS2dv,475.0
ATS2pe,380.13829999999996
ATS2se,454.106148
ATS3dv,424.0
ATS3pe,438.41599999999994
ATS3se,527.7300319999999
ATS4dv,382.0
ATS4pe,463.4267
ATS4se,565.762564
ATS5dv,380.0
ATS5pe,416.4693
ATS5se,509.26098800000005
ATS6dv,334.0
ATS6pe,369.48170000000005
ATS6se,450.389912
ATS7dv,288.0
ATS7pe,315.1282
ATS7se,387.86025600000005
ATS8dv,152.0
ATS8pe,244.507
ATS8se,297.651272
ATSC0Z,243.875
ATSC0c,0.884199109645963
ATSC0d,20.0
ATSC0i,68.90404267905183
ATSC0m,1167.6662238858398
ATSC0p,7.572237798367498
ATSC0s,78.40885416666666
ATSC0v,1505.6014691881696
ATSC1Z,14.2578125
ATSC1c,-0.5840724949170534
ATSC1d,6.875
ATSC1i,-11.807046836403941
ATSC1m,65.65001867779573
ATSC1p,-0.9467032107612199
ATSC1s,-3.9274631076388875
ATSC1v,-56.28957287972749
ATSC2Z,32.84375
ATSC2c,0.2673664336099061
ATSC2d,0.25
ATSC2i,3.696189828302935
ATSC2m,156.99511357986748
ATSC2p,1.2152798331927486
ATSC2s,10.53884548611111
ATSC2v,214.84281261279742
ATSC3Z,-72.6171875
ATSC3c,-0.08329160633363361
ATSC3d,-6.875
ATSC3i,-22.817716846684135
ATSC3m,-354.4992233289148
ATSC3p,-2.942150400208594
ATSC3s,-16.603678385416668
ATSC3v,-543.6840075143311
ATSC4Z,-76.78515625
ATSC4c,-0.11047254070527492
ATSC4d,-3.8125
ATSC4i,-1.8918434170607203
ATSC4m,-359.3486919793455
ATSC4p,-1.4833968302360154
ATSC4s,-16.653672960069443
ATSC4v,-383.58021966148226
ATSC5Z,58.9375
ATSC5c,0.16034759370424337
ATSC5d,-2.0
ATSC5i,-1.1422797725671292
ATSC5m,290.80088980306965
ATSC5p,0.45568254702350053
ATSC5s,4.786458333333335
ATSC5v,224.7811344127714
ATSC6Z,-43.84375
ATSC6c,-0.3204259949748518
ATSC6d,2.5
ATSC6i,2.5774421040614
ATSC6m,-210.3752848640932
ATSC6p,-0.42921590815499977
ATSC6s,5.807074652777779
ATSC6v,-188.8413386576286
ATSC7Z,119.19140625
ATSC7c,0.3206148770266223
ATSC7d,-2.1875
ATSC7i,4.259636566690046
ATSC7m,569.6133095517325
ATSC7p,1.845029957253641
ATSC7s,18.026719835069443
ATSC7v,595.2491504370839
ATSC8Z,-72.79296875
ATSC8c,-0.08194855052301758
ATSC8d,-7.6875
ATSC8i,-14.970597282516346
ATSC8m,-351.8841505769018
ATSC8p,-2.2067626410750467
ATSC8s,-16.352945963541668
ATSC8v,-466.2675372046683
AXp-0d,0.705625984809643
AXp-1d,0.4395015952543646
AXp-2d,0.28263246918484647
AXp-3d,0.1790226897406892
AXp-4d,0.11196553261630471
AXp-5d,0.07487795760842415
AXp-6d,0.04795689320515151
AXp-7d,0.031257881197597225
GATS1Z,0.6206168782223295
GATS1c,1.6150608817465268
GATS1d,0.7066176470588236
GATS1i,1.0819298327917113
GATS1m,0.6219765552763066
GATS1p,1.0871525772048696
GATS1s,0.5394257075110758
GATS1v,0.9087088183018912
GATS2Z,0.7467965146078933
GATS2c,0.9594174549324901
GATS2d,1.0933035714285715
GATS2i,0.8887273173775547
GATS2m,0.7420230566508468
GATS2p,0.8471639476146605
GATS2s,0.54489956333259
GATS2v,0.8039076341174348
GATS3Z,1.0015066088874391
GATS3c,1.0434846378870433
GATS3d,1.1742424242424243
GATS3i,1.1623480232220542
GATS3m,1.005646504543658
GATS3p,1.1551194605640644
GATS3s,0.9423163180511482
GATS3v,1.0964702882695416
GATS4Z,1.104641173540474
GATS4c,1.090686498043475
GATS4d,1.0806338028169014
GATS4i,0.8942530469986586
GATS4m,1.097374537841567
GATS4p,1.0280528356393714
GATS4s,0.9597155374595935
GATS4v,1.0726207209498484
GATS5Z,0.8808623782675551
GATS5c,0.9307336722470076
GATS5d,1.04140625
GATS5i,0.8853832873414992
GATS5m,0.8740335656399955
GATS5p,0.9298742759488882
GATS5s,0.9884087814274803
GATS5v,0.9146239227185127
GATS6Z,1.0997656879256057
GATS6c,1.064562223300837
GATS6d,0.8580357142857143
GATS6i,0.9699310377293562
GATS6m,1.0997670682577654
GATS6p,1.008208551024837
GATS6s,1.2086435158606275
GATS6v,1.0389162879515628
GATS7Z,0.7328528541093526
GATS7c,0.7373237018465654
GATS7d,0.9964285714285716
GATS7i,0.7890977134714791
GATS7m,0.7291418147682962
GATS7p,0.8009976933536617
GATS7s,0.6940153722653498
GATS7v,0.7644599711782556
GATS8Z,1.2608364386939477
GATS8c,1.119589195459703
GATS8d,1.2567567567567568
GATS8i,1.3398468302999673
GATS8m,1.2703493672321993
GATS8p,1.2546923928941887
GATS8s,1.4308181774387894
GATS8v,1.235564352854651
MATS1Z,0.055024572617360636
MATS1c,-0.6217098426550164
MATS1d,0.3235294117647059
MATS1i,-0.1612752204006032
MATS1m,0.05291602309741932
MATS1p,-0.11766862192189599
MATS1s,-0.047143092515494346
MATS1v,-0.03518754638465349
MATS2Z,0.07695687193380683
MATS2c,0.17279006225965854
MATS2d,0.007142857142857143
MATS2i,0.030652896277130706
MATS2m,0.07682974093029935
MATS2p,0.09170943087880847
MATS2s,0.07680506856832872
MATS2v,0.08154038369743626
MATS3Z,-0.14437040833760464
MATS3c,-0.04567275480251112
MATS3d,-0.16666666666666669
MATS3i,-0.16055858278660853
MATS3m,-0.14719823849918365
MATS3p,-0.18838515135447004
MATS3s,-0.10267039856199245
MATS3v,-0.1750824322865552
MATS4Z,-0.14190628135806124
MATS4c,-0.05631134473906784
MATS4d,-0.08591549295774648
MATS4i,-0.01237462692494633
MATS4m,-0.13870399822893253
MATS4p,-0.08829268666198528
MATS4s,-0.09572746407926007
MATS4v,-0.11482535671019257
MATS5Z,0.1208354689902614
MATS5c,0.0906739171952159
MATS5d,-0.05
MATS5i,-0.008288916935452936
MATS5m,0.12452226666081104
MATS5p,0.030089027785269853
MATS5s,0.03052243515228006
MATS5v,0.07464828475957017
MATS6Z,-0.10273120011715603
MATS6c,-0.2070806977292393
MATS6d,0.07142857142857142
MATS6i,0.021375002136288648
MATS6m,-0.10295274971105155
MATS6p,-0.032390191613409905
MATS6s,0.042320837465146484
MATS6v,-0.07167191224512634
MATS7Z,0.3191769788386908
MATS7c,0.2368031610713659
MATS7d,-0.07142857142857142
MATS7i,0.04037213730813264
MATS7m,0.3185776532814299
MATS7p,0.15912304330487184
MATS7s,0.15014314204874218
MATS7v,0.2581919233052826
MATS8Z,-0.25814897419202903
MATS8c,-0.08015663135234276
MATS8d,-0.3324324324324324
MATS8i,-0.18790687878791354
MATS8m,-0.2606329035741072
MATS8p,-0.25204589768346525
MATS8s,-0.18037616479942697
MATS8v,-0.2678387467121883
MAXaaO,5.092298044217687
MAXssO,5.1400446953472745
MINaaO,5.092298044217687
MINssO,5.1400446953472745
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,26.234993828499945
SpAD_D,167.30181493589308
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.2981018518518517
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,615
TMWC10,115.68909181220027
TSRW10,68.00445554313293
VE1_Dt,4.438651411483941
VE2_Dt,0.22193257057419707
VE3_Dt,2.1834977747146453
VR1_Dt,102.70835497346327
VR2_Dt,5.135417748673164
VR3_Dt,5.325040647383745
Xc-3dv,0.48868661944148156
Xc-4dv,0.0
Xc-5dv,0.05121244563300478
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.07856742013183861
Xch-6d,0.39660880187581576
Xch-7d,0.6612402812804254
Xp-0dv,10.798481605414704
Xp-1dv,6.090122936764776
Xp-2dv,4.417690298160365
Xp-3dv,3.1042717850574557
Xp-4dv,2.138385865874305
Xp-5dv,1.4442320527517531
Xp-6dv,0.7443325646466644
Xp-7dv,0.4459484370845917
Xpc-4d,3.015605694426579
Xpc-5d,4.830380541295321
Xpc-6d,7.4020196440671615
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,34
nFRing,1
nHBAcc,4
nHBDon,0
nHRing,1
nSpiro,0
naRing,3
piPC10,7.397994671639658
AATS0dv,10.8125
AATS0pe,6.756259374999999
AATS0se,8.124565375
AATS1dv,9.617647058823529
AATS1pe,6.738749999999999
AATS1se,7.967761294117647
AATS2dv,8.482142857142858
AATS2pe,6.788183928571428
AATS2se,8.109038357142857
AATS3dv,6.424242424242424
AATS3pe,6.642666666666666
AATS3se,7.995909575757575
AATS4dv,5.380281690140845
AATS4pe,6.52713661971831
AATS4se,7.968486816901408
AATS5dv,5.9375
AATS5pe,6.5073328125
AATS5se,7.957202937500001
AATS6dv,5.964285714285714
AATS6pe,6.597887500000001
AATS6se,8.042677
AATS7dv,5.877551020408164
AATS7pe,6.431187755102041
AATS7se,7.91551542857143
AATS8dv,4.108108108108108
AATS8pe,6.608297297297297
AATS8se,8.044628972972973
AATSC0Z,7.62109375
AATSC0c,0.027631222176436345
AATSC0d,0.625
AATSC0i,2.1532513337203696
AATSC0m,36.489569496432495
AATSC0p,0.2366324311989843
AATSC0s,2.450276692708333
AATSC0v,47.0500459121303
AATSC1Z,0.41934742647058826
AATSC1c,-0.01717860279167804
AATSC1d,0.20220588235294118
AATSC1i,-0.34726608342364534
AATSC1m,1.9308829022881095
AATSC1p,-0.02784421208121235
AATSC1s,-0.11551362081290846
AATSC1v,-1.6555756729331614
AATSC2Z,0.5864955357142857
AATSC2c,0.004774400600176894
AATSC2d,0.004464285714285714
AATSC2i,0.06600338979112384
AATSC2m,2.803484171069062
AATSC2p,0.02170142559272765
AATSC2s,0.18819366939484125
AATSC2v,3.836478796657097
AATSC3Z,-1.1002604166666667
AATSC3c,-0.001261994035358085
AATSC3d,-0.10416666666666667
AATSC3i,-0.3457229825255172
AATSC3m,-5.3712003534684065
AATSC3p,-0.04457803636679688
AATSC3s,-0.25157088462752525
AATSC3v,-8.237636477489866
AATSC4Z,-1.081481073943662
AATSC4c,-0.0015559512775390834
AATSC4d,-0.05369718309859155
AATSC4i,-0.02664568193043268
AATSC4m,-5.061249182807684
AATSC4p,-0.02089291310191571
AATSC4s,-0.23455877408548512
AATSC4v,-5.4025383050913
AATSC5Z,0.9208984375
AATSC5c,0.0025054311516288026
AATSC5d,-0.03125
AATSC5i,-0.017848121446361394
AATSC5m,4.543763903172963
AATSC5p,0.007120039797242196
