DLiP-ID,C0028U
DLiP-Mol-ID,29307
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H12N4O/c21-15-10-14(11-6-2-1-3-7-11)19-20(15)16-17-12-8-4-5-9-13(12)18-16/h1-10,19H,(H,17,18)"
Standard Inchi Key(RDKit),ZQVWBWDSXXBVDK-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=c1cc(-c2ccccc2)[nH]n1-c1nc2ccccc2[nH]1
SMILES(SDF),
MW(SDF),
MW(RDKit),276.299
MW Monoisotopic(RDKit),276.101111004
MolLogP(RDKit),2.7089
XLogP(SDF),
XLogP(CDK),3.449
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),66.47
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.590864357658231
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,161409.81558633572
qed,0.5908643576582309
Chi0,14.233840039752504
Chi1,10.309663088089316
TPSA,66.47
Chi0n,11.07617817336004
Chi0v,11.07617817336004
Chi1n,6.637542274884038
Chi1v,6.637542274884038
Chi2n,4.787048624224326
Chi2v,4.787048624224326
Chi3n,3.3939265573439346
Chi3v,3.3939265573439346
Chi4n,2.364003578238553
Chi4v,2.364003578238553
MolMR,81.47740000000003
MolWt,276.29900000000004
fr_SH,0
Kappa1,11.722368304640462
Kappa2,4.485465441844665
