DLiP-ID,C001P0
DLiP-Mol-ID,32696
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H12N2O2S/c1-19-11-6-4-5-10(9-11)14(18)17-15-16-12-7-2-3-8-13(12)20-15/h2-9H,1H3,(H,16,17,18)"
Standard Inchi Key(RDKit),XGJCCDDANIQYMA-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cccc(C(=O)Nc2nc3ccccc3s2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),284.34
MW Monoisotopic(RDKit),284.061948624
MolLogP(RDKit),3.5572
XLogP(SDF),
XLogP(CDK),2.817
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),51.22
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.799774265480774
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,64984.468773550245
qed,0.7997742654807741
Chi0,13.94938298937633
Chi1,9.75835149307306
TPSA,51.22
Chi0n,10.790760620408555
Chi0v,11.607257201336282
Chi1n,6.070675941127092
Chi1v,6.887172522054819
Chi2n,4.1728227389977715
Chi2v,5.203471620924136
Chi3n,2.8462755076689934
Chi3v,3.798108028152944
Chi4n,1.8592758675565284
Chi4v,2.720163944597461
MolMR,80.56720000000003
MolWt,284.34
