DLiP-ID,C100JY
DLiP-Mol-ID,36291
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H21NO6/c1-3-10-27-15-7-4-6-14(13-15)18-17(19(23)16-8-5-11-28-16)20(24)21(25)22(18)9-12-26-2/h3-8,11,13,18,24H,1,9-10,12H2,2H3"
Standard Inchi Key(RDKit),NZSPAADARWERIF-UHFFFAOYSA-N
Canonical SMILES(RDKit),C=CCOc1cccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2CCOC)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),383.4
MW Monoisotopic(RDKit),383.136887392
MolLogP(RDKit),3.0691
XLogP(SDF),
XLogP(CDK),2.49
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),89.21
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.528770141831865
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Annexin A2/S100-A10
Common Target Pref Name,Annexin A2/S100-A10
RDKit Descriptors
Ipc,2956383.427778685
qed,0.5287701418318651
Chi0,20.095647359318296
Chi1,13.578917360319545
TPSA,89.21000000000001
Chi0n,15.460248190772058
Chi0v,15.460248190772058
Chi1n,8.729993508665439
Chi1v,8.729993508665439
Chi2n,6.134759396498621
Chi2v,6.134759396498621
Chi3n,4.371256338522818
Chi3v,4.371256338522818
Chi4n,3.122478789761355
Chi4v,3.122478789761355
MolMR,101.15730000000003
MolWt,383.40000000000015
fr_SH,0
Kappa1,19.441819240304884
Kappa2,8.579184551097407
Kappa3,3.6994451416019425
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
