DLiP-ID,T007X0
DLiP-Mol-ID,26248
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H18O4/c1-19(2,21)18-9-13-7-12-8-15(11-3-5-14(20)6-4-11)22-16(12)10-17(13)23-18/h3-8,10,18,20-21H,9H2,1-2H3"
Standard Inchi Key(RDKit),ZCFGJNKDWNKKRQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(C)(O)C1Cc2cc3cc(-c4ccc(O)cc4)oc3cc2O1
SMILES(SDF),
MW(SDF),
MW(RDKit),310.349
MW Monoisotopic(RDKit),310.120509056
MolLogP(RDKit),3.8798
XLogP(SDF),
XLogP(CDK),3.578
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),62.83
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.753777345171607
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,HIF-1a/p300
Common Target Pref Name,HIF-1a/p300
RDKit Descriptors
Ipc,253640.15028570892
qed,0.7537773451716074
Chi0,16.18986996538249
Chi1,10.89799805120625
TPSA,62.83
Chi0n,13.036832706631198
Chi0v,13.036832706631198
Chi1n,7.649183119858015
Chi1v,7.649183119858015
Chi2n,6.619561845360217
Chi2v,6.619561845360217
Chi3n,4.313738124488487
Chi3v,4.313738124488487
Chi4n,2.941224924052303
Chi4v,2.941224924052303
MolMR,87.73260000000003
MolWt,310.3490000000001
fr_SH,0
Kappa1,14.152613321456492
Kappa2,4.766015851250408
Kappa3,2.449467789981923
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,825.7612711953699
MolLogP,3.879800000000002
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.7208998471164263
SMR_VSA1,19.367068680534807
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,31.973313221039245
SMR_VSA6,0.0
SMR_VSA7,48.02802097092827
SMR_VSA8,0.0
SMR_VSA9,22.822722577139245
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,1
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,133.48538327372577
NHOHCount,2
PEOE_VSA1,19.367068680534807
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
