DLiP-ID,C000YH
DLiP-Mol-ID,31566
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H10N4OS2/c1-8-10-7-11(12-15-16-14(20)19-12)21-13(10)18(17-8)9-5-3-2-4-6-9/h2-7H,1H3,(H,16,20)"
Standard Inchi Key(RDKit),YNKDEHKXKOAEBW-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1nn(-c2ccccc2)c2sc(-c3nnc(S)o3)cc12
SMILES(SDF),
MW(SDF),
MW(RDKit),314.395
MW Monoisotopic(RDKit),314.02960294
MolLogP(RDKit),3.73412
XLogP(SDF),
XLogP(CDK),3.93
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),56.74
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.572742318770572
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,145846.9429869019
qed,0.5727423187705721
Chi0,14.396976746569035
Chi1,10.220346690612276
TPSA,56.74
Chi0n,11.016666173565273
Chi0v,12.727589945492914
Chi1n,6.296171239140187
Chi1v,7.559881415567871
Chi2n,4.552029686324047
Chi2v,5.965252754085467
Chi3n,3.170511480495689
Chi3v,4.449825171133066
Chi4n,2.2118642122905943
Chi4v,3.4472273724869096
MolMR,84.22800000000001
MolWt,314.395
fr_SH,1
Kappa1,12.607889201193814
Kappa2,4.712471983945156
Kappa3,2.051602901606308
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,4
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,923.166572187744
MolLogP,3.7341200000000008
NOCount,5
fr_Ar_N,4
fr_COO2,0
fr_urea,0
BalabanJ,1.9222904835306525
SMR_VSA1,4.417150937053347
SMR_VSA2,0.0
SMR_VSA3,19.9778483600483
SMR_VSA4,0.0
SMR_VSA5,12.146493105537312
SMR_VSA6,0.0
SMR_VSA7,42.09213040561812
SMR_VSA8,0.0
SMR_VSA9,16.45525739041077
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,129.1969403629055
NHOHCount,0
PEOE_VSA1,4.417150937053347
PEOE_VSA2,0.0
PEOE_VSA3,4.681802935145185
PEOE_VSA4,5.098681808301038
PEOE_VSA5,21.534149494536813
PEOE_VSA6,30.827890353397823
PEOE_VSA7,25.122838405075452
PEOE_VSA8,5.386224214464796
PEOE_VSA9,16.258461463233324
RingCount,4
SMR_VSA10,34.18219566003309
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,314.02960293999996
NumHDonors,1
PEOE_VSA10,4.830396419620566
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,11.113479827872595
PEOE_VSA14,0.0
SlogP_VSA1,0.0
SlogP_VSA2,19.9778483600483
SlogP_VSA3,0.0
SlogP_VSA4,6.923737199690624
SlogP_VSA5,5.693927994848461
SlogP_VSA6,46.038109253669695
SlogP_VSA7,0.0
SlogP_VSA8,26.67187802449613
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,5.222755905846688
EState_VSA3,5.890723922025908
EState_VSA4,26.475082097318683
EState_VSA5,0.0
EState_VSA6,11.336785877934737
EState_VSA7,48.00374254560547
EState_VSA8,27.924834572916104
EState_VSA9,4.417150937053347
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SlogP_VSA12,23.96557502594773
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,7.317943751574704
