DLiP-ID,T002NN
AATSC4p,-0.009160024769478844
AATSC4s,-0.36602588577709544
AATSC4v,-1.5538925830142154
AATSC5Z,-0.28702296292275153
AATSC5c,-0.00021602294482084874
AATSC5d,-0.040711009174311925
AATSC5i,-0.09684322278321299
AATSC5m,-1.2514385747244987
AATSC5p,-0.006637881224792229
AATSC5s,0.6075996326865608
AATSC5v,-1.0947739843537427
AATSC6Z,-0.06960957805673823
AATSC6c,0.0009879745501624596
AATSC6d,-0.012266355140186916
AATSC6i,-0.303875600978337
AATSC6m,-0.16621252568710987
AATSC6p,-0.02407885036907009
AATSC6s,-0.023498990994751612
AATSC6v,-1.259821420774833
AATSC7Z,-0.7008136094674556
AATSC7c,-0.0011474777137682737
AATSC7d,0.004807692307692308
AATSC7i,-0.16985472519224543
AATSC7m,-3.1599032647928995
AATSC7p,-0.004898328022408473
AATSC7s,-0.4673506258319738
AATSC7v,-0.6010240075532295
AATSC8Z,-0.778014053254438
AATSC8c,0.002224538155242029
AATSC8d,-0.0026041666666666665
AATSC8i,0.07509547580494931
AATSC8m,-3.395084092455623
AATSC8p,0.0003082319977294375
AATSC8s,-0.21172027745183683
AATSC8v,0.383421477680427
ATS0are,343.7881
ATS1are,362.7118
ATS2are,593.0956
ATS3are,749.112
ATS4are,764.8698
ATS5are,715.75
ATS6are,674.5000000000001
ATS7are,676.7937999999999
ATS8are,615.1179000000001
ATSC0dv,215.56410256410257
ATSC0pe,7.487892307692304
ATSC0se,5.303191442307691
ATSC1dv,0.47386587771203514
ATSC1pe,-0.9583360946745536
ATSC1se,-0.3554214678254452
ATSC2dv,22.793063773833005
ATSC2pe,4.0178804733727835
ATSC2se,3.257281396819523
ATSC3dv,-67.45496383957922
ATSC3pe,-2.5999905325443766
ATSC3se,-1.8022183905325444
ATSC4dv,-58.34861932938856
ATSC4pe,-1.2544650887573958
ATSC4se,-0.7268188006656799
ATSC5dv,50.490631163708095
ATSC5pe,1.2707372781065098
ATSC5se,1.16010395747041
ATSC6dv,2.1362590401051875
ATSC6pe,-0.6213514792899447
ATSC6se,-1.0726782178254375
ATSC7dv,-54.47008547008547
ATSC7pe,-3.5654230769230746
ATSC7se,-2.747730480769234
ATSC8dv,-10.00295857988166
ATSC8pe,-1.0523319526627226
ATSC8se,-0.9043182973372765
AXp-0dv,0.5420447041123945
AXp-1dv,0.3119723615437056
AXp-2dv,0.1720698536498371
AXp-3dv,0.09574201073993317
AXp-4dv,0.05137399571612442
AXp-5dv,0.02822790245707296
AXp-6dv,0.015268666109524728
AXp-7dv,0.008279748177170882
BertzCT,1415.3560355325446
ECIndex,986
ETA_eta,22.496734658647352
GATS1dv,0.6734409636990819
GATS1pe,0.761834601799119
GATS1se,0.7222709443131685
GATS2dv,0.7325088910658988
GATS2pe,0.4382186782109577
GATS2se,0.40778839612156625
GATS3dv,1.0651017419802051
GATS3pe,1.0504316358071815
GATS3se,1.040440728268013
GATS4dv,1.1235195160495506
GATS4pe,1.0440139847742482
GATS4se,1.023201915655511
GATS5dv,0.8853380156117172
GATS5pe,0.9517397523627747
GATS5se,0.9437375500260485
GATS6dv,0.9435289239385514
GATS6pe,0.9232590696956628
GATS6se,0.9583114365440117
GATS7dv,1.151094326156774
GATS7pe,1.3106352588691899
GATS7se,1.343275917616444
GATS8dv,1.0239848489354109
GATS8pe,1.0643173569434146
GATS8se,1.0679133467998254
LogEE_A,4.424986142740181
LogEE_D,232.0863830364609
MATS1dv,0.0020783546179050085
MATS1pe,-0.12100377243038292
MATS1se,-0.0633646448489266
MATS2dv,0.06177881905973665
MATS2pe,0.31350953958354516
MATS2se,0.35886517099438736
MATS3dv,-0.14027582378669118
MATS3pe,-0.15565301281779237
MATS3se,-0.15234053144062343
MATS4dv,-0.11827978485315858
MATS4pe,-0.07320746561132337
MATS4se,-0.05988874740483731
MATS5dv,0.11174065299450112
MATS5pe,0.08096047108145443
MATS5se,0.10436057152060223
MATS6dv,0.004816117113501677
MATS6pe,-0.040327129782350465
MATS6se,-0.09829959364547684
MATS7dv,-0.1263431267594465
MATS7pe,-0.23807921711563074
MATS7se,-0.25906385906121043
MATS8dv,-0.025135303913405502
MATS8pe,-0.07612464463999669
MATS8se,-0.09236684797319027
MAXaaCH,1.859442930547229
MAXaaNH,3.0044813256785314
MAXaaaC,0.7939592127898911
MAXaasC,0.6590941363664129
MAXdssC,-0.4996247631200863
MAXssNH,2.716618368479164
MDEC-22,14.138858587485348
MDEC-23,23.51076616595923
MDEC-33,7.261465732264933
MDEN-22,2.2543988569266595
MDEO-11,1.7274971067121976
MINaaCH,1.3715945351132732
MINaaNH,3.0044813256785314
MINaaaC,0.7245147683454468
MINaasC,-0.067369606786162
MINdssC,-1.2829360245664387
MINssNH,2.0221290286427753
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.5892857142857144
SM1_Dzi,1.9050183614099527
SM1_Dzm,2.584187490337345
SM1_Dzp,-7.578242481570367
SM1_Dzv,-3.434016656335804
SddssSe,0
SpAD_Dt,766.8726372636452
SpAbs_A,42.13265896898498
SpAbs_D,464.17276607292195
SpMAD_A,1.2767472414843934
SpMAD_D,14.065841396149146
SpMax_A,2.406303956533425
SpMax_D,232.0863830364609
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,161.66
TpiPC10,8.978607794258622
VAdjMat,6.169925001442312
VE1_DzZ,5.662853805683423
VE1_Dzi,5.654851345154289
VE1_Dzm,5.662846924925747
VE1_Dzp,5.645569417805514
VE1_Dzv,5.648569445992797
VE2_DzZ,0.17160163047525526
VE2_Dzi,0.1713591316713421
VE2_Dzm,0.17160142196744688
VE2_Dzp,0.17107786114562162
VE2_Dzv,0.1711687710906908
VE3_DzZ,2.9278504395695513
VE3_Dzi,2.926436290365962
VE3_Dzm,2.92784922449989
VE3_Dzp,2.924793532165915
VE3_Dzv,2.9253247861719123
VR1_DzZ,218.53238486114398
VR1_Dzi,220.23341578717154
VR1_Dzm,218.53297555256208
VR1_Dzp,221.0215665214542
VR1_Dzv,220.73643357055522
VR2_DzZ,6.6221934806407265
VR2_Dzi,6.6737398723385315
VR2_Dzm,6.622211380380669
VR2_Dzp,6.697623227922854
VR2_Dzv,6.6889828354713705
VR3_DzZ,6.580856686492878
VR3_Dzi,6.588610433233185
VR3_Dzm,6.580859389481821
VR3_Dzp,6.592182751298905
VR3_Dzv,6.590891849988977
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02795084971874737
Xch-6dv,0.12958361941110216
Xch-7dv,0.15307483906017474
Xpc-4dv,2.1055043642736986
Xpc-5dv,2.5726867916614764
Xpc-6dv,3.0729592671582973
Zagreb1,174.0
Zagreb2,201.0
fragCpx,240.11
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,22
nBondsD,4
nBondsM,26
nBondsO,36
nBondsS,29
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,11
naHRing,1
AATS0are,6.611309615384615
AATS1are,6.59476
AATS2are,6.663995505617978
AATS3are,6.457862068965517
AATS4are,6.42747731092437
AATS5are,6.56651376146789
AATS6are,6.30373831775701
AATS7are,6.507632692307691
AATS8are,6.407478125000001
AATSC0dv,4.145463510848126
AATSC0pe,0.14399792899408276
AATSC0se,0.10198445081360943
AATSC1dv,0.008615743231127912
AATSC1pe,-0.01742429263044643
AATSC1se,-0.006462208505917185
AATSC2dv,0.25610184015542703
AATSC2pe,0.045144724419918916
AATSC2se,0.03659866737999464
AATSC3dv,-0.5815083089618899
AATSC3pe,-0.022413711487451523
AATSC3se,-0.015536365435625383
AATSC4dv,-0.4903245321797358
AATSC4pe,-0.010541723434936099
AATSC4se,-0.00610772101399731
AATSC5dv,0.46321679966704676
AATSC5pe,0.011658140166114769
AATSC5se,0.010643155573123028
AATSC6dv,0.019965037757992406
AATSC6pe,-0.005807023170934063
AATSC6se,-0.01002503007313493
AATSC7dv,-0.5237508218277449
AATSC7pe,-0.03428291420118341
AATSC7se,-0.026420485392011864
AATSC8dv,-0.10419748520710063
AATSC8pe,-0.010961791173570027
AATSC8se,-0.009419982263929963
AETA_eta,0.6817192320802228
ATSC0are,8.254098076923073
ATSC1are,-1.37249796597633
ATSC2are,4.9829494452662715
ATSC3are,-2.626649556213016
ATSC4are,-1.4988917529585797
ATSC5are,1.4757674926035522
ATSC6are,-0.9864729659763335
ATSC7are,-4.180953846153843
ATSC8are,-1.1112599112426034
BCUTZ-1h,16.013123859223224
BCUTZ-1l,5.677293329709622
BCUTc-1h,0.4608954745293867
BCUTc-1l,-0.3684268448015687
BCUTd-1h,4.043812464411649
BCUTd-1l,0.9706039085284548
BCUTi-1h,14.560126040217
BCUTi-1l,10.31976684187135
BCUTm-1h,32.066544484949446
BCUTm-1l,11.688526635710064
BCUTp-1h,2.95458973021029
BCUTp-1l,0.7413970731944205
BCUTs-1h,7.015038565338221
BCUTs-1l,0.29893683225057543
BCUTv-1h,24.441833486788397
BCUTv-1l,14.69996792822663
BalabanJ,1.2291586784784176
Diameter,18
ETA_beta,48.5
GATS1are,0.8172462752714847
GATS2are,0.4158853450704258
GATS3are,1.0410286509958775
GATS4are,1.0487258127556154
GATS5are,0.9545061787799644
GATS6are,0.9312183133865686
GATS7are,1.3308371762185267
GATS8are,1.0574059977433121
HybRatio,0.045454545454545456
Lipinski,True
LogEE_Dt,383.43631863182264
MATS1are,-0.1572109306754404
MATS2are,0.35272008711400454
MATS3are,-0.1426519994300074
MATS4are,-0.07935184471420889
MATS5are,0.08529531167062408
MATS6are,-0.05808113960479882
MATS7are,-0.2532653360300512
MATS8are,-0.07292528466628816
MAXddssS,-3.9817610671001007
MAXssCH2,-0.7159645767857645
MINddssS,-3.9817610671001007
MINssCH2,-0.7159645767857645
NsssssAs,0
RotRatio,0.19444444444444445
SM1_Dzpe,2.1111536107711144
SM1_Dzse,2.0151450708147376
SMR_VSA1,23.113398747313287
SMR_VSA2,0.0
SMR_VSA3,14.690051906346504
SMR_VSA4,0.0
SMR_VSA5,4.895483475517775
SMR_VSA6,17.178333613925236
SMR_VSA7,72.79640482153933
SMR_VSA8,0.0
SMR_VSA9,11.126902983393991
SpAD_DzZ,326.16245184454715
SpAD_Dzi,343.0600214370001
SpAD_Dzm,326.21715685968485
SpAD_Dzp,470.6279489229962
SpAD_Dzv,440.2060863879827
SpAbs_Dt,766.8726372636454
SpDiam_A,4.80759267294264
SpDiam_D,354.9805539686966
SpMAD_Dt,23.238564765565005
SpMax_Dt,383.43631863182264
SsssssAs,0
VE1_Dzpe,5.656157413674698
VE1_Dzse,5.65661185825172
VE2_Dzpe,0.1713987095052939
VE2_Dzse,0.17141248055308242
VE3_Dzpe,2.9266672279514707
VE3_Dzse,2.9267475698317553
VMcGowan,321.4000000000009
VR1_Dzpe,219.85736132429545
VR1_Dzse,219.7517269118744
VR2_Dzpe,6.6623442825544075
VR2_Dzse,6.65914323975377
VR3_Dzpe,6.586901446933264
VR3_Dzse,6.58642086353642
mZagreb1,10.5625
mZagreb2,7.097222222222224
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,14
nBondsKS,41
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.15873265532544373
AATSC1are,-0.024954508472296907
AATSC2are,0.05598819601422777
AATSC3are,-0.02264353065700876
AATSC4are,-0.012595729016458652
AATSC5are,0.01353915130828947
AATSC6are,-0.00921937351379751
AATSC7are,-0.04020147928994079
AATSC8are,-0.011575624075443785
AETA_beta,1.4696969696969697
BCUTdv-1h,6.024080356052666
BCUTdv-1l,0.6442325962174608
BCUTpe-1h,3.5372211276790657
BCUTpe-1l,2.224525413405228
BCUTse-1h,3.7684345663473393
BCUTse-1l,2.421617218193486
ETA_alpha,15.500000000000002
ETA_dBeta,5.5
ETA_eta_B,0.6165500441360638
ETA_eta_F,40.94040735643364
ETA_eta_L,6.015111444288991
ETA_eta_R,63.43714201508099
ETA_psi_1,0.5308219178082194
LabuteASA,188.27853120403358
LogEE_DzZ,162.77729831740822
LogEE_Dzi,171.58773854763368
LogEE_Dzm,162.80416685689056
LogEE_Dzp,233.50570721800096
LogEE_Dzv,219.37461541840494
PEOE_VSA1,15.407294519794245
PEOE_VSA2,10.111325788078153
PEOE_VSA3,18.196312689347966
PEOE_VSA4,4.722094864452088
PEOE_VSA5,0.0
PEOE_VSA6,36.39820241076966
PEOE_VSA7,47.52510539416365
PEOE_VSA8,5.687386274683562
PEOE_VSA9,15.928884910750298
SM1_Dzare,2.3323200268519857
SpAD_Dzpe,349.3913686418367
SpAD_Dzse,350.6793322970492
SpAbs_DzZ,323.8870189441142
SpAbs_Dzi,341.2704587338576
SpAbs_Dzm,323.9462042166612
SpAbs_Dzp,474.5896569175722
SpAbs_Dzv,442.1832474931458
SpDiam_Dt,569.4741109794734
SpMAD_DzZ,9.883710661955973
SpMAD_Dzi,10.39575822536364
SpMAD_Dzm,9.88536838968742
SpMAD_Dzp,14.261452997666552
SpMAD_Dzv,13.339578375393415
SpMax_DzZ,162.77729831740822
SpMax_Dzi,171.58773854763368
SpMax_Dzm,162.80416685689056
SpMax_Dzp,233.50570721800096
SpMax_Dzv,219.37461541840494
VE1_Dzare,5.6561912413277025
VE2_Dzare,0.17139973458568794
VE3_Dzare,2.92667320861102
VR1_Dzare,219.87465550697823
VR2_Dzare,6.66286834869631
VR3_Dzare,6.5869801047613485
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,21
nAromBond,22
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4696969696969697
AETA_dBeta,0.16666666666666666
AETA_eta_B,0.018683334670789812
AETA_eta_F,1.2406184047404132
AETA_eta_L,0.18227610437239367
AETA_eta_R,1.922337636820636
BCUTare-1h,3.5812771170924496
BCUTare-1l,2.1730926105437964
ETA_beta_s,21.5
ETA_dPsi_A,0.18317808219178056
ETA_dPsi_B,0.0
ETA_eta_BR,0.9605500441360638
ETA_eta_FL,9.782552073948041
ETA_eta_RL,15.797663518237032
LogEE_Dzpe,174.75965867275988
LogEE_Dzse,175.40073115067048
PEOE_VSA10,6.544756405912575
PEOE_VSA11,0.0
PEOE_VSA12,15.97163043439408
PEOE_VSA13,0.0
SlogP_VSA1,15.355672072464749
SlogP_VSA2,42.03745762726656
SlogP_VSA3,14.817828337479405
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,77.6918882970571
SlogP_VSA7,0.0
SlogP_VSA8,22.160304418626517
SlogP_VSA9,0.0
SpAD_Dzare,346.1228828193326
SpAbs_Dzpe,347.4081637347488
SpAbs_Dzse,348.78631723052615
SpDiam_DzZ,254.1524326127959
SpDiam_Dzi,263.987570178472
SpDiam_Dzm,254.19706055827425
SpDiam_Dzp,365.24505614754787
SpDiam_Dzv,340.7050250082899
SpMAD_Dzpe,10.58761723157081
SpMAD_Dzse,10.626646433243915
SpMax_Dzpe,174.75965867275988
SpMax_Dzse,175.40073115067048
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,33
AETA_beta_s,0.6515151515151515
AETA_eta_BR,0.029107577095032238
AETA_eta_FL,0.29644097193781943
AETA_eta_RL,0.4787170763102131
DetourIndex,6118
EState_VSA1,28.56846735961008
EState_VSA2,4.895483475517775
EState_VSA3,22.76262853906405
EState_VSA4,11.033401435232523
EState_VSA5,12.13273413692322
EState_VSA6,36.39820241076966
EState_VSA7,28.987563138298526
EState_VSA8,20.60153424990708
EState_VSA9,5.106527394840706
ETA_beta_ns,27.0
ETA_shape_p,0.10752688172043008
ETA_shape_x,0.05376344086021505
ETA_shape_y,0.29032258064516125
GhoseFilter,True
LogEE_Dzare,173.13211777411635
SlogP_VSA10,16.430262739741877
SlogP_VSA11,0.0
SpAbs_Dzare,343.9319155213808
SpDiam_Dzpe,269.6506574879963
SpDiam_Dzse,270.9302955241466
SpMAD_Dzare,10.488572206646442
SpMax_Dzare,173.13211777411635
TopoPSA(NO),153.28
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,24.644532696332355
VSA_EState9,67.7538950374344
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8181818181818182
EState_VSA10,18.00687135247258
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03030303030303025
FilterItLogS,-5.79588668111832
SpDiam_Dzare,267.0096162357583
ETA_beta_ns_d,1.0
ETA_epsilon_1,0.6711538461538455
ETA_epsilon_2,0.8848484848484847
ETA_epsilon_3,0.4419354838709669
ETA_epsilon_4,0.5757142857142845
ETA_epsilon_5,0.8078947368421051
AETA_beta_ns_d,0.030303030303030304
ETA_dEpsilon_A,0.22921836228287862
ETA_dEpsilon_B,0.09543956043956103
ETA_dEpsilon_C,-0.13377880184331759
ETA_dEpsilon_D,0.07695374800637955
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7272727272727273
MDEDescriptor,"0.0,0.0,0.0,0.0,14.138858587485348,23.51076616595923,0.0,7.261465732264933,0.0,0.0,1.7274971067121976,0.0,0.0,0.0,0.0,0.0,2.2543988569266595,0.0,0.0"
APolDescriptor,63.799066999999965
BCUTDescriptor,"11.849999999999996,31.97207269627683,-0.3306395169177167,0.282968468799479,4.061882563040365,11.966522595480436"
BPolDescriptor,33.122932999999996
TPSADescriptor,161.66
ALOGPDescriptor,"2.8587,8.172165689999998,115.4911"
XLogPDescriptor,2.8689999999999998
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,465.1106898600001
ChiPathDescriptor,"23.42407448406448,15.79766351823703,15.056045682328813,11.486068612893432,9.489459172358133,7.819982551151584,5.000439217408789,3.7521573951710754,17.274720425679533,10.117937998207822,7.449520129420628,4.981906253524401,3.395816472710156,2.257791615252061,1.1945446945895997,0.725746114944609"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.45412414523193145,0.5945147290565046,0.0,0.0,0.02795084971874737,0.12958361941110214,0.1360538721149113"
AtomCountDescriptor,52
BondCountDescriptor,36
SmallRingDescriptor,"4,4,3,3,0,0,1,3,0,0,0"
ChiClusterDescriptor,"2.9666527651385626,0.20412414523193154,0.5151283791960046,0.10206207261596577,0.88711959955444,0.025499585890087693,0.10505205090566011,0.008499861963362563"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,16,2,1,0,0,0"
ZagrebIndexDescriptor,174.0
LargestChainDescriptor,19
MannholdLogPDescriptor,2.67
WeightedPathDescriptor,"67.28304770932863,2.038880233616019,31.066836088460324,12.26908771572111,15.346873113959866"
FractionalPSADescriptor,0.3475731767176975
WienerNumbersDescriptor,"3697.0,49.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.255121735455569,7.653183223671035,10.435867589364223,1.5330903206705246,1.9063913813560613,2.073023763504212"
FractionalCSP3Descriptor,0.045454545454545456
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,2,5,2,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,5
LargestPiSystemDescriptor,29
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"26.074074074074073,11.82314494425221,7.2562358276643995"
AromaticAtomsCountDescriptor,21
AromaticBondsCountDescriptor,22
FragmentComplexityDescriptor,1969.11
HBondAcceptorCountDescriptor,9
HybridizationRatioDescriptor,0.045454545454545456
AutocorrelationDescriptorMass,"44.79999972253714,47.3879527089013,63.869884652087,60.09956168937886,60.59780825796158"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,9
AutocorrelationDescriptorCharge,"0.721238881146793,-0.4484945203177869,0.21987286509891837,-0.16965824529400514,-0.009505381576457797"
EccentricConnectivityIndexDescriptor,986
AutocorrelationDescriptorPolarizability,"2354.4911271223946,2746.9176528580633,3829.777530195657,3697.651540551626,3330.968580646539"
